Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
11.4,-4.04,4.85,-0.23,140.23,2.4,0.08
11.55,-4.4,4.69,-0.31,136.83,-5.4,0.11
11.7,-4.31,3.15,-0.29,126.1,-7.07,0.1
11.85,-4.56,3.79,-0.26,129.7,-4.8,0.09
12.0,-4.29,4.68,-0.32,137.47,0.55,0.11
12.15,-3.07,4.54,-0.29,145.97,0.88,0.1
12.3,-4.02,5.07,-0.24,141.58,-4.11,0.09
12.45,-5.41,4.45,-0.16,129.46,-7.19,0.06
12.6,-8.19,4.1,-0.18,116.59,-6.77,0.06
12.75,-7.11,2.51,0.04,109.46,-4.4,-0.01
12.9,-0.34,-0.09,-0.02,75.68,2.35,0.01
13.05,-0.3,0.64,-0.02,154.49,2.17,0.01
13.2,-6.01,2.19,-0.19,110.01,-2.51,0.07
13.35,-5.76,1.96,-0.27,108.81,-6.4,0.1
13.5,-6.04,5.92,-0.33,134.43,-6.72,0.12
13.65,-7.39,5.64,-0.26,127.37,-10.52,0.09
13.8,-7.59,4.81,-0.28,122.37,-12.54,0.1
13.95,-7.73,4.32,-0.52,119.22,-12.85,0.18
14.1,-6.71,5.53,-0.53,129.52,-12.29,0.19
14.25,-6.57,5.64,-0.31,130.65,-10.98,0.11
14.4,-5.21,1.02,-0.32,101.03,-8.51,0.11
14.55,-4.97,4.94,-0.07,134.8,-8.71,0.03
14.7,-2.92,-4.38,-0.0,33.65,-6.47,0.0
14.85,-2.73,-3.81,0.04,35.62,-4.9,-0.01
15.0,-6.53,-2.35,-0.11,70.18,-5.38,0.04
15.15,-7.67,-2.04,0.03,75.13,-5.28,-0.01
15.3,-7.44,-1.22,0.22,80.71,-3.66,-0.08
15.45,-7.77,0.61,0.22,94.5,-3.8,-0.08
15.6,-9.6,2.11,0.11,102.43,-7.78,-0.04
15.75,-9.67,2.82,0.18,106.27,-10.57,-0.06
15.9,-7.82,3.6,0.21,114.73,-6.51,-0.08
16.05,-6.22,3.64,0.15,120.37,-0.15,-0.05
16.2,-6.69,3.47,0.0,117.42,1.64,-0.0
16.35,-0.35,1.68,-0.15,168.2,-0.01,0.05
16.5,-1.53,-0.33,-0.3,77.95,-2.02,0.11
16.65,-0.71,0.75,-0.35,136.39,-1.04,0.12
16.8,-1.05,0.3,-0.39,105.77,16.08,0.14
16.95,-4.85,-1.34,-0.4,74.53,15.54,0.14
17.1,-5.95,-1.83,-0.32,72.93,20.28,0.11
17.25,-6.66,-2.76,-0.31,67.52,8.87,0.11
17.4,-7.49,-4.83,-0.3,57.18,9.24,0.11
17.55,-9.26,-3.92,-0.25,67.06,10.4,0.09
17.7,-10.14,-1.2,-0.16,83.26,30.34,0.06
17.85,-6.14,-0.89,-0.23,81.78,9.9,0.08
18.0,-6.62,1.54,-0.27,103.13,6.94,0.09
18.15,-15.4,1.75,-0.34,96.5,8.96,0.12
18.3,-15.91,6.5,-0.33,112.24,6.25,0.12
18.45,-12.92,6.91,-0.33,118.13,6.39,0.12
18.6,-10.53,5.66,-0.32,118.27,3.02,0.11
18.75,-6.09,5.54,-0.37,132.31,-3.23,0.13
18.9,-6.37,5.79,-0.37,132.3,-4.14,0.13
19.05,-5.13,-0.32,-0.29,86.44,-2.66,0.1
19.2,-9.24,-0.61,-0.31,86.21,-2.21,0.11
19.35,-7.84,-0.61,-0.24,85.54,-1.41,0.09
19.5,-4.57,-0.7,-0.24,81.25,-4.05,0.08
19.65,-5.71,2.95,-0.25,117.31,-0.01,0.09
19.8,-3.49,1.68,-0.28,115.67,0.31,0.1
19.95,-0.11,0.65,-0.26,170.28,4.25,0.09
20.1,3.39,1.83,-0.24,241.68,8.37,0.08
20.25,3.52,2.0,-0.24,240.41,8.22,0.08
20.4,-1.88,2.64,-0.2,144.6,-1.93,0.07
20.55,-1.54,3.36,-0.18,155.43,-8.18,0.06
20.7,-4.51,-0.24,-0.05,87.01,-12.28,0.02
20.85,0.79,4.14,1.2,190.84,-14.54,-0.42
21.0,-0.12,-3.45,-0.24,1.91,-13.7,0.08
21.15,-0.11,-3.45,0.53,1.79,-12.24,-0.19
21.3,-3.33,-3.45,0.43,43.95,-12.27,-0.15
21.45,-2.76,3.54,0.28,142.04,-5.57,-0.1
21.6,1.38,2.03,0.09,214.3,-3.42,-0.03
21.75,-0.0,2.76,-0.04,180.0,-3.94,0.01
21.9,4.14,-1.38,-0.26,288.43,-2.86,0.09
22.05,-2.41,2.76,-0.27,138.94,0.35,0.1
22.2,-2.2,0.31,-0.26,98.03,-0.87,0.09
22.35,2.3,2.88,-0.32,218.54,-9.64,0.11
22.5,-0.03,2.6,-0.29,179.3,-9.94,0.1
22.65,-0.96,-2.94,-0.06,18.03,-11.7,0.02
22.8,-4.5,-4.55,0.18,44.65,-11.61,-0.06
22.95,-6.25,-5.23,0.25,50.08,-10.37,-0.09
23.1,-5.5,0.8,0.23,98.23,-10.44,-0.08
23.25,-5.42,0.58,0.24,96.09,-12.8,-0.08
23.4,-4.59,0.63,0.93,97.86,-13.1,-0.33
23.55,-5.96,-0.37,0.96,86.49,-13.71,-0.34
23.7,-6.44,-5.52,2.4,49.37,-14.54,-0.85
23.85,-2.88,-5.66,2.4,26.93,-14.54,-0.85
24.0,-3.32,-1.38,2.36,67.39,-12.9,-0.83
24.15,-2.76,2.15,1.92,127.93,-13.67,-0.68
24.3,-2.76,-2.73,1.65,45.36,-13.12,-0.58
24.45,-0.0,-2.59,3.36,0.0,-14.54,-1.19
24.6,-0.55,0.24,3.36,114.16,-14.54,-1.19
24.75,-3.93,0.15,3.36,92.15,-14.54,-1.19
24.9,-5.29,1.25,3.36,103.29,-14.54,-1.19
25.05,0.0,1.38,3.36,180.0,-14.54,-1.19
25.2,-4.14,4.23,3.36,135.57,-14.54,-1.19
25.35,-4.14,1.38,3.36,108.43,-14.54,-1.19
