Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-9.67,8.41,0.93,131.0,-13.21,-0.33
1.65,-1.38,-4.84,-0.81,15.95,-7.69,0.29
1.8,-1.49,0.33,-0.11,102.59,14.3,0.04
1.95,1.04,0.21,-0.0,258.72,16.48,0.0
2.1,1.03,0.12,0.07,263.35,18.31,-0.02
2.25,0.42,-0.19,0.06,294.63,16.63,-0.02
2.4,-0.25,-0.19,0.16,52.38,16.74,-0.06
2.55,-0.32,-0.53,0.13,31.06,12.13,-0.04
2.7,-0.11,-0.49,0.29,12.23,19.92,-0.1
2.85,-0.21,-0.44,0.33,24.97,28.88,-0.12
3.0,-0.3,-0.4,0.28,36.5,32.47,-0.1
3.15,-0.21,-0.12,0.31,61.44,33.23,-0.11
3.3,-0.81,-0.22,0.25,74.6,32.34,-0.09
3.45,-1.62,0.26,0.21,99.17,30.59,-0.07
3.6,-2.22,0.9,0.16,111.98,30.11,-0.06
3.75,-2.09,1.62,0.1,127.78,28.05,-0.03
3.9,-1.4,2.12,0.09,146.6,29.58,-0.03
4.05,-0.56,3.28,0.15,170.33,33.31,-0.05
4.2,0.34,3.69,0.15,185.26,39.52,-0.05
4.35,0.74,4.26,0.2,189.83,45.07,-0.07
4.5,0.91,4.35,0.2,191.87,45.23,-0.07
4.65,0.25,4.38,0.2,183.23,38.17,-0.07
4.8,-0.73,4.26,0.14,170.25,31.08,-0.05
4.95,-0.96,4.97,0.16,169.08,29.7,-0.05
5.1,-1.26,5.87,0.09,167.84,34.81,-0.03
5.25,-0.94,6.8,-0.15,172.12,41.04,0.05
5.4,-0.89,6.45,-0.2,172.18,41.41,0.07
5.55,-0.63,5.81,-0.2,173.86,37.81,0.07
5.7,-0.26,4.48,-0.2,176.74,35.79,0.07
5.85,-0.23,3.6,-0.22,176.37,39.9,0.08
6.0,-0.21,2.73,-0.23,175.7,44.87,0.08
6.15,0.47,2.66,-0.23,190.12,44.54,0.08
6.3,0.54,2.35,-0.23,192.9,37.33,0.08
6.45,2.01,2.03,-0.21,224.76,30.84,0.07
6.6,3.95,0.62,-0.04,261.07,28.37,0.01
6.75,4.03,0.21,-0.07,267.0,32.35,0.03
6.9,3.72,-0.2,-0.06,273.1,30.66,0.02
7.05,2.92,0.03,-0.11,269.37,31.69,0.04
7.2,1.58,0.71,-0.14,245.69,32.52,0.05
7.35,0.38,1.4,-0.14,195.32,31.91,0.05
7.5,0.18,1.8,-0.22,185.56,29.63,0.08
7.65,0.27,2.09,-0.18,187.26,29.25,0.06
7.8,-0.26,2.29,-0.22,173.58,33.68,0.08
7.95,-0.27,2.44,-0.22,173.73,32.8,0.08
8.1,-0.23,2.48,-0.23,174.79,34.13,0.08
8.25,-0.17,2.87,-0.25,176.56,35.67,0.09
8.4,-0.36,3.55,-0.26,174.24,36.63,0.09
8.55,-0.86,4.18,-0.26,168.3,34.15,0.09
8.7,-1.24,4.6,-0.22,164.89,24.36,0.08
8.85,-1.68,4.68,-0.22,160.27,22.06,0.08
9.0,-2.09,4.55,-0.2,155.35,18.61,0.07
9.15,-2.35,1.82,-0.08,127.85,11.58,0.03
9.3,-2.43,1.23,-0.06,116.81,8.86,0.02
9.45,-2.41,1.18,0.1,116.01,8.87,-0.04
9.6,-3.83,1.83,0.22,115.48,13.02,-0.08
9.75,-4.16,1.75,0.24,112.83,12.81,-0.08
9.9,-3.89,2.0,0.25,117.23,9.37,-0.09
10.05,-2.58,1.16,0.35,114.2,8.25,-0.12
10.2,-3.29,1.55,0.34,115.32,2.5,-0.12
10.35,-2.84,2.38,0.27,129.9,4.18,-0.09
10.5,-2.34,3.0,0.21,142.13,3.32,-0.07
10.65,-2.03,1.68,0.16,129.61,1.69,-0.06
10.8,-1.12,1.9,0.21,149.45,1.14,-0.08
10.95,-3.85,2.66,0.36,124.57,-2.36,-0.13
11.1,-3.47,4.53,0.32,142.54,-0.68,-0.11
11.25,-6.25,5.76,0.25,132.65,-4.89,-0.09
11.4,-6.88,6.38,0.19,132.86,-3.67,-0.07
11.55,-6.63,6.2,0.21,133.09,-6.96,-0.07
11.7,-2.07,6.27,-0.02,161.7,-6.9,0.01
11.85,-1.33,4.29,0.34,162.77,-7.26,-0.12
12.0,0.26,1.92,-0.31,187.64,-7.24,0.11
12.15,-5.58,3.02,1.03,118.45,-9.09,-0.37
12.3,-7.35,3.04,-0.32,112.47,-6.72,0.11
12.45,-3.87,3.03,-0.36,128.13,-5.14,0.13
12.6,-3.39,3.25,-0.08,133.76,-5.34,0.03
12.75,-3.16,2.95,0.07,133.06,-3.88,-0.03
12.9,-3.59,1.27,-0.1,109.48,1.17,0.03
13.05,-4.28,1.43,-0.09,108.51,1.56,0.03
13.2,-7.12,1.19,0.09,99.49,-2.75,-0.03
13.35,-6.63,-0.65,0.33,84.44,-3.09,-0.12
13.5,-5.37,-2.34,0.33,66.41,-3.0,-0.12
13.65,-4.08,-3.9,0.29,46.28,-7.14,-0.1
13.8,-4.11,-4.22,0.21,44.24,-10.12,-0.07
13.95,-4.28,-4.71,-0.45,42.24,-10.65,0.16
14.1,-4.57,-4.65,0.12,44.51,-9.51,-0.04
14.25,-3.67,-4.84,0.29,37.17,-8.16,-0.1
14.4,-3.7,-4.74,-0.02,37.97,-7.81,0.01
14.55,-3.37,-4.32,-0.11,37.93,-6.67,0.04
14.7,-2.69,-3.13,-0.16,40.66,-5.28,0.06
14.85,-2.2,-1.24,-0.09,60.49,-6.34,0.03
15.0,-4.2,0.97,0.32,103.06,-7.93,-0.11
15.15,-7.04,1.68,0.72,103.41,-13.19,-0.25
