Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-8.98,5.53,1.68,121.61,-14.54,-0.59
1.65,3.16,-1.0,0.24,287.54,-4.51,-0.08
1.8,0.11,-0.7,0.07,351.09,16.54,-0.03
1.95,0.32,-0.61,0.05,332.37,17.91,-0.02
2.1,0.16,-0.39,-0.02,337.69,19.11,0.01
2.25,0.14,-0.32,-0.01,336.34,18.54,0.0
2.4,-0.14,0.03,0.05,103.88,18.18,-0.02
2.55,-0.1,0.05,0.05,118.11,15.26,-0.02
2.7,-0.13,0.28,0.2,155.4,20.07,-0.07
2.85,0.23,1.39,0.31,189.28,23.31,-0.11
3.0,0.46,2.17,0.37,192.04,30.79,-0.13
3.15,0.87,2.21,0.38,201.42,33.52,-0.13
3.3,0.85,1.5,0.31,209.48,33.31,-0.11
3.45,0.86,1.48,0.25,210.03,30.13,-0.09
3.6,1.23,1.69,0.24,216.2,25.26,-0.08
3.75,1.57,1.61,0.21,224.2,24.68,-0.08
3.9,2.09,0.06,0.24,268.29,27.07,-0.08
4.05,3.02,-1.88,0.22,301.81,31.7,-0.08
4.2,3.49,-2.08,0.1,300.81,37.69,-0.04
4.35,3.86,-1.93,0.13,296.51,38.1,-0.04
4.5,3.62,-1.2,0.08,288.42,36.43,-0.03
4.65,2.48,0.42,0.12,260.41,33.63,-0.04
4.8,1.69,1.57,0.03,227.05,32.74,-0.01
4.95,0.5,1.76,-0.11,195.78,34.96,0.04
5.1,0.34,2.06,-0.19,189.33,41.93,0.07
5.25,0.3,2.2,-0.23,187.72,47.88,0.08
5.4,0.14,1.5,-0.26,185.42,47.86,0.09
5.55,0.26,0.44,-0.47,210.42,41.09,0.17
5.7,0.29,-0.2,-0.52,304.21,40.25,0.18
5.85,0.13,-0.25,-0.4,332.82,40.67,0.14
6.0,-0.37,-0.68,-0.28,28.65,41.01,0.1
6.15,-0.41,-1.26,-0.27,18.13,39.85,0.1
6.3,0.14,-2.22,-0.11,356.37,22.63,0.04
6.45,0.94,-2.96,-0.09,342.49,23.17,0.03
6.6,1.66,-3.22,-0.13,332.76,33.65,0.05
