Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-9.83,1.38,-0.48,98.0,-12.07,0.17
1.65,-0.0,-1.01,0.24,0.0,-4.36,-0.08
1.8,0.17,0.52,0.18,198.13,14.43,-0.06
1.95,-0.08,0.39,0.16,167.74,15.29,-0.06
2.1,-0.52,0.13,0.08,103.62,14.02,-0.03
2.25,-0.39,0.01,0.05,90.81,13.28,-0.02
2.4,0.36,-0.26,0.07,305.24,13.45,-0.02
2.55,0.41,-0.39,0.03,313.2,14.14,-0.01
2.7,0.25,-0.71,-0.07,340.69,14.14,0.02
2.85,0.08,-1.02,-0.0,355.73,13.7,0.0
3.0,-0.09,-1.0,0.03,5.37,15.48,-0.01
3.15,-0.51,-0.78,-0.22,33.37,19.84,0.08
3.3,-0.51,-0.54,-0.46,43.13,28.91,0.16
3.45,0.85,-0.46,-0.4,298.31,30.28,0.14
3.6,1.58,-0.88,-0.36,298.98,29.11,0.13
3.75,1.64,-0.57,-0.25,289.25,26.36,0.09
3.9,1.43,0.2,-0.26,262.1,29.46,0.09
4.05,1.25,1.76,-0.42,215.44,37.03,0.15
4.2,0.43,2.55,-0.44,189.63,40.28,0.16
4.35,0.07,3.31,-0.43,181.23,43.14,0.15
4.5,-0.2,3.62,-0.38,176.77,41.18,0.13
4.65,-0.28,3.88,-0.37,175.9,39.26,0.13
4.8,-0.54,4.49,-0.32,173.18,39.74,0.11
4.95,-0.75,5.18,-0.26,171.78,41.97,0.09
5.1,-0.55,5.72,-0.24,174.55,41.03,0.09
5.25,-0.06,5.31,-0.33,179.4,42.46,0.12
5.4,-0.18,4.99,-0.32,177.92,45.48,0.11
5.55,-0.3,4.3,-0.29,175.96,49.88,0.1
5.7,-0.44,3.9,-0.27,173.61,50.94,0.09
5.85,-0.9,3.47,-0.27,165.42,49.2,0.1
6.0,-0.84,3.36,-0.27,165.95,38.0,0.1
6.15,-0.38,3.24,-0.23,173.33,33.93,0.08
6.3,0.36,3.32,-0.24,186.16,31.59,0.08
6.45,0.57,2.95,-0.25,190.95,28.58,0.09
6.6,0.96,2.62,-0.21,200.06,30.72,0.07
6.75,1.54,2.49,-0.24,211.76,32.73,0.08
6.9,1.07,2.37,-0.22,204.4,32.04,0.08
7.05,0.04,2.28,0.08,181.0,24.62,-0.03
7.2,-0.63,2.43,0.11,165.43,15.78,-0.04
7.35,-1.91,2.27,0.02,139.91,15.58,-0.01
7.5,-2.29,2.35,-0.09,135.74,16.13,0.03
7.65,-2.26,2.67,-0.23,139.77,22.83,0.08
7.8,-1.86,2.45,-0.23,142.71,23.09,0.08
7.95,-1.61,2.07,-0.14,142.1,19.38,0.05
8.1,-1.42,1.81,-0.1,141.99,19.46,0.03
8.25,-1.51,1.8,-0.24,139.96,24.45,0.08
8.4,-1.58,1.7,-0.25,137.07,24.49,0.09
8.55,-1.89,2.26,-0.24,140.05,17.66,0.09
8.7,-1.86,2.28,-0.19,140.76,12.8,0.07
8.85,-1.5,2.01,-0.1,143.39,19.59,0.04
9.0,-1.86,1.17,-0.09,122.23,5.84,0.03
9.15,-1.5,1.05,0.12,125.03,6.2,-0.04
9.3,-0.72,1.01,0.22,144.59,5.39,-0.08
9.45,-0.0,1.1,0.25,179.81,1.79,-0.09
9.6,-2.56,2.1,0.12,129.37,0.87,-0.04
9.75,-3.55,2.23,0.07,122.08,4.37,-0.02
9.9,-3.59,2.1,0.16,120.41,13.42,-0.06
10.05,-3.3,2.0,0.19,121.2,13.75,-0.07
10.2,-3.13,1.11,0.17,109.46,10.56,-0.06
10.35,-0.9,0.95,0.14,136.53,6.29,-0.05
10.5,-0.43,0.43,0.16,134.87,5.74,-0.06
10.65,-0.04,1.86,0.15,178.88,6.32,-0.05
10.8,-1.42,1.18,0.17,129.61,5.69,-0.06
10.95,-1.87,2.15,0.21,139.05,-1.57,-0.07
11.1,-2.82,2.2,0.23,128.0,-4.91,-0.08
11.25,-2.77,2.22,0.32,128.74,-5.15,-0.11
11.4,-6.94,0.53,0.34,94.4,-1.01,-0.12
11.55,-6.22,2.37,0.34,110.85,-1.13,-0.12
11.7,-9.08,1.57,0.25,99.81,-2.95,-0.09
11.85,0.15,0.15,0.11,226.5,-6.27,-0.04
12.0,-2.09,0.26,0.1,96.96,-5.91,-0.04
12.15,-5.04,1.14,0.19,102.73,-7.28,-0.07
12.3,-3.37,1.7,0.25,116.71,-7.57,-0.09
12.45,-4.11,1.68,0.28,112.28,-6.27,-0.1
12.6,-4.04,0.75,0.27,100.51,-5.08,-0.1
12.75,-3.16,0.1,0.18,91.8,0.02,-0.07
12.9,0.05,1.36,0.16,182.0,2.2,-0.06
13.05,-0.14,1.34,0.12,174.09,1.86,-0.04
