Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
14.7,-6.52,-2.5,0.16,69.02,-2.73,-0.05
14.85,-7.23,-1.3,0.14,79.8,-3.75,-0.05
15.0,-8.57,-0.33,0.17,87.78,-3.89,-0.06
15.15,-8.84,2.3,-0.26,104.59,-10.8,0.09
15.3,-8.8,2.79,-0.37,107.62,-10.8,0.13
15.45,-8.6,5.27,0.01,121.5,-8.35,-0.0
15.6,-7.95,6.3,0.15,128.4,5.55,-0.05
15.75,-7.42,8.98,0.26,140.42,3.52,-0.09
15.9,-5.11,12.07,-0.28,157.06,-10.45,0.1
16.05,-3.78,-1.62,0.25,66.83,-0.41,-0.09
16.2,-2.35,-0.9,0.26,69.11,-0.18,-0.09
16.35,-2.05,2.08,0.22,135.34,1.48,-0.08
16.5,-2.07,3.84,0.11,151.65,-2.85,-0.04
16.65,-2.32,3.53,0.06,146.77,1.33,-0.02
16.8,-4.54,2.46,-0.1,118.5,4.29,0.03
16.95,-6.68,0.73,-0.1,96.21,4.08,0.04
17.1,-7.57,-0.35,-0.23,87.38,3.62,0.08
17.25,-8.51,-0.28,-0.36,88.12,1.12,0.13
17.4,-10.95,0.19,-0.26,90.98,4.4,0.09
17.55,-13.04,1.23,-0.17,95.4,4.16,0.06
17.7,-13.34,1.34,-0.15,95.73,5.81,0.05
17.85,-12.4,1.12,-0.07,95.16,3.81,0.02
18.0,-14.54,1.73,0.01,96.8,4.61,-0.0
18.15,-14.51,2.98,0.07,101.61,1.97,-0.02
18.3,-14.32,8.66,0.09,121.15,1.35,-0.03
18.45,-13.53,9.86,0.16,126.08,1.09,-0.06
18.6,-10.31,10.48,0.27,135.48,6.67,-0.09
18.75,-10.22,4.83,0.28,115.32,6.66,-0.1
18.9,-4.24,5.82,0.26,143.96,12.98,-0.09
19.05,-2.52,6.03,0.26,157.33,-0.26,-0.09
19.2,-1.28,-0.17,0.22,82.31,1.37,-0.08
19.35,-1.15,-0.26,0.31,77.4,4.83,-0.11
19.5,-3.47,-0.09,0.29,88.53,1.17,-0.1
19.65,-4.8,-0.04,0.27,89.58,0.76,-0.1
19.8,-2.0,1.06,0.29,117.83,0.19,-0.1
19.95,-1.47,1.62,0.33,137.75,1.23,-0.12
20.1,-0.68,2.46,0.47,164.48,3.24,-0.17
20.25,-0.04,0.26,0.52,171.84,-0.99,-0.19
20.4,-1.81,-1.58,0.43,48.96,-3.88,-0.15
20.55,-2.61,-3.72,0.41,35.06,-4.59,-0.14
20.7,-3.07,-6.55,0.34,25.16,-4.66,-0.12
20.85,-2.98,4.72,0.36,147.75,-8.43,-0.13
21.0,-3.4,-1.38,0.28,67.88,-11.2,-0.1
21.15,-3.73,-1.02,0.24,74.68,-13.18,-0.08
21.3,-6.1,-5.67,1.68,47.12,-14.54,-0.59
21.45,-3.99,2.29,0.79,119.84,-12.28,-0.28
21.6,-6.91,-0.23,-0.09,88.08,-10.02,0.03
21.75,-5.73,0.74,0.04,97.33,6.11,-0.01
21.9,-5.06,-2.45,0.17,64.15,-4.77,-0.06
22.05,-4.31,3.77,0.25,131.17,6.59,-0.09
22.2,-5.66,1.75,0.18,107.19,-11.74,-0.06
22.35,-4.13,1.11,0.24,105.09,-12.99,-0.08
22.5,-3.7,-3.05,0.35,50.48,-8.43,-0.12
22.65,-3.43,-3.03,0.38,48.5,-7.27,-0.13
22.8,-7.94,-1.5,0.32,79.31,-6.91,-0.11
22.95,-9.58,-1.48,0.27,81.21,-6.23,-0.1
23.1,-9.53,1.38,0.25,98.25,-2.94,-0.09
23.25,-5.27,-3.59,0.23,55.72,-3.88,-0.08
23.4,-7.61,-3.96,0.24,62.49,-13.28,-0.08
23.55,-7.53,-3.6,0.24,64.45,-13.27,-0.08
23.7,-3.36,-3.36,0.24,45.06,-13.68,-0.08
23.85,0.0,-4.84,0.14,360.0,-12.25,-0.05
24.0,-4.14,-4.96,1.16,39.9,-12.99,-0.41
24.15,-3.82,-4.31,0.72,41.55,-13.14,-0.25
24.3,-4.27,0.21,0.72,92.86,-10.81,-0.25
24.45,-3.71,0.0,0.67,90.02,-11.92,-0.24
24.6,-4.28,0.06,0.68,90.8,-12.71,-0.24
24.75,-3.32,0.08,0.92,91.4,-12.83,-0.33
24.9,-3.32,0.08,0.2,91.37,-12.7,-0.07
25.05,-7.6,-4.14,0.24,61.39,-13.49,-0.08
25.2,-7.6,-7.6,0.24,45.0,-13.56,-0.08
25.35,-7.6,0.0,1.68,90.0,-14.54,-0.59
