Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
8.7,-0.76,4.19,0.21,169.78,21.09,-0.07
8.85,-1.17,2.74,0.21,156.92,21.81,-0.07
9.0,-1.57,2.97,0.17,152.21,13.46,-0.06
9.15,-2.08,3.48,0.18,149.09,12.64,-0.06
9.3,-1.59,4.14,0.25,158.99,13.32,-0.09
9.45,-3.46,3.43,0.28,134.78,12.68,-0.1
9.6,-4.91,3.97,0.3,128.98,7.38,-0.11
9.75,-4.77,3.11,0.25,123.08,3.07,-0.09
9.9,-4.17,3.22,0.29,127.66,2.75,-0.1
10.05,-1.25,2.21,0.31,150.51,3.11,-0.11
10.2,-3.43,1.92,0.16,119.18,21.58,-0.06
10.35,-3.65,1.4,-0.21,110.94,6.24,0.07
10.5,-1.85,4.13,-0.18,155.86,17.05,0.06
10.65,-4.69,4.04,-0.14,130.74,5.46,0.05
10.8,-4.45,3.81,0.08,130.61,2.19,-0.03
10.95,-3.96,3.46,0.19,131.14,2.49,-0.07
11.1,-3.58,2.94,0.14,129.39,0.77,-0.05
11.25,-3.77,2.97,0.1,128.28,-1.48,-0.03
11.4,-3.58,3.1,0.46,130.87,-6.91,-0.16
11.55,-3.67,2.83,1.36,127.66,-10.21,-0.48
11.7,-3.9,0.98,1.41,104.09,-9.7,-0.5
11.85,1.11,-0.9,-0.07,309.01,-5.46,0.02
12.0,-6.21,1.08,0.77,99.89,-7.07,-0.27
12.15,0.45,3.65,0.76,187.11,-7.54,-0.27
12.3,0.77,3.11,1.25,193.87,-9.65,-0.44
12.45,-3.42,2.61,-0.01,127.3,-9.03,0.0
12.6,-4.68,1.04,0.0,102.52,-5.88,-0.0
12.75,-4.82,0.78,0.53,99.24,-2.81,-0.19
12.9,-1.6,-1.39,0.03,49.09,7.6,-0.01
13.05,-2.04,0.09,-0.02,92.42,6.88,0.01
13.2,-3.8,0.04,0.27,90.56,-5.47,-0.09
13.35,-5.34,1.06,0.41,101.17,-6.66,-0.14
13.5,-4.92,1.22,0.36,103.97,-6.61,-0.13
13.65,-5.1,5.42,0.34,136.77,-4.85,-0.12
13.8,-1.65,3.49,0.24,154.71,-4.57,-0.09
13.95,-2.17,7.06,0.31,162.89,-3.83,-0.11
14.1,-6.46,7.05,0.42,137.51,-5.05,-0.15
14.25,-6.59,2.76,0.5,112.74,-6.73,-0.18
14.4,-5.92,2.76,0.39,115.0,-5.77,-0.14
14.55,-4.95,-2.2,0.25,65.97,-0.34,-0.09
14.7,-4.18,7.3,0.25,150.2,3.54,-0.09
14.85,-2.06,7.15,0.27,163.96,5.69,-0.1
15.0,-2.38,-1.28,0.28,61.8,12.62,-0.1
15.15,-3.49,7.74,0.31,155.72,0.01,-0.11
15.3,-8.48,0.36,0.36,92.43,0.36,-0.13
15.45,-8.65,0.95,0.36,96.25,-0.01,-0.13
15.6,-8.71,2.09,0.41,103.5,-9.56,-0.15
15.75,-8.19,2.1,0.34,104.36,-10.79,-0.12
15.9,-7.73,-2.41,0.35,72.67,-7.35,-0.12
16.05,-5.56,-2.5,0.34,65.75,-3.4,-0.12
16.2,-3.78,-0.09,0.3,88.56,-0.25,-0.11
16.35,-0.98,0.21,0.32,102.08,3.84,-0.11
16.5,-0.95,1.67,0.18,150.3,-0.11,-0.06
16.65,-1.27,1.52,-0.04,140.09,-1.51,0.01
16.8,1.94,-0.03,-0.13,270.93,-4.41,0.05
16.95,-2.7,-3.12,-0.02,40.87,-6.34,0.01
17.1,-5.64,-4.03,0.26,54.42,-5.69,-0.09
17.25,-6.19,-4.6,0.41,53.38,1.11,-0.14
17.4,-6.97,-1.46,0.42,78.2,1.78,-0.15
17.55,-5.68,-1.18,0.42,78.25,6.86,-0.15
17.7,-4.92,-1.97,0.43,68.15,9.87,-0.15
17.85,-6.34,-0.95,0.44,81.51,11.57,-0.15
18.0,-6.5,-0.6,0.41,84.71,8.5,-0.15
18.15,-7.42,-0.81,0.37,83.74,3.65,-0.13
18.3,-15.2,7.01,0.34,114.76,4.17,-0.12
18.45,-15.07,4.14,0.3,105.38,6.63,-0.11
18.6,-10.56,3.45,0.23,108.11,6.01,-0.08
18.75,-2.87,6.26,0.21,155.34,2.45,-0.07
18.9,-3.45,4.32,0.24,141.38,2.75,-0.08
19.05,-11.91,2.22,0.24,100.54,7.98,-0.09
19.2,-3.49,0.06,0.24,91.06,7.59,-0.09
19.35,-11.16,-0.06,0.18,89.71,2.92,-0.06
19.5,-11.13,0.7,0.11,93.58,0.57,-0.04
19.65,-0.53,0.67,0.36,141.38,2.19,-0.13
19.8,-1.97,0.17,0.32,95.05,1.88,-0.11
19.95,-10.46,0.0,0.29,90.01,1.87,-0.1
20.1,-10.94,2.18,0.16,101.25,1.05,-0.06
20.25,-10.99,1.8,-0.03,99.31,-1.93,0.01
20.4,-12.01,3.05,0.08,104.22,-2.92,-0.03
20.55,-11.96,3.32,0.2,105.51,-7.76,-0.07
20.7,-10.98,2.57,-0.53,103.18,-11.4,0.19
20.85,-10.93,0.73,-0.33,93.8,-12.11,0.12
21.0,-11.05,0.31,-0.34,91.61,-11.96,0.12
21.15,-10.92,0.51,-0.24,92.68,-13.05,0.08
21.3,-1.99,1.73,-0.24,130.98,-13.1,0.08
21.45,-10.36,3.55,-0.24,108.9,-13.32,0.08
21.6,-10.38,3.93,0.18,110.72,-9.53,-0.06
21.75,-8.8,0.38,0.06,92.49,-6.52,-0.02
21.9,-8.68,-3.59,-0.16,67.52,14.07,0.06
22.05,-0.94,-3.81,-0.2,13.9,13.78,0.07
22.2,-11.48,0.34,0.16,91.68,-9.82,-0.06
22.35,-2.92,-0.61,-0.0,78.15,-10.83,0.0
22.5,-3.39,-2.75,-0.25,50.97,-10.77,0.09
22.65,-3.61,-0.67,-0.25,79.43,-10.38,0.09
22.8,-9.32,-4.61,-0.31,63.71,-9.66,0.11
22.95,-15.96,3.4,-0.25,102.03,-10.63,0.09
23.1,-6.91,0.55,0.24,94.54,-13.59,-0.08
23.25,-6.83,-0.35,0.24,87.05,-13.59,-0.08
23.4,-10.84,-0.63,-0.03,86.68,-9.57,0.01
23.55,-11.05,0.42,-0.08,92.18,-9.12,0.03
23.7,-11.05,0.93,-0.13,94.8,-10.91,0.05
23.85,-11.05,1.47,-0.24,97.6,-11.27,0.08
24.0,-11.05,0.12,0.1,90.64,-10.76,-0.04
24.15,-13.21,4.01,0.3,106.86,-8.14,-0.1
24.3,-8.69,-2.48,0.14,74.08,-5.81,-0.05
24.45,-12.8,-1.65,0.1,82.64,-6.21,-0.04
24.6,-12.81,-1.96,0.08,81.32,-7.08,-0.03
24.75,-12.64,-0.17,0.14,89.21,-6.88,-0.05
24.9,-20.72,0.25,0.12,90.69,-4.68,-0.04
25.05,-20.72,1.34,0.22,93.7,-7.48,-0.08
25.2,-18.65,1.38,1.68,94.24,-14.54,-0.59
25.35,-13.82,1.38,1.68,95.71,-14.54,-0.59
