Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-4.14,5.53,0.72,143.13,-14.54,-0.25
1.65,-0.32,3.07,0.11,174.13,-3.08,-0.04
1.8,-0.62,-0.08,0.08,82.82,13.9,-0.03
1.95,-0.75,0.14,0.06,100.55,16.71,-0.02
2.1,-0.58,-0.04,-0.02,85.7,18.68,0.01
2.25,-0.0,-0.21,-0.04,1.09,18.01,0.01
2.4,0.07,0.08,-0.08,221.5,18.18,0.03
2.55,0.07,0.11,-0.03,211.92,18.85,0.01
2.7,-0.36,0.35,-0.12,134.52,21.45,0.04
2.85,-0.1,0.53,-0.1,169.38,22.76,0.03
3.0,-0.19,0.71,-0.18,165.13,25.53,0.06
3.15,0.18,0.74,-0.18,193.47,28.62,0.07
3.3,0.03,0.72,-0.27,181.98,27.45,0.1
3.45,-0.42,0.49,-0.39,139.34,22.82,0.14
3.6,-0.41,0.19,-0.4,114.99,23.07,0.14
3.75,-0.36,0.08,-0.43,102.26,28.45,0.15
3.9,-0.1,-0.23,-0.51,23.69,45.0,0.18
4.05,-0.17,-0.15,-0.55,48.61,32.17,0.19
4.2,-0.84,0.39,-0.38,114.7,35.2,0.14
4.35,-2.1,1.48,-0.25,125.18,38.15,0.09
4.5,-2.25,2.37,-0.27,136.48,47.4,0.09
4.65,-2.18,3.16,-0.28,145.35,46.66,0.1
4.8,-2.14,3.91,-0.41,151.34,43.55,0.15
4.95,-1.89,4.7,-0.55,158.07,44.47,0.2
5.1,-1.04,4.69,-0.67,167.51,52.17,0.24
5.25,-0.22,4.26,-0.67,177.01,52.28,0.24
5.4,-0.28,3.01,-0.7,174.67,43.96,0.25
5.55,-0.76,1.97,-0.76,158.86,41.58,0.27
5.7,-1.32,1.93,-0.85,145.63,37.37,0.3
5.85,-2.05,2.33,-0.92,138.77,29.62,0.33
6.0,-3.14,2.11,-1.03,123.84,28.81,0.36
6.15,-3.19,2.38,-1.06,126.7,25.34,0.38
6.3,-2.93,2.32,-1.08,128.35,27.46,0.38
6.45,-1.79,2.07,-1.06,139.15,36.44,0.37
6.6,-1.2,1.93,-0.97,148.01,37.36,0.34
6.75,-1.06,1.57,-0.59,145.95,36.97,0.21
6.9,-0.3,0.91,-0.64,162.11,32.65,0.23
7.05,-0.75,0.79,-0.76,136.58,25.89,0.27
7.2,-1.19,0.75,-0.85,122.21,22.88,0.3
7.35,-0.56,0.24,-0.8,112.81,36.67,0.28
7.5,-0.33,0.19,-0.7,120.1,24.4,0.25
7.65,-0.09,0.63,-0.61,171.82,29.9,0.22
7.8,-0.13,1.34,-0.49,174.57,26.08,0.17
7.95,0.06,1.9,-0.35,181.93,22.22,0.12
8.1,0.02,2.25,-0.13,180.54,18.29,0.05
8.25,-0.61,2.77,-0.07,167.53,14.66,0.02
8.4,-2.08,3.04,-0.15,145.57,12.85,0.05
8.55,-2.13,2.54,-0.16,140.02,25.21,0.05
8.7,-1.74,1.2,-0.06,124.65,10.69,0.02
8.85,-1.6,1.32,-0.12,129.43,13.95,0.04
9.0,-2.61,0.55,-0.2,101.94,13.87,0.07
9.15,-2.93,1.11,-0.18,110.71,17.74,0.07
9.3,-3.22,0.1,-0.15,91.85,17.92,0.05
9.45,-3.06,-0.5,-0.16,80.73,16.63,0.06
9.6,-3.85,-0.99,-0.21,75.53,13.08,0.07
9.75,-4.28,0.02,-0.13,90.24,1.44,0.05
9.9,-4.64,0.58,-0.11,97.08,1.11,0.04
10.05,-0.67,1.19,-0.14,150.57,4.21,0.05
10.2,-2.27,1.55,-0.26,124.3,9.98,0.09
10.35,0.02,0.5,-0.28,182.7,11.03,0.1
10.5,-0.74,2.03,-0.25,159.86,7.71,0.09
10.65,-2.13,2.46,-0.22,139.14,4.57,0.08
10.8,-3.05,2.54,-0.17,129.77,6.71,0.06
10.95,-2.55,2.85,-0.16,138.1,3.9,0.06
11.1,-2.99,2.71,-0.22,132.26,3.34,0.08
11.25,-3.74,3.3,-0.2,131.39,-2.72,0.07
11.4,-4.01,3.26,-0.3,129.14,-4.19,0.11
11.55,-4.41,3.89,-0.28,131.45,-3.55,0.1
11.7,-3.95,3.33,-0.31,130.13,-3.64,0.11
11.85,-2.88,3.39,-0.3,139.57,13.09,0.11
12.0,-2.11,2.2,-0.36,136.16,8.27,0.13
12.15,-3.67,4.59,-0.14,141.34,-11.12,0.05
12.3,-4.12,4.58,-1.44,137.98,-13.47,0.51
12.45,-3.54,4.09,-0.11,139.08,-12.03,0.04
12.6,-2.63,3.87,0.98,145.85,-9.08,-0.35
12.75,-2.6,2.75,0.09,136.58,-4.71,-0.03
12.9,-0.77,0.69,0.22,131.9,2.43,-0.08
13.05,-0.85,0.86,0.14,135.02,2.37,-0.05
13.2,-2.78,1.16,-0.39,112.64,-7.26,0.14
13.35,-3.93,0.4,-0.37,95.87,-10.73,0.13
13.5,-8.38,-1.3,-0.27,81.2,-9.4,0.1
13.65,-4.79,-1.8,-0.41,69.42,-7.44,0.14
13.8,-5.11,-2.1,-0.4,67.64,-6.66,0.14
13.95,-5.27,-2.74,-0.33,62.47,-5.19,0.12
14.1,-4.66,-3.38,-0.32,54.05,-4.97,0.11
14.25,-3.97,-4.74,-0.37,39.97,-4.51,0.13
14.4,-4.01,-4.62,-0.25,40.93,-7.64,0.09
14.55,-3.63,-4.71,-0.05,37.61,-6.86,0.02
14.7,-2.45,-1.36,-0.02,61.0,-3.41,0.01
14.85,-3.17,-2.92,-0.14,47.27,0.32,0.05
15.0,-3.25,-2.56,-0.17,51.82,0.02,0.06
15.15,-4.64,-2.62,-0.07,60.58,-4.45,0.02
15.3,-5.37,-1.29,0.26,76.51,-8.31,-0.09
15.45,-5.06,0.88,-0.11,99.86,-10.97,0.04
15.6,-6.37,2.93,-0.07,114.69,-10.39,0.03
15.75,-6.43,3.58,-0.34,119.14,7.24,0.12
15.9,-3.83,7.53,-0.33,153.01,6.8,0.12
16.05,-3.54,8.24,-0.19,156.76,-6.59,0.07
16.2,-2.08,4.87,-0.09,156.89,-6.42,0.03
16.35,-1.76,4.66,-0.24,159.28,5.63,0.09
16.5,-1.63,4.89,-0.28,161.5,6.66,0.1
16.65,-2.23,4.82,-0.28,155.17,7.0,0.1
16.8,-3.0,1.74,-0.32,120.19,-5.81,0.11
16.95,-6.4,-1.71,-0.39,75.02,-7.51,0.14
17.1,-7.15,-2.47,-0.42,70.92,-5.4,0.15
17.25,-8.58,-3.69,-0.54,66.72,2.7,0.19
17.4,-8.44,-3.77,-0.58,65.92,5.08,0.2
17.55,-8.48,-3.02,-0.59,70.43,7.45,0.21
17.7,-10.54,-1.69,-0.6,80.87,21.94,0.21
17.85,-12.83,-0.22,-0.29,89.04,3.35,0.1
