Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,0.69,2.76,1.2,194.04,-14.54,-0.42
1.65,0.38,4.44,1.68,184.84,-14.54,-0.59
1.8,0.13,-0.44,0.06,343.61,14.88,-0.02
1.95,-0.01,-0.08,0.06,10.12,15.96,-0.02
2.1,-0.12,-0.82,0.01,8.15,15.23,-0.0
2.25,-0.15,-1.18,0.09,7.43,14.63,-0.03
2.4,-0.24,-1.25,-0.04,10.98,14.31,0.01
2.55,-0.6,-0.2,-0.26,71.77,18.13,0.09
2.7,-0.5,0.16,-0.29,108.19,18.39,0.1
2.85,-0.58,0.19,-0.26,108.51,20.58,0.09
3.0,-0.97,0.16,-0.03,99.16,23.18,0.01
3.15,-1.07,0.0,0.02,90.26,25.87,-0.01
3.3,-0.94,0.15,0.14,99.23,25.22,-0.05
3.45,-1.43,0.37,0.08,104.62,24.31,-0.03
3.6,-2.18,1.0,-0.1,114.7,25.74,0.04
3.75,-2.38,2.1,-0.23,131.42,40.31,0.08
3.9,-1.11,2.47,-0.35,155.79,49.08,0.12
4.05,-0.91,2.79,-0.33,161.85,49.29,0.12
4.2,-1.06,2.9,-0.34,159.84,52.94,0.12
4.35,-1.05,3.33,-0.31,162.58,49.4,0.11
4.5,-1.31,3.41,-0.23,158.91,48.73,0.08
4.65,-1.75,3.71,-0.24,154.77,43.91,0.08
4.8,-2.94,3.8,-0.22,142.24,41.66,0.08
4.95,-3.31,4.28,-0.22,142.28,40.05,0.08
5.1,-3.68,4.49,-0.21,140.69,44.4,0.07
5.25,-3.58,4.26,-0.24,139.98,46.93,0.08
5.4,-3.76,3.79,-0.24,135.22,46.05,0.09
5.55,-3.81,3.43,-0.19,131.99,39.39,0.07
5.7,-4.24,2.76,-0.07,123.06,38.54,0.02
5.85,-4.27,2.69,0.22,122.17,40.63,-0.08
6.0,-4.24,2.83,0.3,123.78,44.61,-0.11
6.15,-4.33,2.28,0.32,117.78,40.93,-0.11
6.3,-4.16,1.84,0.16,113.88,36.4,-0.06
6.45,-3.48,0.92,0.04,104.82,33.85,-0.01
6.6,-2.54,-1.28,-0.19,63.2,35.09,0.07
6.75,-2.49,-1.48,-0.27,59.32,36.02,0.1
6.9,-2.33,-2.08,-0.27,48.26,36.13,0.1
7.05,-2.58,-1.98,-0.25,52.54,36.8,0.09
7.2,-2.78,-1.54,-0.22,61.01,36.93,0.08
