Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.35,-2.74,-1.37,-0.2,63.39,36.79,0.07
7.5,-2.83,-0.81,0.08,74.09,22.88,-0.03
7.65,-2.9,-0.32,0.18,83.66,23.2,-0.06
7.8,-2.57,-0.17,0.21,86.27,29.68,-0.07
7.95,-2.06,-0.02,0.18,89.42,29.67,-0.06
8.1,-1.76,0.46,0.21,104.74,36.48,-0.07
8.25,-1.56,0.9,0.13,119.85,20.2,-0.05
8.4,-1.65,2.01,0.21,140.65,19.11,-0.07
8.55,-2.33,3.17,0.24,143.69,16.73,-0.09
8.7,-2.09,3.16,0.16,146.49,14.37,-0.06
8.85,-2.3,3.09,-0.07,143.3,11.27,0.03
9.0,-2.36,2.3,-0.18,134.28,11.39,0.06
9.15,-2.33,2.05,-0.08,131.24,12.65,0.03
9.3,-2.58,2.25,-0.03,131.16,10.72,0.01
9.45,-2.27,1.99,0.06,131.15,7.9,-0.02
9.6,-4.3,2.96,-0.18,124.51,6.39,0.06
9.75,-4.84,2.8,-0.25,120.09,6.15,0.09
9.9,-4.37,2.31,-0.23,117.85,10.02,0.08
10.05,-3.78,1.29,-0.2,108.79,8.64,0.07
10.2,-3.32,1.36,-0.23,112.36,8.25,0.08
10.35,-3.06,1.07,-0.1,109.25,3.91,0.04
10.5,-2.23,1.18,-0.15,117.93,0.39,0.05
10.65,-2.31,0.18,0.05,94.54,1.25,-0.02
10.8,-2.91,2.15,0.27,126.45,-0.76,-0.1
10.95,-2.96,3.49,0.24,139.7,3.12,-0.09
11.1,-3.01,4.11,0.29,143.83,0.76,-0.1
11.25,-4.7,4.88,0.26,136.1,3.76,-0.09
11.4,-4.97,3.98,0.26,128.69,0.76,-0.09
11.55,-1.84,4.55,0.32,157.98,-0.6,-0.11
11.7,-0.59,-2.18,0.3,15.25,-2.74,-0.11
11.85,-1.14,-0.44,0.35,69.08,-4.47,-0.12
12.0,-0.02,0.08,0.35,164.33,-6.13,-0.12
12.15,-3.31,1.07,0.41,107.89,-7.47,-0.15
12.3,-3.55,0.57,0.77,99.11,-10.62,-0.27
12.45,-2.33,1.11,0.28,115.53,-10.08,-0.1
12.6,-3.02,1.88,0.19,121.89,-10.16,-0.07
12.75,-2.37,0.6,0.12,104.27,-6.75,-0.04
12.9,-1.07,0.08,-0.06,94.09,1.18,0.02
13.05,-1.4,0.09,-0.06,93.79,1.28,0.02
13.2,-2.33,-2.6,0.21,41.9,-4.88,-0.08
13.35,-2.67,-3.92,0.19,34.28,-11.45,-0.07
13.5,-2.51,-3.34,0.24,36.92,-12.98,-0.08
13.65,-2.68,-3.43,0.24,38.0,-13.04,-0.08
13.8,1.56,0.57,0.24,250.08,-12.95,-0.08
13.95,1.49,-4.28,-1.22,340.78,-13.66,0.43
14.1,-3.45,-4.52,1.68,37.41,-14.54,-0.59
14.25,1.38,-7.89,-0.35,350.07,-9.14,0.12
14.4,1.38,-8.5,-0.23,350.77,-5.85,0.08
14.55,-3.16,-8.15,-0.21,21.22,-4.64,0.07
14.7,-2.78,-3.5,-0.15,38.41,-4.21,0.05
14.85,-2.1,-0.96,-0.16,65.45,-3.47,0.05
15.0,-3.23,-0.59,0.05,79.58,-5.25,-0.02
15.15,-4.32,2.34,-0.29,118.45,-12.26,0.1
15.3,-3.61,2.48,-0.29,124.45,-12.34,0.1
15.45,-1.43,3.21,-0.37,155.97,2.42,0.13
15.6,-5.73,5.95,-0.37,136.08,2.31,0.13
15.75,-5.23,6.73,-0.3,142.16,-0.18,0.1
15.9,-5.13,7.3,-0.01,144.88,-7.26,0.0
16.05,-0.44,6.5,-0.1,176.14,-5.19,0.04
16.2,-2.2,1.41,0.04,122.61,-6.51,-0.02
16.35,-0.6,1.58,-0.01,159.14,-6.04,0.0
16.5,0.0,1.27,-0.06,180.1,-3.23,0.02
16.65,-0.31,1.61,-0.1,168.97,1.87,0.03
16.8,-5.41,-0.1,-0.14,88.97,1.04,0.05
16.95,-6.22,-0.6,-0.12,84.44,6.86,0.04
17.1,-8.44,-0.07,0.1,89.52,6.77,-0.04
17.25,-9.96,-0.94,0.1,84.63,6.99,-0.03
17.4,-10.72,0.03,-0.13,90.14,2.07,0.04
17.55,-10.57,0.06,-0.2,90.34,2.04,0.07
17.7,-10.36,2.02,-0.16,101.05,5.95,0.06
17.85,-10.54,1.25,-0.03,96.75,6.0,0.01
18.0,-11.44,1.55,0.08,97.7,9.66,-0.03
18.15,-11.2,2.58,0.14,102.98,10.0,-0.05
18.3,-10.3,7.76,0.13,126.99,9.5,-0.04
18.45,-9.57,9.29,0.14,134.16,5.93,-0.05
18.6,-8.62,9.9,0.21,138.96,5.56,-0.07
18.75,-4.86,8.96,0.15,151.5,-4.04,-0.05
18.9,-4.17,8.58,0.24,154.08,2.01,-0.09
19.05,-2.38,0.65,0.33,105.27,-3.25,-0.12
19.2,-1.52,0.27,0.3,100.0,-0.06,-0.11
19.35,-0.14,-0.75,0.27,10.78,1.51,-0.09
19.5,-0.52,-0.69,0.22,36.91,1.24,-0.08
19.65,-0.81,-1.06,-0.07,37.38,0.05,0.03
19.8,-1.19,-1.44,-0.09,39.53,-5.8,0.03
19.95,1.15,-1.48,-0.12,322.28,-6.1,0.04
20.1,1.13,-3.15,-0.2,340.29,-6.73,0.07
20.25,1.47,-3.3,-0.15,336.06,-4.63,0.05
20.4,0.61,-2.12,-0.06,343.98,-2.61,0.02
20.55,-0.58,-2.75,0.18,11.83,-1.8,-0.06
20.7,-2.26,-2.52,0.38,41.93,-5.67,-0.14
20.85,-1.45,-1.47,0.35,44.63,-7.68,-0.12
21.0,0.06,-0.95,0.28,356.41,0.06,-0.1
21.15,0.06,-0.95,0.45,356.51,-9.72,-0.16
21.3,-4.14,3.45,0.6,129.81,-5.62,-0.21
21.45,-4.14,-3.45,0.61,50.19,-3.67,-0.22
21.6,0.0,-1.38,0.65,360.0,-4.87,-0.23
21.75,5.69,2.63,0.71,245.21,-7.66,-0.25
21.9,2.59,4.87,0.95,207.97,-11.87,-0.33
22.05,2.27,4.21,2.16,208.36,-14.54,-0.76
22.2,1.99,5.47,1.92,199.96,-14.54,-0.68
22.35,1.1,-0.12,0.04,276.02,-11.15,-0.02
22.5,0.88,-1.25,0.24,324.73,-13.91,-0.08
22.65,4.92,-1.17,1.68,283.39,-14.54,-0.59
22.8,-7.7,-2.37,1.68,72.87,-14.54,-0.59
22.95,0.69,-2.47,1.68,344.4,-14.54,-0.59
23.1,0.69,-3.44,1.44,348.64,-14.54,-0.51
23.25,6.33,-2.2,1.26,289.13,-11.16,-0.44
23.4,5.41,-1.99,1.07,290.2,-11.28,-0.38
23.55,4.97,-2.0,1.68,291.94,-14.54,-0.59
23.7,4.97,4.04,1.68,230.91,-14.54,-0.59
23.85,4.84,2.07,1.68,246.8,-14.54,-0.59
24.0,4.84,4.73,1.68,225.62,-14.54,-0.59
24.15,4.84,0.55,1.68,263.51,-14.54,-0.59
24.3,4.84,1.24,1.68,255.58,-14.54,-0.59
24.45,4.84,1.51,0.24,252.63,-13.74,-0.08
24.6,5.17,7.04,-0.24,216.27,-13.5,0.08
24.75,-3.31,6.91,-0.24,154.4,-13.1,0.08
24.9,-3.41,6.91,-0.29,153.75,-12.29,0.1
25.05,4.84,2.76,-0.27,240.26,-13.36,0.09
25.2,0.69,2.76,1.2,194.04,-14.54,-0.42
25.35,0.69,2.76,1.2,194.04,-14.54,-0.42
