Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
8.7,-0.6,3.59,-0.23,170.47,17.5,0.08
8.85,-0.53,3.14,-0.33,170.47,14.54,0.12
9.0,-1.08,2.97,-0.36,160.01,12.41,0.13
9.15,-1.27,2.69,-0.39,154.72,15.3,0.14
9.3,-1.16,1.27,-0.35,137.38,13.51,0.12
9.45,-1.08,0.63,-0.44,120.06,12.14,0.16
9.6,-0.82,4.17,-0.49,168.82,9.89,0.17
9.75,-0.86,3.79,-0.47,167.27,7.62,0.16
9.9,-0.84,3.44,-0.3,166.3,7.07,0.11
10.05,0.0,0.42,-0.19,180.33,6.16,0.07
10.2,-0.11,0.27,-0.18,157.33,8.3,0.06
10.35,0.27,0.17,-0.17,238.28,11.19,0.06
10.5,0.34,0.13,-0.22,248.91,11.02,0.08
10.65,0.31,0.89,-0.25,199.22,11.79,0.09
10.8,-0.79,1.3,-0.27,148.72,6.04,0.09
10.95,-1.37,2.93,-0.32,154.94,5.02,0.11
11.1,-2.69,3.07,-0.36,138.72,-2.31,0.13
11.25,-3.34,1.6,-0.08,115.66,-2.7,0.03
11.4,-4.05,0.31,-0.11,94.36,-3.88,0.04
11.55,-4.71,0.14,0.11,91.68,-6.55,-0.04
11.7,-2.97,0.07,0.12,91.43,-7.51,-0.04
11.85,-2.32,-0.3,-0.09,82.56,-7.38,0.03
12.0,-2.25,-0.25,-0.18,83.57,-8.54,0.06
12.15,-1.46,1.12,0.24,127.61,-13.42,-0.08
12.3,-2.8,1.32,0.24,115.3,-13.38,-0.08
12.45,-3.16,4.28,0.11,143.52,-10.15,-0.04
12.6,-3.12,-0.06,0.04,88.85,-7.79,-0.02
12.75,-2.89,1.5,0.1,117.49,-5.8,-0.03
12.9,-0.34,-0.57,0.11,30.53,3.5,-0.04
13.05,-0.96,-2.09,0.11,24.73,3.55,-0.04
13.2,-2.55,-2.86,0.21,41.76,-6.7,-0.07
13.35,-3.63,-3.61,0.24,45.19,-10.27,-0.08
13.5,-3.54,-3.62,1.68,44.35,-14.54,-0.59
13.65,-3.43,-4.02,1.68,40.46,-14.54,-0.59
13.8,-2.85,4.84,1.68,149.52,-14.54,-0.59
13.95,-4.07,-3.8,1.68,46.92,-14.54,-0.59
14.1,-3.99,-3.95,0.72,45.28,-11.83,-0.26
14.25,-5.45,-0.02,-0.23,89.77,-9.11,0.08
14.4,-4.93,0.04,-0.19,90.42,-6.86,0.07
14.55,-4.31,-3.76,-0.07,48.92,-5.4,0.02
14.7,-4.13,-1.81,0.14,66.41,-4.74,-0.05
14.85,-3.96,-1.27,0.19,72.29,-5.39,-0.07
15.0,-3.89,-0.23,0.19,86.57,-9.29,-0.07
15.15,-5.06,2.17,0.26,113.2,-9.98,-0.09
15.3,-5.72,-1.24,0.33,77.72,-3.48,-0.12
15.45,-5.58,5.41,0.29,134.1,-1.27,-0.1
15.6,-4.91,1.5,0.23,106.94,-2.84,-0.08
15.75,-5.16,7.57,0.23,145.71,-6.21,-0.08
15.9,-5.14,7.77,0.39,146.5,-4.31,-0.14
16.05,0.13,3.54,0.4,182.15,0.48,-0.14
16.2,0.02,0.45,0.37,181.94,4.97,-0.13
16.35,-0.85,3.44,0.32,166.19,4.09,-0.11
16.5,-0.4,2.28,0.2,170.0,2.31,-0.07
16.65,-1.16,-0.32,0.12,74.35,-0.32,-0.04
16.8,-4.53,-1.23,0.09,74.77,-1.64,-0.03
16.95,-6.09,-3.28,-0.06,61.69,-1.95,0.02
17.1,-13.01,-3.63,-0.24,74.41,4.36,0.08
17.25,-13.76,-3.2,-0.26,76.91,7.28,0.09
17.4,-13.63,0.9,-0.24,93.8,6.66,0.08
17.55,-13.56,1.25,-0.11,95.26,2.66,0.04
17.7,-6.12,1.49,-0.05,103.63,3.49,0.02
17.85,-6.11,1.16,0.0,100.72,4.25,-0.0
18.0,-5.85,3.94,-0.25,123.96,7.78,0.09
18.15,-13.04,-0.2,-0.21,89.12,5.78,0.07
18.3,-12.06,3.97,-0.27,108.22,8.18,0.1
18.45,-9.23,4.4,-0.16,115.48,6.94,0.06
18.6,-4.42,4.53,-0.08,135.67,22.27,0.03
18.75,-2.91,-0.14,-0.02,87.25,20.4,0.01
18.9,-12.13,8.7,0.02,125.65,-5.5,-0.01
19.05,-11.9,2.55,0.02,102.09,-5.52,-0.01
19.2,-11.69,0.29,0.14,91.42,1.71,-0.05
19.35,-11.63,0.09,0.18,90.42,5.3,-0.06
19.5,-11.52,0.47,0.2,92.36,4.28,-0.07
19.65,-2.19,0.54,0.33,103.84,9.22,-0.12
19.8,-2.21,0.29,0.29,97.54,1.47,-0.1
19.95,-2.14,-0.48,0.26,77.38,1.65,-0.09
20.1,-11.76,-1.15,0.22,84.41,12.42,-0.08
20.25,-12.21,-1.59,0.12,82.59,8.73,-0.04
20.4,-2.72,-0.51,0.02,79.38,8.33,-0.01
20.55,-11.48,0.65,0.14,93.24,-3.92,-0.05
20.7,-11.57,3.52,0.18,106.91,-4.44,-0.06
20.85,-3.18,-1.53,0.25,64.24,-6.4,-0.09
21.0,-11.73,-1.73,0.22,81.62,-10.61,-0.08
21.15,-12.54,-3.45,0.43,74.6,-12.4,-0.15
21.3,-13.12,1.09,0.24,94.75,-13.38,-0.08
21.45,-13.12,0.69,-0.08,93.01,-4.35,0.03
21.6,-13.12,3.24,-0.14,103.88,-1.09,0.05
21.75,-12.37,4.41,-0.07,109.61,-4.59,0.02
21.9,-13.12,4.7,-0.28,109.71,-8.43,0.1
22.05,-13.12,3.21,-0.05,103.74,-12.12,0.02
22.2,-11.61,2.74,-0.11,103.26,-8.6,0.04
22.35,-14.51,-4.14,-0.11,74.06,-8.82,0.04
22.5,-18.53,-4.14,-0.28,77.39,-8.09,0.1
22.65,-17.7,-0.0,-0.44,90.0,-7.3,0.15
22.8,-15.18,0.0,-0.52,90.0,-6.31,0.18
22.95,-9.5,2.77,-0.52,106.28,-4.96,0.18
23.1,-9.64,3.26,-0.57,108.71,-4.23,0.2
23.25,-12.01,-4.2,-0.53,70.71,-4.75,0.19
23.4,-1.8,-1.14,-0.4,57.53,-8.38,0.14
23.55,-3.47,-1.25,0.0,70.14,-13.17,-0.0
23.7,-4.1,1.92,0.0,115.04,-13.26,-0.0
23.85,-4.85,2.04,-0.0,112.82,-11.28,0.0
24.0,-10.44,1.67,-0.0,99.1,-11.2,0.0
24.15,-11.16,2.86,0.19,104.37,-11.97,-0.07
24.3,-12.58,2.07,0.24,99.36,-13.13,-0.08
24.45,-12.57,-1.38,0.11,83.73,-10.96,-0.04
24.6,-8.29,2.07,0.1,104.04,-9.86,-0.03
24.75,-8.29,-1.88,0.18,77.24,-10.22,-0.06
24.9,-9.6,2.07,0.18,102.18,-9.91,-0.06
25.05,-7.9,2.07,0.24,104.7,-12.99,-0.08
25.2,-8.0,-2.07,0.44,75.48,-12.63,-0.15
25.35,-8.29,-2.07,0.48,75.96,-13.86,-0.17
