Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-7.6,-9.8,1.68,37.8,-14.54,-0.59
1.65,0.69,-0.69,0.13,315.09,-2.74,-0.05
1.8,0.0,-0.12,0.0,358.06,14.11,-0.0
1.95,-0.11,-0.29,-0.01,20.77,15.49,0.0
2.1,-0.3,-0.7,0.08,22.97,16.95,-0.03
2.25,0.19,-0.1,0.02,298.1,14.91,-0.01
2.4,0.07,-0.05,0.07,305.26,13.61,-0.03
2.55,0.15,-0.01,0.07,272.54,13.12,-0.03
2.7,0.46,-0.2,0.18,293.98,13.08,-0.06
2.85,0.65,0.13,0.11,259.06,14.35,-0.04
3.0,1.3,0.69,-0.08,241.91,18.13,0.03
3.15,2.3,0.44,-0.0,259.07,24.89,0.0
3.3,2.27,0.26,0.09,263.55,31.07,-0.03
3.45,1.78,0.33,0.05,259.53,31.1,-0.02
3.6,1.21,0.16,-0.24,262.51,28.79,0.09
3.75,-0.07,0.11,-0.36,148.33,24.23,0.13
3.9,0.1,0.7,-0.24,188.03,24.34,0.09
4.05,-0.28,1.94,0.13,171.92,34.05,-0.05
4.2,-0.12,2.65,0.13,177.32,36.82,-0.05
4.35,-0.18,3.05,-0.05,176.65,36.04,0.02
4.5,-0.21,3.16,-0.18,176.16,38.22,0.06
4.65,-0.25,3.04,-0.21,175.24,40.93,0.07
4.8,-0.46,3.29,-0.19,171.96,39.32,0.07
4.95,-0.41,3.9,-0.19,174.05,39.19,0.07
5.1,-0.52,4.68,-0.16,173.61,41.66,0.06
5.25,-0.72,4.04,-0.18,169.89,41.67,0.06
5.4,-1.87,3.67,0.02,153.0,40.43,-0.01
5.55,-2.61,3.71,0.09,144.88,39.23,-0.03
5.7,-2.67,3.81,0.18,144.97,39.89,-0.06
5.85,-2.52,3.88,0.18,146.98,34.83,-0.06
6.0,-1.62,3.76,0.12,156.61,34.23,-0.04
6.15,-1.26,3.93,0.02,162.24,38.91,-0.01
6.3,-0.92,3.56,0.09,165.55,27.59,-0.03
6.45,0.35,2.3,-0.06,188.71,25.29,0.02
6.6,1.37,1.64,-0.15,219.93,22.18,0.05
6.75,1.68,2.21,-0.23,217.22,23.94,0.08
6.9,1.2,2.81,-0.25,203.14,25.25,0.09
7.05,-0.04,3.49,-0.22,179.34,25.29,0.08
7.2,-1.91,4.27,-0.14,155.96,20.65,0.05
7.35,-2.48,4.86,-0.14,152.99,20.81,0.05
7.5,-2.81,5.35,-0.17,152.3,23.14,0.06
7.65,-2.7,5.23,-0.21,152.74,25.35,0.07
7.8,-2.46,4.69,-0.18,152.36,24.25,0.06
7.95,-2.28,4.53,0.03,153.35,15.83,-0.01
8.1,-2.08,4.13,0.11,153.26,14.72,-0.04
8.25,-1.82,3.81,0.15,154.45,32.67,-0.05
8.4,-2.21,3.81,0.1,149.84,20.62,-0.04
8.55,-2.41,3.6,-0.09,146.17,15.82,0.03
8.7,-2.88,3.58,-0.19,141.15,14.89,0.07
8.85,-3.03,3.03,-0.2,134.99,11.5,0.07
9.0,-3.01,2.04,-0.18,124.04,11.39,0.06
9.15,-2.84,1.49,-0.18,117.66,10.0,0.06
9.3,-2.79,1.22,-0.25,113.58,11.03,0.09
9.45,-3.15,0.86,-0.27,105.33,10.96,0.1
9.6,-2.97,1.25,-0.33,112.85,8.49,0.12
9.75,-3.69,1.7,-0.26,114.69,5.81,0.09
9.9,-4.14,1.35,-0.02,108.02,4.1,0.01
10.05,-4.18,0.84,-0.06,101.33,3.6,0.02
10.2,-3.74,0.6,0.19,99.18,1.56,-0.07
10.35,-3.03,0.75,0.13,103.88,-0.05,-0.05
10.5,-1.65,0.76,0.11,114.83,-0.59,-0.04
10.65,-2.62,0.16,-0.08,93.58,-0.44,0.03
10.8,-2.08,-0.44,-0.09,78.1,-1.37,0.03
10.95,-1.74,0.74,0.06,112.92,-5.41,-0.02
11.1,-0.05,0.74,0.05,176.1,-6.37,-0.02
11.25,-1.44,0.1,0.22,94.1,-4.66,-0.08
11.4,-1.0,-0.34,0.04,71.39,-5.69,-0.01
11.55,-6.34,2.92,0.3,114.7,-8.31,-0.11
11.7,-2.39,0.57,0.16,103.37,-9.95,-0.06
11.85,-2.87,1.15,0.06,111.75,-7.07,-0.02
12.0,-2.3,1.3,0.06,119.38,-7.01,-0.02
12.15,-4.37,0.82,0.24,100.68,-6.1,-0.08
12.3,-3.93,2.46,0.43,122.01,-9.44,-0.15
12.45,-3.93,1.64,0.25,112.69,-5.76,-0.09
12.6,-3.1,0.7,0.21,102.81,-4.2,-0.07
12.75,-2.7,0.83,0.12,107.17,-0.26,-0.04
12.9,-1.5,-0.73,0.03,64.08,-0.33,-0.01
13.05,-1.5,-1.14,0.01,52.66,11.13,-0.0
13.2,-3.92,-4.01,0.18,44.38,9.39,-0.06
13.35,-3.64,-3.45,0.34,46.51,3.07,-0.12
