Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
15.0,-5.2,-0.62,0.23,83.2,-0.17,-0.08
15.15,-8.99,1.42,0.27,98.96,-2.6,-0.1
15.3,-10.06,2.77,0.35,105.4,-4.57,-0.12
15.45,-10.26,3.98,0.35,111.22,-3.53,-0.12
15.6,-9.6,4.81,0.33,116.59,-3.98,-0.12
15.75,-9.13,7.41,0.33,129.09,-4.75,-0.12
15.9,-8.05,6.2,0.45,127.61,-10.47,-0.16
16.05,-6.97,5.65,0.3,129.01,-4.41,-0.1
16.2,-4.78,6.0,0.26,141.44,-2.1,-0.09
16.35,-2.94,5.87,0.2,153.35,-1.18,-0.07
16.5,-2.37,3.56,0.25,146.34,11.66,-0.09
16.65,-1.55,0.11,0.28,93.87,13.67,-0.1
16.8,-4.99,0.41,0.24,94.66,14.21,-0.09
16.95,-6.31,0.86,0.18,97.72,3.37,-0.06
17.1,-7.58,1.03,0.01,97.73,3.07,-0.0
17.25,-8.66,1.4,-0.26,99.16,8.46,0.09
17.4,-0.1,-1.51,-0.26,3.8,11.0,0.09
17.55,1.12,-0.8,-0.28,305.29,12.48,0.1
17.7,0.36,0.84,-0.29,202.98,11.78,0.1
17.85,0.08,0.99,-0.38,184.62,12.98,0.14
18.0,0.86,0.12,-0.43,262.11,13.43,0.15
18.15,0.19,3.09,-0.45,183.56,13.01,0.16
18.3,-0.31,6.42,-0.41,177.21,4.01,0.15
18.45,0.1,6.35,-0.32,180.93,1.01,0.11
18.6,4.96,6.52,-0.34,217.24,-1.47,0.12
18.75,-1.27,5.57,-0.39,167.16,-6.7,0.14
18.9,-1.01,5.59,-0.29,169.76,-6.86,0.1
19.05,-1.02,4.63,-0.23,167.62,-3.83,0.08
19.2,-0.44,0.31,-0.33,125.03,2.12,0.12
19.35,0.57,-0.68,-0.33,319.86,4.15,0.12
19.5,0.69,-1.02,-0.36,325.86,2.56,0.13
19.65,0.6,-1.28,-0.23,334.99,1.4,0.08
19.8,0.7,-0.87,-0.19,321.28,1.08,0.07
19.95,2.27,-0.73,-0.2,287.77,0.78,0.07
20.1,3.85,-1.31,-0.15,288.84,-0.37,0.05
20.25,5.27,-2.07,0.0,291.44,-0.08,-0.0
20.4,3.83,-0.46,0.02,276.84,1.45,-0.01
20.55,3.68,0.6,0.06,260.78,0.65,-0.02
20.7,-2.43,-0.09,0.24,87.8,-7.97,-0.09
20.85,-0.91,-0.68,0.15,53.24,-9.46,-0.05
21.0,-0.12,-2.76,0.19,2.45,-11.9,-0.07
21.15,-4.27,1.96,-0.24,114.67,-13.01,0.08
21.3,0.0,1.81,-0.04,180.0,-12.52,0.02
21.45,0.0,1.62,0.19,180.0,-12.48,-0.07
21.6,-0.81,-1.15,-0.07,35.11,-8.14,0.02
21.75,-0.14,0.46,-0.24,162.66,-1.77,0.08
21.9,1.89,1.87,-0.25,225.26,-1.17,0.09
22.05,-1.39,-2.5,-0.1,29.08,-5.48,0.04
22.2,4.33,-5.8,-0.09,323.26,-5.96,0.03
22.35,3.1,-5.91,-0.13,332.3,-6.55,0.05
22.5,1.83,-6.4,-0.21,344.02,-6.39,0.07
22.65,1.49,-6.78,-0.28,347.6,-5.6,0.1
22.8,-7.55,-7.33,-0.38,45.86,-4.9,0.13
22.95,-5.64,-4.17,-0.4,53.54,-6.11,0.14
23.1,6.29,-6.91,-0.44,317.68,-8.69,0.16
23.25,5.88,-6.91,-0.22,319.62,-9.53,0.08
23.4,0.63,-7.12,-0.18,354.98,-11.27,0.06
23.55,1.38,-6.96,-0.15,348.78,-9.21,0.05
23.7,5.48,-2.67,-0.06,295.98,-11.68,0.02
23.85,3.1,-2.02,-0.02,303.03,-1.0,0.01
24.0,-1.94,4.14,1.2,154.95,-14.54,-0.42
24.15,-6.1,-6.22,0.25,44.47,-9.75,-0.09
24.3,-5.53,0.69,0.25,97.13,-6.91,-0.09
24.45,-7.53,4.84,0.26,122.73,-9.32,-0.09
24.6,0.3,-3.81,0.2,355.55,-7.37,-0.07
24.75,-0.56,-3.57,1.68,8.92,-14.54,-0.59
24.9,2.65,-3.59,1.68,323.51,-14.54,-0.59
25.05,-0.69,-3.53,1.68,11.07,-14.54,-0.59
25.2,-0.69,0.69,1.68,135.0,-14.54,-0.59
25.35,-0.69,0.69,1.16,135.0,-12.95,-0.41
