Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
9.6,-4.28,3.05,0.32,125.47,10.27,-0.11
9.75,-4.51,2.93,0.39,123.03,6.29,-0.14
9.9,-4.51,2.87,0.28,122.42,5.45,-0.1
10.05,-3.27,1.74,0.14,117.97,6.92,-0.05
10.2,-3.83,1.8,0.19,115.13,8.37,-0.07
10.35,-3.76,1.53,0.26,112.22,10.73,-0.09
10.5,-4.6,0.73,0.25,99.07,10.06,-0.09
10.65,-4.12,0.47,0.02,96.47,5.12,-0.01
10.8,-5.1,1.75,-0.06,108.97,0.81,0.02
10.95,-4.76,2.23,0.01,115.15,-3.83,-0.0
11.1,-2.02,3.65,0.2,151.04,-3.92,-0.07
11.25,-7.32,2.11,0.28,106.05,-1.85,-0.1
11.4,-4.01,3.24,0.24,128.94,-0.86,-0.08
11.55,-7.06,1.1,0.25,98.82,-2.56,-0.09
11.7,-6.3,0.07,0.17,90.65,-3.47,-0.06
11.85,-6.04,-1.12,0.17,79.46,-1.93,-0.06
12.0,-4.68,0.16,0.16,91.94,-2.09,-0.06
12.15,-3.77,3.14,0.17,129.71,-11.05,-0.06
12.3,-3.33,3.65,0.17,137.67,-10.62,-0.06
12.45,1.03,4.27,0.13,193.62,-8.53,-0.05
12.6,1.53,0.69,0.23,245.73,-2.1,-0.08
12.75,-5.03,0.2,0.19,92.24,0.3,-0.07
12.9,-3.32,0.18,0.04,93.15,4.63,-0.02
13.05,-2.21,-0.2,0.08,84.96,4.17,-0.03
13.2,-0.49,-1.62,0.3,16.97,-6.56,-0.11
13.35,1.69,-2.07,0.28,320.69,-8.77,-0.1
13.5,-0.97,-2.02,0.2,25.59,-9.42,-0.07
13.65,-3.71,2.2,-0.04,120.73,-12.6,0.02
13.8,-3.29,-3.99,1.44,39.48,-14.54,-0.51
13.95,-8.46,-1.8,0.24,77.99,-13.36,-0.08
14.1,-8.41,-2.07,0.12,76.16,-10.99,-0.04
14.25,-5.42,-2.07,-0.12,69.08,-7.83,0.04
14.4,-7.23,-3.01,0.03,67.42,-6.88,-0.01
14.55,-6.01,-3.11,0.16,62.59,-5.52,-0.06
14.7,-5.53,-1.5,0.27,74.86,-3.75,-0.1
14.85,-5.5,-1.31,0.27,76.64,-1.53,-0.1
15.0,-5.53,-1.64,0.26,73.45,-2.31,-0.09
15.15,-6.03,-0.12,0.24,88.86,-4.0,-0.08
15.3,-6.1,-0.0,0.13,90.0,-6.45,-0.05
15.45,-4.85,0.61,0.11,97.11,-5.07,-0.04
15.6,-4.25,4.84,0.17,138.66,-4.74,-0.06
15.75,-4.5,5.4,0.59,140.19,-10.14,-0.21
15.9,-8.62,4.93,0.24,119.75,-13.66,-0.08
16.05,-8.77,5.13,0.2,120.33,-13.0,-0.07
16.2,-1.67,4.32,0.2,158.89,-8.4,-0.07
16.35,-0.57,4.18,0.14,172.23,-3.78,-0.05
16.5,-0.59,2.99,-0.05,168.77,0.46,0.02
16.65,-0.87,1.76,-0.19,153.63,2.36,0.07
16.8,-2.56,-0.23,-0.26,84.9,2.4,0.09
16.95,-3.53,-1.14,-0.3,72.15,5.04,0.11
17.1,-8.96,-1.48,-0.26,80.64,10.96,0.09
17.25,-0.78,-0.34,-0.28,66.72,10.89,0.1
17.4,-0.57,0.25,-0.39,113.27,4.65,0.14
17.55,-1.9,4.32,-0.28,156.29,2.14,0.1
17.7,0.14,2.95,-0.17,182.63,3.75,0.06
17.85,0.7,2.35,-0.04,196.54,4.3,0.01
18.0,0.74,-0.12,-0.16,278.83,6.54,0.06
18.15,-5.09,-0.08,-0.19,89.12,7.44,0.07
18.3,-0.19,3.58,-0.19,177.01,3.51,0.07
18.45,0.49,4.11,-0.06,186.8,1.06,0.02
18.6,-3.54,4.15,-0.07,139.57,-3.89,0.02
18.75,-2.08,5.7,0.37,159.98,-9.91,-0.13
18.9,-0.33,5.04,0.23,176.31,-11.64,-0.08
19.05,0.73,1.32,-0.01,208.79,-7.4,0.0
19.2,1.09,0.01,-0.01,269.57,-4.76,0.0
19.35,0.18,-0.47,-0.05,339.0,-2.75,0.02
19.5,-0.53,-0.42,0.08,52.12,-3.64,-0.03
19.65,0.1,-0.27,-0.11,340.12,-0.25,0.04
19.8,0.57,0.07,-0.1,263.02,-0.25,0.03
19.95,0.92,0.01,-0.17,269.35,0.67,0.06
20.1,1.17,-0.43,-0.14,290.11,2.03,0.05
20.25,0.94,-0.55,-0.16,300.49,0.58,0.06
20.4,-1.81,-0.5,-0.15,74.5,-0.64,0.05
20.55,-0.95,2.36,-0.16,158.02,-6.94,0.06
20.7,-0.2,-1.23,0.02,9.28,-10.13,-0.01
20.85,0.69,-0.66,0.21,313.51,-13.31,-0.07
21.0,-0.8,0.85,1.68,136.47,-14.54,-0.59
21.15,-5.63,3.03,0.24,118.25,-13.91,-0.08
21.3,-1.38,-1.23,1.68,48.21,-14.54,-0.59
21.45,-3.55,-1.38,1.68,68.76,-14.54,-0.59
21.6,-3.45,-1.38,0.3,68.2,-11.43,-0.1
21.75,-2.91,6.22,0.65,154.95,-5.0,-0.23
21.9,0.99,2.48,0.61,201.87,-4.46,-0.22
22.05,4.0,0.38,0.3,264.6,-6.09,-0.1
22.2,3.89,4.01,0.19,224.19,-8.05,-0.07
22.35,3.72,-0.52,-0.0,277.99,-10.59,0.0
22.5,-0.16,-0.33,-0.07,25.56,-9.38,0.03
22.65,4.84,0.0,0.16,270.0,-4.68,-0.06
22.8,3.55,3.81,0.21,223.01,-3.67,-0.08
22.95,0.69,-3.74,0.24,349.55,-4.42,-0.08
23.1,0.69,-3.72,0.29,349.49,-7.41,-0.1
23.25,-1.38,-0.13,0.07,84.68,-9.48,-0.02
23.4,-1.38,-0.01,0.01,89.46,-10.82,-0.0
23.55,2.76,3.99,-0.05,214.71,-12.35,0.02
23.7,2.76,0.0,-0.04,270.0,-12.53,0.02
23.85,2.76,10.46,0.26,194.8,-10.55,-0.09
24.0,-1.38,1.38,0.3,135.0,-11.11,-0.11
24.15,-1.38,0.69,0.19,116.57,-12.08,-0.07
24.3,-0.69,0.22,-0.24,107.38,-12.99,0.08
24.45,-1.66,4.84,-0.24,161.06,-13.03,0.08
24.6,-2.76,4.68,-0.24,149.44,-12.94,0.08
24.75,2.12,4.84,0.34,203.68,-10.28,-0.12
24.9,1.5,4.84,0.34,197.25,-10.44,-0.12
25.05,2.07,4.84,0.2,203.2,-12.98,-0.07
25.2,2.07,4.84,1.72,203.2,-13.75,-0.61
25.35,2.07,4.84,0.48,203.2,-12.78,-0.17
