Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.05,-2.46,-1.43,0.32,59.8,32.17,-0.11
7.2,-2.97,-1.43,0.4,64.38,27.49,-0.14
7.35,-3.42,-1.53,0.4,65.83,27.16,-0.14
7.5,-3.44,-1.43,0.4,67.41,26.47,-0.14
7.65,-3.23,-1.26,0.36,68.63,35.45,-0.13
7.8,-2.51,-1.18,0.36,64.72,46.97,-0.13
7.95,-2.26,-1.18,0.36,62.43,46.51,-0.13
8.1,-2.07,-0.96,0.27,65.14,27.73,-0.09
8.25,-2.23,-0.56,0.23,75.93,23.18,-0.08
8.4,-2.16,0.99,0.22,114.69,24.05,-0.08
8.55,-2.49,2.17,0.27,131.14,25.2,-0.09
8.7,-2.75,2.34,0.29,130.35,25.61,-0.1
8.85,-2.92,2.31,0.25,128.28,22.82,-0.09
9.0,-2.78,2.09,0.21,126.98,19.12,-0.08
9.15,-2.2,0.82,0.16,110.55,18.54,-0.06
9.3,-2.15,0.8,0.13,110.38,16.35,-0.05
9.45,-2.54,0.76,0.16,106.6,16.21,-0.06
9.6,-3.18,1.11,0.25,109.16,11.24,-0.09
9.75,-2.52,1.41,0.3,119.21,10.23,-0.1
9.9,-1.84,0.31,0.26,99.54,10.91,-0.09
10.05,-2.21,0.27,0.28,96.85,10.59,-0.1
10.2,-2.4,-0.32,0.22,82.42,7.85,-0.08
10.35,-3.08,0.25,0.2,94.71,3.42,-0.07
10.5,-2.52,1.0,0.19,111.53,0.73,-0.07
10.65,-2.59,1.28,0.2,116.23,0.68,-0.07
10.8,-3.22,1.5,0.13,114.99,-2.22,-0.05
10.95,-3.26,1.3,0.06,111.72,-3.51,-0.02
11.1,-4.29,3.39,-0.06,128.29,-4.32,0.02
11.25,-4.56,3.69,-0.14,129.02,-1.0,0.05
11.4,-5.69,4.84,-0.29,130.38,-1.81,0.1
11.55,-5.53,3.36,-0.32,121.3,-2.53,0.11
11.7,-5.26,3.76,-0.34,125.51,-2.95,0.12
11.85,-3.36,0.8,-0.34,103.37,-1.23,0.12
12.0,-3.23,-0.51,-0.43,81.1,-1.01,0.15
12.15,-5.12,0.26,-0.45,92.87,-4.2,0.16
12.3,-4.68,2.58,-0.37,118.83,-4.31,0.13
12.45,-4.66,2.46,-0.04,117.84,-12.58,0.02
12.6,-4.42,6.93,-0.28,147.46,-4.69,0.1
12.75,-4.16,2.82,-0.18,124.2,8.41,0.06
12.9,-3.34,-0.08,-0.07,88.6,0.9,0.02
13.05,-2.98,-0.32,-0.1,83.8,4.02,0.03
13.2,-2.46,-2.22,-0.18,47.92,2.97,0.06
13.35,-1.43,-3.3,-0.28,23.42,1.01,0.1
13.5,-1.33,-4.26,-0.26,17.36,-4.27,0.09
13.65,-1.99,-5.63,-0.4,19.5,-7.53,0.14
13.8,-3.45,-5.72,-0.32,31.06,-7.96,0.11
13.95,-4.99,-5.56,-0.31,41.95,-8.29,0.11
14.1,0.0,-4.75,-0.38,360.0,-5.55,0.13
14.25,3.82,-4.96,-0.53,322.42,-4.02,0.19
14.4,-4.74,-5.47,-0.55,40.9,-1.26,0.2
14.55,-4.97,-4.65,-0.63,46.88,1.42,0.22
14.7,-6.52,-2.07,-0.5,72.36,-1.83,0.18
14.85,-4.2,-1.19,-0.48,74.17,-0.96,0.17
15.0,-2.66,0.25,0.0,95.44,-4.8,-0.0
15.15,-4.74,2.39,-0.31,116.72,-9.99,0.11
15.3,-7.01,-1.65,-0.25,76.73,-9.42,0.09
15.45,-1.38,4.95,-0.5,164.42,-1.44,0.18
15.6,0.36,5.92,-0.5,183.47,-1.85,0.18
15.75,0.28,6.24,-0.34,182.55,-9.82,0.12
15.9,-4.14,7.09,-0.26,149.71,-9.79,0.09
16.05,-4.14,-0.25,-0.27,86.49,-1.8,0.09
16.2,3.03,-0.83,-0.27,285.33,-0.56,0.1
16.35,1.4,4.61,-0.22,196.83,1.42,0.08
16.5,1.08,6.39,-0.23,189.6,3.2,0.08
16.65,-0.0,2.92,-0.23,179.96,7.04,0.08
16.8,-2.73,1.19,-0.24,113.54,7.8,0.09
16.95,-5.54,-1.17,-0.24,78.06,8.8,0.09
17.1,-5.74,-1.4,-0.24,76.31,10.89,0.09
17.25,-8.58,-1.04,-0.25,83.07,10.04,0.09
17.4,-11.22,1.89,-0.24,99.57,10.49,0.08
17.55,-11.24,1.54,-0.23,97.81,6.82,0.08
17.7,-11.79,2.15,-0.18,100.34,2.08,0.06
17.85,-6.44,2.78,-0.13,113.33,0.82,0.04
18.0,-5.65,3.6,-0.23,122.48,3.05,0.08
18.15,-0.72,5.06,-0.25,171.86,5.07,0.09
18.3,-10.9,10.04,-0.24,132.65,4.77,0.09
18.45,-11.57,9.95,-0.18,130.7,2.89,0.06
18.6,-5.5,9.74,-0.1,150.55,1.28,0.04
18.75,-3.97,9.12,-0.15,156.47,0.74,0.05
18.9,-2.71,8.77,0.01,162.86,-5.61,-0.0
19.05,-2.04,7.19,0.14,164.13,-6.1,-0.05
19.2,-1.56,2.64,0.21,149.41,-1.72,-0.07
19.35,-1.76,1.48,0.13,130.19,-0.09,-0.05
19.5,-2.86,0.71,0.16,103.93,-4.11,-0.06
19.65,-6.06,0.52,0.13,94.91,-4.59,-0.05
19.8,-6.02,0.32,0.14,93.03,-8.39,-0.05
19.95,-4.44,0.38,-0.01,94.87,-5.06,0.0
20.1,-1.51,-0.77,-0.12,62.96,-3.85,0.04
20.25,-2.09,-0.94,-0.2,65.78,4.74,0.07
20.4,-1.47,-1.03,-0.2,54.95,4.9,0.07
20.55,-3.67,-0.39,0.05,83.9,-5.0,-0.02
20.7,-5.13,-0.31,0.17,86.53,-6.81,-0.06
20.85,-3.04,0.52,0.04,99.65,-9.95,-0.01
21.0,-2.17,4.46,1.44,154.04,-14.54,-0.51
21.15,-2.06,4.02,-0.29,152.84,-12.09,0.1
21.3,-3.45,4.84,0.3,144.46,-2.88,-0.11
21.45,-7.6,3.02,0.32,111.66,-0.26,-0.11
21.6,-1.01,4.8,0.38,168.13,-1.85,-0.13
21.75,0.69,5.96,0.32,186.58,-4.45,-0.11
21.9,1.29,5.6,0.28,193.0,-5.35,-0.1
22.05,1.17,3.72,0.17,197.47,-7.97,-0.06
22.2,-1.38,4.3,-0.01,162.18,-10.22,0.0
22.35,-4.14,2.65,-0.05,122.6,-8.68,0.02
22.5,-4.14,1.32,0.08,107.64,-6.57,-0.03
22.65,-3.76,1.13,0.15,106.67,-7.11,-0.05
22.8,-3.41,-0.3,0.05,84.98,-10.45,-0.02
22.95,-4.03,-0.69,-0.21,80.28,-8.69,0.07
23.1,-4.05,3.45,-0.25,130.48,-8.08,0.09
23.25,-3.93,1.12,-0.52,105.93,-12.82,0.18
23.4,-4.14,0.58,-0.24,97.95,-13.66,0.08
23.55,-4.14,2.35,0.96,119.54,-14.54,-0.34
23.7,-2.58,6.31,0.96,157.71,-14.54,-0.34
23.85,-2.59,2.16,-1.24,129.81,-13.01,0.44
24.0,-6.91,2.15,-1.44,107.31,-13.6,0.51
24.15,-5.53,2.07,0.31,110.56,-11.14,-0.11
24.3,-6.91,5.53,0.31,128.66,-10.81,-0.11
24.45,-8.98,3.45,0.28,111.04,-10.15,-0.1
24.6,-2.65,-0.56,0.2,78.09,-12.77,-0.07
24.75,-0.69,-0.69,0.24,45.0,-14.54,-0.08
24.9,-6.76,3.45,0.24,117.08,-14.54,-0.08
25.05,-6.91,-0.69,0.24,84.29,-14.54,-0.08
25.2,-6.91,-0.69,0.24,84.29,-14.54,-0.08
25.35,-6.91,-0.69,0.24,84.29,-14.54,-0.08
