Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.8,1.04,0.62,-0.34,239.09,29.85,0.12
7.95,0.84,0.7,-0.28,230.26,36.67,0.1
8.1,0.75,0.85,-0.26,221.51,33.91,0.09
8.25,1.14,2.08,-0.22,208.64,20.34,0.08
8.4,1.19,2.81,-0.29,202.97,18.22,0.1
8.55,1.12,3.49,-0.38,197.84,18.25,0.14
8.7,0.13,3.47,-0.43,182.19,17.27,0.15
8.85,0.07,1.94,-0.32,182.03,18.4,0.11
9.0,1.18,1.49,-0.32,218.35,18.34,0.11
9.15,1.11,1.81,-0.18,211.56,13.61,0.06
9.3,1.07,2.68,-0.17,201.67,9.0,0.06
9.45,0.86,3.23,-0.43,194.94,15.12,0.15
9.6,-0.13,3.7,-0.34,177.94,8.44,0.12
9.75,-0.78,2.47,-0.45,162.51,7.52,0.16
9.9,-0.12,2.48,-0.23,177.21,2.48,0.08
10.05,3.24,2.04,-0.09,237.84,2.42,0.03
10.2,-0.94,2.19,-0.15,156.83,4.46,0.05
10.35,-1.3,2.73,-0.08,154.49,5.14,0.03
10.5,-2.47,3.1,-0.07,141.43,2.49,0.03
10.65,-2.26,4.87,0.04,155.08,-1.23,-0.01
10.8,-2.59,4.99,-0.11,152.57,-1.75,0.04
10.95,-2.25,4.38,-0.16,152.82,-2.17,0.06
11.1,-2.25,3.57,-0.1,147.76,-3.55,0.03
11.25,-1.82,3.31,-0.08,151.26,-4.44,0.03
11.4,-1.37,2.44,0.02,150.6,-5.67,-0.01
11.55,-1.75,3.24,0.35,151.62,-8.75,-0.12
11.7,-2.38,3.02,0.74,141.73,-10.78,-0.26
11.85,-2.66,2.81,1.0,136.65,-11.26,-0.35
12.0,-3.33,3.53,1.21,136.67,-11.64,-0.43
12.15,-3.98,3.96,2.64,134.84,-14.54,-0.93
12.3,-4.14,5.05,0.4,140.7,-12.78,-0.14
12.45,-4.11,4.31,0.28,136.34,-12.55,-0.1
12.6,-4.24,0.48,0.01,96.51,-5.33,-0.0
12.75,-3.68,-0.21,0.12,86.78,-4.52,-0.04
12.9,-1.22,0.63,0.05,117.08,2.35,-0.02
13.05,-0.56,0.26,0.07,115.25,2.03,-0.02
13.2,-3.09,0.04,0.02,90.68,-5.99,-0.01
13.35,-4.84,1.39,-0.07,105.98,-7.94,0.03
13.5,-4.24,0.7,-0.25,99.32,-5.84,0.09
13.65,-4.45,1.04,-0.41,103.19,-2.61,0.14
13.8,-5.33,0.01,-0.45,90.15,-3.04,0.16
13.95,-5.36,0.02,-0.54,90.26,-6.03,0.19
14.1,-5.34,0.09,-0.6,91.01,-9.09,0.21
14.25,-5.43,-0.16,-0.48,88.36,-10.39,0.17
14.4,-5.05,-0.27,-0.34,86.93,-10.73,0.12
14.55,-4.72,-3.21,-0.23,55.81,-7.8,0.08
14.7,-4.18,-2.14,-0.14,62.88,-5.43,0.05
14.85,-3.92,-0.75,-0.13,79.19,-4.13,0.05
15.0,-4.65,-1.99,-0.18,66.86,-2.41,0.06
15.15,-5.96,-1.89,-0.33,72.42,-2.78,0.12
15.3,-6.59,-0.52,-0.43,85.51,2.07,0.15
15.45,-7.14,2.71,-0.4,110.76,-3.21,0.14
15.6,-7.68,4.14,-0.46,118.31,-1.34,0.16
15.75,-7.29,4.37,-0.5,120.92,-2.81,0.18
15.9,-8.04,1.12,-0.41,97.93,-1.02,0.15
16.05,-7.37,-1.76,-0.3,76.57,1.13,0.11
16.2,-6.78,-2.23,-0.29,71.82,0.67,0.1
16.35,-1.95,-2.22,-0.27,41.37,2.21,0.09
16.5,-1.49,-2.02,-0.19,36.44,-1.28,0.07
16.65,-1.5,4.56,-0.06,161.84,16.32,0.02
16.8,-2.7,3.06,0.07,138.51,3.08,-0.03
16.95,-4.95,-2.5,0.11,63.25,3.61,-0.04
17.1,-5.67,-3.11,0.25,61.27,4.55,-0.09
17.25,-6.13,-3.94,0.3,57.25,9.33,-0.11
17.4,-11.41,-3.06,0.29,75.0,9.73,-0.1
17.55,-5.22,-1.64,0.23,72.54,13.71,-0.08
17.7,-4.55,0.07,0.15,90.87,6.03,-0.05
17.85,-5.97,1.44,0.04,103.55,0.61,-0.02
18.0,-6.69,1.77,0.05,104.86,0.61,-0.02
18.15,-6.62,2.53,-0.1,110.92,0.84,0.04
18.3,-11.2,2.64,-0.22,103.28,5.6,0.08
18.45,-12.12,8.54,-0.27,125.16,6.12,0.1
18.6,-11.56,8.18,-0.29,125.29,6.1,0.1
18.75,-6.61,7.87,-0.34,139.96,0.07,0.12
18.9,-6.91,8.34,-0.35,140.36,0.11,0.12
19.05,-0.78,6.28,-0.36,172.92,0.12,0.13
19.2,-1.25,3.63,-0.32,160.99,0.08,0.11
19.35,-1.82,-1.18,-0.24,57.0,-1.37,0.08
19.5,-3.27,-0.44,0.08,82.4,-5.01,-0.03
19.65,-3.97,3.61,0.11,132.24,-4.82,-0.04
19.8,-3.27,0.03,0.07,90.61,-8.74,-0.02
19.95,-2.28,-0.26,0.18,83.6,-6.02,-0.06
20.1,3.21,0.85,0.23,255.19,-2.9,-0.08
20.25,3.58,1.02,0.18,254.06,-0.35,-0.06
20.4,3.64,1.5,0.22,247.63,-1.09,-0.08
20.55,0.25,2.08,0.34,186.88,-10.17,-0.12
20.7,-1.78,-2.29,-0.11,37.86,-11.05,0.04
20.85,-0.82,-3.0,-0.26,15.22,-6.42,0.09
21.0,1.59,-2.15,-0.32,323.56,-1.97,0.11
21.15,1.23,-2.15,-0.28,330.17,-2.25,0.1
21.3,1.4,-1.96,-0.24,324.5,-3.69,0.09
21.45,1.35,-3.5,-0.05,338.9,-12.19,0.02
21.6,1.88,-7.76,0.19,346.35,-12.14,-0.07
21.75,4.32,-7.42,0.19,329.78,-11.99,-0.07
21.9,-0.38,-7.61,0.11,2.85,-8.72,-0.04
22.05,1.23,-7.74,0.05,350.95,-8.03,-0.02
22.2,1.38,-7.73,0.11,349.87,-7.32,-0.04
22.35,-2.76,-6.91,-0.06,21.79,-11.82,0.02
22.5,3.83,-5.18,0.03,323.51,-6.56,-0.01
22.65,0.17,-8.6,0.42,358.88,-11.71,-0.15
22.8,-2.62,-1.25,0.22,64.54,-6.92,-0.08
22.95,-4.62,-8.75,0.29,27.82,-7.69,-0.1
23.1,-3.42,-8.4,0.28,22.16,-7.85,-0.1
23.25,-3.15,-7.77,0.26,22.08,-8.41,-0.09
23.4,-1.36,-8.23,0.38,9.37,-10.2,-0.13
23.55,-0.63,-8.46,0.38,4.27,-10.22,-0.13
23.7,-2.21,-4.14,0.43,28.11,-12.25,-0.15
23.85,-2.21,-6.91,0.48,17.72,-13.41,-0.17
24.0,-2.07,-6.91,0.29,16.7,-11.68,-0.1
24.15,-2.07,-5.64,0.42,20.17,-11.78,-0.15
24.3,-2.07,1.77,0.43,130.42,-11.98,-0.15
24.45,2.0,4.91,0.44,202.11,-12.95,-0.16
24.6,-4.22,4.88,0.2,139.2,-12.83,-0.07
24.75,-3.81,0.71,0.23,100.55,-7.37,-0.08
24.9,0.18,0.28,0.23,213.27,-7.2,-0.08
25.05,-0.11,4.84,0.35,178.66,-9.77,-0.12
25.2,-4.14,0.69,0.67,99.46,-12.1,-0.24
25.35,-4.14,0.69,0.6,99.46,-10.94,-0.21
