Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
12.75,-3.59,1.32,-0.23,110.16,-5.63,0.08
12.9,2.33,0.03,0.01,269.28,2.54,-0.0
13.05,-1.85,-0.45,0.01,76.4,2.93,-0.01
13.2,-3.97,-1.56,0.18,68.57,-7.13,-0.06
13.35,-4.66,-2.93,0.44,57.86,-10.4,-0.16
13.5,-4.07,-3.18,0.18,52.0,-11.84,-0.07
13.65,-3.95,-4.14,2.16,43.64,-14.54,-0.76
13.8,-4.0,-6.04,2.16,33.52,-14.54,-0.76
13.95,-4.81,2.93,2.16,121.34,-14.54,-0.76
14.1,-0.69,2.76,0.42,165.96,-11.54,-0.15
14.25,0.0,0.0,0.31,207.29,-7.87,-0.11
14.4,-6.07,1.49,0.25,103.79,-5.15,-0.09
14.55,-4.43,1.58,0.21,109.64,-5.61,-0.07
14.7,-2.84,2.09,0.13,126.34,-6.28,-0.05
14.85,-2.84,2.13,0.22,126.85,-5.95,-0.08
15.0,-6.47,1.55,0.23,103.48,-6.71,-0.08
15.15,-7.96,3.63,1.92,114.52,-14.54,-0.68
15.3,-7.96,5.28,1.92,123.53,-14.54,-0.68
15.45,-11.74,1.34,1.92,96.51,-14.54,-0.68
15.6,-11.05,0.92,0.43,94.78,-8.7,-0.15
15.75,-6.34,7.86,0.43,141.12,-8.89,-0.15
15.9,-6.24,7.55,0.43,140.44,-8.82,-0.15
16.05,-1.43,7.1,0.37,168.63,3.82,-0.13
16.2,-0.4,4.47,0.37,174.92,5.14,-0.13
16.35,-1.48,2.68,0.33,151.13,6.58,-0.12
16.5,-0.35,3.45,0.25,174.18,12.78,-0.09
16.65,-1.44,3.33,0.25,156.61,13.56,-0.09
16.8,-4.32,4.31,0.25,134.96,10.0,-0.09
16.95,-7.52,4.28,0.28,119.65,3.89,-0.1
17.1,-8.55,3.96,0.29,114.85,3.99,-0.1
17.25,-10.61,4.8,0.35,114.34,2.35,-0.12
17.4,-12.42,1.15,0.31,95.29,1.78,-0.11
17.55,-12.49,1.13,0.28,95.16,0.26,-0.1
17.7,-7.62,1.16,0.13,98.62,1.16,-0.04
17.85,-6.51,1.02,0.19,98.89,8.04,-0.07
18.0,-7.24,2.29,0.19,107.57,8.26,-0.07
18.15,-6.93,3.65,0.12,117.78,2.17,-0.04
18.3,-9.12,7.94,-0.03,131.04,1.61,0.01
18.45,-7.67,5.88,-0.16,127.45,4.81,0.05
18.6,-3.07,4.14,-0.18,143.51,5.36,0.06
18.75,-2.41,4.19,-0.15,150.11,-0.81,0.05
18.9,-0.21,3.76,-0.28,176.84,-7.84,0.1
19.05,0.29,7.13,-0.22,182.36,-9.28,0.08
19.2,-0.1,3.36,0.23,178.25,-0.96,-0.08
19.35,-0.57,0.26,0.26,114.6,2.67,-0.09
19.5,-0.45,-0.01,0.25,88.1,2.06,-0.09
19.65,-4.06,0.35,0.26,94.92,3.64,-0.09
19.8,-1.76,0.03,0.17,90.9,-1.4,-0.06
19.95,0.37,-0.13,0.15,290.02,-1.74,-0.05
20.1,0.21,-1.56,0.04,352.27,-4.38,-0.01
20.25,0.25,-1.12,-0.18,347.49,-3.17,0.06
20.4,-3.64,-0.61,-0.22,80.42,-3.31,0.08
20.55,-4.51,0.36,0.1,94.54,-9.25,-0.03
20.7,-4.54,-0.04,0.12,89.5,-8.74,-0.04
20.85,-0.79,0.01,0.12,90.38,-8.9,-0.04
21.0,4.14,-1.38,0.2,288.43,-9.26,-0.07
21.15,4.14,-0.29,0.23,273.97,-10.97,-0.08
21.3,4.14,4.91,0.48,220.19,-12.98,-0.17
21.45,4.71,3.64,0.52,232.32,-10.88,-0.18
21.6,8.98,0.52,0.59,266.69,-8.01,-0.21
21.75,9.67,3.56,0.6,249.8,-8.01,-0.21
21.9,7.04,4.7,0.65,236.28,-7.3,-0.23
22.05,9.26,3.66,0.72,248.41,-10.95,-0.25
22.2,9.01,2.13,0.67,256.7,-11.94,-0.24
22.35,6.28,1.04,0.24,260.6,-13.46,-0.08
22.5,8.39,-2.79,0.24,288.36,-13.42,-0.08
22.65,2.86,6.22,1.68,204.7,-14.54,-0.59
22.8,6.91,6.22,0.31,228.01,-8.86,-0.11
22.95,2.76,6.22,0.32,203.96,-4.84,-0.11
23.1,6.91,2.36,0.28,251.13,-2.71,-0.1
23.25,6.76,-1.5,0.24,282.49,-3.86,-0.09
23.4,7.38,-2.07,0.0,285.69,-13.35,-0.0
23.55,6.91,0.11,0.24,269.11,-13.89,-0.08
23.7,6.66,-4.14,0.44,301.88,-12.68,-0.15
23.85,2.97,-8.29,0.44,340.29,-12.59,-0.15
24.0,3.26,-8.29,0.33,338.53,-9.42,-0.12
24.15,7.42,-4.14,0.42,299.19,-10.79,-0.15
24.3,7.42,-1.38,0.33,280.54,-9.39,-0.12
24.45,7.39,2.76,0.19,249.49,-8.92,-0.07
24.6,7.26,-1.38,0.17,280.77,-8.82,-0.06
24.75,7.15,5.53,0.11,232.3,-10.21,-0.04
24.9,7.19,4.93,-0.24,235.56,-13.48,0.08
25.05,10.18,5.53,1.68,241.52,-14.54,-0.59
25.2,6.22,1.38,1.68,257.47,-14.54,-0.59
25.35,14.58,1.38,-0.48,264.59,-13.68,0.17
