Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
8.85,-2.29,3.76,0.23,148.67,15.64,-0.08
9.0,-2.09,3.14,0.39,146.39,10.26,-0.14
9.15,-2.83,2.89,0.41,135.61,9.49,-0.15
9.3,-2.82,2.51,0.28,131.64,11.35,-0.1
9.45,-2.26,1.85,0.29,129.4,14.45,-0.1
9.6,-3.9,2.5,0.39,122.73,14.09,-0.14
9.75,-4.15,2.29,0.46,118.87,13.88,-0.16
9.9,-3.99,1.71,0.51,113.17,16.23,-0.18
10.05,-2.4,1.49,0.42,121.77,14.1,-0.15
10.2,-1.84,1.48,0.4,128.78,17.2,-0.14
10.35,-1.47,1.09,0.32,126.62,13.79,-0.11
10.5,-2.77,1.24,0.27,114.2,9.52,-0.1
10.65,-3.08,1.69,0.28,118.7,5.65,-0.1
10.8,-4.85,2.86,0.34,120.49,2.8,-0.12
10.95,-4.55,4.0,0.39,131.36,0.88,-0.14
11.1,0.23,5.5,0.4,182.34,-2.27,-0.14
11.25,0.57,5.41,0.44,186.07,-6.21,-0.15
11.4,0.62,4.97,0.42,187.16,-7.28,-0.15
11.55,-1.74,4.99,0.59,160.77,-6.59,-0.21
11.7,-1.82,5.59,0.28,162.0,-6.85,-0.1
11.85,-1.39,4.88,0.21,164.07,-7.27,-0.08
12.0,-4.15,5.22,0.29,141.51,-6.29,-0.1
12.15,-7.68,3.39,0.36,113.81,-4.82,-0.13
12.3,-6.85,2.85,0.32,112.61,-2.71,-0.11
12.45,-5.87,1.35,0.27,102.94,-4.33,-0.09
12.6,-5.25,0.9,0.23,99.71,-4.15,-0.08
12.75,-5.2,0.05,0.15,90.54,-2.95,-0.05
12.9,-2.99,-0.44,-0.12,81.59,1.85,0.04
13.05,-2.77,-0.98,0.0,70.47,2.13,-0.0
13.2,-1.0,-2.33,0.21,23.23,-3.49,-0.08
13.35,-4.57,-3.15,0.18,55.44,-6.64,-0.06
13.5,-4.82,-3.21,0.19,56.37,-12.39,-0.07
13.65,-4.74,-3.73,0.24,51.81,-11.15,-0.08
13.8,-4.28,-3.93,0.43,47.46,-12.28,-0.15
13.95,-4.5,-4.63,0.43,44.14,-12.36,-0.15
14.1,-4.03,-3.49,0.28,49.08,-11.64,-0.1
14.25,-8.45,0.57,0.21,93.85,-9.37,-0.07
14.4,-0.86,-2.93,0.22,16.29,-7.94,-0.08
14.55,-4.38,-2.09,0.22,64.5,-8.26,-0.08
14.7,-2.36,-1.25,0.23,62.17,-3.8,-0.08
14.85,-3.63,-0.86,0.11,76.71,-11.04,-0.04
15.0,-7.19,0.1,0.25,90.82,-9.91,-0.09
15.15,-7.53,0.46,0.19,93.47,-12.26,-0.07
15.3,-8.25,3.45,0.24,112.72,-13.55,-0.08
15.45,-9.67,0.0,-0.04,90.0,-12.74,0.01
15.6,-5.41,4.63,-0.12,130.54,-9.53,0.04
15.75,-6.27,5.03,-0.22,128.76,-9.56,0.08
15.9,-6.37,4.68,-0.22,126.35,-9.61,0.08
16.05,-10.07,3.86,-0.16,110.97,-4.04,0.06
16.2,-2.11,4.16,-0.14,153.14,-2.81,0.05
16.35,1.11,0.32,-0.15,254.06,-2.33,0.05
16.5,1.31,1.0,-0.1,232.49,-1.18,0.03
16.65,2.35,0.5,-0.0,258.07,0.34,0.0
16.8,5.61,-2.44,0.11,293.54,2.16,-0.04
16.95,-3.99,-2.85,0.27,54.42,15.15,-0.1
17.1,3.14,-3.37,0.33,317.02,21.58,-0.12
17.25,2.45,-3.3,0.38,323.48,19.26,-0.14
17.4,1.03,-0.09,0.41,275.11,7.04,-0.14
17.55,-4.5,1.09,0.43,103.63,6.06,-0.15
17.7,-0.25,0.81,0.59,162.81,5.47,-0.21
17.85,-0.37,0.86,0.49,156.65,6.25,-0.17
18.0,-6.21,1.98,0.62,107.65,7.01,-0.22
18.15,-0.06,3.92,0.59,179.09,5.42,-0.21
18.3,1.28,8.89,0.76,188.18,6.18,-0.27
18.45,1.54,10.1,0.75,188.67,3.12,-0.27
18.6,0.84,6.1,0.62,187.87,4.62,-0.22
18.75,4.91,9.78,0.52,206.67,1.86,-0.18
18.9,-2.32,8.33,0.56,164.41,0.04,-0.2
19.05,-0.41,7.56,0.38,176.88,-1.82,-0.13
19.2,0.37,5.02,0.25,184.22,-1.83,-0.09
19.35,0.15,-0.35,0.12,337.18,0.3,-0.04
19.5,-0.46,-0.42,0.07,47.68,-1.57,-0.02
19.65,-1.34,0.74,-0.12,119.02,0.09,0.04
19.8,-2.67,1.37,-0.07,117.25,-2.6,0.03
19.95,1.47,1.09,-0.15,233.43,1.6,0.05
20.1,2.95,-2.43,-0.23,309.44,5.47,0.08
20.25,2.2,-2.43,-0.24,317.8,5.3,0.08
20.4,0.34,-1.05,-0.26,342.1,-6.6,0.09
20.55,-4.58,-1.06,-0.38,76.97,-7.69,0.13
20.7,-0.57,3.1,-0.4,169.52,-7.31,0.14
20.85,-0.45,-2.76,-0.43,9.18,-5.47,0.15
21.0,-0.72,-7.12,-0.43,5.78,-6.67,0.15
21.15,-1.99,-8.4,-0.52,13.36,-8.21,0.19
21.3,-5.47,-8.31,-0.72,33.37,-12.83,0.25
21.45,-0.05,-3.29,-0.83,0.88,-9.5,0.29
21.6,-2.76,-4.43,-1.24,31.97,-6.77,0.44
21.75,-3.31,-5.23,-1.18,32.32,-6.3,0.42
21.9,0.29,-5.58,-0.58,357.01,-8.05,0.21
22.05,4.16,-5.58,-0.49,323.26,-9.27,0.17
22.2,4.09,-6.09,-0.13,326.14,-11.78,0.05
22.35,4.39,-2.28,0.14,297.44,-12.11,-0.05
22.5,2.39,-2.24,-0.29,313.1,-12.41,0.1
22.65,6.91,-6.42,-0.37,312.91,-11.02,0.13
22.8,2.76,2.39,-0.49,229.15,-10.29,0.17
22.95,2.76,-9.67,-0.56,344.05,-8.47,0.2
23.1,6.91,-1.38,-0.54,281.31,-8.67,0.19
23.25,6.91,-5.65,-0.48,309.27,-9.21,0.17
23.4,7.88,-4.58,0.96,300.17,-14.54,-0.34
23.55,7.05,-0.76,0.96,276.18,-14.54,-0.34
23.7,7.05,-0.4,-0.48,273.29,-13.28,0.17
23.85,6.91,-0.69,-0.48,275.71,-13.37,0.17
24.0,2.76,-0.69,-0.32,284.04,-7.86,0.11
24.15,2.76,1.88,-0.19,235.74,7.72,0.07
24.3,6.91,4.46,-0.21,237.18,7.84,0.07
24.45,2.76,4.54,-0.24,211.33,-13.33,0.08
24.6,2.76,4.31,1.2,212.67,-14.54,-0.42
24.75,6.91,4.84,1.2,235.01,-14.54,-0.42
24.9,6.91,4.84,1.2,235.01,-14.54,-0.42
25.05,2.76,4.84,1.2,209.74,-14.54,-0.42
25.2,2.76,0.69,1.2,255.96,-14.54,-0.42
25.35,2.76,0.69,1.2,255.96,-14.54,-0.42
