Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
15.15,-9.05,1.36,0.24,98.54,-6.95,-0.08
15.3,-9.64,2.4,0.14,103.98,-4.61,-0.05
15.45,-5.38,3.32,0.32,121.64,-4.14,-0.11
15.6,-6.93,4.99,0.25,125.72,-2.65,-0.09
15.75,-7.07,8.91,0.33,141.56,-3.54,-0.12
15.9,-6.54,10.38,0.12,147.77,-3.41,-0.04
16.05,-4.77,11.75,-0.05,157.9,-1.08,0.02
16.2,-3.34,12.07,0.31,164.54,-3.48,-0.11
16.35,-2.19,11.05,0.21,168.77,0.34,-0.08
16.5,-1.1,7.18,0.28,171.32,1.45,-0.1
16.65,-1.78,6.05,0.22,163.58,4.69,-0.08
16.8,-4.35,3.02,0.19,124.78,5.83,-0.07
16.95,-5.97,1.24,0.15,101.76,13.99,-0.05
17.1,-7.42,-0.12,-0.04,89.11,11.57,0.01
17.25,-8.57,9.84,-0.18,138.93,3.91,0.06
17.4,-9.92,9.89,-0.23,134.88,8.09,0.08
17.55,-10.7,1.92,-0.26,100.19,10.7,0.09
17.7,-11.64,2.15,-0.2,100.48,9.16,0.07
17.85,-12.93,2.66,-0.1,101.62,6.36,0.04
18.0,-13.01,3.22,-0.17,103.89,6.25,0.06
18.15,-16.44,12.67,-0.33,127.62,22.85,0.12
18.3,-17.08,10.29,-0.37,121.06,27.25,0.13
18.45,-11.78,10.23,-0.3,130.98,8.02,0.11
18.6,-12.61,1.86,-0.26,98.39,4.4,0.09
18.75,-11.93,8.39,-0.26,125.1,-2.55,0.09
18.9,-10.17,7.12,-0.3,125.01,-8.75,0.11
19.05,-4.69,4.82,-0.05,135.81,-8.37,0.02
19.2,-2.99,0.1,0.08,92.0,-6.44,-0.03
19.35,-1.79,0.25,0.12,97.96,-2.05,-0.04
19.5,-2.26,0.31,0.14,97.75,1.57,-0.05
19.65,-3.27,-0.88,0.19,74.92,1.76,-0.07
19.8,-3.3,-0.24,0.16,85.79,0.22,-0.06
19.95,-2.19,-0.11,0.09,87.09,-4.28,-0.03
20.1,-2.61,0.19,0.1,94.07,-4.17,-0.04
20.25,-2.87,-0.43,0.23,81.48,4.94,-0.08
20.4,-2.61,-1.52,0.22,59.83,5.16,-0.08
20.55,-2.39,-2.14,0.18,48.16,-1.97,-0.06
20.7,-6.06,-1.59,0.2,75.33,-7.08,-0.07
20.85,-5.97,-0.67,-0.1,83.55,-8.96,0.04
21.0,-4.64,0.17,1.2,92.06,-14.54,-0.42
21.15,-4.05,-0.92,1.2,77.14,-14.54,-0.42
21.3,-9.22,1.78,0.72,100.93,-14.54,-0.25
21.45,-4.84,3.36,0.21,124.8,-13.12,-0.07
21.6,-7.6,3.71,0.59,116.01,-2.6,-0.21
21.75,-5.7,4.84,0.58,130.3,-2.29,-0.2
21.9,-3.81,1.22,0.57,107.76,-5.25,-0.2
22.05,-3.32,0.67,0.58,101.46,-6.99,-0.2
22.2,-2.45,-0.63,0.6,75.69,-9.16,-0.21
22.35,-2.15,5.77,0.67,159.55,-12.29,-0.24
22.5,-5.38,4.25,0.48,128.31,-13.33,-0.17
22.65,-4.98,4.83,0.47,134.1,-9.96,-0.17
22.8,-6.25,-0.1,0.41,89.12,-3.34,-0.15
22.95,-10.43,-0.92,0.44,84.95,-2.61,-0.15
23.1,-0.0,-0.92,0.48,0.0,-5.45,-0.17
23.25,-0.08,-0.19,0.49,22.87,-10.5,-0.17
23.4,-0.49,0.18,0.43,109.82,-12.35,-0.15
23.55,-1.05,-0.72,0.24,55.4,-13.35,-0.08
23.7,-1.23,-0.35,0.24,74.34,-13.33,-0.08
23.85,0.79,0.81,1.44,224.13,-13.85,-0.51
24.0,-4.84,0.69,1.44,98.13,-13.81,-0.51
24.15,-3.45,0.04,0.68,90.64,-12.86,-0.24
24.3,1.49,0.63,0.68,246.91,-12.78,-0.24
24.45,2.76,5.0,-0.51,208.94,-13.15,0.18
24.6,1.41,-2.69,1.05,332.36,-13.66,-0.37
24.75,-5.49,4.97,1.05,132.13,-13.61,-0.37
24.9,-5.67,4.88,0.35,130.75,-10.68,-0.13
25.05,-9.67,4.65,0.24,115.68,-14.01,-0.08
25.2,-1.38,0.69,1.68,116.57,-14.54,-0.59
25.35,-1.38,0.69,1.68,116.57,-14.54,-0.59
