Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
15.9,-4.51,5.69,1.2,141.62,-14.54,-0.42
16.05,-3.25,4.56,0.24,144.52,-1.81,-0.09
16.2,1.83,4.14,0.25,203.83,2.88,-0.09
16.35,-0.38,3.98,0.3,174.48,5.99,-0.11
16.5,-0.15,1.9,0.24,175.41,8.78,-0.09
16.65,-1.15,1.5,0.24,142.55,8.37,-0.08
16.8,-6.68,-0.58,0.28,85.03,6.54,-0.1
16.95,-7.41,-1.59,0.25,77.92,1.85,-0.09
17.1,-10.46,-1.25,0.23,83.21,3.72,-0.08
17.25,-13.58,-1.2,0.26,84.93,12.61,-0.09
17.4,-14.43,0.34,0.27,91.36,2.4,-0.09
17.55,-10.36,2.64,0.27,104.32,5.62,-0.1
17.7,-18.53,3.07,0.29,99.41,20.13,-0.1
17.85,-18.03,3.73,0.37,101.69,10.42,-0.13
18.0,-13.82,3.65,0.35,104.82,10.05,-0.12
18.15,-13.77,4.42,0.41,107.79,11.88,-0.15
18.3,-12.41,8.95,0.38,125.79,11.02,-0.13
18.45,-12.24,9.89,0.36,128.94,8.72,-0.13
18.6,-7.58,10.67,0.35,144.62,9.03,-0.12
18.75,-4.92,11.18,0.38,156.24,8.09,-0.13
18.9,-3.51,9.92,0.28,160.53,0.76,-0.1
19.05,-1.6,3.36,0.2,154.51,-1.7,-0.07
19.2,-1.38,2.13,0.08,146.98,-0.44,-0.03
19.35,-1.41,1.24,0.0,131.27,1.63,-0.0
19.5,-11.22,0.32,-0.03,91.62,0.55,0.01
19.65,-6.22,0.33,0.17,93.0,-4.63,-0.06
19.8,-1.3,0.5,0.12,111.22,6.65,-0.04
19.95,-0.74,0.01,-0.09,90.8,0.44,0.03
20.1,-10.22,-1.2,-0.18,83.31,2.56,0.06
20.25,-9.88,-1.46,-0.26,81.58,0.51,0.09
20.4,-4.38,-0.48,-0.22,83.79,-2.46,0.08
20.55,-4.16,1.62,-0.23,111.33,-2.26,0.08
20.7,-0.35,1.99,-0.05,170.13,-6.02,0.02
20.85,0.05,1.76,-0.14,181.62,-7.31,0.05
21.0,-1.29,0.58,0.11,114.3,-10.97,-0.04
21.15,-6.7,0.58,0.18,94.95,-8.47,-0.06
21.3,-2.31,5.53,0.3,157.34,-4.3,-0.11
21.45,0.91,-0.53,0.34,300.23,-3.14,-0.12
21.6,8.35,1.97,0.4,256.74,-4.99,-0.14
21.75,8.35,-0.69,0.4,274.73,-4.62,-0.14
21.9,5.42,3.07,0.46,240.5,-5.77,-0.16
22.05,5.7,1.78,0.51,252.68,-5.8,-0.18
22.2,4.94,1.16,0.46,256.74,-8.74,-0.16
22.35,5.44,-0.33,0.45,273.47,-13.13,-0.16
22.5,3.0,-0.08,0.24,271.57,-13.46,-0.08
22.65,5.89,0.16,1.2,268.42,-13.53,-0.42
22.8,-0.95,0.68,1.2,125.72,-13.45,-0.42
22.95,2.76,-1.58,1.4,299.76,-12.86,-0.5
23.1,2.76,4.84,1.64,209.74,-12.95,-0.58
23.25,2.76,0.12,1.64,267.6,-13.04,-0.58
23.4,3.42,1.34,1.44,248.55,-13.22,-0.51
23.55,5.53,3.38,3.12,238.54,-14.54,-1.1
23.7,5.7,0.0,3.12,270.0,-14.54,-1.1
23.85,5.67,3.45,0.72,238.66,-13.06,-0.25
24.0,1.38,10.36,0.72,187.59,-10.49,-0.25
24.15,5.53,10.36,0.67,208.07,-9.36,-0.24
24.3,5.53,5.54,0.67,224.95,-11.71,-0.24
24.45,4.84,5.54,2.16,221.11,-14.54,-0.76
24.6,2.07,4.14,2.16,206.57,-14.54,-0.76
24.75,5.53,4.14,0.29,233.13,-11.97,-0.1
24.9,5.68,8.29,0.29,214.4,-11.73,-0.1
25.05,5.53,8.29,0.93,213.69,-13.3,-0.33
25.2,5.53,8.29,2.4,213.69,-14.54,-0.85
25.35,1.38,8.29,2.4,189.46,-14.54,-0.85
