Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-0.0,nan,-0.55,nan,-10.91,0.19
1.65,0.75,nan,0.11,nan,-2.63,-0.04
1.8,0.56,-0.12,-0.02,282.35,15.05,0.01
1.95,-0.2,0.11,0.0,118.82,14.98,-0.0
2.1,-0.4,-0.35,0.11,49.35,16.59,-0.04
2.25,-0.43,-0.09,0.11,78.46,16.32,-0.04
2.4,-0.32,0.05,0.17,98.71,16.68,-0.06
2.55,-0.05,0.09,0.1,151.73,14.3,-0.04
2.7,-0.15,0.79,0.13,169.34,15.31,-0.05
2.85,-0.16,1.31,0.13,172.9,16.52,-0.05
3.0,0.12,1.87,0.11,183.77,19.14,-0.04
3.15,-0.02,2.44,-0.01,179.44,23.41,0.0
3.3,-0.36,2.98,-0.09,173.21,25.22,0.03
3.45,-0.96,2.67,-0.04,160.31,24.52,0.01
3.6,-0.95,1.87,0.05,153.1,22.84,-0.02
3.75,-0.45,0.89,0.09,152.98,20.42,-0.03
3.9,0.02,0.59,-0.24,181.5,24.16,0.09
4.05,0.8,1.0,-0.12,218.82,27.91,0.04
4.2,1.62,1.52,0.28,226.85,44.08,-0.1
4.35,1.53,2.82,0.34,208.45,52.02,-0.12
4.5,0.92,3.09,0.36,196.61,53.05,-0.13
4.65,0.34,3.46,0.31,185.7,42.3,-0.11
4.8,-0.82,3.75,0.33,167.72,36.2,-0.12
4.95,-0.87,4.42,0.34,168.84,36.23,-0.12
5.1,-0.45,4.78,0.34,174.58,46.4,-0.12
5.25,0.18,4.66,0.36,182.18,48.43,-0.13
5.4,0.45,4.82,0.37,185.35,48.61,-0.13
5.55,0.53,4.07,0.3,187.41,38.14,-0.11
5.7,0.32,3.38,0.08,185.41,30.92,-0.03
5.85,0.2,2.91,-0.08,183.92,29.02,0.03
6.0,-0.01,2.95,-0.2,179.79,26.45,0.07
6.15,0.13,2.21,0.19,183.25,22.55,-0.07
6.3,0.66,1.05,0.43,212.04,22.66,-0.15
6.45,1.0,-0.47,0.48,295.35,29.84,-0.17
6.6,1.82,-1.89,0.38,316.21,38.02,-0.13
6.75,2.14,-2.14,0.37,315.03,39.87,-0.13
6.9,2.05,-2.46,0.37,320.11,38.41,-0.13
7.05,2.07,-1.72,-0.09,309.75,23.5,0.03
7.2,1.71,-0.93,-0.18,298.51,22.9,0.06
7.35,2.43,-0.76,-0.2,287.45,27.2,0.07
7.5,2.82,-0.56,-0.21,281.31,32.01,0.07
