Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-4.84,11.05,0.96,156.37,-14.54,-0.34
1.65,5.14,6.59,-0.24,217.97,-5.66,0.08
1.8,0.71,-0.24,-0.03,288.51,14.61,0.01
1.95,-0.21,0.35,0.12,148.94,16.58,-0.04
2.1,-0.1,0.37,0.19,165.55,16.62,-0.07
2.25,-0.39,0.38,0.16,134.86,16.23,-0.06
2.4,-0.41,-0.16,0.14,68.37,16.93,-0.05
2.55,0.04,0.08,0.1,204.01,17.1,-0.04
2.7,0.19,0.14,0.21,233.49,32.92,-0.08
2.85,-0.32,0.47,0.28,145.35,20.71,-0.1
3.0,-0.34,0.75,0.36,155.61,25.44,-0.13
3.15,-0.97,0.61,0.39,122.0,28.75,-0.14
3.3,-1.01,0.4,0.46,111.66,29.22,-0.16
3.45,-1.29,0.44,0.45,108.88,28.96,-0.16
3.6,-1.8,0.87,0.43,115.75,28.52,-0.15
3.75,-1.75,1.46,0.35,129.85,28.85,-0.12
3.9,-1.48,2.1,0.33,144.84,32.07,-0.12
4.05,-1.03,2.55,0.26,158.04,35.89,-0.09
4.2,-1.7,2.96,0.1,150.1,38.6,-0.03
4.35,-1.81,3.4,-0.02,151.92,37.92,0.01
4.5,-2.17,3.69,-0.2,149.53,54.97,0.07
4.65,-2.13,3.97,-0.14,151.8,36.69,0.05
4.8,-2.41,4.3,-0.15,150.73,34.93,0.05
4.95,-2.69,4.36,-0.22,148.4,33.93,0.08
5.1,-2.64,4.59,-0.26,150.12,37.58,0.09
5.25,-2.4,4.41,-0.27,151.46,39.0,0.09
5.4,-2.62,4.06,-0.25,147.21,41.14,0.09
5.55,-2.8,3.15,-0.24,138.37,41.91,0.09
5.7,-3.64,2.67,-0.09,126.29,39.73,0.03
5.85,-4.27,1.94,-0.07,114.45,36.95,0.03
6.0,-4.42,1.9,0.14,113.31,40.08,-0.05
6.15,-3.55,1.81,0.28,117.02,34.7,-0.1
6.3,-2.83,1.87,0.27,123.52,46.3,-0.09
6.45,-1.7,0.92,0.37,118.47,38.48,-0.13
6.6,-0.52,0.26,0.35,116.05,39.08,-0.12
6.75,-0.61,-0.33,0.32,61.14,36.2,-0.11
6.9,-0.75,-0.06,0.22,85.51,33.02,-0.08
7.05,-1.14,-0.18,0.22,81.05,42.69,-0.08
7.2,-1.56,0.04,0.25,91.44,38.88,-0.09
7.35,-2.13,0.18,0.28,94.89,39.36,-0.1
7.5,-1.98,0.14,0.28,93.98,37.1,-0.1
7.65,-2.23,0.23,0.26,95.8,33.38,-0.09
7.8,-2.25,0.55,0.25,103.63,33.35,-0.09
7.95,-2.9,1.01,0.24,109.26,28.58,-0.09
8.1,-2.84,0.98,0.17,109.07,18.94,-0.06
8.25,-2.34,1.33,0.12,119.58,16.24,-0.04
8.4,-1.86,1.67,0.11,131.89,15.34,-0.04
8.55,-1.87,2.13,-0.03,138.63,15.86,0.01
8.7,-1.61,2.18,-0.08,143.58,18.34,0.03
8.85,-1.58,2.16,-0.24,143.86,20.4,0.08
9.0,-1.19,2.01,-0.34,149.39,20.46,0.12
9.15,-1.46,1.22,-0.54,129.89,15.83,0.19
9.3,-2.43,0.5,-0.37,101.62,9.61,0.13
9.45,-2.18,-0.94,-0.17,66.67,7.77,0.06
9.6,-3.57,0.22,-0.23,93.48,6.42,0.08
9.75,-4.18,0.87,-0.23,101.7,6.65,0.08
9.9,-4.46,0.7,-0.21,98.91,8.92,0.07
10.05,-4.34,-0.17,-0.16,87.73,7.92,0.06
10.2,-3.41,0.17,-0.08,92.8,5.15,0.03
10.35,-3.72,-0.12,0.04,88.19,4.29,-0.01
10.5,-3.3,0.14,0.04,92.44,4.65,-0.01
10.65,-1.25,-0.06,0.14,87.25,4.16,-0.05
10.8,-2.97,0.85,0.15,106.02,1.58,-0.05
10.95,-3.87,2.37,-0.32,121.42,-3.98,0.11
11.1,-4.72,3.23,-0.07,124.37,-6.18,0.02
11.25,-4.72,3.74,0.09,128.4,-6.66,-0.03
11.4,-4.92,3.47,0.03,125.18,-5.16,-0.01
11.55,-4.83,3.19,0.08,123.45,-5.22,-0.03
11.7,-4.28,2.58,0.15,121.06,-4.45,-0.05
11.85,-3.56,0.87,0.06,103.66,-3.32,-0.02
12.0,-4.44,0.16,0.18,92.08,-5.27,-0.07
12.15,-4.38,1.25,0.16,105.9,4.68,-0.06
12.3,-3.59,1.27,0.22,109.48,4.13,-0.08
12.45,-3.74,2.39,0.2,122.54,4.0,-0.07
12.6,-7.91,0.96,0.08,96.92,-8.23,-0.03
12.75,-3.02,0.63,0.09,101.82,-8.07,-0.03
12.9,-0.15,-0.45,0.18,18.4,3.77,-0.06
13.05,-0.58,-1.35,0.18,23.08,3.75,-0.06
13.2,-2.71,-2.16,0.58,51.51,-4.7,-0.21
13.35,-4.98,-1.66,0.53,71.56,-5.72,-0.19
13.5,-4.63,-3.47,0.44,53.17,-6.35,-0.15
13.65,-0.38,-3.44,0.35,6.26,-6.64,-0.12
13.8,-0.37,-3.99,0.21,5.31,-8.14,-0.07
13.95,-2.08,-4.36,0.24,25.5,-9.55,-0.08
14.1,-4.01,-4.99,1.68,38.75,-14.54,-0.59
14.25,-5.68,-8.39,1.68,34.12,-14.54,-0.59
14.4,-5.53,-0.58,0.11,83.99,-9.27,-0.04
