Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
6.6,-0.28,-2.36,0.19,6.8,33.14,-0.07
6.75,-0.05,-2.08,0.22,1.38,41.53,-0.08
6.9,-0.24,-1.99,0.24,6.8,41.08,-0.08
7.05,-1.06,-0.57,0.27,61.64,28.37,-0.09
7.2,-1.86,0.58,0.31,107.41,18.69,-0.11
7.35,-1.6,1.4,0.26,131.16,18.75,-0.09
7.5,-0.98,1.5,0.14,146.81,20.7,-0.05
7.65,-0.1,1.64,-0.04,176.66,24.69,0.01
7.8,0.19,1.75,-0.2,186.07,25.93,0.07
7.95,0.56,1.8,-0.4,197.25,35.55,0.14
8.1,0.6,2.32,-0.44,194.57,37.14,0.15
8.25,0.49,3.34,-0.48,188.29,34.51,0.17
8.4,-0.04,4.29,-0.44,179.46,42.66,0.15
8.55,-0.33,4.99,-0.4,176.23,36.45,0.14
8.7,-0.37,5.11,-0.37,175.81,14.15,0.13
8.85,-0.6,4.39,-0.32,172.24,14.44,0.11
9.0,-1.5,3.8,-0.39,158.4,15.03,0.14
9.15,-2.76,2.63,-0.3,133.57,15.03,0.1
9.3,-3.27,2.45,-0.21,126.89,13.56,0.07
9.45,-3.43,0.54,-0.13,99.0,11.09,0.05
9.6,-4.12,2.11,-0.19,117.08,5.91,0.07
9.75,-4.63,2.79,-0.26,121.06,4.4,0.09
9.9,-4.82,2.7,-0.18,119.26,7.37,0.06
10.05,-1.35,3.84,0.02,160.57,8.02,-0.01
10.2,-0.69,4.37,-0.01,170.97,8.26,0.0
10.35,-3.83,1.96,-0.11,117.13,5.34,0.04
10.5,-4.82,4.48,0.25,132.89,2.78,-0.09
10.65,-2.81,3.61,0.29,142.03,2.36,-0.1
10.8,-1.92,4.45,-0.14,156.65,0.58,0.05
10.95,-1.7,2.77,-0.16,148.35,2.48,0.06
11.1,-2.26,0.84,-0.05,110.5,0.02,0.02
11.25,-4.29,6.87,-0.02,147.99,-0.71,0.01
11.4,-5.62,7.2,1.18,142.06,-1.69,-0.42
11.55,-5.18,4.38,0.71,130.22,-5.16,-0.25
11.7,-4.68,-1.26,0.99,74.94,-5.54,-0.35
11.85,-4.18,1.06,-0.29,104.24,-3.61,0.1
12.0,-4.29,2.75,-0.29,122.72,-3.45,0.1
12.15,-2.26,4.04,-0.16,150.84,-4.28,0.06
12.3,-5.37,5.47,0.29,135.51,-4.08,-0.1
12.45,-3.24,8.75,0.45,159.67,-5.04,-0.16
12.6,-2.84,9.55,0.43,163.43,-5.74,-0.15
12.75,1.55,7.68,0.35,191.44,-6.24,-0.12
12.9,-0.73,-0.03,0.19,87.73,1.26,-0.07
13.05,-2.4,1.37,0.21,119.83,1.18,-0.08
13.2,-3.69,1.62,0.0,113.67,-4.48,-0.0
13.35,-4.92,1.66,-0.04,108.69,-4.45,0.01
13.5,-5.38,-1.78,0.14,71.67,-3.31,-0.05
13.65,-4.83,-1.85,-0.12,69.02,-4.23,0.04
13.8,-4.35,7.95,0.16,151.33,-4.25,-0.06
13.95,-3.68,8.21,0.23,155.86,-6.8,-0.08
14.1,-1.9,7.9,0.39,166.48,-10.15,-0.14
14.25,0.54,7.97,0.5,183.87,-10.12,-0.18
14.4,1.0,7.75,-0.47,187.34,-8.64,0.17
14.55,0.39,-0.03,0.12,274.78,-4.32,-0.04
14.7,-1.07,-1.48,0.16,35.97,-2.26,-0.06
14.85,-2.8,-1.58,0.17,60.63,-1.29,-0.06
15.0,-4.1,-1.31,0.12,72.31,-1.92,-0.04
15.15,-6.33,-0.83,-0.03,82.49,-8.19,0.01
15.3,-7.13,0.52,0.05,94.19,-7.71,-0.02
15.45,-7.14,1.82,-0.46,104.27,-8.75,0.16
15.6,-6.95,4.33,-0.92,121.9,-9.43,0.33
15.75,-6.84,5.26,0.19,127.57,-10.12,-0.07
15.9,-2.66,7.1,0.3,159.49,-8.69,-0.11
16.05,-1.94,8.73,0.23,167.45,0.84,-0.08
16.2,-0.67,1.77,0.19,159.36,1.13,-0.07
16.35,-1.46,7.14,-0.06,168.46,-1.47,0.02
16.5,-1.48,2.44,-0.15,148.88,-3.59,0.05
16.65,-1.89,1.62,-0.32,130.63,1.27,0.11
16.8,-2.63,-0.79,-0.36,73.23,1.65,0.13
16.95,-3.58,-1.99,-0.38,60.93,1.74,0.13
17.1,-4.71,-2.06,-0.34,66.35,-1.4,0.12
17.25,-5.9,-2.47,-0.36,67.27,-0.92,0.13
17.4,-6.65,-2.45,-0.39,69.76,3.24,0.14
17.55,-10.2,-1.25,-0.34,83.03,4.77,0.12
17.7,-10.48,-1.07,-0.27,84.18,6.53,0.09
17.85,-10.5,-0.64,-0.15,86.51,2.49,0.05
18.0,-11.33,0.5,-0.01,92.53,0.54,0.0
18.15,-11.73,2.32,0.02,101.18,-0.72,-0.01
18.3,-7.11,6.22,0.1,131.17,-2.78,-0.03
18.45,-6.63,6.6,0.09,134.84,-4.9,-0.03
18.6,-6.28,7.15,0.15,138.72,-5.02,-0.05
18.75,-4.51,7.51,0.22,149.01,-5.55,-0.08
18.9,-0.82,7.3,0.21,173.6,-3.51,-0.07
19.05,-0.55,1.67,0.2,161.75,-4.56,-0.07
19.2,-0.03,-0.57,0.28,2.66,-1.49,-0.1
19.35,0.05,0.03,0.28,242.26,0.13,-0.1
19.5,-4.08,1.21,0.33,106.49,-0.02,-0.12
19.65,0.08,1.29,0.28,183.47,-0.79,-0.1
19.8,0.04,1.82,0.16,181.15,-2.26,-0.06
19.95,0.04,0.54,-0.14,183.8,-4.27,0.05
20.1,-0.98,1.33,-0.31,143.64,-2.85,0.11
20.25,-0.5,1.73,-0.6,163.73,1.57,0.21
20.4,-0.54,1.18,-0.56,155.24,2.02,0.2
20.55,-3.64,0.91,-0.32,104.03,-2.96,0.11
20.7,-2.82,1.27,-0.19,114.26,-3.98,0.07
20.85,-3.03,4.7,-0.21,147.2,-3.83,0.07
21.0,-3.43,0.2,-0.13,93.37,6.3,0.05
21.15,-3.51,-0.0,0.18,90.0,-9.88,-0.06
21.3,-4.35,7.82,0.24,150.94,-10.64,-0.08
21.45,-4.14,7.77,0.35,151.93,-10.33,-0.12
21.6,-4.14,2.9,0.39,125.02,-6.74,-0.14
21.75,-3.88,3.46,0.36,131.71,-4.26,-0.13
21.9,-3.59,4.6,0.1,142.02,-3.04,-0.04
22.05,-2.83,-0.48,0.17,80.31,-7.31,-0.06
22.2,-2.76,4.04,-0.21,145.62,-10.17,0.07
22.35,-1.38,3.89,-0.36,160.44,-10.57,0.13
22.5,-0.42,2.34,-0.52,169.9,-4.43,0.19
22.65,-2.5,-2.31,-0.55,47.28,-4.66,0.19
22.8,-3.82,-1.93,-0.67,63.19,-7.65,0.24
22.95,-4.03,2.08,-0.53,117.28,-12.29,0.19
23.1,-8.29,2.29,-0.53,105.43,-12.24,0.19
23.25,-9.8,-1.94,-0.72,78.8,-13.59,0.25
23.4,-10.15,1.06,-0.72,95.99,-13.77,0.25
23.55,-5.87,-0.13,-1.92,88.76,-13.37,0.68
23.7,-10.36,1.42,-0.48,97.8,-13.84,0.17
23.85,-1.31,3.6,-0.48,160.06,-14.54,0.17
24.0,-7.53,2.76,-0.72,110.15,-13.48,0.25
24.15,-15.04,6.32,-0.72,112.8,-13.48,0.25
24.3,-2.39,-1.76,-0.48,53.62,-13.09,0.17
24.45,-2.21,-1.92,0.72,48.95,-14.54,-0.25
24.6,-7.48,-1.87,-0.52,75.97,-8.45,0.18
24.75,-4.03,-2.46,-0.75,58.56,-13.12,0.27
24.9,-2.22,-1.91,-0.75,49.2,-13.2,0.27
25.05,-2.7,3.44,-0.72,141.81,-13.82,0.25
25.2,-10.99,0.0,0.72,90.0,-14.54,-0.25
25.35,-13.9,-0.0,-0.48,90.0,-13.51,0.17
