Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-6.91,0.0,-0.48,90.0,-13.33,0.17
1.65,0.75,-1.67,0.13,335.76,-4.22,-0.05
1.8,0.3,-1.24,0.15,346.6,12.51,-0.05
1.95,0.08,-0.7,0.1,353.11,14.4,-0.04
2.1,-0.22,-0.36,-0.03,31.19,13.55,0.01
2.25,0.49,0.09,-0.03,260.04,12.36,0.01
2.4,-0.35,0.37,0.04,136.85,11.24,-0.01
2.55,-0.34,0.37,0.06,137.38,10.99,-0.02
2.7,-0.36,0.26,-0.04,126.32,13.28,0.02
2.85,-0.52,1.19,0.09,156.24,13.01,-0.03
3.0,-0.99,1.19,0.18,140.25,29.58,-0.06
3.15,-0.36,-2.58,0.22,7.94,39.15,-0.08
3.3,0.94,-3.22,0.22,343.81,38.78,-0.08
3.45,1.68,-1.36,0.21,309.02,21.11,-0.07
3.6,1.93,-0.94,0.04,295.97,17.72,-0.01
3.75,1.7,-0.6,0.08,289.34,14.65,-0.03
3.9,1.12,-1.54,0.17,324.07,17.03,-0.06
4.05,1.0,-1.86,0.3,331.63,23.49,-0.11
4.2,1.0,-1.34,0.3,323.32,33.16,-0.1
4.35,0.7,-0.88,0.22,321.31,49.16,-0.08
4.5,0.62,-0.36,0.22,300.51,40.89,-0.08
4.65,0.3,-0.02,0.22,274.06,41.74,-0.08
4.8,0.18,0.54,0.14,198.45,33.76,-0.05
4.95,-0.44,0.94,0.02,154.9,33.87,-0.01
5.1,-0.87,1.23,-0.15,144.82,37.69,0.05
5.25,-1.05,2.26,-0.16,154.99,40.39,0.06
5.4,-1.51,2.54,-0.19,149.2,44.05,0.07
5.55,-1.52,2.72,-0.2,150.83,44.29,0.07
5.7,-1.71,0.97,-0.23,119.67,38.08,0.08
5.85,-1.62,0.53,-0.21,108.15,35.06,0.07
6.0,-1.95,-0.05,-0.18,88.41,31.97,0.06
6.15,-1.93,-0.21,-0.05,83.69,27.54,0.02
6.3,-1.17,-1.62,0.04,35.86,24.46,-0.01
6.45,-0.66,-2.23,0.14,16.54,28.39,-0.05
