Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.35,-3.32,-0.59,0.63,79.94,27.02,-0.22
7.5,-3.25,-0.02,0.78,89.64,28.12,-0.27
7.65,-3.42,-0.04,0.96,89.28,30.19,-0.34
7.8,-3.42,0.24,1.07,94.03,35.66,-0.38
7.95,-2.74,0.52,1.04,100.84,35.99,-0.37
8.1,-2.16,0.53,0.93,103.88,34.55,-0.33
8.25,-1.77,1.42,0.79,128.7,27.72,-0.28
8.4,-1.87,2.16,0.75,139.16,26.2,-0.26
8.55,-2.14,2.6,0.72,140.46,24.71,-0.25
8.7,-1.71,2.69,0.58,147.6,16.57,-0.2
8.85,-1.06,1.49,0.37,144.51,10.12,-0.13
9.0,-0.73,1.09,0.27,146.08,9.72,-0.09
9.15,-1.39,0.88,0.22,122.37,11.83,-0.08
9.3,-2.46,1.49,0.11,121.21,14.84,-0.04
9.45,-3.08,1.59,-0.01,117.31,17.22,0.0
9.6,-3.48,0.85,-0.12,103.7,14.69,0.04
9.75,-3.66,0.32,-0.17,94.98,9.63,0.06
9.9,-3.27,0.81,-0.12,103.85,3.74,0.04
10.05,0.2,0.67,-0.15,196.45,8.52,0.05
10.2,-1.73,0.43,-0.18,103.82,8.61,0.06
10.35,-0.07,0.19,-0.26,160.65,8.53,0.09
10.5,-1.06,2.96,-0.23,160.34,5.54,0.08
10.65,-0.89,3.34,-0.21,165.16,5.26,0.07
10.8,-1.4,1.62,-0.19,139.21,2.75,0.07
10.95,-1.21,1.5,-0.3,141.12,-0.05,0.11
11.1,-1.21,2.09,-0.29,149.92,-1.71,0.1
11.25,-2.34,1.97,-0.17,130.17,-1.39,0.06
11.4,-3.54,4.35,-0.21,140.87,-2.7,0.07
11.55,-4.69,2.5,-0.28,118.02,-1.43,0.1
11.7,-4.01,-1.46,-0.16,69.99,-1.49,0.06
11.85,-3.38,0.69,-0.1,101.5,0.39,0.03
12.0,-1.38,1.68,-0.14,140.59,0.44,0.05
12.15,-4.21,4.6,-0.02,137.55,-2.48,0.01
12.3,-4.57,0.65,-0.23,98.11,-6.43,0.08
12.45,-4.93,0.15,1.54,91.79,-8.08,-0.55
12.6,-8.88,1.79,0.72,101.37,-6.54,-0.25
12.75,-0.42,0.1,-0.11,103.71,-5.0,0.04
12.9,-0.21,-0.84,0.09,14.26,0.97,-0.03
13.05,-0.16,-0.75,0.05,12.4,1.5,-0.02
13.2,-1.79,-0.97,-0.36,61.59,-3.06,0.13
13.35,-3.15,-1.63,-0.5,62.63,-5.25,0.18
13.5,-3.57,-1.41,-0.03,68.42,-7.6,0.01
13.65,-3.92,-2.59,0.07,56.53,-8.85,-0.03
13.8,-4.15,-3.09,-0.35,53.33,-11.57,0.12
13.95,-3.66,-3.46,0.72,46.58,-13.27,-0.26
14.1,-3.22,-3.36,0.04,43.85,3.71,-0.01
14.25,-2.77,1.18,-0.22,113.15,6.15,0.08
14.4,-2.3,1.3,-0.28,119.5,-4.51,0.1
14.55,-2.64,-2.87,-0.22,42.67,-4.1,0.08
14.7,-2.16,-2.95,-0.21,36.24,-1.06,0.08
14.85,-3.18,-1.69,-0.46,61.94,0.93,0.16
15.0,-5.04,-1.26,-0.68,76.01,-0.18,0.24
15.15,-5.84,-0.03,-0.8,89.74,-1.33,0.28
15.3,-7.37,1.48,-0.88,101.35,-2.64,0.31
15.45,-6.65,2.15,-0.85,107.9,-3.03,0.3
15.6,-6.5,7.56,0.48,139.31,-14.54,-0.17
15.75,-6.52,7.56,0.24,139.21,-13.12,-0.08
15.9,-6.48,8.7,0.14,143.3,-11.21,-0.05
16.05,-2.48,7.93,-0.52,162.64,-5.7,0.18
16.2,-0.99,5.12,-0.6,169.09,-2.83,0.21
16.35,-0.62,3.91,-0.52,171.02,0.71,0.18
16.5,-0.92,2.6,-0.54,160.56,8.23,0.19
16.65,-2.56,2.35,-0.53,132.49,12.26,0.19
16.8,-4.05,2.19,-0.5,118.39,12.18,0.18
16.95,-5.97,1.06,-0.47,100.04,5.65,0.17
17.1,-6.3,0.78,-0.43,97.08,3.25,0.15
17.25,-7.56,1.53,-0.31,101.44,2.88,0.11
17.4,-9.09,2.22,-0.36,103.74,6.84,0.13
17.55,-11.01,4.34,-0.34,111.53,8.08,0.12
17.7,-11.71,3.26,-0.33,105.57,9.29,0.12
17.85,-7.16,2.93,-0.24,112.29,7.33,0.09
18.0,-7.39,3.75,-0.22,116.89,6.14,0.08
18.15,-16.71,6.65,-0.19,111.71,4.63,0.07
18.3,-14.45,8.29,-0.2,119.84,4.96,0.07
18.45,-9.29,8.34,-0.19,131.92,1.37,0.07
18.6,-9.79,4.57,-0.06,115.01,1.98,0.02
18.75,-8.61,4.67,0.13,118.5,-3.36,-0.05
18.9,-6.19,5.07,0.21,129.33,-3.33,-0.07
19.05,-4.5,5.08,0.23,138.46,-3.73,-0.08
19.2,-3.1,2.2,0.66,125.37,-3.11,-0.23
19.35,-7.32,1.14,0.64,98.86,0.16,-0.23
19.5,-3.57,0.58,0.73,99.19,-1.25,-0.26
19.65,-1.19,0.86,0.49,125.83,1.31,-0.17
19.8,-0.52,0.76,0.46,145.44,-1.41,-0.16
19.95,0.18,0.72,0.34,194.16,-2.45,-0.12
20.1,2.95,1.21,0.06,247.63,-4.73,-0.02
20.25,4.98,1.25,-0.16,255.91,-0.21,0.06
20.4,5.23,1.08,-0.14,258.32,0.43,0.05
20.55,-1.36,0.86,-0.12,122.11,-1.92,0.04
20.7,-1.83,0.27,-0.35,98.38,-9.63,0.13
20.85,-5.98,0.43,-0.35,94.12,-9.65,0.12
21.0,-5.07,2.68,0.05,117.88,-6.23,-0.02
21.15,-1.67,2.73,0.05,148.52,-6.35,-0.02
21.3,-2.1,2.76,0.08,142.77,-7.4,-0.03
21.45,3.66,7.37,-0.01,206.45,-1.66,0.0
21.6,2.07,2.57,0.15,218.89,2.09,-0.05
21.75,1.52,2.6,0.26,210.27,1.54,-0.09
21.9,2.99,7.25,0.41,202.39,-0.91,-0.15
22.05,3.0,2.41,0.42,231.19,-5.97,-0.15
22.2,-1.14,3.53,-0.04,162.07,-12.74,0.01
22.35,-1.12,3.31,-0.24,161.27,-13.53,0.08
22.5,0.18,3.31,0.35,183.19,-7.77,-0.12
22.65,4.14,3.32,0.36,231.3,-5.53,-0.13
22.8,0.78,4.05,0.39,190.89,-2.35,-0.14
22.95,0.69,7.6,0.39,185.19,-2.52,-0.14
23.1,-3.45,4.99,0.44,145.29,-8.99,-0.15
23.25,4.14,1.68,1.92,247.92,-14.54,-0.68
23.4,-0.0,1.7,1.44,180.0,-14.54,-0.51
23.55,-0.13,2.27,1.2,176.69,-14.54,-0.42
23.7,-0.74,1.38,0.2,151.85,-12.61,-0.07
23.85,-0.5,2.7,0.24,169.61,-13.4,-0.08
24.0,4.03,3.13,0.44,232.11,-12.73,-0.16
24.15,3.53,7.3,0.48,205.82,-13.49,-0.17
24.3,-0.69,1.27,0.24,151.47,-13.71,-0.08
24.45,2.85,1.26,-0.0,246.18,-13.27,0.0
24.6,-0.13,1.22,-0.05,173.66,-12.28,0.02
24.75,0.03,1.4,-0.05,181.38,-12.03,0.02
24.9,1.38,1.44,-1.5,223.9,0.23,0.53
25.05,4.24,6.21,1.44,214.32,-14.54,-0.51
25.2,0.0,6.91,1.44,180.0,-14.54,-0.51
25.35,0.0,6.91,0.96,180.0,-14.54,-0.34
