Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
12.3,-4.84,0.21,0.11,92.47,-7.97,-0.04
12.45,-5.06,1.3,0.02,104.39,-8.78,-0.01
12.6,-5.0,0.42,0.03,94.8,-7.42,-0.01
12.75,-4.24,0.69,0.12,99.26,-2.75,-0.04
12.9,0.13,-0.64,0.2,348.88,4.98,-0.07
13.05,-1.39,-0.76,0.18,61.19,5.12,-0.06
13.2,-3.59,-1.39,0.19,68.81,-6.56,-0.07
13.35,-4.25,-1.51,-0.76,70.42,-12.87,0.27
13.5,-4.33,-6.3,-1.71,34.47,-13.42,0.6
13.65,-3.24,2.24,-0.72,124.58,-13.88,0.25
13.8,-4.18,-2.44,0.44,59.75,-13.01,-0.16
13.95,-4.1,-3.12,-0.05,52.75,-12.27,0.02
14.1,-4.42,-3.27,-0.21,53.46,-9.74,0.07
14.25,-6.52,-3.11,-0.31,64.49,-9.01,0.11
14.4,-6.8,-3.45,-0.21,63.11,-6.8,0.07
14.55,-7.32,-2.72,-0.05,69.59,-5.25,0.02
14.7,-6.71,-1.91,0.06,74.13,-3.91,-0.02
14.85,-7.14,-1.01,0.24,81.96,-4.14,-0.09
15.0,-6.03,-0.09,0.33,89.13,-7.68,-0.12
15.15,-5.96,2.53,1.68,113.01,-14.54,-0.59
15.3,-1.75,2.85,1.68,148.4,-14.54,-0.59
15.45,-2.07,7.6,0.26,164.74,13.02,-0.09
15.6,-10.75,7.75,0.27,125.8,13.13,-0.1
15.75,-5.92,7.48,0.24,141.65,-8.54,-0.09
15.9,-1.54,8.3,0.38,169.51,-8.67,-0.14
16.05,-0.67,4.19,0.35,170.91,-7.2,-0.12
16.2,-2.71,0.94,0.32,109.15,-4.65,-0.11
16.35,-1.46,0.61,0.21,112.65,-2.55,-0.07
16.5,-0.58,2.08,0.05,164.51,0.33,-0.02
16.65,-0.81,2.19,-0.15,159.61,3.93,0.05
16.8,-1.94,-0.74,-0.25,69.06,5.82,0.09
16.95,-5.92,-1.72,-0.28,73.79,6.3,0.1
17.1,-10.56,-2.21,-0.4,78.17,10.64,0.14
17.25,-1.61,-1.5,-0.43,46.97,10.21,0.15
17.4,-3.92,1.93,-0.38,116.19,7.43,0.13
17.55,-7.72,1.98,-0.21,104.36,6.8,0.07
17.7,-6.49,2.01,-0.21,107.25,8.32,0.08
17.85,-6.37,2.19,-0.18,108.95,10.58,0.06
18.0,-5.49,3.25,-0.28,120.59,17.86,0.1
18.15,-5.82,4.02,-0.29,124.61,34.74,0.1
18.3,-1.07,6.73,-0.23,170.96,18.14,0.08
18.45,-0.61,7.69,-0.15,175.44,2.18,0.05
18.6,1.79,7.39,-0.2,193.65,-0.84,0.07
18.75,-1.64,8.26,-0.25,168.79,-8.86,0.09
18.9,-1.73,5.35,-0.18,162.08,-8.76,0.07
19.05,-10.6,4.14,-0.07,111.32,-5.61,0.02
19.2,-10.27,0.2,-0.01,91.12,-2.08,0.0
19.35,-9.84,-0.34,0.1,88.04,1.87,-0.03
19.5,-9.86,-0.24,0.1,88.6,1.66,-0.03
19.65,-0.51,-0.25,-0.02,64.09,7.19,0.01
19.8,-0.96,-0.09,-0.07,84.87,9.72,0.02
19.95,-0.77,-0.26,-0.11,71.19,10.09,0.04
20.1,-9.64,-0.45,-0.18,87.31,3.87,0.06
20.25,-3.17,-0.92,-0.09,73.76,-1.4,0.03
20.4,-2.14,0.62,0.17,106.28,-5.2,-0.06
20.55,-2.23,3.3,0.33,145.91,-9.41,-0.12
20.7,-0.02,1.08,-0.24,178.88,-13.65,0.08
20.85,-0.12,5.53,-0.24,178.74,-13.67,0.08
21.0,-4.6,-0.69,0.24,81.41,-10.15,-0.08
21.15,-5.55,5.65,0.24,135.53,-8.54,-0.08
21.3,4.84,8.41,0.21,209.89,3.89,-0.07
21.45,4.84,6.22,0.14,217.87,-10.42,-0.05
21.6,4.95,2.26,0.27,245.43,-9.6,-0.09
21.75,0.84,2.38,0.28,199.53,-4.88,-0.1
21.9,-3.45,3.03,0.23,131.27,-3.26,-0.08
22.05,2.6,3.36,0.16,217.75,-4.42,-0.06
22.2,3.41,5.0,-0.05,214.32,-7.31,0.02
22.35,0.48,-3.77,-0.18,352.69,-8.66,0.06
22.5,0.51,-4.1,-0.18,352.86,-7.74,0.06
22.65,-2.07,0.0,-0.06,90.0,-7.73,0.02
22.8,-10.45,-7.55,0.26,54.15,-4.56,-0.09
22.95,-10.96,3.09,0.32,105.73,-0.98,-0.11
23.1,-2.3,2.73,0.32,139.88,-0.17,-0.11
23.25,2.07,1.6,0.29,232.28,-3.14,-0.1
23.4,-1.38,0.96,-0.07,124.77,-8.93,0.02
23.55,-2.07,1.67,-0.19,128.95,-11.43,0.07
23.7,-2.07,0.02,-0.05,90.58,-12.06,0.02
23.85,-2.07,4.24,-0.0,153.96,-13.3,0.0
24.0,-2.07,-0.09,0.59,87.57,-9.08,-0.21
24.15,2.07,-0.96,0.19,294.96,-12.38,-0.07
24.3,-2.07,-3.55,0.01,30.25,-8.7,-0.0
24.45,-5.53,0.15,-0.19,91.6,-10.57,0.07
24.6,-4.14,0.93,-0.23,102.63,-9.89,0.08
24.75,-5.53,2.39,0.0,113.35,-11.2,-0.0
24.9,-1.26,2.5,-0.23,153.24,-10.35,0.08
25.05,-5.53,2.6,0.2,115.23,-12.57,-0.07
25.2,-5.53,-1.38,1.68,75.96,-14.54,-0.59
25.35,-1.38,-1.38,1.68,45.0,-14.54,-0.59
