Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-8.29,-3.45,1.68,67.38,-14.54,-0.59
1.65,5.12,4.14,-0.11,231.01,-3.95,0.04
1.8,-0.15,0.44,0.04,160.94,15.2,-0.01
1.95,0.17,0.41,0.07,202.81,17.44,-0.02
2.1,-0.01,0.21,0.11,177.7,18.4,-0.04
2.25,-0.04,-0.29,0.13,7.72,16.42,-0.05
2.4,-0.12,-0.15,0.14,39.39,14.76,-0.05
2.55,-0.24,0.44,0.11,151.1,14.26,-0.04
2.7,-0.77,1.35,-0.18,150.33,16.56,0.06
2.85,-1.04,1.24,-0.22,140.17,21.06,0.08
3.0,-1.15,1.07,-0.27,133.07,21.57,0.1
3.15,-0.87,1.23,-0.29,144.63,23.95,0.1
3.3,-1.42,0.91,-0.24,122.67,26.46,0.08
3.45,-2.33,1.52,-0.23,123.1,28.75,0.08
3.6,-2.47,1.94,-0.18,128.23,30.31,0.06
3.75,-2.21,2.24,-0.17,135.44,29.94,0.06
3.9,-1.69,2.5,-0.14,146.01,28.36,0.05
4.05,-1.3,2.43,-0.15,151.83,46.02,0.05
4.2,-1.15,2.71,-0.21,156.99,34.45,0.07
4.35,-0.39,2.65,-0.2,171.65,47.14,0.07
4.5,0.04,3.0,-0.2,180.7,47.57,0.07
4.65,0.77,3.21,-0.19,193.53,37.84,0.07
4.8,0.19,3.8,-0.1,182.83,26.79,0.04
4.95,0.14,4.19,-0.11,181.92,26.66,0.04
5.1,0.14,4.98,-0.2,181.58,40.14,0.07
5.25,1.13,5.19,-0.2,192.28,42.19,0.07
5.4,1.61,5.34,-0.23,196.75,43.74,0.08
5.55,1.69,5.32,-0.24,197.63,41.17,0.08
5.7,2.1,5.02,-0.32,202.75,43.3,0.11
5.85,2.24,4.66,-0.32,205.69,44.31,0.11
6.0,1.71,3.92,-0.33,203.53,44.87,0.12
6.15,1.61,3.63,-0.3,203.97,38.55,0.11
6.3,1.68,3.23,-0.28,207.5,38.51,0.1
6.45,2.78,1.49,-0.3,241.74,38.44,0.11
6.6,3.63,-0.57,-0.29,278.96,38.53,0.1
6.75,3.5,-1.38,-0.25,291.52,32.1,0.09
6.9,3.39,-2.09,-0.18,301.7,31.55,0.06
7.05,1.91,-2.38,-0.22,321.26,32.22,0.08
7.2,0.8,-2.74,-0.21,343.82,32.33,0.07
7.35,0.21,-2.8,-0.18,355.64,31.16,0.07
7.5,-0.05,-2.73,-0.08,0.99,29.19,0.03
7.65,-0.17,-2.41,-0.07,3.97,29.2,0.02
7.8,-0.6,-1.85,-0.16,18.07,32.54,0.06
7.95,-1.13,-1.42,-0.24,38.48,35.45,0.08
8.1,-1.44,-0.94,-0.35,56.94,37.22,0.12
8.25,-1.28,0.19,-0.36,98.61,36.07,0.13
8.4,-1.35,1.56,-0.42,139.13,32.22,0.15
8.55,-1.69,2.2,-0.43,142.53,31.95,0.15
8.7,-2.24,3.09,-0.42,143.99,28.81,0.15
8.85,-2.5,3.19,-0.43,141.86,21.64,0.15
9.0,-2.48,3.47,-0.51,144.42,20.93,0.18
9.15,-2.56,1.84,-0.48,125.71,20.12,0.17
9.3,-2.69,0.44,-0.46,99.25,17.94,0.16
9.45,-3.29,0.32,-0.15,95.52,11.2,0.05
9.6,-1.8,1.06,-0.37,120.63,10.05,0.13
9.75,-1.4,3.26,-0.43,156.7,4.52,0.15
9.9,-1.85,2.23,-0.04,140.33,1.71,0.01
10.05,-2.35,0.6,0.14,104.29,2.89,-0.05
10.2,-2.89,3.25,-0.16,138.41,6.99,0.06
10.35,-3.09,4.14,-0.25,143.3,25.19,0.09
10.5,-3.4,2.95,-0.29,130.95,24.4,0.1
