Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-1.38,-0.0,1.68,90.0,-14.54,-0.59
1.65,-1.07,-1.07,0.13,45.13,-3.82,-0.05
1.8,0.1,-0.92,0.03,353.93,13.21,-0.01
1.95,0.09,-0.64,0.03,352.38,28.31,-0.01
2.1,-0.22,-0.77,0.0,15.79,15.51,-0.0
2.25,-0.13,-0.62,0.06,11.91,16.53,-0.02
2.4,-0.24,-0.2,0.09,50.69,14.48,-0.03
2.55,-0.11,0.09,0.04,127.8,15.64,-0.01
2.7,0.03,0.47,-0.07,183.37,18.25,0.03
2.85,0.21,1.04,-0.14,191.29,19.94,0.05
3.0,-0.19,1.15,-0.18,170.44,23.55,0.06
3.15,-0.05,1.19,-0.23,177.56,26.54,0.08
3.3,-0.26,0.66,-0.29,158.4,29.32,0.1
3.45,-0.73,0.39,-0.3,118.0,31.79,0.11
3.6,-0.96,0.65,-0.23,123.97,31.48,0.08
3.75,-1.33,1.7,-0.24,141.85,29.92,0.08
3.9,-2.03,2.15,-0.28,136.63,31.27,0.1
4.05,-2.14,2.66,-0.36,141.27,36.83,0.13
4.2,-1.62,2.85,-0.37,150.46,43.09,0.13
4.35,-1.59,2.53,-0.44,147.74,47.71,0.15
4.5,-2.27,2.35,-0.48,136.08,47.28,0.17
4.65,-2.65,2.42,-0.52,132.48,46.56,0.18
4.8,-2.46,3.02,-0.68,140.89,45.55,0.24
4.95,-2.08,3.3,-0.74,147.84,47.15,0.26
5.1,-1.67,3.54,-0.79,154.78,48.34,0.28
5.25,-1.76,3.85,-0.87,155.38,48.35,0.31
5.4,-2.01,4.2,-0.87,154.48,44.39,0.31
5.55,-2.45,3.67,-0.66,146.3,42.74,0.23
5.7,-2.18,1.84,-0.55,130.1,41.31,0.19
5.85,-2.07,1.23,-0.44,120.67,40.11,0.16
6.0,-1.9,0.9,-0.4,115.38,39.82,0.14
6.15,-1.81,0.96,-0.35,117.98,37.54,0.13
6.3,-1.32,0.48,-0.28,109.87,33.56,0.1
6.45,-0.11,0.81,-0.23,172.46,31.13,0.08
6.6,1.16,1.55,-0.23,216.88,35.37,0.08
6.75,1.25,1.96,-0.29,212.48,32.88,0.1
6.9,1.61,1.99,-0.35,219.04,28.8,0.12
7.05,1.4,1.75,-0.35,218.71,25.75,0.12
7.2,1.22,1.36,-0.29,221.75,20.9,0.1
7.35,0.79,1.23,-0.19,212.76,20.25,0.07
7.5,0.16,1.11,-0.03,188.33,18.56,0.01
7.65,0.21,0.47,0.21,204.23,22.95,-0.07
7.8,-0.56,0.38,0.25,124.51,29.04,-0.09
7.95,-0.46,0.24,0.24,117.51,30.4,-0.08
8.1,-0.31,0.29,0.22,132.9,27.36,-0.08
8.25,-0.15,1.15,0.21,172.45,24.83,-0.08
8.4,-0.49,1.93,0.19,165.76,31.7,-0.07
