Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-9.67,1.38,1.92,98.13,-14.54,-0.68
1.65,-0.31,0.75,0.0,157.42,-4.38,-0.0
1.8,-0.81,0.74,0.03,132.56,15.47,-0.01
1.95,-0.3,0.29,0.04,133.52,15.72,-0.01
2.1,-0.19,-0.18,0.06,46.77,16.4,-0.02
2.25,0.11,-0.17,0.03,326.83,15.92,-0.01
2.4,0.08,-0.06,0.09,307.45,16.37,-0.03
2.55,0.3,0.05,0.02,261.24,13.82,-0.01
2.7,0.44,-0.5,-0.04,318.49,11.94,0.01
2.85,0.68,-0.59,-0.02,310.74,15.46,0.01
3.0,0.85,-0.5,-0.15,300.36,21.3,0.05
3.15,0.9,-0.03,-0.12,271.82,24.22,0.04
3.3,0.6,0.23,-0.02,248.83,25.26,0.01
3.45,0.02,0.63,0.25,181.68,31.01,-0.09
3.6,-0.65,1.18,0.31,151.13,33.01,-0.11
3.75,-0.5,1.45,0.29,161.11,33.07,-0.1
3.9,-0.29,1.55,0.3,169.41,33.18,-0.11
4.05,-0.12,1.87,0.29,176.32,36.43,-0.1
4.2,0.06,2.16,0.37,181.69,41.27,-0.13
4.35,0.23,2.82,0.33,184.58,45.28,-0.12
4.5,0.29,3.49,0.29,184.78,47.36,-0.1
4.65,0.27,3.72,0.27,184.11,46.12,-0.1
4.8,-0.92,3.82,0.33,166.51,37.1,-0.12
4.95,-1.46,3.86,0.34,159.33,31.1,-0.12
5.1,-1.89,3.99,0.33,154.71,33.06,-0.12
5.25,-1.81,4.46,0.32,157.91,33.56,-0.11
5.4,-1.96,4.43,0.37,156.07,51.93,-0.13
5.55,-1.95,4.04,0.36,154.24,52.85,-0.13
5.7,-1.92,3.51,0.35,151.35,52.13,-0.12
5.85,-2.25,3.27,0.29,145.5,45.41,-0.1
6.0,-2.66,3.41,0.35,142.05,42.51,-0.12
6.15,-2.95,3.13,0.4,136.71,40.36,-0.14
6.3,-3.11,2.46,0.46,128.38,40.92,-0.16
6.45,-1.46,0.63,0.58,113.41,45.78,-0.2
6.6,-0.09,-1.44,0.62,3.66,49.04,-0.22
6.75,-0.19,-2.14,0.68,4.97,46.78,-0.24
6.9,-0.28,-2.38,0.85,6.61,29.47,-0.3
7.05,-0.95,-2.36,1.05,21.86,26.08,-0.37
7.2,-1.47,-2.02,1.05,35.99,26.02,-0.37
7.35,-1.76,-1.82,0.89,43.94,29.98,-0.31
7.5,-1.93,-1.72,0.77,48.29,30.41,-0.27
7.65,-2.18,-1.27,0.69,59.76,33.21,-0.24
7.8,-1.92,-0.95,0.54,63.62,42.9,-0.19
7.95,-2.01,-0.26,0.53,82.76,42.65,-0.19
8.1,-1.97,0.27,0.35,97.94,29.27,-0.13
8.25,-1.74,0.63,0.4,109.86,27.13,-0.14
8.4,-1.76,1.64,0.42,132.87,28.21,-0.15
8.55,-2.06,3.01,0.49,145.61,29.01,-0.17
8.7,-2.43,3.4,0.41,144.47,21.83,-0.14
8.85,-2.56,3.52,0.4,143.93,18.54,-0.14
9.0,-2.91,3.26,0.33,138.23,14.27,-0.12
9.15,-4.09,2.42,0.23,120.55,12.48,-0.08
9.3,-3.97,2.15,0.24,118.39,11.4,-0.08
