Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
12.45,-3.55,3.64,0.27,135.77,-4.99,-0.1
12.6,-4.46,0.93,0.18,101.75,-7.23,-0.06
12.75,-1.75,-1.48,0.09,49.7,-6.8,-0.03
12.9,0.08,-0.69,0.03,353.3,5.53,-0.01
13.05,0.0,-0.43,0.15,359.72,4.73,-0.05
13.2,-0.83,2.32,-0.24,160.3,-12.28,0.09
13.35,-0.67,-4.14,1.17,9.26,-13.08,-0.41
13.5,-3.81,1.97,2.64,117.32,-14.54,-0.93
13.65,-3.8,-0.55,0.24,81.76,-13.55,-0.08
13.8,-3.68,-2.12,0.28,60.0,-12.55,-0.1
13.95,-3.81,-2.01,1.34,62.22,-11.77,-0.47
14.1,-3.75,-1.98,0.68,62.1,-13.02,-0.24
14.25,-3.57,-2.19,2.64,58.43,-14.54,-0.93
14.4,-2.68,-2.33,0.13,48.93,-10.35,-0.04
14.55,-2.48,-2.87,0.29,40.85,-8.42,-0.1
14.7,-1.57,-2.37,0.43,33.57,-4.96,-0.15
14.85,-1.87,-1.4,0.34,53.21,-6.01,-0.12
15.0,-6.85,-1.95,0.14,74.12,-10.11,-0.05
15.15,-4.56,-2.56,0.22,60.67,-11.74,-0.08
15.3,-5.07,-1.83,0.52,70.19,-11.02,-0.18
15.45,-5.41,-0.61,-0.05,83.57,-6.45,0.02
15.6,-4.78,2.28,-0.11,115.44,-7.13,0.04
15.75,-4.72,3.57,-0.19,127.14,-9.18,0.07
15.9,-8.39,3.9,-0.18,114.95,-8.86,0.06
16.05,-7.76,4.6,-0.2,120.66,-5.49,0.07
16.2,-6.67,4.69,-0.29,125.09,-0.35,0.1
16.35,-1.98,-0.03,-0.29,89.16,-0.23,0.1
16.5,-0.41,0.06,-0.3,98.23,0.24,0.11
16.65,-0.13,0.13,-0.34,133.48,3.86,0.12
16.8,0.26,-0.24,-0.38,313.04,7.43,0.13
16.95,-2.35,-1.6,-0.36,55.81,8.99,0.13
17.1,-2.98,-1.33,-0.36,65.96,8.97,0.13
17.25,-3.83,-3.0,-0.42,51.98,13.19,0.15
17.4,-5.03,-3.42,-0.46,55.81,11.83,0.16
17.55,-5.72,-3.17,-0.45,61.04,15.57,0.16
17.7,-4.39,-1.66,-0.36,69.29,14.35,0.13
17.85,-10.53,-1.01,-0.27,84.5,10.42,0.09
18.0,-11.94,1.44,-0.15,96.86,5.71,0.05
18.15,-6.29,2.9,-0.24,114.79,5.55,0.08
18.3,-1.91,5.46,-0.33,160.69,6.15,0.12
18.45,-0.69,7.28,-0.44,174.58,7.3,0.16
18.6,-0.62,8.24,-0.55,175.73,3.28,0.19
18.75,-9.09,8.01,-0.35,131.37,-0.99,0.12
18.9,-6.99,8.22,-0.3,139.63,-2.92,0.11
19.05,2.41,2.25,-0.22,226.95,-3.28,0.08
19.2,-6.6,0.63,-0.22,95.44,-2.53,0.08
19.35,-5.92,0.2,-0.43,91.9,-0.58,0.15
19.5,-5.76,-0.23,-0.4,87.68,-0.81,0.14
19.65,-1.3,-0.24,-0.24,79.66,1.64,0.09
19.8,-0.29,-0.01,-0.09,87.4,-0.9,0.03
19.95,2.25,0.38,-0.15,260.33,3.0,0.05
20.1,3.02,1.17,-0.31,248.77,5.7,0.11
20.25,2.45,2.67,-0.32,222.51,5.7,0.11
20.4,-1.25,3.69,-0.11,161.34,-5.27,0.04
20.55,-1.27,6.11,-0.05,168.26,-7.83,0.02
20.7,-5.38,1.55,-0.29,106.04,-12.45,0.1
20.85,-1.21,-0.69,-0.29,60.33,-12.32,0.1
21.0,-1.14,-2.18,-0.31,27.55,-10.92,0.11
21.15,0.16,5.11,-0.39,181.79,-9.89,0.14
21.3,0.55,5.59,-0.48,185.66,-12.77,0.17
21.45,0.45,5.59,-0.12,184.63,-11.26,0.04
21.6,2.07,-0.14,0.24,273.81,-9.74,-0.08
21.75,0.83,1.38,-0.03,210.93,-7.18,0.01
21.9,0.55,1.75,-0.05,197.52,-7.36,0.02
22.05,0.69,2.25,-0.14,197.09,-7.28,0.05
22.2,-4.84,4.15,-0.06,130.63,-6.97,0.02
22.35,-1.5,5.43,-0.12,164.55,-5.84,0.04
22.5,-0.6,-2.92,-0.12,11.58,-7.06,0.04
22.65,0.54,-4.68,-0.25,353.44,-7.0,0.09
22.8,4.84,-4.68,-0.24,314.05,-7.81,0.08
22.95,0.69,-5.69,-0.23,353.08,-5.47,0.08
23.1,-7.6,-10.36,-0.08,36.25,8.09,0.03
23.25,-5.91,-3.73,-0.03,57.75,7.79,0.01
23.4,1.68,-0.43,-0.19,284.29,-8.03,0.07
23.55,-7.6,1.49,0.19,101.1,-12.48,-0.07
23.7,2.6,2.07,-0.26,231.42,-9.6,0.09
23.85,-1.47,1.38,0.19,133.29,-12.22,-0.07
24.0,1.61,4.14,1.68,201.25,-14.54,-0.59
24.15,2.76,4.14,0.01,213.69,7.26,-0.0
24.3,0.69,3.86,-0.34,190.15,3.68,0.12
24.45,2.14,-2.36,-0.36,317.89,3.8,0.13
24.6,2.71,-2.56,0.11,313.4,-11.1,-0.04
24.75,2.8,1.78,-0.01,237.54,-10.79,0.0
24.9,4.14,1.78,-0.19,246.75,-8.96,0.07
25.05,-1.38,2.07,-0.29,146.31,-11.94,0.1
25.2,-1.38,-2.07,1.2,33.69,-14.54,-0.42
25.35,-1.38,-2.07,1.2,33.69,-14.54,-0.42
