Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-2.07,1.38,-1.24,123.69,-12.79,0.44
1.65,0.3,-0.3,-0.24,315.13,-5.83,0.08
1.8,0.29,-0.68,0.05,337.19,11.98,-0.02
1.95,-0.02,-0.79,0.05,1.17,14.27,-0.02
2.1,0.07,-0.76,0.03,354.55,12.59,-0.01
2.25,-0.61,-0.49,0.06,51.17,10.82,-0.02
2.4,-0.8,-0.02,-0.09,88.41,10.65,0.03
2.55,-0.64,0.08,0.04,97.24,11.99,-0.01
2.7,-0.34,0.68,-0.26,153.36,13.18,0.09
2.85,0.02,0.55,-0.25,182.0,15.95,0.09
3.0,-0.58,-0.14,0.04,76.19,20.31,-0.01
3.15,-0.16,-1.07,0.06,8.71,24.23,-0.02
3.3,-0.19,-1.29,0.1,8.22,27.1,-0.04
3.45,0.6,-0.19,0.15,287.41,31.2,-0.05
3.6,1.09,0.37,0.11,251.24,34.27,-0.04
3.75,1.06,1.11,0.01,223.75,30.81,-0.0
3.9,1.36,1.42,0.0,223.74,33.05,-0.0
4.05,0.72,2.03,0.01,199.45,34.2,-0.0
4.2,0.52,2.54,0.03,191.57,41.89,-0.01
4.35,0.35,3.24,0.2,186.11,45.18,-0.07
4.5,0.13,4.02,0.2,181.9,45.6,-0.07
4.65,-0.3,4.14,0.27,175.81,43.13,-0.09
4.8,-1.11,4.75,0.26,166.86,39.96,-0.09
4.95,-1.95,5.65,0.05,161.01,35.16,-0.02
5.1,-1.5,5.77,-0.19,165.44,35.76,0.07
5.25,-1.23,5.7,-0.32,167.85,49.22,0.11
5.4,-0.76,4.87,-0.34,171.16,52.92,0.12
5.55,-0.57,4.09,-0.33,172.03,54.73,0.12
5.7,-1.0,4.16,-0.38,166.49,53.35,0.13
5.85,-1.0,4.12,-0.38,166.32,52.21,0.13
6.0,-0.91,4.71,-0.49,169.06,48.81,0.17
6.15,-0.45,4.61,-0.43,174.41,40.31,0.15
6.3,-0.75,4.74,-0.48,171.05,37.47,0.17
6.45,-0.54,3.93,-0.5,172.13,33.1,0.18
6.6,-0.15,2.29,-0.42,176.35,33.1,0.15
6.75,0.55,1.5,-0.35,200.26,38.58,0.12
6.9,0.33,1.77,-0.33,190.62,38.62,0.12
7.05,-0.94,1.22,-0.32,142.33,31.51,0.11
7.2,-2.43,2.13,-0.3,131.24,28.76,0.1
7.35,-3.76,2.63,0.07,124.97,21.96,-0.02
7.5,-4.06,2.68,0.24,123.45,22.92,-0.08
7.65,-4.24,2.56,0.25,121.17,22.34,-0.09
7.8,-3.49,1.79,0.15,117.12,20.96,-0.05
7.95,-3.17,1.72,0.21,118.46,20.13,-0.07
8.1,-2.82,1.37,0.24,115.97,23.78,-0.08
