Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
14.55,-2.39,-3.76,0.08,32.43,-6.46,-0.03
14.7,-2.01,-4.73,0.16,23.04,-5.14,-0.06
14.85,-2.45,-1.75,0.25,54.45,-2.3,-0.09
15.0,-3.62,-1.68,0.24,65.13,0.63,-0.08
15.15,-4.35,0.04,0.22,90.57,-1.38,-0.08
15.3,-4.95,-2.31,0.24,64.99,-1.06,-0.09
15.45,-8.98,2.44,0.29,105.21,-4.52,-0.1
15.6,-5.67,2.97,0.31,117.67,-3.69,-0.11
15.75,-5.64,3.47,0.4,121.56,-7.3,-0.14
15.9,-5.72,6.71,0.49,139.51,-8.72,-0.17
16.05,-4.68,2.93,0.25,122.06,-7.92,-0.09
16.2,-2.84,3.6,0.23,141.7,0.3,-0.08
16.35,-2.85,7.58,0.26,159.38,5.23,-0.09
16.5,-2.79,6.53,0.27,156.84,10.41,-0.09
16.65,-2.41,1.19,0.3,116.35,10.93,-0.11
16.8,-3.34,-0.26,0.31,85.61,6.62,-0.11
16.95,-8.44,-2.21,0.33,75.35,-2.22,-0.12
17.1,-8.69,-3.34,0.53,68.96,-7.7,-0.19
17.25,-8.06,-5.35,0.43,56.44,-1.21,-0.15
17.4,-6.78,-5.8,0.42,49.44,6.07,-0.15
17.55,-5.18,-5.15,0.41,45.17,10.2,-0.15
17.7,-6.28,-1.92,0.42,72.97,12.43,-0.15
17.85,-7.39,-2.43,0.42,71.77,11.81,-0.15
18.0,-7.02,-1.85,0.36,75.22,3.71,-0.13
18.15,-0.59,1.87,0.29,162.48,1.37,-0.1
18.3,-1.16,1.57,0.25,143.39,-1.42,-0.09
18.45,-0.47,5.55,0.14,175.13,-0.72,-0.05
18.6,-7.16,6.36,0.14,131.62,-0.97,-0.05
18.75,1.63,5.6,0.12,196.2,-2.04,-0.04
18.9,2.66,6.3,0.22,202.92,-7.92,-0.08
19.05,1.76,2.94,0.08,210.9,-8.24,-0.03
19.2,-4.97,1.57,0.05,107.53,-6.83,-0.02
19.35,-4.18,0.66,-0.01,98.99,-3.55,0.0
19.5,-4.03,0.61,0.03,98.57,-6.98,-0.01
19.65,-3.85,0.66,-0.12,99.77,-3.63,0.04
19.8,-1.39,-0.05,-0.05,87.8,-5.97,0.02
19.95,-1.07,-0.16,-0.07,81.32,-5.84,0.02
20.1,2.08,-0.55,-0.07,284.7,-6.27,0.02
20.25,4.05,2.62,0.04,237.17,-5.79,-0.01
20.4,3.89,3.78,0.11,225.87,-5.98,-0.04
20.55,2.17,3.87,0.2,209.25,-7.34,-0.07
20.7,-1.09,4.51,-0.05,166.37,-9.47,0.02
20.85,-2.17,1.68,-0.22,127.73,-8.77,0.08
21.0,-2.92,4.1,-0.05,144.55,2.19,0.02
21.15,3.95,-0.73,0.12,280.47,3.44,-0.04
21.3,-2.07,-2.07,-0.14,45.0,-10.31,0.05
21.45,2.07,-4.29,-0.48,334.24,-12.98,0.17
21.6,6.75,-3.74,-0.45,298.97,-4.18,0.16
21.75,6.89,-3.53,-0.43,297.14,-3.86,0.15
21.9,6.98,6.72,-0.4,226.11,-3.77,0.14
22.05,0.19,7.55,-0.05,181.41,-6.63,0.02
22.2,0.73,7.1,0.14,185.86,-6.79,-0.05
22.35,-3.42,0.69,0.21,101.41,-5.59,-0.07
22.5,-2.22,-2.85,0.19,37.99,-6.94,-0.07
22.65,-2.22,4.84,0.3,155.3,-9.55,-0.11
22.8,1.96,4.84,1.41,202.11,-13.11,-0.5
22.95,1.96,4.84,1.68,202.1,-14.54,-0.59
23.1,7.01,7.7,1.68,222.35,-14.54,-0.59
23.25,2.07,7.7,1.68,195.06,-14.54,-0.59
23.4,2.07,7.6,0.72,195.26,-13.33,-0.25
23.55,1.72,-1.43,0.72,309.64,-13.37,-0.25
23.7,1.71,-3.53,0.72,334.17,-13.61,-0.25
23.85,3.54,-4.25,2.16,320.17,-14.54,-0.76
24.0,3.56,0.69,2.16,259.01,-14.54,-0.76
24.15,2.76,6.49,2.16,203.06,-14.54,-0.76
24.3,6.91,5.93,2.16,229.36,-14.54,-0.76
24.45,-1.38,1.77,0.96,142.02,-13.49,-0.34
24.6,-2.16,1.48,0.93,124.52,-13.2,-0.33
24.75,3.63,-1.47,0.93,292.09,-13.18,-0.33
24.9,3.63,1.95,0.48,241.76,-13.58,-0.17
25.05,4.14,1.38,2.4,251.57,-14.54,-0.85
25.2,-0.24,-2.76,0.68,4.92,-12.81,-0.24
25.35,-0.0,-2.76,0.43,0.0,-12.2,-0.15
