Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
17.4,-11.32,-0.25,-0.11,88.72,-1.09,0.04
17.55,-11.65,0.53,-0.0,92.61,-0.0,0.0
17.7,-12.04,0.76,0.03,93.59,3.64,-0.01
17.85,-12.2,0.98,0.01,94.59,6.58,-0.0
18.0,-13.13,1.5,-0.16,96.5,6.38,0.06
18.15,-12.97,2.13,-0.26,99.33,18.4,0.09
18.3,-13.01,8.81,-0.33,124.1,16.6,0.12
18.45,-11.61,10.33,-0.25,131.64,16.42,0.09
18.6,-10.09,9.86,-0.12,134.35,4.01,0.04
18.75,-9.36,9.89,-0.1,136.58,3.22,0.04
18.9,-3.21,9.09,-0.2,160.57,6.72,0.07
19.05,-2.07,0.44,-0.24,101.94,6.53,0.09
19.2,-0.75,0.15,-0.24,101.46,9.38,0.09
19.35,-0.09,-0.13,-0.23,34.81,9.2,0.08
19.5,-0.01,-0.19,-0.21,3.98,7.41,0.08
19.65,-1.59,0.09,-0.17,93.16,4.99,0.06
19.8,-1.59,-0.13,-0.17,85.22,2.66,0.06
19.95,-0.13,-0.32,-0.13,21.84,0.7,0.05
20.1,0.88,-2.08,-0.16,336.92,0.95,0.06
20.25,1.65,-2.34,-0.21,324.79,-1.12,0.07
20.4,1.51,-0.99,-0.14,303.3,-4.03,0.05
20.55,-2.72,-0.88,-0.01,72.01,-5.05,0.0
20.7,-2.15,-0.95,0.18,66.13,-7.86,-0.06
20.85,-0.62,-2.63,0.24,13.22,-6.46,-0.08
21.0,-0.6,0.0,0.35,90.0,-9.78,-0.12
21.15,-0.63,-0.15,0.35,76.31,-9.62,-0.12
21.3,-0.57,-0.49,0.42,48.88,-11.63,-0.15
21.45,-0.39,0.06,1.68,98.31,-14.54,-0.59
21.6,0.36,1.58,-0.18,192.98,-5.61,0.06
21.75,1.01,0.95,0.02,226.85,-3.48,-0.01
21.9,1.33,0.97,-0.01,233.84,-1.86,0.0
22.05,3.07,0.25,-0.02,265.41,-2.15,0.01
22.2,3.14,-2.07,-0.15,303.46,-5.59,0.05
22.35,2.86,-2.59,-0.16,312.08,-7.77,0.06
22.5,1.43,-2.41,-0.1,329.33,-5.51,0.04
22.65,-1.24,-6.12,0.01,11.5,-3.92,-0.0
22.8,-6.78,-2.07,0.15,73.02,-5.87,-0.05
22.95,-7.07,-2.07,0.21,73.66,-8.09,-0.08
23.1,-5.53,-0.69,0.26,82.87,-8.72,-0.09
23.25,-1.38,-1.75,0.17,38.32,-6.92,-0.06
23.4,-1.9,-1.17,-0.03,58.28,-7.18,0.01
23.55,-1.38,0.12,-0.22,95.1,-10.3,0.08
23.7,-5.22,-0.0,1.2,90.0,-14.54,-0.42
23.85,2.76,0.1,1.2,267.98,-14.54,-0.42
24.0,2.81,-0.0,0.72,270.0,-14.54,-0.25
24.15,-5.53,5.53,-0.04,135.0,-12.15,0.02
24.3,-5.53,-1.86,-0.3,71.39,-9.58,0.11
24.45,-5.53,-2.06,-0.28,69.58,-7.55,0.1
24.6,-5.53,-0.54,-0.33,84.42,-4.84,0.12
24.75,-1.38,1.72,-0.33,141.25,-5.06,0.12
24.9,-1.38,5.83,-0.22,166.68,-5.3,0.08
25.05,-5.53,6.01,-0.27,137.42,-10.11,0.1
25.2,-7.6,0.69,1.2,95.19,-14.54,-0.42
25.35,-5.53,-3.98,1.2,54.22,-14.54,-0.42
