Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.95,-2.9,0.77,0.54,104.76,32.82,-0.19
8.1,-2.79,1.75,0.6,122.12,29.83,-0.21
8.25,-2.63,3.19,0.58,140.44,28.3,-0.21
8.4,-2.68,3.91,0.5,145.58,20.88,-0.18
8.55,-2.68,3.55,0.55,142.97,20.48,-0.2
8.7,-2.32,2.42,0.57,136.15,18.32,-0.2
8.85,-1.5,1.81,0.57,140.3,16.64,-0.2
9.0,-3.47,1.94,0.56,119.21,12.97,-0.2
9.15,-3.63,2.21,0.62,121.36,15.67,-0.22
9.3,-3.87,2.31,0.42,120.88,16.24,-0.15
9.45,-2.91,2.17,0.41,126.68,16.66,-0.15
9.6,-3.95,1.68,0.5,113.05,5.44,-0.18
9.75,-3.57,1.3,0.54,110.04,6.04,-0.19
9.9,-4.06,0.46,0.45,96.5,7.96,-0.16
10.05,-2.01,-1.96,0.41,45.69,9.1,-0.14
10.2,-1.36,0.75,0.25,118.99,8.37,-0.09
10.35,-2.06,0.46,0.33,102.71,9.1,-0.12
10.5,-2.22,3.01,0.33,143.63,9.56,-0.12
10.65,-4.9,2.53,0.36,117.31,12.25,-0.13
10.8,-3.08,2.4,0.29,127.91,9.21,-0.1
10.95,-2.31,1.52,0.32,123.4,0.69,-0.11
11.1,-3.63,1.96,0.02,118.36,-4.72,-0.01
11.25,-3.16,-1.14,2.11,70.09,-3.87,-0.75
11.4,-5.3,-2.46,1.93,65.16,-2.9,-0.68
11.55,-1.24,3.63,0.39,161.14,-2.37,-0.14
11.7,-0.27,3.38,0.36,175.45,-0.78,-0.13
11.85,1.06,3.3,0.29,197.72,-3.74,-0.1
12.0,-0.54,3.32,0.62,170.79,-5.91,-0.22
12.15,-1.42,4.63,0.45,162.98,-6.3,-0.16
12.3,-5.2,3.48,0.5,123.78,-3.5,-0.18
12.45,-5.34,4.68,0.3,131.2,-3.9,-0.1
12.6,-5.13,3.94,0.33,127.48,-6.66,-0.12
12.75,-4.05,-0.25,0.07,86.4,-7.24,-0.03
12.9,-0.69,-0.26,0.09,69.44,0.9,-0.03
13.05,-0.81,-0.68,0.09,49.74,1.19,-0.03
13.2,-3.15,1.53,-0.36,115.92,-11.21,0.13
13.35,-4.41,-2.22,1.68,63.32,-14.54,-0.59
13.5,-4.7,-0.87,0.44,79.56,-12.54,-0.15
13.65,-4.35,-2.11,0.45,64.1,-10.39,-0.16
13.8,-5.13,-3.22,0.31,57.89,-9.49,-0.11
13.95,-4.63,-3.46,0.38,53.21,-7.7,-0.13
14.1,-5.16,-3.45,0.18,56.25,-9.55,-0.06
14.25,-3.09,-4.52,0.24,34.3,-11.41,-0.08
14.4,-3.32,-4.89,0.24,34.15,-11.4,-0.08
14.55,-7.44,-4.87,0.11,56.81,-7.04,-0.04
14.7,-1.6,-4.17,-0.13,21.06,-2.37,0.05
14.85,-1.17,-0.56,-0.08,64.59,-0.09,0.03
15.0,-4.96,-3.37,0.13,55.86,-1.39,-0.05
15.15,-6.12,-3.3,0.44,61.65,-12.52,-0.15
15.3,-8.6,1.1,0.24,97.29,-13.48,-0.08
15.45,-8.51,3.59,-0.47,112.87,-7.94,0.17
15.6,-8.56,4.55,-0.44,118.01,-5.74,0.16
15.75,-8.73,5.11,-0.38,120.34,-8.3,0.13
15.9,-8.88,5.46,-0.32,121.6,-6.13,0.11
16.05,-6.3,6.05,-0.32,133.83,11.82,0.11
16.2,-3.44,6.03,-0.32,150.28,14.07,0.11
16.35,-2.65,5.59,-0.38,154.6,3.11,0.13
16.5,-3.74,8.4,-0.3,156.02,10.44,0.11
16.65,-4.97,4.7,-0.35,133.44,12.63,0.12
16.8,-5.27,4.15,-0.38,128.25,9.19,0.14
16.95,-4.45,0.94,-0.37,101.91,-2.37,0.13
17.1,-9.89,0.49,-0.44,92.81,-2.54,0.16
17.25,-8.8,0.44,-0.51,92.84,10.71,0.18
17.4,-8.78,-1.17,-0.54,82.41,12.61,0.19
17.55,-8.43,-1.9,-0.61,77.28,11.1,0.22
17.7,-9.31,-1.2,-0.69,82.68,9.96,0.24
17.85,-3.27,0.54,-0.52,99.37,7.66,0.18
18.0,-11.22,0.97,-0.45,94.97,5.2,0.16
18.15,-5.48,3.09,-0.33,119.44,4.05,0.12
18.3,-11.65,3.57,-0.34,107.05,0.11,0.12
18.45,-9.78,7.13,-0.4,126.1,0.33,0.14
18.6,-11.64,7.09,-0.4,121.34,-0.13,0.14
18.75,-6.69,2.78,-0.39,112.56,-0.02,0.14
18.9,-3.33,6.02,-0.4,151.06,0.41,0.14
19.05,-1.71,4.94,-0.41,160.93,1.08,0.14
19.2,-4.82,3.4,-0.44,125.18,4.69,0.15
19.35,0.98,2.43,-0.37,201.92,3.72,0.13
19.5,-3.34,0.34,-0.21,95.76,0.0,0.08
19.65,-0.47,1.41,-0.32,161.63,-2.49,0.11
19.8,-1.52,0.79,-0.36,117.49,-3.79,0.13
19.95,-0.79,0.11,-0.4,97.89,-3.47,0.14
20.1,0.55,1.93,-0.04,195.79,-3.4,0.01
20.25,1.36,2.01,0.24,214.13,18.11,-0.08
20.4,1.51,1.85,0.24,219.29,18.07,-0.08
20.55,-0.75,1.78,0.24,157.24,-7.78,-0.08
20.7,-4.64,0.21,0.24,92.6,-10.84,-0.08
20.85,-4.18,-0.02,0.19,89.73,-11.95,-0.07
21.0,-3.6,1.38,-0.08,111.0,-9.46,0.03
21.15,-3.32,-7.0,-0.32,25.37,5.44,0.11
21.3,-4.84,-7.01,-0.48,34.61,4.44,0.17
21.45,-4.07,-5.53,-0.52,36.38,-12.19,0.19
21.6,-4.07,-5.36,-0.38,37.2,-8.12,0.14
21.75,-8.46,-4.48,-0.34,62.1,-5.46,0.12
21.9,-8.29,-0.73,-0.26,85.0,-2.8,0.09
22.05,-0.37,4.11,-0.23,174.9,-5.06,0.08
22.2,0.15,3.49,-0.16,182.44,-5.84,0.06
22.35,2.2,-1.77,-0.21,308.83,-8.85,0.07
22.5,2.19,-2.14,-0.25,314.39,-7.72,0.09
22.65,1.2,1.97,-0.16,211.3,-9.88,0.05
22.8,-7.78,-6.22,-0.26,51.37,-5.53,0.09
22.95,-3.45,2.16,-0.25,122.03,-5.96,0.09
23.1,0.69,1.55,-0.25,204.0,-5.65,0.09
23.25,0.69,3.72,-0.19,190.51,-8.41,0.07
23.4,4.6,3.13,-0.24,235.77,-12.81,0.08
23.55,4.41,2.12,1.2,244.3,-14.54,-0.42
23.7,0.69,0.22,0.72,252.15,-14.54,-0.25
23.85,-2.76,-0.44,0.39,80.86,-12.43,-0.14
24.0,-3.54,2.0,0.06,119.45,-10.32,-0.02
24.15,1.38,3.45,0.43,201.8,-12.04,-0.15
24.3,0.69,7.03,1.68,185.61,-14.54,-0.59
24.45,1.38,5.63,-0.46,193.78,1.48,0.16
24.6,1.1,6.91,-0.27,189.04,1.75,0.1
24.75,1.38,0.4,-0.48,254.02,-13.64,0.17
24.9,1.52,1.34,0.45,228.63,-13.24,-0.16
25.05,1.38,4.29,0.96,197.85,-14.54,-0.34
25.2,-2.76,4.23,0.96,146.87,-14.54,-0.34
25.35,-2.76,-0.0,0.96,90.0,-14.54,-0.34
