Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-2.76,-0.0,0.96,90.0,-14.54,-0.34
1.65,1.68,1.06,0.13,237.76,-3.51,-0.05
1.8,0.5,-0.42,0.05,310.0,16.2,-0.02
1.95,0.9,-0.5,0.08,298.97,17.64,-0.03
2.1,-0.04,-0.18,0.03,12.12,17.93,-0.01
2.25,-0.18,-0.18,0.01,44.85,14.02,-0.0
2.4,-0.22,0.36,0.03,149.08,11.12,-0.01
2.55,-0.4,0.36,-0.03,131.91,8.22,0.01
2.7,-0.69,1.14,0.14,148.71,15.29,-0.05
2.85,-1.16,1.78,0.18,146.9,17.95,-0.06
3.0,-1.65,2.03,0.17,140.79,20.09,-0.06
3.15,-1.8,2.4,0.19,143.11,16.28,-0.07
3.3,-2.04,2.06,0.12,135.29,17.75,-0.04
3.45,-2.04,1.9,0.11,132.91,18.29,-0.04
3.6,-2.09,1.65,0.07,128.38,17.31,-0.02
3.75,-2.01,0.97,-0.19,115.88,17.74,0.07
3.9,-1.91,1.2,-0.33,122.12,25.33,0.12
4.05,-1.61,2.34,-0.35,145.47,29.33,0.12
4.2,-1.61,3.1,-0.25,152.58,30.01,0.09
4.35,-1.23,2.81,-0.08,156.39,31.73,0.03
4.5,-1.26,2.09,0.2,148.96,40.03,-0.07
4.65,-1.26,1.87,0.21,146.14,40.66,-0.07
4.8,-1.3,1.86,0.27,145.03,37.2,-0.09
4.95,-1.81,1.98,0.27,137.61,37.93,-0.09
5.1,-1.9,2.12,0.29,138.09,49.51,-0.1
5.25,-1.83,2.14,0.27,139.52,53.65,-0.1
5.4,-1.67,2.05,0.25,140.79,53.6,-0.09
5.55,-2.66,2.06,0.25,127.85,44.17,-0.09
5.7,-3.14,0.53,0.29,99.64,37.54,-0.1
5.85,-3.44,-0.38,0.28,83.72,36.46,-0.1
6.0,-3.84,-0.33,0.33,85.09,34.42,-0.12
6.15,-4.32,-0.34,0.25,85.46,35.09,-0.09
6.3,-3.76,-0.7,0.29,79.39,35.32,-0.1
6.45,-1.79,-0.46,0.28,75.59,35.37,-0.1
6.6,-1.68,-0.26,0.31,81.17,34.04,-0.11
6.75,-1.8,-0.49,0.29,74.8,29.4,-0.1
6.9,-1.82,-0.21,0.29,83.27,20.98,-0.1
7.05,-2.15,-1.18,0.28,61.24,20.53,-0.1
7.2,-1.91,-1.01,0.28,62.19,27.15,-0.1
7.35,-1.96,-0.96,0.27,63.89,28.93,-0.1
7.5,-2.48,-0.59,0.33,76.67,28.05,-0.12
7.65,-2.79,-0.22,0.39,85.45,28.53,-0.14
7.8,-2.96,0.22,0.53,94.28,27.98,-0.19
