Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,0.69,-0.69,1.92,315.0,-14.54,-0.68
1.65,-2.46,-3.04,1.68,39.01,-14.54,-0.59
1.8,0.36,0.97,0.12,200.2,27.55,-0.04
1.95,-0.14,0.47,0.09,163.22,32.08,-0.03
2.1,-0.45,0.23,0.06,117.32,32.2,-0.02
2.25,-0.26,-0.02,-0.02,86.23,17.39,0.01
2.4,-0.09,-0.36,-0.06,14.29,12.98,0.02
2.55,0.34,-0.52,-0.06,326.54,11.19,0.02
2.7,0.23,0.07,-0.01,253.56,13.23,0.0
2.85,-0.01,0.45,-0.16,178.45,16.65,0.06
3.0,-0.17,0.8,-0.31,168.03,20.28,0.11
3.15,-0.87,-0.04,-0.39,87.38,22.52,0.14
3.3,-0.13,-0.5,-0.55,14.85,29.65,0.19
3.45,0.22,-0.49,-0.55,335.53,41.57,0.19
3.6,0.42,-0.16,-0.42,290.28,37.18,0.15
3.75,0.69,-0.06,-0.16,275.37,20.55,0.05
3.9,1.14,0.71,-0.14,238.28,21.2,0.05
4.05,1.07,1.87,-0.58,209.71,27.91,0.2
4.2,0.5,2.53,-0.68,191.15,31.68,0.24
4.35,-0.22,2.35,-0.65,174.58,40.11,0.23
4.5,-0.89,2.24,-0.66,158.28,43.12,0.23
4.65,-1.36,2.61,-0.64,152.44,43.21,0.23
4.8,-1.96,2.92,-0.53,146.13,43.13,0.19
4.95,-2.31,3.21,-0.5,144.22,42.36,0.18
5.1,-2.47,3.53,-0.58,144.97,44.92,0.2
5.25,-2.3,4.27,-0.56,151.73,45.13,0.2
5.4,-2.31,4.47,-0.6,152.62,44.02,0.21
5.55,-2.09,3.36,-0.44,148.07,37.76,0.16
5.7,-1.92,3.16,-0.44,148.64,38.24,0.15
5.85,-1.97,3.37,-0.43,149.72,37.91,0.15
6.0,-2.3,3.7,-0.42,148.12,48.4,0.15
6.15,-1.98,3.12,-0.44,147.61,28.2,0.16
6.3,-1.55,2.72,-0.34,150.36,28.6,0.12
6.45,-1.04,2.33,-0.25,155.96,37.08,0.09
6.6,-0.45,1.35,-0.25,161.49,37.49,0.09
6.75,-0.32,1.57,0.08,168.37,33.84,-0.03
6.9,-0.97,0.82,0.22,130.22,26.43,-0.08
7.05,-1.8,0.5,0.35,105.4,25.08,-0.13
7.2,-3.3,0.12,0.44,92.14,21.77,-0.16
7.35,-3.87,0.03,0.3,90.43,20.91,-0.11
7.5,-3.11,-0.06,0.21,88.95,23.45,-0.08
7.65,-2.2,-0.09,0.27,87.67,44.3,-0.1
7.8,-1.35,-0.1,0.26,85.89,32.68,-0.09
7.95,-1.02,0.45,0.14,113.81,30.9,-0.05
8.1,-0.72,1.02,-0.01,144.84,28.43,0.0
