Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,0.0,nan,1.92,nan,-14.54,-0.68
1.65,0.99,nan,0.24,nan,-4.6,-0.08
1.8,-0.07,0.4,0.15,169.36,15.06,-0.05
1.95,-0.13,0.29,0.13,156.55,15.8,-0.05
2.1,0.01,0.13,0.03,183.39,17.35,-0.01
2.25,0.0,0.16,-0.03,180.84,17.31,0.01
2.4,0.15,-0.0,-0.02,271.1,15.4,0.01
2.55,0.29,-0.04,-0.07,277.59,14.91,0.02
2.7,-0.01,-0.31,0.02,2.17,15.09,-0.01
2.85,-0.48,0.19,0.07,112.08,17.24,-0.02
3.0,-1.05,0.48,0.13,114.63,19.64,-0.05
3.15,-2.42,0.77,0.21,107.7,22.47,-0.08
3.3,-3.99,1.06,0.32,104.84,27.78,-0.11
3.45,-4.31,0.82,0.35,100.81,29.05,-0.12
3.6,-3.32,0.41,0.43,97.01,29.34,-0.15
3.75,-1.33,-0.26,0.72,78.84,29.74,-0.25
3.9,-0.59,-0.53,1.11,47.97,32.21,-0.39
4.05,-0.31,0.39,1.23,141.06,42.76,-0.43
4.2,-0.31,1.36,1.14,167.29,37.35,-0.4
4.35,-1.08,2.09,1.08,152.75,41.11,-0.38
4.5,-2.1,2.24,1.05,136.91,41.51,-0.37
4.65,-2.9,2.56,0.96,131.47,36.17,-0.34
4.8,-3.39,3.21,0.8,133.46,30.96,-0.28
4.95,-3.89,3.28,0.63,130.09,39.48,-0.22
5.1,-4.04,3.2,0.62,128.34,42.95,-0.22
5.25,-4.21,3.31,0.58,128.19,39.93,-0.2
5.4,-4.28,3.47,0.5,129.01,37.31,-0.18
5.55,-4.52,3.44,0.37,127.32,35.79,-0.13
5.7,-4.8,2.47,0.29,117.27,34.55,-0.1
5.85,-5.37,1.79,0.36,108.46,36.89,-0.13
6.0,-5.46,1.3,0.47,103.35,35.74,-0.17
6.15,-5.17,1.19,0.51,102.96,36.55,-0.18
6.3,-4.69,0.37,0.59,94.49,32.13,-0.21
6.45,-4.37,-0.56,0.5,82.76,32.04,-0.18
6.6,-3.99,-0.34,0.35,85.16,32.93,-0.12
6.75,-3.74,-0.88,0.27,76.76,40.94,-0.1
6.9,-4.12,-0.57,0.25,82.07,40.73,-0.09
7.05,-4.35,-0.43,0.13,84.3,21.72,-0.05
7.2,-5.06,-0.15,0.13,88.35,19.25,-0.05
7.35,-4.31,0.31,0.3,94.09,18.47,-0.11
7.5,-2.91,0.57,0.35,101.13,21.71,-0.12
7.65,-2.75,1.19,0.3,113.43,32.71,-0.11
7.8,-2.33,1.46,0.26,122.14,38.36,-0.09
7.95,-1.96,1.43,0.21,126.16,42.0,-0.08
8.1,-1.83,1.49,0.15,129.2,38.69,-0.05
8.25,-1.54,2.45,-0.05,147.94,31.92,0.02
8.4,-1.45,3.78,-0.15,159.02,23.6,0.05
8.55,-1.5,4.61,-0.19,162.03,21.09,0.07
8.7,-1.39,4.63,-0.3,163.28,17.36,0.11
8.85,-1.07,3.81,-0.35,164.31,14.57,0.12
9.0,-0.39,3.06,-0.47,172.77,15.59,0.16
9.15,-0.87,2.54,-0.59,161.09,21.48,0.21
9.3,-2.08,2.76,-0.59,143.0,21.24,0.21
9.45,-2.95,2.17,-0.48,126.33,16.31,0.17
9.6,-3.53,2.1,-0.6,120.75,10.49,0.21
9.75,-3.61,1.84,-0.47,117.0,9.75,0.17
9.9,-4.47,1.73,-0.37,111.2,5.81,0.13
10.05,-0.91,1.7,-0.3,151.93,9.15,0.1
10.2,-0.78,-0.07,-0.04,84.53,5.76,0.01
10.35,-0.29,-0.12,-0.16,67.26,6.32,0.06
10.5,-0.26,0.07,-0.19,105.29,4.54,0.07
10.65,-0.15,2.76,-0.3,176.99,5.23,0.11
10.8,-3.26,3.86,-0.02,139.85,3.85,0.01
10.95,-3.34,0.44,0.14,97.5,2.89,-0.05
11.1,-3.59,3.71,-0.11,135.99,1.96,0.04
11.25,-4.17,6.15,-0.21,145.84,1.69,0.07
11.4,-5.77,3.1,-0.45,118.25,0.52,0.16
11.55,-5.9,3.83,-0.37,123.01,-0.23,0.13
11.7,-0.86,4.0,0.84,167.93,-1.09,-0.3
11.85,-0.66,2.21,1.1,163.27,11.3,-0.39
12.0,-1.05,1.61,0.61,146.77,10.7,-0.21
12.15,-4.62,3.83,0.2,129.62,10.76,-0.07
12.3,-6.13,-1.95,0.33,72.35,-3.47,-0.12
12.45,-6.48,4.57,1.28,125.17,-3.97,-0.45
12.6,-5.67,2.91,1.01,117.18,-4.79,-0.36
12.75,-5.19,2.44,0.31,115.14,-3.08,-0.11
12.9,-0.02,1.61,0.13,179.33,2.55,-0.05
13.05,-0.21,1.31,0.05,170.99,2.62,-0.02
13.2,-5.82,1.3,1.28,102.58,-5.85,-0.45
13.35,-6.77,0.61,0.14,95.17,-5.45,-0.05
13.5,-8.02,4.31,-0.26,118.26,-1.9,0.09
13.65,-8.72,-0.94,-0.3,83.84,-2.1,0.1
13.8,-7.57,-0.95,0.15,82.85,-7.46,-0.05
13.95,-6.37,-1.47,0.71,76.99,-10.37,-0.25
14.1,-5.9,-0.98,0.63,80.59,-5.75,-0.22
14.25,-4.56,-1.28,1.18,74.3,-8.1,-0.42
14.4,-0.77,-7.52,0.34,5.83,-4.9,-0.12
14.55,3.03,-7.24,0.33,337.32,-3.54,-0.12
14.7,-2.36,1.16,0.3,116.17,-0.64,-0.11
14.85,-4.46,-1.37,0.58,72.9,-1.42,-0.2
15.0,-6.77,-0.4,0.51,86.59,-6.62,-0.18
15.15,-7.79,0.75,0.56,95.47,-7.92,-0.2
15.3,-8.49,2.03,0.57,103.46,-3.05,-0.2
15.45,-8.8,4.39,0.55,116.52,-3.02,-0.19
15.6,-8.85,6.92,0.67,128.03,-5.72,-0.24
15.75,-0.06,7.58,0.73,179.57,-6.61,-0.26
15.9,-5.35,10.58,0.68,153.16,-5.48,-0.24
16.05,-0.25,11.27,0.36,178.74,0.19,-0.13
16.2,-2.71,10.74,0.35,165.81,5.27,-0.12
16.35,-2.01,8.75,0.35,167.06,4.85,-0.12
16.5,-1.58,5.72,0.3,164.58,7.32,-0.11
16.65,-2.54,1.85,0.33,126.02,8.57,-0.12
16.8,-3.81,1.17,0.34,107.07,6.81,-0.12
16.95,-9.38,5.42,0.42,120.03,-7.31,-0.15
17.1,-9.89,9.95,0.27,135.16,-8.2,-0.09
17.25,-9.6,9.71,-0.28,135.33,3.45,0.1
17.4,-9.94,9.86,-0.22,134.77,5.24,0.08
17.55,-10.2,10.44,-0.23,135.67,7.23,0.08
17.7,-6.07,10.98,-0.2,151.05,8.48,0.07
17.85,-6.58,11.45,-0.2,150.13,8.98,0.07
18.0,-7.26,11.82,-0.12,148.45,7.12,0.04
18.15,-14.16,2.31,-0.06,99.27,3.38,0.02
18.3,-8.13,7.6,-0.25,133.05,-1.41,0.09
18.45,-5.64,0.69,-0.21,96.98,-1.66,0.07
18.6,-6.03,10.12,-0.26,149.18,3.56,0.09
18.75,-2.34,9.07,-0.25,165.53,3.54,0.09
18.9,-2.42,1.94,-0.37,128.8,-2.12,0.13
19.05,-1.32,1.91,-0.53,145.41,-2.18,0.19
19.2,-5.57,-0.5,-0.6,84.91,6.07,0.21
19.35,-2.99,-0.68,-0.57,77.24,6.91,0.2
19.5,-2.2,-0.44,-0.46,78.55,2.31,0.16
19.65,-2.83,-0.45,-0.29,80.93,-0.94,0.1
19.8,-1.56,-0.68,-0.26,66.33,-3.68,0.09
19.95,-0.24,-0.09,-0.05,69.71,-3.51,0.02
20.1,1.9,-0.13,0.1,273.81,-4.14,-0.04
20.25,2.56,-0.55,0.28,282.07,-2.09,-0.1
20.4,2.79,-0.27,0.25,275.51,-4.54,-0.09
20.55,2.0,-1.74,0.11,311.11,-10.6,-0.04
20.7,-0.21,-1.05,0.22,11.43,-11.21,-0.08
20.85,-0.12,-3.1,0.24,2.21,-9.45,-0.08
21.0,-3.99,0.66,0.21,99.4,-6.58,-0.07
21.15,-0.04,1.15,0.23,178.17,-5.49,-0.08
21.3,-1.97,-6.22,0.23,17.56,-6.23,-0.08
21.45,-2.31,5.61,0.19,157.62,-1.96,-0.07
21.6,-4.84,1.28,0.17,104.77,-3.93,-0.06
21.75,-4.84,-2.79,0.19,60.05,-4.14,-0.07
21.9,0.74,5.43,0.18,187.79,-11.84,-0.07
22.05,2.04,-0.7,0.29,288.95,-12.2,-0.1
22.2,3.12,-1.36,0.16,293.64,-10.27,-0.06
22.35,-1.26,2.83,-0.04,156.1,-9.01,0.01
22.5,0.0,2.09,-0.21,180.0,-9.78,0.07
22.65,2.76,-2.0,0.22,305.95,-11.53,-0.08
22.8,2.72,-3.56,0.43,322.64,-12.41,-0.15
22.95,3.08,2.07,0.41,236.1,-9.47,-0.15
23.1,4.32,2.07,0.48,244.38,-9.83,-0.17
23.25,-2.32,1.5,0.27,122.76,-9.41,-0.1
23.4,-1.19,1.36,1.44,138.79,-14.54,-0.51
23.55,-1.27,5.21,-0.07,166.29,-11.09,0.02
