Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,2.07,-8.98,1.68,347.01,-14.54,-0.59
1.65,-0.38,-3.83,0.24,5.71,-3.91,-0.08
1.8,-0.11,0.84,0.08,172.58,16.86,-0.03
1.95,0.47,-0.48,0.03,315.69,16.42,-0.01
2.1,0.25,-0.39,-0.11,326.72,14.44,0.04
2.25,0.51,0.21,-0.12,247.45,13.45,0.04
2.4,0.17,0.29,0.06,210.83,14.06,-0.02
2.55,0.09,-0.09,0.24,313.87,17.78,-0.09
2.7,-0.21,-0.06,0.62,74.23,21.6,-0.22
2.85,0.99,-2.09,0.62,334.61,23.73,-0.22
3.0,0.1,-2.48,0.36,357.67,27.6,-0.13
3.15,-0.57,-2.53,0.29,12.67,30.08,-0.1
3.3,-0.61,-1.59,0.98,20.99,37.56,-0.35
3.45,-0.31,1.01,1.09,162.71,40.56,-0.38
3.6,1.94,5.07,0.88,200.91,41.92,-0.31
3.75,1.78,4.81,-0.09,200.35,37.82,0.03
3.9,1.14,6.2,-0.28,190.41,51.37,0.1
4.05,2.05,5.54,-0.49,200.26,34.45,0.17
4.2,2.74,4.76,-0.5,209.9,37.38,0.18
4.35,3.69,4.36,-0.43,220.27,36.13,0.15
4.5,2.93,3.56,-0.32,219.51,42.85,0.11
4.65,1.78,3.06,-0.32,210.25,43.22,0.11
4.8,0.65,3.11,-0.32,191.9,46.55,0.11
4.95,-0.59,4.71,-0.3,172.88,44.67,0.1
5.1,-1.59,5.57,-0.26,164.06,42.41,0.09
5.25,-1.86,5.98,-0.26,162.73,39.58,0.09
5.4,-2.35,6.2,-0.18,159.22,39.55,0.06
5.55,-2.01,5.86,0.05,161.09,38.32,-0.02
5.7,-2.28,5.41,0.09,157.11,40.68,-0.03
5.85,-1.74,5.4,0.13,162.17,37.81,-0.05
6.0,-2.11,5.41,0.13,158.69,38.54,-0.05
6.15,-2.72,5.55,0.22,153.88,40.42,-0.08
6.3,-3.15,5.43,0.24,149.9,40.51,-0.08
6.45,-2.31,4.85,0.29,154.5,42.7,-0.1
6.6,-1.9,4.65,0.3,157.73,35.11,-0.11
6.75,-1.95,3.98,0.25,153.91,35.74,-0.09
6.9,-2.18,3.92,0.27,150.99,32.16,-0.09
7.05,-2.85,3.15,0.31,137.78,26.56,-0.11
7.2,-3.5,3.16,0.31,132.04,20.87,-0.11
7.35,-3.61,3.02,0.09,129.94,13.7,-0.03
7.5,-3.84,2.8,-0.03,126.13,13.04,0.01
7.65,-3.73,2.74,-0.14,126.3,13.93,0.05
7.8,-3.12,2.24,-0.22,125.73,19.21,0.08
7.95,-3.42,2.1,-0.18,121.53,25.6,0.06
8.1,-3.23,2.28,-0.19,125.18,27.12,0.07
8.25,-3.09,2.85,-0.15,132.69,23.14,0.05
8.4,-3.69,3.04,-0.13,129.43,20.76,0.05
8.55,-4.11,3.36,-0.15,129.29,19.66,0.05
8.7,-4.37,3.34,-0.24,127.34,15.37,0.09
8.85,-4.19,3.05,-0.24,126.12,14.21,0.08
9.0,-3.58,2.6,-0.24,125.97,14.5,0.09
9.15,-3.41,1.88,-0.22,118.91,15.12,0.08
9.3,-3.22,1.82,-0.22,119.44,14.28,0.08
9.45,-2.74,1.92,-0.18,124.93,11.65,0.06
9.6,-5.01,2.69,-0.2,118.23,9.82,0.07
9.75,-5.29,3.08,-0.29,120.2,6.17,0.1
9.9,-4.27,3.48,-0.23,129.14,5.6,0.08
10.05,-2.25,3.47,-0.06,147.06,2.25,0.02
10.2,-2.7,2.79,-0.13,136.01,5.83,0.05
10.35,-2.38,0.22,-0.23,95.16,7.2,0.08
10.5,-2.66,1.3,-0.28,116.11,8.85,0.1
10.65,-2.7,1.77,-0.34,123.23,13.14,0.12
10.8,-3.64,0.81,-0.39,102.52,8.12,0.14
10.95,-3.35,1.32,-0.39,111.53,-4.14,0.14
11.1,-0.75,3.6,-0.47,168.22,-4.14,0.17
11.25,-5.68,4.59,-0.47,128.9,-4.32,0.16
11.4,-6.18,4.07,-0.42,123.32,-2.85,0.15
11.55,-5.53,5.27,-0.41,133.6,7.16,0.15
11.7,-4.62,1.78,-0.4,111.1,6.82,0.14
11.85,-4.16,3.28,-0.08,128.22,6.99,0.03
12.0,-4.11,0.04,-0.21,90.57,-1.53,0.07
12.15,-4.55,6.06,-0.22,143.09,-2.56,0.08
12.3,-4.57,6.46,-0.29,144.75,-6.98,0.1
12.45,-3.71,6.94,-0.76,151.9,-12.5,0.27
12.6,-3.7,7.09,-0.38,152.44,-7.56,0.13
12.75,-3.1,0.16,-0.18,92.96,-5.71,0.06
12.9,-0.96,0.69,0.09,125.64,-3.93,-0.03
13.05,-1.08,0.58,0.13,118.26,-4.68,-0.04
13.2,-2.91,1.24,-0.25,113.11,-7.4,0.09
13.35,-3.46,-6.25,-0.3,28.99,-7.65,0.11
13.5,0.69,-5.57,1.47,352.93,-3.8,-0.52
13.65,0.69,-1.81,1.41,339.06,-4.04,-0.5
