Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-11.05,0.0,nan,90.0,nan,nan
1.65,0.66,-4.14,nan,350.9,nan,nan
1.8,-0.77,0.0,0.03,90.28,13.09,-0.01
1.95,-0.63,-0.13,-0.02,78.74,16.52,0.01
2.1,0.09,0.1,0.02,224.4,17.18,-0.01
2.25,0.22,0.03,0.04,263.18,15.16,-0.01
2.4,0.18,0.4,0.05,204.31,13.18,-0.02
2.55,-0.21,0.35,0.03,149.43,12.88,-0.01
2.7,-0.21,0.7,0.09,163.21,13.58,-0.03
2.85,-0.89,1.35,0.15,146.84,14.54,-0.05
3.0,-2.11,1.29,0.21,121.46,16.62,-0.08
3.15,-2.3,0.88,0.23,110.99,21.89,-0.08
3.3,-1.88,0.68,0.23,109.87,21.3,-0.08
3.45,-1.64,1.0,0.13,121.37,20.83,-0.05
3.6,-1.59,1.04,-0.13,123.04,24.39,0.05
3.75,-1.78,1.05,-0.15,120.64,22.42,0.05
3.9,-1.67,1.74,-0.21,136.28,24.84,0.07
4.05,-1.22,1.89,-0.27,147.13,28.25,0.09
4.2,-1.34,1.88,-0.28,144.58,41.3,0.1
4.35,-1.8,1.95,-0.27,137.3,46.53,0.09
4.5,-2.22,2.11,-0.23,133.6,43.53,0.08
4.65,-2.44,2.72,-0.21,138.1,35.99,0.07
4.8,-3.7,3.21,-0.14,130.89,35.25,0.05
4.95,-4.32,3.28,-0.03,127.16,36.06,0.01
5.1,-4.64,4.03,0.19,130.99,40.54,-0.07
5.25,-4.63,4.93,0.23,136.79,40.76,-0.08
5.4,-5.11,4.87,0.23,133.63,39.97,-0.08
5.55,-5.1,4.37,0.23,130.56,38.68,-0.08
5.7,-4.86,4.41,0.24,132.22,35.11,-0.08
5.85,-4.65,4.69,0.03,135.28,34.05,-0.01
6.0,-4.63,4.89,-0.14,136.57,31.58,0.05
6.15,-3.87,4.44,-0.24,138.96,29.73,0.09
6.3,-3.1,3.6,-0.3,139.3,26.43,0.11
6.45,-2.4,2.7,-0.28,138.42,29.07,0.1
6.6,-1.92,2.2,-0.25,138.85,29.81,0.09
6.75,-1.59,1.33,-0.02,129.82,29.49,0.01
6.9,-1.27,1.38,0.18,137.41,30.18,-0.06
7.05,-1.64,1.25,0.27,127.23,29.22,-0.1
7.2,-2.98,2.39,0.27,128.69,27.62,-0.09
7.35,-3.33,2.76,0.3,129.73,20.48,-0.11
7.5,-3.09,2.82,0.11,132.33,33.32,-0.04
7.65,-2.71,2.59,-0.05,133.78,32.85,0.02
7.8,-2.57,2.75,-0.11,136.93,26.91,0.04
7.95,-2.47,2.41,-0.12,134.28,26.99,0.04
8.1,-2.57,2.66,-0.15,135.98,26.95,0.05
8.25,-2.61,4.07,-0.17,147.36,22.87,0.06
8.4,-3.35,5.16,-0.16,147.01,17.9,0.06
8.55,-3.41,5.36,-0.17,147.54,13.37,0.06
8.7,-3.59,5.23,-0.12,145.56,8.14,0.04
8.85,-3.32,4.66,-0.12,144.55,8.39,0.04
9.0,-4.3,4.28,-0.03,134.84,13.66,0.01
9.15,-4.65,3.27,-0.12,125.15,15.51,0.04
9.3,-4.64,2.05,-0.17,113.86,17.27,0.06
9.45,-5.1,1.4,-0.17,105.29,15.64,0.06
9.6,-5.75,2.7,-0.21,115.13,9.16,0.07
9.75,-5.58,4.55,-0.21,129.18,5.86,0.07
9.9,-5.11,4.89,-0.1,133.71,6.17,0.03
10.05,-4.61,3.4,0.02,126.42,7.83,-0.01
10.2,-2.44,2.54,0.03,136.22,7.76,-0.01
10.35,-1.92,0.84,-0.15,113.67,4.67,0.05
10.5,-1.66,4.81,0.05,160.97,0.39,-0.02
10.65,-1.36,4.07,0.08,161.53,-0.72,-0.03
10.8,3.17,3.11,0.26,225.52,0.16,-0.09
10.95,0.4,1.01,0.35,201.41,-0.62,-0.12
11.1,-3.04,3.45,0.27,138.62,-0.22,-0.09
11.25,-4.93,5.28,0.35,136.96,-0.23,-0.12
11.4,-4.96,4.85,0.32,134.36,2.28,-0.11
11.55,-4.06,2.35,0.57,120.03,-3.18,-0.2
11.7,-1.12,-0.28,1.43,76.11,-4.75,-0.5
