Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-5.53,3.45,1.2,122.01,-14.54,-0.42
1.65,1.76,2.09,0.24,220.16,-4.9,-0.08
1.8,0.24,0.36,0.14,213.26,18.48,-0.05
1.95,0.26,-0.01,0.14,272.65,19.01,-0.05
2.1,-0.14,-0.43,0.11,18.45,19.26,-0.04
2.25,0.08,-0.47,0.06,350.48,16.64,-0.02
2.4,0.19,-0.05,0.06,285.37,14.72,-0.02
2.55,0.4,0.1,0.04,256.01,15.64,-0.01
2.7,0.4,0.29,0.05,233.56,15.5,-0.02
2.85,0.33,-0.8,-0.13,337.88,33.38,0.04
3.0,0.09,-0.59,-0.26,351.41,23.89,0.09
3.15,-0.29,-0.36,-0.26,38.7,30.81,0.09
3.3,-0.72,0.63,-0.25,130.94,33.53,0.09
3.45,-1.98,1.07,-0.26,118.44,33.57,0.09
3.6,-2.35,1.44,-0.3,121.54,33.69,0.11
3.75,-2.21,1.52,-0.25,124.49,32.43,0.09
3.9,-1.83,2.0,-0.17,137.54,31.77,0.06
4.05,-1.26,2.17,-0.15,149.93,47.81,0.05
4.2,-0.83,2.77,-0.35,163.24,50.38,0.12
4.35,-0.87,3.04,-0.34,164.03,51.45,0.12
4.5,-1.15,3.37,-0.23,161.1,41.86,0.08
4.65,-1.12,3.66,-0.05,162.96,31.51,0.02
4.8,-1.6,3.99,-0.14,158.2,31.85,0.05
4.95,-1.71,4.42,-0.25,158.82,43.91,0.09
5.1,-1.8,4.6,-0.25,158.58,46.74,0.09
5.25,-1.48,4.65,-0.25,162.39,48.11,0.09
5.4,-1.35,4.36,-0.25,162.77,44.62,0.09
5.55,-1.14,4.19,-0.19,164.74,30.0,0.07
5.7,-1.37,2.95,-0.17,155.17,27.56,0.06
5.85,-1.86,2.65,-0.21,144.94,30.3,0.07
6.0,-2.42,2.43,-0.22,135.11,43.08,0.08
6.15,-2.44,2.4,-0.22,134.6,43.15,0.08
6.3,-2.15,1.87,-0.12,131.05,45.8,0.04
6.45,-0.75,0.61,-0.07,129.32,44.25,0.02
6.6,-0.57,-1.66,-0.0,19.04,31.33,0.0
6.75,-0.62,-2.07,0.2,16.71,25.73,-0.07
6.9,-0.72,-2.13,0.23,18.73,25.85,-0.08
7.05,-1.13,-2.24,0.21,26.65,33.63,-0.07
7.2,-3.0,-1.69,0.22,60.55,35.94,-0.08
7.35,-3.44,-1.45,0.21,67.16,32.56,-0.07
7.5,-3.55,-1.39,0.21,68.58,26.49,-0.07
7.65,-3.6,-1.47,0.13,67.86,25.24,-0.05
7.8,-3.61,-0.79,0.01,77.58,30.97,-0.0
7.95,-3.16,0.08,-0.01,91.37,30.85,0.0
8.1,-3.05,0.64,-0.04,101.89,34.18,0.01
8.25,-2.85,1.47,-0.18,117.3,28.38,0.06
8.4,-2.7,1.54,-0.18,119.62,29.04,0.07
8.55,-2.83,2.56,-0.05,132.18,20.59,0.02
8.7,-3.14,2.97,0.11,133.44,18.74,-0.04
8.85,-3.23,2.71,0.3,130.03,16.95,-0.11
9.0,-3.38,2.74,0.36,129.05,16.42,-0.13
9.15,-3.15,1.67,0.36,117.86,17.14,-0.13
9.3,-2.46,0.91,0.41,110.28,18.28,-0.14
9.45,-1.86,0.54,0.4,106.07,18.37,-0.14
9.6,-5.23,1.28,0.53,103.74,18.3,-0.19
9.75,-5.64,1.61,0.55,105.93,18.79,-0.19
9.9,-4.52,0.98,0.51,102.22,17.09,-0.18
10.05,-4.48,0.47,0.44,96.01,15.44,-0.16
10.2,-4.81,1.09,0.46,102.75,14.39,-0.16
10.35,-5.07,2.15,0.44,112.99,13.3,-0.15
10.5,-3.84,2.53,0.48,123.32,6.66,-0.17
10.65,-3.37,2.06,0.36,121.49,5.55,-0.13
10.8,-2.68,1.2,0.08,114.01,1.19,-0.03
10.95,-4.06,0.59,0.5,98.3,-2.37,-0.17
11.1,-0.77,0.69,0.41,132.08,-4.2,-0.14
11.25,-5.59,1.45,0.25,104.57,-1.41,-0.09
11.4,0.84,1.85,0.27,204.29,-0.68,-0.09
11.55,-6.77,3.73,0.34,118.89,-0.98,-0.12
11.7,-6.08,2.92,0.21,115.67,-3.66,-0.08
11.85,-3.09,3.57,0.2,139.2,-4.0,-0.07
12.0,-2.23,2.19,0.16,134.53,-5.49,-0.06
12.15,0.07,3.15,0.3,181.22,-7.9,-0.11
12.3,-6.79,3.83,0.11,119.4,-8.21,-0.04
12.45,-6.05,2.06,0.43,108.8,-10.1,-0.15
12.6,-5.88,0.87,-0.24,98.45,-9.06,0.08
12.75,-4.72,1.19,-0.39,104.15,-8.59,0.14
12.9,-2.48,0.44,0.12,100.08,3.9,-0.04
13.05,-2.43,-0.34,0.08,81.99,4.12,-0.03
13.2,-4.62,-1.82,0.21,68.53,-4.12,-0.07
13.35,-4.48,-2.64,0.04,59.46,-6.01,-0.01
13.5,-4.06,-3.08,-0.1,52.88,-3.22,0.04
13.65,-2.19,-3.64,-0.25,31.07,-2.2,0.09
13.8,-1.92,-3.48,-0.31,28.85,-4.46,0.11
13.95,-1.36,-3.6,-0.27,20.71,-4.93,0.1
14.1,-1.83,-2.6,-0.2,35.21,-9.9,0.07
14.25,-7.69,-3.29,-0.34,66.81,-8.9,0.12
14.4,-8.21,-3.47,0.38,67.11,-8.2,-0.13
14.55,-1.24,-3.75,0.22,18.29,-5.47,-0.08
14.7,0.68,-5.04,0.29,352.38,-2.71,-0.1
14.85,-2.05,-2.88,0.23,35.4,0.18,-0.08
15.0,-5.19,-0.39,0.2,85.67,-3.79,-0.07
15.15,-6.63,1.69,0.19,104.28,-8.28,-0.07
15.3,-7.57,2.07,0.21,105.31,-8.64,-0.07
15.45,-8.14,1.38,0.24,99.63,-4.69,-0.09
15.6,-7.22,7.3,0.22,135.35,-3.98,-0.08
