Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
8.4,-4.26,2.86,0.06,123.89,17.55,-0.02
8.55,-4.13,3.2,-0.02,127.83,12.46,0.01
8.7,-2.51,1.91,-0.03,127.32,7.82,0.01
8.85,-1.37,1.94,0.13,144.69,9.44,-0.05
9.0,-2.65,2.88,0.2,137.42,10.24,-0.07
9.15,-2.92,3.4,0.16,139.34,13.71,-0.06
9.3,-3.18,2.84,0.1,131.78,13.0,-0.04
9.45,-2.96,1.92,0.02,122.88,6.55,-0.01
9.6,-3.42,3.7,0.09,137.22,1.44,-0.03
9.75,-3.31,3.48,0.22,136.42,1.26,-0.08
9.9,-3.02,3.12,0.17,135.92,5.94,-0.06
10.05,-1.12,2.11,0.17,152.03,7.28,-0.06
10.2,-0.83,2.38,0.16,160.83,7.67,-0.06
10.35,-0.05,0.65,0.13,175.72,7.27,-0.05
10.5,-2.07,3.31,0.19,148.02,6.07,-0.07
10.65,-0.6,3.1,0.24,169.06,6.63,-0.09
10.8,-2.28,2.8,0.26,140.78,8.44,-0.09
10.95,-2.75,2.75,0.26,134.93,8.25,-0.09
11.1,-2.61,1.95,0.39,126.84,1.11,-0.14
11.25,-4.57,2.22,0.43,115.9,-1.96,-0.15
11.4,-4.56,1.7,0.36,110.49,-3.49,-0.13
11.55,-5.52,2.74,0.29,116.36,-3.86,-0.1
11.7,-4.39,3.02,0.31,124.52,-3.7,-0.11
11.85,-3.53,2.72,0.43,127.63,-5.6,-0.15
12.0,-4.16,2.0,0.39,115.69,-6.86,-0.14
12.15,-4.91,1.96,0.65,111.71,-9.05,-0.23
12.3,-5.24,2.52,0.39,115.73,-7.32,-0.14
12.45,-4.36,1.91,0.15,113.59,-8.01,-0.05
12.6,-4.27,0.74,0.33,99.81,-6.79,-0.11
12.75,-3.27,0.25,0.34,94.44,-4.51,-0.12
12.9,-0.33,0.63,0.18,152.34,2.26,-0.06
13.05,0.07,0.98,0.18,183.9,2.56,-0.07
13.2,-3.3,1.73,0.18,117.64,-5.69,-0.06
13.35,-3.92,0.11,1.53,91.56,-8.64,-0.54
13.5,-3.63,-1.49,0.25,67.63,-9.42,-0.09
13.65,-5.36,-5.53,0.38,44.12,-9.46,-0.13
13.8,-6.32,-2.07,0.36,71.84,-4.88,-0.13
13.95,-5.89,-5.89,0.33,44.96,-4.43,-0.12
14.1,-5.97,-3.35,0.33,60.69,-4.59,-0.12
14.25,-6.15,-3.57,0.27,59.84,-8.07,-0.09
14.4,-6.44,-4.09,0.38,57.58,-8.39,-0.13
14.55,-5.55,-4.55,0.32,50.65,-10.64,-0.11
14.7,-2.97,-4.39,0.08,34.1,-6.96,-0.03
14.85,-3.86,-2.95,0.27,52.66,0.22,-0.1
15.0,-5.24,-2.67,0.28,63.01,-0.29,-0.1
15.15,-6.49,-2.56,-0.05,68.49,-12.04,0.02
15.3,-7.39,-2.44,-0.05,71.75,-11.96,0.02
15.45,-7.88,-0.2,0.9,88.54,-11.89,-0.32
15.6,-7.57,2.29,0.45,106.85,-6.87,-0.16
15.75,-7.24,3.77,1.09,117.5,-11.13,-0.38
15.9,-6.21,3.28,1.63,117.88,-12.53,-0.58
16.05,-5.74,1.79,0.72,107.28,-13.56,-0.25
16.2,-2.81,1.07,0.18,110.81,-3.68,-0.06
16.35,-1.79,1.25,0.1,124.92,-0.05,-0.03
16.5,-0.86,3.73,-0.28,166.99,3.64,0.1
16.65,-1.25,3.67,-0.34,161.26,5.96,0.12
16.8,-2.86,0.96,-0.4,108.56,3.98,0.14
16.95,-4.86,-2.65,-0.38,61.41,-2.04,0.13
17.1,-5.19,-3.68,-0.27,54.63,-3.66,0.1
17.25,-4.72,-5.28,-0.23,41.83,-0.13,0.08
17.4,-5.34,-4.88,-0.08,47.56,1.33,0.03
17.55,-8.05,-3.54,0.08,66.29,4.91,-0.03
17.7,-3.95,-2.46,0.1,58.08,4.93,-0.04
17.85,-13.08,-2.05,-0.12,81.1,8.0,0.04
18.0,-13.64,-1.35,-0.17,84.36,8.04,0.06
18.15,-6.08,-0.72,-0.24,83.21,9.95,0.08
18.3,-11.91,-1.85,-0.25,81.16,9.61,0.09
18.45,-11.09,0.22,-0.27,91.13,9.45,0.1
18.6,-6.45,-2.19,-0.31,71.26,5.81,0.11
18.75,-14.32,-2.08,-0.29,81.76,3.16,0.1
18.9,-3.87,-0.89,-0.31,77.06,0.48,0.11
19.05,-2.38,-2.19,-0.38,47.31,0.2,0.13
19.2,-1.49,-4.68,-0.46,17.67,3.23,0.16
19.35,-1.01,-0.34,-0.38,71.21,3.78,0.13
19.5,-5.58,-0.7,-0.29,82.88,-0.46,0.1
19.65,-2.07,0.21,-0.26,95.89,-1.99,0.09
19.8,-1.6,2.53,-0.24,147.73,-6.34,0.08
19.95,-1.04,1.76,0.12,149.46,-6.99,-0.04
20.1,0.31,1.87,0.33,189.43,-6.73,-0.12
20.25,1.08,1.24,0.46,221.07,4.75,-0.16
20.4,-2.43,1.73,0.46,125.41,4.79,-0.16
20.55,-4.42,2.3,0.46,117.52,-6.76,-0.16
20.7,-4.65,3.31,0.59,125.49,-7.36,-0.21
20.85,-2.86,-1.41,0.73,63.78,-6.71,-0.26
21.0,-2.97,-1.87,0.75,57.74,-8.76,-0.26
21.15,-3.44,-1.98,0.74,60.05,-10.22,-0.26
21.3,-4.14,0.89,0.76,102.1,-11.68,-0.27
21.45,-3.97,8.84,0.89,155.84,-11.77,-0.31
21.6,-3.88,2.76,0.54,125.43,-8.79,-0.19
21.75,-3.4,-1.85,0.58,61.47,4.26,-0.2
21.9,-3.45,-2.14,0.54,58.17,4.79,-0.19
22.05,-5.53,5.63,0.31,135.53,0.31,-0.11
22.2,-5.53,4.75,0.27,130.66,-3.54,-0.1
22.35,-4.85,1.82,-0.03,110.53,-9.8,0.01
22.5,-5.28,-0.88,-0.4,80.55,-5.57,0.14
22.65,-6.29,-4.6,-0.45,53.83,-6.1,0.16
22.8,-7.21,-6.28,-0.72,48.91,-11.04,0.25
22.95,-13.29,-0.16,-0.72,89.32,-13.22,0.25
23.1,-8.98,-0.41,-1.0,87.35,-12.53,0.35
23.25,-0.61,3.63,-1.2,170.39,-13.71,0.42
23.4,-2.07,-0.38,0.24,79.5,-14.54,-0.08
23.55,-2.19,-4.84,-0.36,24.38,-11.3,0.13
23.7,-7.04,-4.84,-0.29,55.51,-11.99,0.1
23.85,-2.07,-0.69,-0.48,71.57,-10.67,0.17
24.0,-5.63,-0.69,-0.48,83.0,-13.58,0.17
24.15,-6.22,5.53,0.96,131.63,-14.54,-0.34
24.3,-6.22,4.55,0.96,126.21,-14.54,-0.34
24.45,-1.91,4.55,0.24,157.24,-13.49,-0.08
24.6,-1.95,4.54,0.24,156.79,-13.48,-0.08
24.75,-1.66,4.57,-0.48,160.08,-13.42,0.17
24.9,-1.73,4.74,-0.48,159.93,-13.44,0.17
25.05,-6.22,4.94,0.96,128.44,-14.54,-0.34
25.2,-6.22,0.69,0.96,96.34,-14.54,-0.34
25.35,-6.22,0.57,0.96,95.21,-14.54,-0.34
