Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
7.35,-1.49,2.1,-0.12,144.79,25.69,0.04
7.5,-1.67,2.19,0.02,142.62,24.88,-0.01
7.65,-1.41,1.71,0.1,140.44,37.05,-0.03
7.8,-1.68,1.42,0.1,130.15,37.55,-0.03
7.95,-1.77,1.79,0.19,135.31,42.49,-0.07
8.1,-1.97,1.98,0.18,135.18,22.51,-0.06
8.25,-1.95,2.27,0.22,139.33,19.03,-0.08
8.4,-2.14,3.19,0.27,146.17,17.96,-0.1
8.55,-1.46,3.92,0.26,159.55,16.9,-0.09
8.7,-1.91,3.92,0.19,153.97,24.81,-0.07
8.85,-2.11,3.19,0.14,146.45,23.86,-0.05
9.0,-2.04,2.15,0.16,136.46,14.01,-0.06
9.15,-1.89,1.76,0.14,132.96,13.2,-0.05
9.3,-2.19,1.44,0.11,123.29,6.52,-0.04
9.45,-2.21,0.72,0.08,108.16,4.78,-0.03
9.6,-1.76,1.58,0.08,132.03,2.6,-0.03
9.75,-2.18,1.45,0.16,123.61,1.85,-0.06
9.9,-2.11,1.39,0.17,123.37,2.39,-0.06
10.05,-0.97,1.0,0.16,135.77,5.96,-0.06
10.2,0.22,0.92,0.13,193.62,5.8,-0.04
10.35,0.37,1.44,-0.35,194.51,0.66,0.12
10.5,-0.01,0.87,-0.26,179.05,-0.99,0.09
10.65,0.46,0.98,0.07,205.19,0.67,-0.02
10.8,-0.96,0.94,0.08,134.41,0.74,-0.03
10.95,-1.46,0.86,0.06,120.58,-3.29,-0.02
11.1,-1.62,1.72,0.16,136.8,-6.29,-0.06
11.25,-2.31,2.31,0.29,135.0,-5.72,-0.1
11.4,-2.8,4.54,0.05,148.37,-4.47,-0.02
11.55,-3.2,1.52,0.04,115.31,-3.37,-0.01
11.7,-2.09,0.46,0.08,102.46,-6.27,-0.03
11.85,-2.07,0.89,0.41,113.34,-10.43,-0.15
12.0,-2.26,0.79,0.29,109.33,-9.81,-0.1
12.15,-3.39,0.4,0.36,96.78,-10.8,-0.13
12.3,-1.83,-6.2,0.18,16.44,-10.56,-0.06
12.45,-1.05,-7.97,1.68,7.5,-14.54,-0.59
12.6,-0.75,-7.05,1.68,6.08,-14.54,-0.59
12.75,-1.05,-0.13,-0.05,83.2,-7.7,0.02
12.9,-0.04,0.81,0.02,177.34,1.15,-0.01
13.05,-0.17,1.12,0.02,171.43,0.86,-0.01
13.2,-1.13,-1.14,-0.05,44.72,-6.98,0.02
13.35,-2.29,-2.35,-0.16,44.24,-8.81,0.06
13.5,-3.34,-3.01,-0.07,47.91,-7.23,0.03
13.65,-3.99,-4.88,-0.17,39.24,-5.0,0.06
13.8,-3.04,-5.21,-0.1,30.3,-5.62,0.03
13.95,-2.53,-5.44,-0.02,25.0,-9.26,0.01
14.1,-1.76,-4.83,-0.24,20.03,-12.37,0.09
14.25,-2.02,-1.95,-0.61,45.97,-11.35,0.21
14.4,-2.46,-1.71,0.06,55.2,-8.85,-0.02
14.55,-4.02,-4.13,0.09,44.23,-5.84,-0.03
14.7,-2.58,-3.0,0.28,40.67,-2.66,-0.1
14.85,-3.3,-2.08,0.19,57.75,-0.89,-0.07
15.0,-3.88,-0.15,0.12,87.83,-2.03,-0.04
15.15,-5.63,2.01,0.24,109.68,-10.62,-0.08
15.3,-3.11,2.72,0.24,131.12,-10.64,-0.08
15.45,-4.36,-0.82,0.17,79.32,-4.12,-0.06
15.6,-3.74,-0.0,0.15,90.0,-4.19,-0.05
15.75,-7.59,7.37,0.44,134.16,-12.61,-0.15
15.9,-7.3,7.32,0.24,135.07,-13.45,-0.08
16.05,-1.63,7.9,0.06,168.33,-11.51,-0.02
16.2,-3.53,6.31,0.17,150.76,-6.86,-0.06
16.35,-0.68,4.31,0.14,171.09,-6.55,-0.05
16.5,-0.53,8.35,0.12,176.36,-5.56,-0.04
16.65,-1.8,3.27,0.06,151.22,9.91,-0.02
16.8,-2.96,1.03,0.13,109.17,-2.2,-0.05
16.95,-4.81,-0.11,0.12,88.66,9.05,-0.04
17.1,-8.68,-0.94,0.19,83.81,-3.38,-0.07
17.25,-9.56,2.71,0.03,105.84,6.25,-0.01
17.4,-6.53,-0.38,0.09,86.68,7.15,-0.03
17.55,-6.89,1.48,0.14,102.12,7.76,-0.05
17.7,-7.3,1.44,0.14,101.19,7.4,-0.05
17.85,-7.91,1.67,0.15,101.92,8.68,-0.05
18.0,-8.32,1.28,0.22,98.74,7.91,-0.08
18.15,-8.6,4.64,0.2,118.36,6.41,-0.07
18.3,-8.43,9.71,0.15,139.03,0.1,-0.05
18.45,-4.14,9.63,0.08,156.74,-0.4,-0.03
18.6,-3.67,9.77,0.09,159.39,-2.75,-0.03
18.75,-6.29,8.47,0.06,143.41,-3.89,-0.02
18.9,-5.29,9.05,-0.1,149.72,-4.18,0.03
19.05,-4.44,5.92,-0.19,143.11,-0.47,0.07
19.2,-2.5,2.74,-0.26,137.63,6.32,0.09
19.35,-2.57,1.01,-0.26,111.46,7.09,0.09
19.5,-2.18,0.82,-0.24,110.56,6.14,0.09
19.65,-2.38,0.8,0.08,108.61,-3.63,-0.03
19.8,-3.38,0.98,0.15,106.19,-3.55,-0.05
19.95,-4.16,0.66,0.15,98.95,-2.79,-0.05
20.1,-4.45,-1.21,-0.24,74.84,-3.09,0.08
20.25,-4.48,-2.37,-0.68,62.16,1.83,0.24
20.4,-4.07,-1.96,-0.68,64.32,1.86,0.24
20.55,-2.49,-0.92,-0.14,69.76,-6.47,0.05
20.7,-3.12,4.23,-0.33,143.63,-8.23,0.12
20.85,-2.37,2.97,-0.57,141.33,-7.46,0.2
21.0,-3.3,2.34,-0.62,125.34,-6.73,0.22
21.15,-4.34,3.36,-0.68,127.75,-4.32,0.24
21.3,-5.28,-0.31,-0.59,86.6,-7.8,0.21
21.45,-4.1,-1.93,-0.69,64.74,-6.28,0.24
21.6,-3.78,0.39,-0.64,95.94,-6.13,0.23
21.75,-2.82,7.51,-0.46,159.43,-3.8,0.16
21.9,-3.82,8.66,-0.35,156.19,-0.81,0.12
22.05,-3.37,1.53,-0.25,114.39,-3.44,0.09
22.2,-2.81,5.53,-0.29,153.06,-7.53,0.1
22.35,-4.13,4.84,-0.28,139.49,-12.62,0.1
22.5,-3.41,5.53,1.2,148.31,-14.54,-0.42
22.65,-3.79,-3.46,-0.24,47.6,-12.91,0.08
22.8,-3.86,5.53,-0.24,145.04,-10.08,0.09
22.95,-4.07,6.85,-0.17,149.31,-10.39,0.06
23.1,-4.42,-1.3,0.24,73.57,-13.19,-0.08
23.25,-3.72,-1.38,1.2,69.64,-14.54,-0.42
23.4,-4.39,8.4,0.69,152.44,-13.5,-0.25
23.55,-4.29,4.84,0.29,138.45,-11.14,-0.1
23.7,-4.38,-0.1,0.21,88.72,-8.82,-0.07
23.85,-4.18,8.59,0.2,154.06,-10.91,-0.07
24.0,-3.89,0.62,0.28,99.05,-11.68,-0.1
24.15,-3.96,8.42,0.38,154.82,-9.59,-0.14
24.3,-7.24,1.39,0.54,100.88,-7.47,-0.19
24.45,-7.21,-0.05,0.62,89.63,-8.16,-0.22
24.6,-3.12,0.43,0.63,97.84,-6.49,-0.22
24.75,-3.07,0.17,0.3,93.15,-10.4,-0.1
24.9,-3.24,-0.83,0.18,75.61,-8.52,-0.06
25.05,-2.92,0.0,0.18,90.0,-11.78,-0.06
25.2,-3.03,0.0,0.48,90.0,-13.73,-0.17
25.35,-3.25,-1.48,0.48,65.44,-13.71,-0.17
