Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
15.75,-9.0,3.19,0.33,109.49,9.17,-0.12
15.9,-9.01,2.29,0.42,104.27,-9.37,-0.15
16.05,-0.69,-1.43,0.4,25.78,-9.25,-0.14
16.2,-5.56,-0.9,0.56,80.85,-0.24,-0.2
16.35,-1.05,-0.58,0.61,60.87,1.9,-0.21
16.5,-0.98,2.49,0.56,158.4,2.53,-0.2
16.65,-4.7,4.73,0.53,135.18,2.82,-0.19
16.8,-6.02,3.25,0.57,118.37,0.87,-0.2
16.95,-6.14,-0.35,0.5,86.7,-2.34,-0.18
17.1,0.69,-1.53,0.4,335.73,-2.4,-0.14
17.25,0.63,-2.58,0.28,346.28,4.43,-0.1
17.4,0.46,-3.21,0.29,351.85,7.95,-0.1
17.55,-5.66,-2.61,0.31,65.28,7.69,-0.11
17.7,-1.63,-0.96,0.26,59.55,7.77,-0.09
17.85,0.45,1.09,0.13,202.42,5.73,-0.05
18.0,-0.14,2.31,0.18,176.46,6.3,-0.06
18.15,-5.29,4.03,0.15,127.27,3.96,-0.05
18.3,-1.14,7.6,0.1,171.5,0.72,-0.04
18.45,-0.87,8.19,0.09,173.93,0.34,-0.03
18.6,0.39,9.56,0.06,182.34,1.04,-0.02
18.75,-6.22,10.39,0.04,149.09,0.59,-0.01
18.9,-6.91,4.69,-0.12,124.19,-5.73,0.04
19.05,-6.98,1.72,-0.15,103.85,-6.24,0.05
19.2,-4.01,1.31,-0.21,108.07,-3.52,0.07
19.35,-2.82,1.06,-0.25,110.64,-0.51,0.09
19.5,-3.8,1.25,-0.23,108.18,-2.32,0.08
19.65,-2.95,0.68,-0.15,103.01,-0.79,0.05
19.8,-1.43,0.21,-0.19,98.26,-0.23,0.07
19.95,0.95,0.33,-0.2,250.96,-0.38,0.07
20.1,4.72,0.86,-0.27,259.62,0.95,0.1
20.25,7.72,1.74,-0.33,257.3,2.66,0.12
20.4,6.43,1.32,-0.33,258.38,2.65,0.12
20.55,4.23,2.98,0.02,234.85,-5.22,-0.01
20.7,-0.49,3.8,1.44,172.61,-13.59,-0.51
20.85,0.02,6.25,0.68,180.17,-12.14,-0.24
21.0,0.8,1.27,-0.08,212.13,-10.7,0.03
21.15,0.97,1.28,0.0,217.38,-9.84,-0.0
21.3,0.83,9.67,0.33,184.9,-8.05,-0.12
21.45,-4.84,5.53,0.29,138.81,-7.89,-0.1
21.6,-3.43,9.06,0.32,159.28,-5.03,-0.11
21.75,0.7,11.17,0.25,183.57,-0.72,-0.09
21.9,5.15,13.71,0.37,200.6,0.4,-0.13
22.05,-1.39,13.51,0.5,174.13,-2.28,-0.18
22.2,-0.08,13.93,0.52,179.66,-8.04,-0.18
22.35,0.86,11.05,0.22,184.47,-9.25,-0.08
22.5,1.05,11.05,0.18,185.43,-7.87,-0.06
22.65,0.58,6.68,0.28,184.92,-6.68,-0.1
22.8,4.27,6.68,0.17,212.55,-4.54,-0.06
22.95,0.69,6.76,0.15,185.84,-6.59,-0.05
23.1,4.26,7.82,-0.08,208.57,-9.7,0.03
23.25,-4.98,10.6,-0.0,154.84,-11.11,0.0
23.4,-4.42,11.98,0.24,159.72,-12.87,-0.08
23.55,-7.35,11.71,0.0,147.89,-13.3,-0.0
23.7,-7.04,7.57,1.44,137.06,-14.54,-0.51
23.85,-2.76,0.6,0.24,102.35,-13.78,-0.08
24.0,-2.76,6.22,0.24,156.04,-13.79,-0.08
24.15,-2.76,3.15,1.68,138.74,-14.54,-0.59
24.3,2.9,3.22,1.68,221.94,-14.54,-0.59
24.45,4.9,5.35,0.24,222.45,-13.62,-0.08
24.6,-5.53,6.46,0.24,139.44,-13.38,-0.08
24.75,0.69,10.78,1.68,183.67,-14.54,-0.59
24.9,-2.07,10.47,0.91,168.81,-11.61,-0.32
25.05,-2.07,7.57,1.68,164.7,-14.54,-0.59
25.2,-2.07,10.36,0.96,168.69,-13.51,-0.34
25.35,4.72,1.97,0.96,247.36,-13.43,-0.34
