Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,5.53,-3.3,1.44,300.82,-14.54,-0.51
1.65,0.31,-1.0,-0.11,342.95,-4.33,0.04
1.8,0.36,0.77,0.12,204.93,12.22,-0.04
1.95,0.35,1.02,0.11,198.72,16.07,-0.04
2.1,0.17,0.78,0.01,192.14,16.62,-0.0
2.25,0.22,0.83,0.01,194.69,18.35,-0.0
2.4,0.37,0.68,0.05,208.78,18.9,-0.02
2.55,0.55,0.76,0.19,216.04,18.92,-0.07
2.7,0.47,0.4,-0.16,229.21,18.52,0.06
2.85,0.07,0.83,-0.18,184.63,22.51,0.06
3.0,-0.08,0.94,-0.14,175.12,24.93,0.05
3.15,0.34,1.02,-0.16,198.47,24.76,0.06
3.3,0.49,0.95,0.02,207.53,22.32,-0.01
3.45,0.77,0.57,-0.03,233.5,22.08,0.01
3.6,0.74,0.29,0.14,248.51,22.87,-0.05
3.75,-0.62,-0.39,0.23,58.02,20.59,-0.08
3.9,-1.05,-0.21,0.17,78.84,27.78,-0.06
4.05,-1.75,0.3,0.27,99.58,37.08,-0.1
4.2,-1.64,1.13,0.31,124.72,44.23,-0.11
4.35,-1.63,1.58,0.35,134.04,46.83,-0.12
4.5,-1.42,1.12,0.55,128.22,47.84,-0.19
4.65,-1.68,0.6,0.59,109.66,45.42,-0.21
4.8,-1.63,0.4,0.55,103.72,35.16,-0.2
4.95,-2.69,0.82,0.62,106.91,34.34,-0.22
5.1,-3.06,0.98,0.78,107.72,30.65,-0.28
5.25,-2.96,1.19,0.77,111.93,37.88,-0.27
5.4,-2.86,0.77,0.87,105.01,48.41,-0.31
5.55,-1.98,-0.12,0.9,86.39,55.55,-0.32
5.7,-2.04,-0.6,0.97,73.48,58.05,-0.34
5.85,-2.95,-0.67,1.0,77.15,43.37,-0.35
6.0,-3.52,-1.45,1.16,67.52,35.88,-0.41
6.15,-3.44,-1.63,1.27,64.69,37.21,-0.45
6.3,-2.55,-1.95,1.33,52.56,44.91,-0.47
6.45,-2.36,-2.09,1.28,48.51,45.69,-0.45
6.6,-1.97,-2.52,1.15,37.97,40.83,-0.41
6.75,-1.14,-3.68,0.86,17.15,33.81,-0.3
6.9,-1.42,-3.94,0.64,19.86,34.84,-0.23
7.05,-1.65,-3.91,0.83,22.83,34.48,-0.29
7.2,-2.85,-3.53,0.91,38.94,33.21,-0.32
7.35,-3.17,-3.14,1.15,45.32,29.74,-0.41
7.5,-2.47,-2.63,1.31,43.23,29.66,-0.46
7.65,-1.74,-1.96,1.38,41.57,28.22,-0.49
7.8,-0.72,-1.54,1.22,25.01,29.5,-0.43
7.95,-0.75,-1.01,0.77,36.74,34.14,-0.27
8.1,-0.99,-0.74,0.72,53.13,33.62,-0.26
8.25,-1.1,0.76,0.62,124.51,31.21,-0.22
8.4,-1.57,0.89,0.5,119.48,25.55,-0.18
8.55,-1.9,1.4,0.46,126.39,18.0,-0.16
8.7,-1.97,1.56,0.49,128.29,16.78,-0.17
8.85,-1.82,1.5,0.49,129.35,17.07,-0.17
9.0,-1.53,1.7,0.46,138.02,22.33,-0.16
9.15,-1.63,1.66,0.56,135.5,22.04,-0.2
9.3,-1.71,1.77,0.56,135.98,21.75,-0.2
9.45,-2.73,1.39,0.61,116.87,22.02,-0.22
9.6,-3.28,2.43,0.65,126.52,18.24,-0.23
9.75,-3.44,2.46,0.62,125.52,9.66,-0.22
9.9,-2.71,2.12,0.63,128.06,2.63,-0.22
10.05,0.12,0.45,0.62,195.39,2.42,-0.22
10.2,-0.75,1.42,0.49,152.11,10.39,-0.17
10.35,-0.78,3.1,0.46,165.88,12.84,-0.16
10.5,-1.92,4.39,0.47,156.37,10.4,-0.16
10.65,-3.39,4.71,0.47,144.3,7.47,-0.17
10.8,-3.56,4.32,0.36,140.5,6.94,-0.13
10.95,-3.42,3.92,0.37,138.89,11.6,-0.13
11.1,-2.32,4.17,0.38,150.87,11.37,-0.14
11.25,-2.66,3.83,0.35,145.26,-3.24,-0.12
11.4,-2.32,3.93,0.57,149.48,-4.26,-0.2
11.55,-2.34,4.89,0.11,154.41,-5.6,-0.04
11.7,-2.36,3.77,0.23,147.93,-4.91,-0.08
11.85,-1.95,1.52,0.26,127.89,-4.99,-0.09
12.0,-2.71,-0.01,0.32,89.87,-5.28,-0.11
12.15,-2.81,3.31,0.24,139.66,-4.15,-0.09
12.3,-3.4,4.36,0.24,142.05,-2.45,-0.08
12.45,-4.17,3.83,0.22,132.57,-2.93,-0.08
12.6,-4.18,2.03,-0.06,115.84,-5.16,0.02
12.75,-4.89,1.74,0.03,109.62,-4.83,-0.01
12.9,0.37,1.18,-0.02,197.62,6.31,0.01
13.05,0.39,1.34,-0.11,196.24,6.23,0.04
