Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,0.0,0.69,0.24,180.0,-12.62,-0.08
1.65,-0.01,2.07,0.24,179.84,-3.77,-0.08
1.8,0.48,0.56,0.15,220.81,16.01,-0.05
1.95,0.06,0.46,0.12,187.88,17.35,-0.04
2.1,0.28,0.15,0.11,241.55,17.96,-0.04
2.25,-0.19,-0.04,0.08,77.3,16.1,-0.03
2.4,0.09,0.35,0.16,193.84,13.71,-0.06
2.55,0.2,0.11,0.13,241.28,15.01,-0.05
2.7,-0.05,0.29,0.05,170.13,18.07,-0.02
2.85,-0.45,0.43,-0.1,133.78,21.52,0.03
3.0,-1.25,0.12,-0.28,95.72,26.91,0.1
3.15,-1.55,1.46,-0.3,133.41,31.84,0.11
3.3,-1.97,1.94,-0.16,134.47,32.14,0.06
3.45,-2.31,2.01,-0.01,131.04,30.09,0.0
3.6,-2.37,1.68,0.05,125.47,43.26,-0.02
3.75,-1.97,1.36,-0.11,124.49,46.23,0.04
3.9,-1.84,0.95,-0.34,117.35,48.14,0.12
4.05,-2.32,0.1,-0.63,92.39,38.16,0.22
4.2,-2.78,0.08,-0.73,91.71,41.51,0.26
4.35,-2.58,0.68,-0.79,104.85,42.16,0.28
4.5,-2.38,1.68,-0.58,125.28,38.15,0.21
4.65,-2.32,2.99,-0.41,142.1,34.54,0.14
4.8,-2.59,3.67,-0.37,144.79,38.83,0.13
4.95,-2.6,4.02,-0.42,147.12,47.7,0.15
5.1,-2.34,4.69,-0.47,153.49,50.61,0.17
5.25,-2.12,4.66,-0.49,155.54,50.08,0.17
5.4,-1.79,4.61,-0.61,158.79,44.67,0.22
5.55,-1.43,3.38,-0.63,157.17,43.98,0.22
5.7,-1.54,2.54,-0.63,148.79,43.9,0.22
5.85,-1.75,2.16,-0.59,141.05,35.73,0.21
6.0,-1.82,1.69,-0.55,132.87,31.99,0.19
6.15,-1.41,1.4,-0.38,134.79,25.45,0.13
6.3,0.68,0.62,-0.43,227.75,26.1,0.15
6.45,0.8,0.18,-0.58,257.26,33.65,0.21
6.6,-0.16,0.25,-0.6,148.48,41.11,0.21
6.75,-0.2,0.49,-0.61,157.27,40.88,0.21
6.9,-0.47,0.9,-0.51,152.53,26.49,0.18
7.05,-1.21,1.08,-0.7,131.9,24.76,0.25
7.2,-1.64,2.98,-0.88,151.13,30.27,0.31
7.35,-1.94,3.59,-0.88,151.56,32.4,0.31
7.5,-1.62,3.24,-0.89,153.45,32.92,0.31
7.65,-1.2,3.06,-0.85,158.61,29.82,0.3
7.8,-0.95,3.13,-0.79,163.06,31.68,0.28
7.95,-0.61,3.18,-0.71,169.13,25.34,0.25
8.1,-0.5,3.91,-0.46,172.64,27.87,0.16
8.25,-0.42,4.83,-0.47,174.98,25.83,0.17
8.4,-0.68,5.84,-0.45,173.32,25.39,0.16
8.55,-1.11,6.0,-0.38,169.53,19.28,0.13
8.7,-1.33,4.34,-0.34,162.97,20.1,0.12
8.85,-1.15,3.23,-0.29,160.33,30.48,0.1
9.0,-1.4,3.1,-0.2,155.67,25.76,0.07
9.15,-2.02,3.08,-0.06,146.78,11.37,0.02
9.3,-3.26,3.72,0.04,138.8,8.51,-0.02
9.45,-3.25,2.94,0.31,132.11,4.75,-0.11
9.6,-3.66,4.31,0.75,139.66,2.35,-0.26
9.75,-3.32,3.47,0.76,136.24,3.0,-0.27
9.9,-3.12,4.03,-0.1,142.24,5.95,0.04
10.05,-0.75,3.75,-0.15,168.66,10.21,0.05
10.2,0.04,5.04,-0.18,180.51,10.07,0.06
10.35,-3.25,2.05,-0.22,122.2,10.95,0.08
10.5,-3.48,2.41,-0.2,124.71,8.18,0.07
10.65,-3.56,2.01,-0.22,119.46,6.21,0.08
10.8,-2.49,4.01,-0.13,148.18,5.53,0.05
10.95,-2.34,3.41,-0.11,145.58,2.47,0.04
11.1,-1.52,3.35,-0.25,155.64,1.98,0.09
11.25,-2.83,3.13,-0.03,137.82,-3.28,0.01
11.4,-3.42,3.99,0.1,139.4,-6.28,-0.04
11.55,-5.3,3.93,-0.19,126.59,-11.83,0.07
11.7,-3.75,2.7,1.45,125.78,-10.13,-0.51
11.85,-2.88,0.95,0.29,108.34,-8.45,-0.1
12.0,-1.65,0.39,0.11,103.35,-6.84,-0.04
12.15,-4.23,2.37,-0.05,119.29,-6.38,0.02
12.3,-4.29,2.47,-0.19,119.96,-5.7,0.07
12.45,-4.24,1.45,-0.14,108.81,-7.83,0.05
12.6,-4.14,1.3,-0.07,107.48,-6.3,0.02
12.75,-6.53,1.14,-0.0,99.89,-5.53,0.0
12.9,-0.09,-0.78,-0.07,6.92,5.57,0.02
13.05,-0.28,-0.9,-0.07,17.59,5.28,0.02
13.2,-0.93,2.95,-0.04,162.42,-6.82,0.01
13.35,-1.38,3.02,0.09,155.4,-9.6,-0.03
13.5,-1.72,-1.82,0.54,43.38,-8.12,-0.19
13.65,-1.91,-2.2,0.01,41.01,-6.96,-0.0
13.8,-6.12,-2.08,0.27,71.24,-5.86,-0.1
13.95,-8.2,-2.56,1.01,72.68,-11.14,-0.36
14.1,-7.84,-2.35,0.88,73.35,-9.94,-0.31
14.25,-6.85,-2.9,0.24,67.05,-13.16,-0.08
14.4,-6.69,-3.07,0.19,65.36,-11.92,-0.07
14.55,-5.94,-3.57,0.0,58.97,-8.83,-0.0
14.7,-5.32,-5.01,0.23,46.7,-2.41,-0.08
14.85,-5.65,-2.38,0.29,67.16,0.56,-0.1
15.0,-7.53,-2.18,0.39,73.9,-0.54,-0.14
