Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
10.95,-2.67,1.18,-0.28,113.85,-4.48,0.1
11.1,-2.9,1.28,-0.22,113.79,-6.23,0.08
11.25,-4.53,0.9,-0.16,101.27,-6.07,0.06
11.4,-5.62,1.13,-0.17,101.33,-7.39,0.06
11.55,-5.26,1.75,-0.31,108.43,-10.7,0.11
11.7,-5.13,2.62,-1.45,117.08,-10.95,0.51
11.85,-3.78,0.5,0.41,97.52,-6.79,-0.15
12.0,-4.05,0.49,0.27,96.89,-6.28,-0.09
12.15,-4.69,0.05,0.04,90.63,-6.37,-0.01
12.3,-5.01,0.51,-0.5,95.78,-6.61,0.18
12.45,-4.94,0.42,-0.3,94.83,-6.94,0.11
12.6,-4.66,-0.78,-0.13,80.46,-5.12,0.05
12.75,-3.49,-1.12,-0.09,72.24,0.49,0.03
12.9,-1.57,-1.52,-0.01,45.95,2.42,0.0
13.05,-1.41,-2.07,0.1,34.21,1.26,-0.04
13.2,-3.41,-6.86,-0.27,26.4,-2.53,0.09
13.35,-5.43,-7.07,-0.25,37.56,-6.05,0.09
13.5,-6.87,-7.19,-0.31,43.7,-9.26,0.11
13.65,-5.38,-7.6,-0.36,35.32,-10.71,0.13
13.8,-7.72,-4.06,-0.52,62.23,-11.94,0.19
13.95,-7.73,0.43,-0.52,93.22,-11.93,0.19
14.1,-7.73,0.38,-0.5,92.81,-10.56,0.18
14.25,-0.54,-3.45,-0.47,8.94,-6.08,0.17
14.4,-6.24,-8.13,-0.39,37.49,-4.7,0.14
14.55,-6.32,-4.09,-0.19,57.09,-5.64,0.07
14.7,-2.44,-3.38,0.11,35.84,-4.45,-0.04
14.85,-1.74,-2.76,0.1,32.15,-3.87,-0.03
15.0,-1.84,-0.29,0.15,81.16,-6.47,-0.05
15.15,-6.03,1.66,0.43,105.41,-12.17,-0.15
15.3,-6.14,2.2,1.92,109.75,-14.54,-0.68
15.45,-5.68,-2.2,-0.28,68.85,-12.67,0.1
15.6,-1.97,-2.07,-0.06,43.54,-11.46,0.02
15.75,-3.71,6.31,-0.06,149.54,-11.69,0.02
15.9,-3.77,6.11,0.0,148.3,-10.03,-0.0
16.05,-2.68,4.74,-0.24,150.49,-13.47,0.08
16.2,-0.97,0.11,-0.02,96.35,-7.91,0.01
16.35,-1.79,5.98,0.2,163.32,1.18,-0.07
16.5,-1.65,6.66,0.23,166.1,10.74,-0.08
16.65,-2.55,1.45,0.24,119.63,10.88,-0.08
16.8,-3.85,-0.51,0.25,82.39,6.78,-0.09
16.95,-9.17,-0.86,0.36,84.62,6.35,-0.13
17.1,-12.71,-0.06,0.44,89.71,8.34,-0.16
17.25,-5.13,1.9,0.44,110.27,5.42,-0.16
17.4,-5.57,4.51,0.38,129.02,-6.88,-0.13
17.55,-7.13,6.0,0.34,130.07,-7.92,-0.12
17.7,-6.66,4.28,0.29,122.74,3.2,-0.1
17.85,-6.69,1.97,0.27,106.42,6.13,-0.1
18.0,-7.0,0.89,0.3,97.25,4.96,-0.11
18.15,-6.73,-4.2,0.31,58.06,6.15,-0.11
18.3,-7.3,-0.17,0.32,88.7,2.24,-0.11
18.45,-6.68,4.56,0.39,124.31,6.81,-0.14
18.6,0.09,3.42,0.36,181.58,3.64,-0.13
18.75,-3.61,4.41,0.38,140.72,3.39,-0.14
18.9,-1.37,4.3,-0.02,162.33,-6.94,0.01
19.05,-0.51,3.3,-0.11,171.31,-6.59,0.04
19.2,-0.63,0.51,-0.07,129.08,-3.0,0.02
19.35,-0.72,0.24,0.2,108.52,1.72,-0.07
19.5,-0.75,0.22,0.28,106.36,1.84,-0.1
19.65,-0.4,-0.21,0.31,61.97,2.95,-0.11
19.8,-0.67,-0.12,0.4,79.63,-0.08,-0.14
19.95,-0.13,-0.13,0.24,45.32,12.94,-0.09
20.1,1.38,-1.1,0.23,308.61,-2.41,-0.08
20.25,1.68,-1.19,0.33,305.38,16.73,-0.12
20.4,0.62,-1.02,0.35,328.69,16.62,-0.12
20.55,-0.34,2.06,0.23,170.71,-1.54,-0.08
20.7,1.24,2.62,0.22,205.32,-1.65,-0.08
20.85,-1.28,-0.13,0.17,84.14,-1.13,-0.06
21.0,2.87,-1.27,-0.0,293.84,-6.63,0.0
21.15,-4.26,-3.42,0.21,51.28,-9.9,-0.08
21.3,6.22,-2.93,0.2,295.23,-12.05,-0.07
21.45,-0.0,-2.91,0.2,0.0,-8.53,-0.07
21.6,-0.0,-2.91,0.34,0.0,-7.34,-0.12
21.75,-4.84,-2.76,0.29,60.26,-6.21,-0.1
21.9,-4.24,0.0,0.43,90.0,-6.7,-0.15
22.05,2.76,1.93,0.39,235.13,-8.36,-0.14
22.2,2.75,0.81,0.33,253.64,-9.06,-0.12
22.35,2.07,-3.77,-0.15,331.23,-7.64,0.05
22.5,-1.9,-3.25,0.0,30.32,-5.87,-0.0
22.65,2.07,-4.56,0.38,335.58,-4.6,-0.13
22.8,1.38,-6.22,0.53,347.48,-3.36,-0.19
22.95,2.07,-4.84,0.6,336.8,0.36,-0.21
23.1,4.14,-4.84,0.59,319.4,-2.28,-0.21
23.25,4.15,-4.84,0.51,319.38,-3.14,-0.18
23.4,0.6,3.86,0.04,188.92,-8.36,-0.02
23.55,-0.16,3.63,-0.13,177.48,-9.96,0.04
23.7,-0.09,1.02,0.2,175.01,-12.68,-0.07
23.85,0.0,1.52,1.2,180.0,-14.54,-0.42
24.0,0.0,-0.05,1.2,360.0,-14.54,-0.42
24.15,-6.32,-0.67,0.68,83.99,-12.55,-0.24
24.3,-5.53,-0.75,-0.13,82.24,-9.36,0.05
24.45,-2.07,2.76,-0.03,143.13,-8.31,0.01
24.6,-1.38,0.0,-0.1,90.0,-8.26,0.03
24.75,2.07,-2.76,0.02,323.13,-9.76,-0.01
24.9,2.07,3.86,0.03,208.22,-9.75,-0.01
25.05,-2.07,-1.26,0.24,58.63,-13.61,-0.08
25.2,-2.07,-0.59,0.24,74.23,-13.55,-0.08
25.35,-2.07,-1.38,1.84,56.31,-13.18,-0.65
