Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
15.75,-4.87,6.34,0.48,142.46,-14.54,-0.17
15.9,-4.8,7.27,0.2,146.57,-12.63,-0.07
16.05,-1.76,1.29,-0.18,126.31,-11.37,0.07
16.2,-0.64,4.85,-0.13,172.52,-5.06,0.05
16.35,-0.33,0.42,-0.23,141.51,-1.3,0.08
16.5,-0.42,3.3,-0.21,172.7,2.69,0.08
16.65,-3.22,2.73,-0.22,130.34,1.98,0.08
16.8,-3.84,-0.92,-0.2,76.52,-0.8,0.07
16.95,-7.05,-1.33,-0.2,79.3,-0.84,0.07
17.1,-13.24,-2.62,-0.17,78.81,8.87,0.06
17.25,-14.14,-1.64,-0.17,83.39,8.44,0.06
17.4,-13.67,3.48,-0.28,104.28,-8.54,0.1
17.55,-6.1,1.48,-0.26,103.65,-10.1,0.09
17.7,-0.78,4.02,0.1,169.0,-3.02,-0.04
17.85,0.04,4.18,0.08,180.55,4.16,-0.03
18.0,-0.03,4.13,-0.08,179.64,9.22,0.03
18.15,-1.05,4.57,-0.15,167.11,8.85,0.05
18.3,-8.75,4.98,0.17,119.67,-2.26,-0.06
18.45,-7.71,9.59,0.05,141.19,-3.65,-0.02
18.6,-5.85,8.71,0.0,146.09,-9.44,-0.0
18.75,-2.67,7.43,-0.0,160.26,-9.39,0.0
18.9,-1.78,6.65,-0.16,165.03,-9.53,0.06
19.05,-0.85,5.67,-0.18,171.46,-5.19,0.06
19.2,0.21,0.47,-0.17,204.32,-2.03,0.06
19.35,0.54,-0.02,-0.16,272.01,0.34,0.06
19.5,0.85,-1.46,-0.16,329.85,-0.37,0.06
19.65,1.11,-1.54,0.06,324.35,-2.54,-0.02
19.8,-0.8,-1.39,0.2,29.71,-1.67,-0.07
19.95,-2.03,0.1,0.2,92.87,0.88,-0.07
20.1,0.34,-3.12,0.19,353.75,1.7,-0.07
20.25,-0.92,-2.91,0.19,17.59,-1.79,-0.07
20.4,-0.84,-1.67,0.1,26.69,-5.75,-0.04
20.55,-2.93,-1.38,0.16,64.73,-6.59,-0.06
20.7,-4.3,0.83,0.2,100.89,-5.45,-0.07
20.85,2.09,1.38,0.24,236.56,-5.53,-0.09
21.0,-4.14,1.38,0.34,108.43,-9.56,-0.12
21.15,-4.73,1.38,0.48,106.28,-13.59,-0.17
21.3,-4.43,1.38,0.48,107.31,-13.53,-0.17
21.45,-4.18,1.38,0.24,108.28,-13.8,-0.08
21.6,0.0,6.33,0.24,180.0,-10.45,-0.09
21.75,-2.18,-2.21,0.24,44.53,-12.93,-0.08
21.9,5.56,-2.65,0.24,295.49,-12.8,-0.08
22.05,3.48,-3.1,0.48,311.69,-13.72,-0.17
22.2,4.04,-5.48,1.92,323.62,-14.54,-0.68
22.35,4.16,-2.32,0.24,299.12,-13.71,-0.08
22.5,0.45,-2.26,-0.29,348.86,-12.08,0.1
22.65,3.59,-1.55,-0.83,293.34,-10.76,0.29
22.8,3.39,-6.91,-0.78,333.84,-11.23,0.28
22.95,3.45,-1.38,-1.02,291.8,-11.49,0.36
23.1,3.45,-2.18,-1.0,302.32,-12.78,0.35
23.25,-1.62,4.14,-1.44,158.69,-13.85,0.51
23.4,-1.73,-0.01,-1.23,89.63,-13.2,0.44
23.55,-2.14,0.84,-1.2,111.51,-13.86,0.42
23.7,1.26,-1.38,0.24,317.53,-14.54,-0.08
23.85,0.41,0.69,0.24,210.87,-14.54,-0.08
24.0,0.14,0.69,0.24,191.49,-14.54,-0.08
24.15,-6.91,0.69,0.24,95.71,-13.58,-0.08
24.3,-0.69,1.27,0.24,151.49,-14.54,-0.08
24.45,-6.91,3.45,0.24,116.57,-14.54,-0.08
24.6,-7.04,2.07,0.24,106.4,-14.54,-0.08
24.75,-2.07,-1.38,0.24,56.31,-14.54,-0.08
24.9,-1.92,-0.19,0.24,84.34,-14.54,-0.08
25.05,-2.71,-1.38,0.24,63.0,-14.54,-0.08
25.2,-6.22,-1.38,0.24,77.47,-14.54,-0.08
25.35,-6.22,-1.38,-1.68,77.47,-1.22,0.59
