Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,0.0,6.22,1.68,180.0,-14.54,-0.59
1.65,-3.45,-0.05,0.13,89.15,-2.27,-0.04
1.8,-0.13,-0.57,0.18,12.97,15.72,-0.06
1.95,-0.18,-0.48,0.1,20.98,14.46,-0.04
2.1,0.16,-0.4,0.06,338.22,15.25,-0.02
2.25,0.07,-0.39,0.07,350.32,14.3,-0.02
2.4,0.33,-0.09,0.06,284.88,14.78,-0.02
2.55,0.4,0.14,0.05,250.52,14.17,-0.02
2.7,0.47,0.21,-0.01,246.3,14.12,0.0
2.85,0.24,-0.55,0.06,336.91,15.82,-0.02
3.0,0.18,-1.23,0.06,351.7,18.58,-0.02
3.15,-0.76,-1.91,0.09,21.78,23.08,-0.03
3.3,-1.96,-1.66,0.17,49.72,27.08,-0.06
3.45,-2.62,-0.94,0.27,70.28,31.9,-0.1
3.6,-2.33,-0.49,0.35,78.21,32.3,-0.12
3.75,-2.34,0.03,0.34,90.62,34.84,-0.12
3.9,-1.64,0.19,0.43,96.45,60.97,-0.15
4.05,-0.7,0.5,0.43,125.66,45.97,-0.15
4.2,0.48,1.16,0.48,202.39,44.6,-0.17
4.35,0.86,1.63,0.5,207.83,45.07,-0.18
4.5,0.67,2.81,0.48,193.41,46.63,-0.17
4.65,0.41,3.36,0.45,186.89,44.9,-0.16
4.8,0.18,3.89,0.35,182.66,41.15,-0.12
4.95,0.07,4.56,0.31,180.87,41.71,-0.11
5.1,0.1,4.95,0.26,181.18,47.42,-0.09
5.25,-0.06,4.82,0.22,179.29,48.59,-0.08
5.4,-0.49,4.19,0.2,173.39,47.91,-0.07
5.55,-1.41,3.22,0.17,156.42,45.84,-0.06
5.7,-1.49,3.23,0.21,155.23,58.4,-0.08
5.85,-1.31,3.11,0.2,157.19,38.0,-0.07
6.0,-1.39,3.61,0.15,158.9,32.78,-0.05
6.15,-1.24,4.14,0.09,163.3,29.31,-0.03
6.3,-1.02,3.77,0.03,164.85,28.74,-0.01
6.45,0.51,3.34,-0.11,188.63,25.03,0.04
6.6,1.45,2.66,-0.04,208.55,22.31,0.02
6.75,1.46,2.74,0.16,207.96,22.56,-0.05
6.9,1.39,2.68,0.31,207.33,22.24,-0.11
7.05,0.32,2.9,0.43,186.21,26.08,-0.15
7.2,-0.6,3.03,0.56,168.75,29.59,-0.2
7.35,-1.82,3.71,0.6,153.88,30.82,-0.21
7.5,-2.13,3.64,0.56,149.65,30.9,-0.2
7.65,-2.12,2.7,0.42,141.93,32.64,-0.15
7.8,-1.95,1.55,0.37,128.45,37.04,-0.13
7.95,-1.57,0.92,0.33,120.35,31.19,-0.12
8.1,-1.26,0.92,0.41,126.06,26.35,-0.14
8.25,-1.18,0.96,0.51,129.16,23.77,-0.18
8.4,-1.44,1.0,0.47,124.85,24.59,-0.17
8.55,-1.49,1.26,0.45,130.25,23.89,-0.16
8.7,-1.64,1.32,0.22,128.72,13.0,-0.08
