Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
10.2,-2.3,1.69,0.16,126.32,10.96,-0.06
10.35,-2.02,2.17,0.22,137.05,23.76,-0.08
10.5,-1.64,2.09,0.32,141.78,20.78,-0.11
10.65,-0.57,0.74,0.38,142.34,6.45,-0.13
10.8,-1.98,2.02,0.37,135.61,4.53,-0.13
10.95,-0.96,0.88,0.4,132.47,2.56,-0.14
11.1,0.35,4.64,0.43,184.35,0.62,-0.15
11.25,0.61,4.97,0.5,186.99,0.05,-0.18
11.4,0.69,4.76,0.5,188.21,-4.01,-0.18
11.55,-2.78,3.43,0.49,141.0,-4.36,-0.17
11.7,-0.84,3.24,0.54,165.48,-5.07,-0.19
11.85,-1.78,0.83,0.42,114.88,-4.09,-0.15
12.0,-5.26,2.79,0.36,117.91,-3.97,-0.13
12.15,-6.06,3.29,0.39,118.49,-3.61,-0.14
12.3,-6.38,3.3,0.35,117.37,-4.84,-0.12
12.45,-6.14,3.75,0.31,121.44,-4.89,-0.11
12.6,-5.97,-1.16,0.28,79.02,-6.81,-0.1
12.75,-4.86,0.84,0.3,99.79,-3.38,-0.11
12.9,-3.0,0.48,0.15,99.0,4.64,-0.05
13.05,-0.93,-1.43,0.18,33.1,4.71,-0.06
13.2,-3.45,-1.68,0.09,64.06,-1.09,-0.03
13.35,-4.51,-1.83,0.1,67.89,-4.81,-0.03
13.5,-3.7,-2.56,-0.02,55.3,-8.22,0.01
13.65,-4.34,-2.99,-0.19,55.4,-11.57,0.07
13.8,-4.57,-1.66,-0.24,70.08,-13.19,0.08
13.95,-4.94,0.81,1.2,99.32,-14.54,-0.42
14.1,-9.46,0.69,-0.24,94.2,-13.29,0.08
14.25,-9.71,0.1,0.18,90.6,-10.43,-0.06
14.4,-5.53,-0.73,0.19,82.5,-7.7,-0.07
14.55,-3.79,-1.98,0.24,62.43,-7.61,-0.08
14.7,-4.57,-0.96,0.38,78.11,-4.38,-0.13
14.85,-3.96,-0.3,0.1,85.72,-3.76,-0.04
15.0,-7.13,1.93,-0.12,105.15,-5.63,0.04
15.15,-7.83,4.13,0.18,117.81,-11.66,-0.06
15.3,-9.26,4.24,-0.24,114.63,-13.87,0.08
15.45,-10.36,-0.0,1.41,90.0,-13.08,-0.5
15.6,-6.6,11.59,2.88,150.33,-14.54,-1.02
15.75,-5.79,7.59,2.88,142.66,-14.54,-1.02
15.9,-4.96,7.78,-0.44,147.48,-7.06,0.16
16.05,-3.7,8.39,-0.32,156.19,-3.32,0.11
16.2,-1.0,4.95,-0.36,168.64,-1.6,0.13
16.35,-0.47,1.55,-0.28,163.27,2.56,0.1
16.5,-0.53,1.4,-0.31,159.21,0.65,0.11
16.65,-1.28,0.92,-0.37,125.7,3.68,0.13
16.8,-4.87,-1.44,-0.42,73.53,1.85,0.15
16.95,-7.24,-1.34,-0.38,79.51,5.89,0.13
17.1,-9.17,-1.72,-0.4,79.4,15.5,0.14
17.25,-11.0,-2.79,-0.31,75.75,-1.33,0.11
17.4,-12.88,-2.63,-0.33,78.47,-0.74,0.12
17.55,-13.49,-0.3,-0.2,88.71,1.3,0.07
17.7,-11.83,1.32,-0.24,96.37,8.12,0.09
17.85,-8.64,1.18,-0.31,97.75,10.69,0.11
18.0,-12.41,0.61,-0.44,92.83,12.85,0.15
18.15,-9.99,3.67,-0.44,110.16,12.6,0.16
18.3,-11.66,8.0,-0.32,124.44,6.44,0.11
18.45,-10.33,8.91,-0.19,130.77,4.8,0.07
18.6,-11.3,4.23,-0.19,110.5,6.98,0.07
18.75,-7.6,7.79,-0.18,135.7,4.6,0.06
18.9,-5.2,7.08,-0.31,143.68,2.5,0.11
19.05,-3.87,2.41,-0.25,121.94,0.35,0.09
19.2,-4.5,0.91,-0.25,101.38,2.26,0.09
19.35,-2.56,0.23,-0.18,95.06,3.19,0.06
19.5,-3.32,-0.07,-0.23,88.8,2.83,0.08
19.65,-2.3,-0.52,-0.31,77.33,4.32,0.11
19.8,-1.63,-0.71,-0.3,66.32,5.53,0.11
19.95,-0.56,-1.1,-0.27,27.16,5.37,0.1
20.1,0.05,-0.54,-0.18,355.04,5.09,0.06
20.25,-0.1,-0.92,-0.21,6.41,4.49,0.07
20.4,-2.62,0.06,-0.22,91.3,4.21,0.08
20.55,-4.61,0.91,-0.08,101.18,-5.22,0.03
20.7,-4.34,-0.09,0.1,88.81,-8.45,-0.03
20.85,-2.2,-2.82,0.04,37.94,-9.22,-0.01
21.0,-4.22,0.67,-0.22,99.04,-6.51,0.08
21.15,-4.25,0.25,-0.28,93.32,-6.86,0.1
21.3,0.98,1.05,-0.34,223.04,-9.17,0.12
21.45,0.81,1.28,-0.35,212.37,-10.01,0.12
21.6,0.69,1.38,-0.27,206.57,-7.41,0.1
21.75,-3.45,1.38,-0.3,111.8,-3.3,0.11
21.9,-3.45,3.12,-0.31,132.07,-2.78,0.11
22.05,-3.45,4.96,-0.23,145.15,-4.42,0.08
22.2,-0.0,4.9,-0.17,180.0,-5.8,0.06
22.35,-3.45,-0.52,-0.07,81.4,-6.01,0.02
22.5,-3.45,-0.49,-0.08,81.93,-6.78,0.03
22.65,-3.45,0.68,-0.09,101.09,-8.26,0.03
22.8,-3.68,1.25,-0.3,108.7,-11.26,0.11
22.95,-4.25,1.47,-0.3,109.07,-11.47,0.1
23.1,-3.58,3.54,-0.2,134.74,-8.11,0.07
23.25,-5.39,5.62,-0.29,136.18,-7.91,0.1
23.4,-1.24,5.94,-0.13,168.16,-10.75,0.05
23.55,-0.91,5.65,-0.13,170.8,-10.88,0.05
23.7,-0.0,2.76,-0.0,180.0,-10.67,0.0
23.85,0.0,-2.86,-0.12,360.0,-10.82,0.04
24.0,-4.14,1.6,-0.48,111.05,-13.29,0.17
24.15,-4.14,1.38,-0.48,108.43,-13.09,0.17
24.3,-4.14,4.14,-0.24,135.0,-10.31,0.08
24.45,-4.14,4.14,-0.24,135.0,-10.2,0.08
24.6,-4.14,3.61,-0.19,131.06,-9.56,0.07
24.75,0.34,-4.14,-0.24,355.3,-13.06,0.08
24.9,0.35,-4.14,-0.24,355.23,-13.12,0.08
25.05,-0.0,0.0,-0.24,174.44,-13.55,0.08
25.2,-4.14,-0.0,-0.72,90.0,-13.65,0.25
25.35,-4.23,-0.0,-0.72,90.0,-13.69,0.25
