Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-7.6,0.56,0.24,94.21,-14.54,-0.08
1.65,-0.71,-5.14,0.13,7.81,-2.02,-0.04
1.8,-0.05,-0.3,0.05,8.6,13.93,-0.02
1.95,0.33,-0.34,0.06,315.49,17.2,-0.02
2.1,0.03,-0.29,0.07,354.36,18.48,-0.03
2.25,-0.13,0.01,0.07,92.72,16.3,-0.03
2.4,-0.16,-0.28,0.16,29.51,15.85,-0.06
2.55,-0.2,-0.39,0.26,27.23,16.32,-0.09
2.7,-0.36,-0.48,0.31,36.79,20.56,-0.11
2.85,-0.05,0.46,0.3,173.77,21.89,-0.11
3.0,0.39,1.44,0.29,195.03,23.4,-0.1
3.15,0.71,2.54,0.29,195.66,26.39,-0.1
3.3,0.58,2.85,0.28,191.56,30.81,-0.1
3.45,0.36,2.49,0.22,188.22,30.97,-0.08
3.6,-0.24,1.92,0.03,172.74,27.24,-0.01
3.75,-1.22,1.28,-0.17,136.27,27.23,0.06
3.9,-1.72,0.88,-0.32,117.13,31.79,0.11
4.05,-1.39,2.14,-0.49,146.96,42.61,0.17
4.2,-0.03,3.56,-0.44,179.47,46.47,0.16
4.35,0.18,4.23,-0.33,182.41,46.43,0.12
4.5,0.16,4.84,-0.14,181.88,44.82,0.05
4.65,-1.54,3.99,0.06,158.88,43.31,-0.02
4.8,-2.48,3.74,0.24,146.41,41.04,-0.08
4.95,-2.52,3.54,0.57,144.51,32.07,-0.2
5.1,-3.05,4.17,0.73,143.76,33.02,-0.26
5.25,-3.38,4.35,0.61,142.2,36.58,-0.22
5.4,-3.41,4.14,0.55,140.52,39.93,-0.19
5.55,-2.99,2.52,0.43,130.12,41.78,-0.15
5.7,-2.53,2.17,0.3,130.6,45.64,-0.11
5.85,-2.94,1.22,0.24,112.62,47.12,-0.08
6.0,-3.09,-0.12,0.19,87.8,46.15,-0.07
6.15,-3.41,-0.72,0.35,78.07,37.62,-0.12
6.3,-2.35,-1.02,0.27,66.64,37.25,-0.09
6.45,-1.64,-1.15,0.16,54.93,39.62,-0.06
6.6,-0.86,-1.47,0.22,30.43,42.88,-0.08
6.75,-0.66,-1.03,0.3,32.56,42.8,-0.11
6.9,-0.84,0.25,0.36,106.62,42.71,-0.13
7.05,-1.48,1.65,0.36,138.07,42.77,-0.13
7.2,-1.83,2.65,0.27,145.47,42.75,-0.1
7.35,-2.25,2.88,-0.05,142.0,37.27,0.02
7.5,-2.35,3.01,-0.17,141.97,34.75,0.06
7.65,-2.53,2.38,-0.14,133.28,30.5,0.05
7.8,-2.18,1.93,0.07,131.57,25.47,-0.03
7.95,-1.98,1.77,0.13,131.89,16.85,-0.05
8.1,-1.77,2.36,0.23,143.19,25.08,-0.08
8.25,-1.83,3.1,0.04,149.41,15.19,-0.02
8.4,-1.45,4.21,0.09,160.99,13.19,-0.03
8.55,-2.0,4.35,0.01,155.27,13.63,-0.0
8.7,-1.45,3.54,-0.02,157.76,12.06,0.01
8.85,-0.97,2.71,0.12,160.37,18.07,-0.04
9.0,-1.1,2.78,0.19,158.45,16.33,-0.07
9.15,-1.79,3.23,0.19,150.99,19.01,-0.07
9.3,-2.85,3.39,0.18,139.94,16.09,-0.06
9.45,-3.22,2.14,0.21,123.58,11.95,-0.07
