Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,nan,4.14,1.44,nan,-14.54,-0.51
1.65,-1.06,-0.69,-0.11,56.99,-4.89,0.04
1.8,0.02,-0.17,0.1,354.02,15.42,-0.04
1.95,0.3,-0.02,0.1,273.25,18.85,-0.03
2.1,0.44,-0.39,0.09,311.31,33.82,-0.03
2.25,0.0,0.21,0.08,180.67,18.59,-0.03
2.4,0.16,0.21,-0.0,218.06,14.86,0.0
2.55,0.08,0.2,-0.03,200.81,13.59,0.01
2.7,0.23,-0.1,0.05,294.8,17.02,-0.02
2.85,-0.07,-0.22,0.07,17.49,18.62,-0.02
3.0,-0.02,-0.08,0.14,13.61,19.6,-0.05
3.15,-0.21,0.37,0.09,150.22,18.21,-0.03
3.3,-0.3,0.75,0.2,158.12,22.14,-0.07
3.45,-1.07,1.59,0.25,145.99,23.24,-0.09
3.6,-1.51,1.83,0.27,140.46,29.73,-0.1
3.75,-1.72,1.96,0.25,138.81,32.27,-0.09
3.9,-1.49,1.92,0.29,142.28,32.98,-0.1
4.05,-1.08,2.1,0.26,152.68,36.53,-0.09
4.2,-0.68,2.34,0.3,163.82,44.34,-0.1
4.35,-0.37,2.78,0.29,172.39,46.41,-0.1
4.5,-0.29,2.82,0.29,174.04,42.13,-0.1
4.65,-0.31,2.88,0.29,173.81,38.32,-0.1
4.8,-1.22,3.07,0.19,158.38,35.57,-0.07
4.95,-1.52,3.13,0.23,154.04,39.03,-0.08
5.1,-1.33,3.98,0.23,161.47,43.56,-0.08
5.25,-0.86,3.87,0.26,167.4,49.63,-0.09
5.4,-0.3,4.15,0.26,175.85,49.28,-0.09
5.55,-0.27,3.91,0.23,176.07,39.17,-0.08
5.7,-0.55,3.15,0.23,170.05,39.02,-0.08
5.85,-0.54,2.4,0.1,167.4,39.88,-0.03
6.0,-0.7,2.01,0.04,160.85,40.35,-0.01
6.15,-1.18,1.92,-0.07,148.51,37.66,0.03
6.3,-1.34,1.64,-0.15,140.73,32.79,0.05
6.45,-0.84,0.69,-0.25,129.44,31.49,0.09
6.6,-0.43,-0.36,-0.28,50.16,45.12,0.1
6.75,-0.32,-0.4,-0.28,38.73,45.36,0.1
6.9,0.06,-1.26,-0.31,357.24,33.93,0.11
7.05,-0.8,-1.61,-0.31,26.37,32.21,0.11
7.2,-1.86,-1.55,-0.34,50.18,33.23,0.12
7.35,-1.86,-1.25,-0.37,56.08,32.34,0.13
7.5,-2.24,-1.01,-0.4,65.62,32.34,0.14
7.65,-2.38,-0.24,-0.37,84.27,35.63,0.13
7.8,-2.35,0.39,-0.32,99.32,39.4,0.11
7.95,-2.27,0.87,-0.29,111.09,41.46,0.1
8.1,-2.2,1.16,-0.25,117.75,36.58,0.09
8.25,-2.25,1.38,-0.13,121.45,27.42,0.05
8.4,-1.86,2.24,-0.0,140.22,18.08,0.0
