Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
9.0,-3.88,4.58,-0.38,139.75,14.48,0.14
9.15,-4.07,4.32,-0.35,136.74,13.52,0.12
9.3,-4.34,1.83,0.31,112.81,5.6,-0.11
9.45,-4.17,1.23,0.29,106.41,6.06,-0.1
9.6,-4.59,5.82,1.22,141.74,6.64,-0.43
9.75,-4.77,4.53,-0.3,133.51,6.08,0.1
9.9,-4.9,4.71,-0.36,133.88,8.84,0.13
10.05,-3.46,4.84,-0.38,144.45,9.71,0.13
10.2,-3.6,1.38,-0.37,111.0,7.23,0.13
10.35,-4.03,6.36,-0.3,147.65,3.41,0.11
10.5,-2.83,3.61,-0.19,141.9,1.55,0.07
10.65,-3.62,4.82,-0.14,143.12,0.18,0.05
10.8,-3.97,5.37,-0.29,143.5,-0.93,0.1
10.95,-4.36,6.4,-0.32,145.77,-2.0,0.11
11.1,-5.22,6.61,-0.24,141.67,-1.72,0.09
11.25,-5.13,6.84,-0.2,143.14,-0.76,0.07
11.4,-5.11,6.52,1.0,141.89,3.41,-0.35
11.55,-6.06,3.06,0.99,116.81,3.92,-0.35
11.7,-4.85,2.36,1.0,115.95,4.64,-0.35
11.85,-3.17,-1.17,2.4,69.78,-0.3,-0.85
12.0,-1.9,-1.52,2.64,51.28,-3.03,-0.93
12.15,-6.18,4.44,-0.52,125.69,-2.65,0.18
12.3,-5.39,3.77,-0.6,124.95,-0.88,0.21
12.45,-5.09,3.8,0.55,126.78,-2.8,-0.19
12.6,-2.59,2.14,2.27,129.62,-2.4,-0.8
12.75,-3.23,1.75,1.09,118.45,-4.15,-0.39
12.9,-2.72,0.6,-0.08,102.46,-5.9,0.03
13.05,-2.49,0.04,-0.15,90.87,-4.15,0.05
13.2,-4.01,-4.24,2.67,43.4,-0.35,-0.94
13.35,-4.03,-4.55,2.17,41.53,2.5,-0.77
13.5,-3.8,-4.72,1.97,38.81,2.93,-0.7
13.65,-3.76,-6.05,1.16,31.83,-3.85,-0.41
13.8,-4.43,-6.52,1.16,34.18,-4.31,-0.41
13.95,-6.56,-11.28,1.64,30.19,-1.97,-0.58
14.1,-6.93,-11.65,1.48,30.74,-1.14,-0.52
14.25,-6.28,-5.09,3.48,50.96,-2.73,-1.23
14.4,-6.45,-4.69,3.12,53.95,-4.79,-1.1
14.55,-6.69,-3.93,0.27,59.59,-7.75,-0.1
14.7,-6.28,-3.06,0.32,64.05,-5.52,-0.11
14.85,-8.0,-2.39,0.32,73.37,-5.99,-0.11
15.0,-8.67,-0.16,0.38,88.94,-7.0,-0.14
15.15,-6.72,-0.53,2.21,85.48,-10.34,-0.78
15.3,-4.73,5.27,0.37,138.13,-11.94,-0.13
15.45,-4.72,-1.05,0.33,77.49,-10.2,-0.12
15.6,-8.06,2.99,0.35,110.36,-10.54,-0.12
15.75,-9.08,3.29,0.3,109.92,-9.18,-0.11
15.9,-13.28,2.61,0.25,101.13,-0.04,-0.09
16.05,-8.98,-0.27,0.28,88.3,4.57,-0.1
16.2,-1.47,-0.87,0.29,59.32,5.46,-0.1
16.35,-1.3,0.93,0.31,125.63,1.86,-0.11
16.5,-1.14,3.51,0.26,162.06,3.3,-0.09
16.65,-2.57,-0.09,0.26,88.04,8.41,-0.09
16.8,-4.88,-1.05,0.26,77.88,9.0,-0.09
16.95,-6.81,-3.08,0.27,65.67,7.61,-0.09
17.1,-8.21,-3.63,0.25,66.15,4.08,-0.09
17.25,-10.37,-3.21,0.23,72.78,5.02,-0.08
17.4,-15.41,-2.05,0.08,82.41,4.45,-0.03
17.55,-12.6,-1.72,0.04,82.21,5.14,-0.01
17.7,-14.52,-0.42,-0.07,88.32,3.59,0.02
17.85,-8.57,0.77,-0.01,95.12,7.38,0.0
18.0,-9.52,0.99,-0.08,95.92,7.84,0.03
18.15,-9.11,4.08,-0.08,114.15,7.91,0.03
18.3,-11.68,7.77,0.1,123.65,2.88,-0.03
18.45,-11.56,8.22,-0.02,125.43,1.33,0.01
18.6,-8.44,8.28,-0.1,134.43,-0.16,0.04
18.75,-4.94,8.98,-0.07,151.18,-1.99,0.02
18.9,0.81,7.54,3.36,186.16,-14.54,-1.19
19.05,1.24,5.53,3.36,192.59,-14.54,-1.19
19.2,0.34,1.44,3.36,193.3,-14.54,-1.19
19.35,-0.88,0.51,-0.09,119.86,1.9,0.03
19.5,-1.99,-1.12,-0.12,60.46,1.74,0.04
19.65,-2.17,-0.83,0.08,69.07,-2.47,-0.03
19.8,-1.48,-0.65,-0.09,66.37,-2.83,0.03
19.95,-0.66,-0.53,-0.18,51.25,-1.9,0.06
20.1,3.45,-0.63,3.36,280.42,-14.54,-1.19
20.25,3.02,0.04,3.36,269.25,-14.54,-1.19
20.4,1.06,2.12,3.36,206.55,-14.54,-1.19
20.55,0.18,2.55,3.36,183.96,-14.54,-1.19
20.7,1.54,2.92,3.36,207.77,-14.54,-1.19
20.85,1.38,9.09,0.32,188.64,-10.13,-0.11
21.0,4.14,4.84,3.36,220.6,-14.54,-1.19
21.15,-1.1,4.74,0.41,166.99,-11.27,-0.15
21.3,-0.69,1.97,0.44,160.68,-12.6,-0.15
21.45,6.84,-0.2,0.91,271.71,-5.87,-0.32
21.6,7.28,-0.57,0.96,274.48,-4.26,-0.34
21.75,3.21,-0.21,0.93,273.66,-4.35,-0.33
21.9,3.65,0.03,0.77,269.58,-5.9,-0.27
22.05,2.9,0.02,0.66,269.52,-9.3,-0.23
22.2,3.63,-1.24,0.43,288.87,-12.21,-0.15
22.35,2.72,-1.52,2.16,299.14,-14.54,-0.76
22.5,2.4,-1.09,2.16,294.43,-14.54,-0.76
22.65,4.14,-0.67,0.37,279.24,-8.27,-0.13
22.8,3.45,-3.56,0.43,315.88,-7.07,-0.15
22.95,-0.0,-4.56,0.43,0.0,-7.11,-0.15
23.1,-0.0,-0.4,0.42,0.0,-7.93,-0.15
23.25,-0.0,0.0,0.31,123.21,-10.86,-0.11
23.4,2.76,-0.7,1.68,284.25,-14.54,-0.59
23.55,2.18,0.68,1.68,252.7,-14.54,-0.59
23.7,1.69,1.91,1.68,221.45,-14.54,-0.59
23.85,1.54,0.69,1.68,245.78,-14.54,-0.59
24.0,2.76,0.69,1.68,255.96,-14.54,-0.59
24.15,-2.76,5.53,1.68,153.43,-14.54,-0.59
24.3,-0.58,4.84,-0.28,173.18,-12.77,0.1
24.45,-0.58,4.84,-0.48,173.17,-8.05,0.17
24.6,-4.84,4.84,-0.72,135.0,-3.4,0.25
24.75,-2.76,2.07,-0.72,126.88,-3.4,0.25
24.9,1.52,0.11,-0.68,265.73,-0.24,0.24
25.05,-2.76,2.07,0.48,126.87,-14.54,-0.17
25.2,-10.36,1.69,-1.15,99.28,-1.33,0.41
25.35,-5.53,2.07,0.72,110.56,-14.54,-0.25
