Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-0.69,-4.14,-0.05,9.46,-12.17,0.02
1.65,6.22,-0.78,0.24,277.15,-6.09,-0.08
1.8,1.31,0.43,0.04,251.68,28.24,-0.02
1.95,0.42,-0.44,0.05,316.33,16.63,-0.02
2.1,0.31,-0.53,0.06,329.36,17.48,-0.02
2.25,0.2,-0.04,0.09,281.41,17.38,-0.03
2.4,-0.01,0.82,0.13,179.32,15.22,-0.04
2.55,-0.43,0.5,0.09,138.89,14.09,-0.03
2.7,-0.57,0.11,0.03,100.57,16.75,-0.01
2.85,-0.95,0.86,-0.22,132.23,23.58,0.08
3.0,-1.05,1.66,-0.22,147.64,43.71,0.08
3.15,-0.8,1.91,-0.23,157.25,29.79,0.08
3.3,-0.49,1.6,-0.1,162.89,44.63,0.04
3.45,-0.91,7.96,0.12,173.46,52.31,-0.04
3.6,-0.92,8.08,0.15,173.47,53.38,-0.05
3.75,-0.64,8.21,0.21,175.55,32.41,-0.07
3.9,-0.22,7.84,0.25,178.4,33.22,-0.09
4.05,-0.04,7.63,0.24,179.66,47.23,-0.09
4.2,0.26,4.52,0.23,183.34,50.07,-0.08
4.35,0.8,3.28,0.02,193.71,32.41,-0.01
4.5,1.25,2.09,-0.05,210.78,33.04,0.02
4.65,0.52,1.52,-0.18,198.87,36.11,0.06
4.8,0.18,1.78,-0.16,185.64,35.1,0.05
4.95,0.11,1.98,-0.03,183.16,46.77,0.01
5.1,0.32,2.37,0.05,187.58,43.14,-0.02
5.25,0.2,2.52,0.01,184.51,48.57,-0.0
5.4,-0.11,2.39,-0.16,177.32,34.58,0.06
5.55,-0.01,2.31,-0.26,179.81,45.94,0.09
5.7,0.21,2.15,-0.26,185.58,50.12,0.09
5.85,0.18,2.29,-0.26,184.52,52.14,0.09
6.0,0.26,2.3,-0.27,186.4,49.85,0.1
6.15,0.18,2.38,-0.32,184.33,46.34,0.11
6.3,-0.46,2.41,-0.26,169.29,39.17,0.09
6.45,-0.43,1.89,-0.26,167.22,45.21,0.09
6.6,0.35,1.44,-0.27,193.51,40.02,0.1
6.75,0.27,0.88,-0.23,197.07,37.5,0.08
6.9,0.2,1.24,-0.19,189.32,26.05,0.07
7.05,-1.47,1.61,-0.07,137.58,25.01,0.03
7.2,-2.25,1.94,0.24,130.75,32.68,-0.09
7.35,-3.5,2.15,0.28,121.57,33.52,-0.1
7.5,-3.69,2.21,0.33,120.89,40.8,-0.12
7.65,-3.79,2.09,0.37,118.79,34.1,-0.13
7.8,-3.35,1.82,0.42,118.45,38.14,-0.15
7.95,-3.42,1.4,0.51,112.33,31.05,-0.18
8.1,-3.27,0.93,0.48,105.94,19.69,-0.17
8.25,-3.57,1.51,0.49,112.94,18.73,-0.17
8.4,-3.99,1.9,0.49,115.53,19.84,-0.17
8.55,-4.18,2.16,0.56,117.31,20.19,-0.2
8.7,-4.8,1.75,0.55,110.08,17.41,-0.19
8.85,-5.31,0.9,0.55,99.66,17.43,-0.19
