Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
16.95,-8.26,0.49,0.09,93.43,-0.09,-0.03
17.1,-11.05,0.26,0.05,91.35,-2.9,-0.02
17.25,-12.65,2.08,0.12,99.36,-2.25,-0.04
17.4,-12.64,2.72,0.13,102.15,-4.42,-0.04
17.55,-4.96,3.86,0.04,127.85,-3.15,-0.01
17.7,0.99,3.84,0.17,194.49,-0.15,-0.06
17.85,0.49,-0.41,0.22,310.1,21.81,-0.08
18.0,0.41,1.75,0.21,193.07,7.99,-0.08
18.15,0.67,4.38,0.2,188.72,6.27,-0.07
18.3,-9.45,10.51,0.25,138.04,3.63,-0.09
18.45,-8.88,5.41,0.23,121.36,7.94,-0.08
18.6,-5.0,5.58,0.26,138.18,3.61,-0.09
18.75,-1.43,7.01,0.23,168.51,-1.05,-0.08
18.9,1.0,6.87,0.26,188.27,-3.27,-0.09
19.05,1.57,4.49,0.24,199.28,-1.51,-0.09
19.2,-1.8,0.36,0.28,101.28,1.61,-0.1
19.35,-0.52,0.09,0.28,99.65,5.97,-0.1
19.5,-0.11,0.06,0.36,118.67,5.65,-0.13
19.65,1.67,0.08,-0.02,267.42,-6.5,0.01
19.8,1.9,0.26,0.05,262.3,-7.18,-0.02
19.95,1.38,0.18,0.24,262.47,-1.85,-0.09
20.1,3.49,-1.14,0.37,288.08,-0.13,-0.13
20.25,5.02,-2.5,0.52,296.5,0.46,-0.18
20.4,2.59,-2.72,0.62,316.48,-0.67,-0.22
20.55,-0.15,-0.9,0.62,9.49,-5.98,-0.22
20.7,-0.32,-1.35,0.7,13.49,-10.02,-0.25
20.85,-0.55,1.3,0.48,156.92,-13.63,-0.17
21.0,0.91,1.38,0.38,213.49,-10.94,-0.13
21.15,-0.12,1.38,0.07,174.88,0.31,-0.03
21.3,-3.52,1.38,0.32,111.45,1.3,-0.11
21.45,-4.14,1.38,-0.17,108.43,-8.5,0.06
21.6,-4.85,2.23,-0.11,114.7,-6.97,0.04
21.75,-4.85,-1.48,-0.23,73.08,-6.43,0.08
21.9,-4.97,3.45,-0.03,124.82,-7.12,0.01
22.05,0.75,0.14,0.12,259.73,-8.38,-0.04
22.2,0.86,1.01,0.21,220.34,-8.19,-0.07
22.35,0.17,-1.38,-0.01,353.0,-8.26,0.01
22.5,4.84,-4.14,-0.09,310.6,-6.13,0.03
22.65,-4.04,-8.29,-0.16,25.98,-8.72,0.06
22.8,-4.1,-9.1,0.67,24.25,-8.99,-0.24
22.95,-6.91,-4.14,0.9,59.04,-10.72,-0.32
23.1,-3.0,-10.46,0.97,16.0,-10.2,-0.34
23.25,-0.78,-4.14,2.4,10.63,-14.54,-0.85
23.4,-0.75,-9.18,-0.15,4.66,-11.35,0.05
23.55,-0.69,-8.22,-0.24,4.8,-13.31,0.08
23.7,-0.69,-8.71,2.4,4.54,-14.54,-0.85
23.85,-0.69,-4.14,2.4,9.46,-14.54,-0.85
24.0,-0.69,-4.14,2.4,9.46,-14.54,-0.85
24.15,-2.88,-4.14,2.4,34.79,-14.54,-0.85
24.3,-5.52,4.76,0.24,130.77,-13.61,-0.08
24.45,-4.14,4.78,0.24,139.04,-13.58,-0.08
24.6,-0.6,4.62,-0.17,172.59,1.52,0.06
24.75,0.0,4.71,-0.03,180.0,-13.15,0.01
24.9,-4.14,4.72,-0.04,138.7,-12.96,0.01
25.05,-0.0,-4.14,-0.27,0.0,-13.43,0.09
25.2,-0.0,-4.14,-0.26,0.0,-13.53,0.09
25.35,-0.0,-4.14,1.2,0.0,-14.54,-0.42
