Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
14.1,-2.81,-4.48,0.18,32.1,-8.75,-0.06
14.25,-3.19,-3.99,0.11,38.64,-10.97,-0.04
14.4,-2.82,-4.61,0.13,31.46,-9.32,-0.05
14.55,-2.59,-4.71,-0.12,28.85,-8.09,0.04
14.7,-2.24,-3.61,0.07,31.87,-5.81,-0.02
14.85,-1.82,-1.76,-0.01,45.95,-2.96,0.0
15.0,-6.59,-0.31,-0.05,87.32,-2.77,0.02
15.15,-6.51,2.28,-0.15,109.29,-4.69,0.05
15.3,-7.3,6.28,-0.22,130.74,-8.15,0.08
15.45,-7.03,7.4,-0.29,136.47,-7.78,0.1
15.6,-7.58,7.54,-0.3,134.84,-7.02,0.11
15.75,-6.29,7.8,-0.19,141.11,-7.4,0.07
15.9,-6.29,2.6,-0.19,112.48,-7.64,0.07
16.05,-8.43,-2.8,-0.17,71.64,-5.79,0.06
16.2,-2.65,-3.19,-0.08,39.7,-6.36,0.03
16.35,-2.07,-2.18,0.02,43.55,0.03,-0.01
16.5,-2.53,-0.25,0.14,84.44,-1.14,-0.05
16.65,-3.49,-0.72,0.08,78.25,2.32,-0.03
16.8,-4.98,-0.38,0.1,85.63,1.22,-0.03
16.95,-7.46,-1.79,0.05,76.52,2.43,-0.02
17.1,-12.91,-1.87,0.12,81.74,3.11,-0.04
17.25,-3.45,-2.26,0.11,56.75,3.08,-0.04
17.4,-4.26,0.0,0.08,90.03,1.37,-0.03
17.55,-5.18,0.22,0.11,92.39,1.32,-0.04
17.7,-7.8,1.56,0.15,101.32,16.28,-0.05
17.85,-7.35,1.52,0.29,101.7,17.71,-0.1
18.0,-6.85,1.52,0.28,102.53,9.4,-0.1
18.15,-4.66,3.0,0.29,122.76,9.41,-0.1
18.3,-9.26,10.57,0.24,138.78,3.84,-0.08
18.45,-9.31,10.52,0.23,138.49,-2.28,-0.08
18.6,2.23,6.16,0.21,199.9,-1.67,-0.07
18.75,-4.64,6.02,0.22,142.38,-2.04,-0.08
18.9,-0.83,8.5,0.22,174.43,-4.39,-0.08
19.05,-0.02,5.19,0.16,179.77,-4.98,-0.06
19.2,-0.55,-0.47,0.19,49.2,-1.79,-0.07
19.35,-0.26,-1.18,0.14,12.51,0.85,-0.05
19.5,-0.12,-1.06,0.18,6.4,-1.25,-0.07
19.65,-2.64,-0.67,0.31,75.68,-3.51,-0.11
19.8,2.74,-0.12,0.3,272.42,-5.54,-0.11
19.95,3.54,-0.13,0.3,272.1,-2.84,-0.11
20.1,7.17,-1.82,0.32,284.27,-1.77,-0.11
20.25,7.52,-2.07,0.42,285.42,1.63,-0.15
20.4,4.39,-1.9,0.48,293.45,1.42,-0.17
20.55,0.27,0.74,0.41,199.71,-4.13,-0.14
20.7,-3.31,1.29,0.18,111.24,-5.28,-0.06
20.85,-4.13,1.17,-0.17,105.83,-2.26,0.06
21.0,-4.09,2.79,-0.28,124.31,1.36,0.1
21.15,-3.73,3.55,-0.35,133.62,3.52,0.12
21.3,-3.99,7.69,-0.43,152.55,2.61,0.15
21.45,-4.68,5.59,-0.49,140.06,-0.88,0.17
21.6,-6.98,7.69,-0.29,137.76,-7.36,0.1
21.75,-2.23,8.75,-0.18,165.73,-10.02,0.06
21.9,0.27,9.92,-0.51,181.58,-13.43,0.18
22.05,1.69,5.43,1.2,197.25,-14.54,-0.42
22.2,3.85,2.55,0.69,236.5,-13.33,-0.24
22.35,4.29,2.92,0.69,235.76,-13.39,-0.24
22.5,4.14,-1.75,0.72,292.9,-13.19,-0.25
22.65,4.14,-2.19,0.66,297.89,-11.46,-0.23
22.8,4.14,2.76,0.49,236.31,-9.47,-0.17
22.95,4.14,2.31,0.45,240.92,-9.42,-0.16
23.1,4.14,2.76,0.43,236.31,-9.85,-0.15
23.25,4.4,0.01,1.92,269.92,-14.54,-0.68
23.4,-0.5,-1.36,1.92,20.09,-14.54,-0.68
23.55,1.38,-1.48,1.92,316.94,-14.54,-0.68
23.7,1.38,-1.38,1.92,315.0,-14.54,-0.68
23.85,1.38,4.14,1.92,198.43,-14.54,-0.68
24.0,1.38,4.14,0.24,198.43,-13.56,-0.08
24.15,-5.43,4.14,0.24,127.37,-13.6,-0.08
24.3,-6.12,-0.8,0.24,82.55,-13.62,-0.08
24.45,-3.29,2.76,1.68,129.95,-14.54,-0.59
24.6,-3.11,2.47,0.48,128.53,-13.76,-0.17
24.75,-7.58,0.11,0.19,90.86,-11.46,-0.07
24.9,0.71,0.14,0.19,258.54,-11.32,-0.07
25.05,-7.6,0.0,0.31,90.0,1.86,-0.11
25.2,-7.6,0.0,0.47,90.0,0.13,-0.16
25.35,-7.6,0.0,1.68,90.0,-14.54,-0.59
