Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,-5.53,-2.07,-0.48,69.44,-13.48,0.17
1.65,-4.14,0.38,0.24,95.2,-5.82,-0.08
1.8,-0.51,0.7,0.11,143.89,14.27,-0.04
1.95,-0.3,0.57,0.08,152.38,31.13,-0.03
2.1,-0.32,-0.54,-0.02,30.49,15.8,0.01
2.25,-0.08,-0.25,0.01,18.35,16.12,-0.0
2.4,0.31,-0.31,-0.24,315.3,13.94,0.09
2.55,0.56,-0.14,-0.15,283.76,15.12,0.05
2.7,0.34,0.11,-0.1,251.63,16.03,0.03
2.85,0.41,-0.09,0.41,282.35,23.54,-0.14
3.0,0.19,1.29,0.45,188.25,27.06,-0.16
3.15,0.22,1.33,0.49,189.21,25.47,-0.17
3.3,0.23,1.03,0.43,192.48,26.87,-0.15
3.45,-0.69,0.88,0.25,141.73,31.05,-0.09
3.6,-0.86,0.63,0.22,126.22,29.15,-0.08
3.75,-1.11,0.32,0.16,106.24,26.94,-0.06
3.9,-1.3,0.22,0.13,99.79,26.69,-0.05
4.05,-1.56,-0.09,0.15,86.8,29.58,-0.05
4.2,-1.87,-0.57,0.2,72.96,34.94,-0.07
4.35,-1.68,-0.5,0.28,73.32,33.94,-0.1
4.5,-2.53,-0.3,0.3,83.2,37.74,-0.1
4.65,-3.3,0.58,0.26,99.9,35.93,-0.09
4.8,-3.35,1.55,0.27,114.87,34.0,-0.09
4.95,-3.58,3.08,0.27,130.65,32.26,-0.1
5.1,-3.56,4.25,0.26,140.02,32.35,-0.09
5.25,-3.54,4.29,0.22,140.42,34.88,-0.08
5.4,-3.7,4.49,0.22,140.54,34.05,-0.08
5.55,-3.78,3.95,0.25,136.25,36.38,-0.09
5.7,-3.4,2.76,0.27,128.98,36.51,-0.1
5.85,-3.56,1.82,0.29,117.12,36.89,-0.1
6.0,-4.03,1.46,0.46,109.85,36.64,-0.16
6.15,-5.02,0.98,0.53,101.11,36.5,-0.19
6.3,-5.37,0.51,0.64,95.44,36.2,-0.23
6.45,-5.45,0.38,0.61,93.94,33.38,-0.22
6.6,-3.91,0.18,0.28,92.69,29.44,-0.1
6.75,-3.8,0.11,0.18,91.65,28.37,-0.06
6.9,-4.27,0.56,0.09,97.49,26.76,-0.03
7.05,-4.88,0.7,0.0,98.19,26.61,-0.0
7.2,-5.19,0.33,-0.24,93.6,26.72,0.09
7.35,-5.61,-0.17,-0.33,88.26,30.12,0.11
7.5,-5.92,-0.32,-0.37,86.9,26.83,0.13
7.65,-5.68,-0.64,-0.5,83.6,26.99,0.18
7.8,-5.33,-0.06,-0.65,89.38,24.4,0.23
7.95,-4.81,0.59,-0.72,97.03,28.26,0.26
8.1,-4.62,0.81,-0.76,99.9,27.03,0.27
8.25,-4.26,2.49,-0.72,120.31,25.61,0.25
8.4,-3.72,3.32,-0.08,131.73,16.77,0.03
8.55,-3.05,3.25,-0.53,136.78,16.06,0.19
8.7,-3.14,2.3,-0.63,126.26,22.77,0.22
8.85,-2.45,2.15,-0.61,131.32,23.64,0.22
9.0,-1.98,2.52,-0.67,141.73,20.75,0.24
9.15,-2.46,3.34,-0.62,143.65,15.83,0.22
9.3,-3.2,3.75,-0.67,139.5,18.75,0.24
9.45,-3.76,4.33,-0.42,139.01,11.02,0.15
9.6,-4.24,4.2,-0.59,134.69,9.94,0.21
9.75,-3.81,4.07,-0.46,136.86,7.07,0.16
9.9,-2.82,3.18,-0.26,138.37,4.93,0.09
10.05,0.13,2.0,-0.26,183.73,8.35,0.09
10.2,-1.13,2.94,-0.08,158.88,6.41,0.03
10.35,-2.93,1.69,-0.23,119.97,10.39,0.08
10.5,-2.9,5.13,-0.07,150.57,5.77,0.02
10.65,-3.23,1.84,-0.1,119.7,4.49,0.03
10.8,-2.99,4.99,0.04,149.06,1.25,-0.01
10.95,-2.79,5.04,-0.1,151.01,1.93,0.03
11.1,-2.0,4.36,-0.17,155.4,0.89,0.06
11.25,-1.91,3.51,-0.23,151.39,0.36,0.08
11.4,-2.65,2.87,-0.2,137.27,-1.98,0.07
11.55,-3.34,3.65,0.07,137.5,-6.69,-0.03
11.7,-2.32,3.15,0.1,143.64,-8.34,-0.04
11.85,-3.1,3.01,-0.36,134.1,-4.36,0.13
12.0,-3.42,2.44,-0.31,125.46,-3.1,0.11
12.15,-4.23,6.46,-0.31,146.83,-6.29,0.11
12.3,-4.36,5.41,-0.2,141.15,-5.51,0.07
12.45,-5.01,5.06,-0.09,135.28,-4.75,0.03
12.6,-5.74,4.69,-0.14,129.26,-3.74,0.05
12.75,-2.16,1.39,-0.08,122.86,-2.68,0.03
12.9,0.71,-3.2,-0.02,347.47,19.82,0.01
13.05,0.56,-3.4,-0.02,350.7,7.15,0.01
13.2,0.21,-1.15,-0.43,349.55,-0.9,0.15
13.35,-2.68,4.01,-0.46,146.2,-2.53,0.16
13.5,-2.24,2.22,-0.57,134.72,-1.36,0.2
13.65,-5.22,1.6,-0.51,107.07,-3.15,0.18
13.8,-5.35,0.64,-0.42,96.81,-8.89,0.15
