Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,2.07,0.0,1.92,270.0,-14.54,-0.68
1.65,-4.54,-0.67,1.68,81.55,-14.54,-0.59
1.8,0.58,0.1,0.11,260.2,13.13,-0.04
1.95,-0.63,0.25,0.07,111.77,14.87,-0.02
2.1,-0.1,0.45,0.05,167.92,16.52,-0.02
2.25,0.52,0.58,0.06,222.32,13.68,-0.02
2.4,0.32,0.45,0.08,215.16,12.61,-0.03
2.55,0.62,0.16,0.13,256.02,12.71,-0.05
2.7,0.33,0.25,0.16,232.64,15.1,-0.06
2.85,0.06,0.38,0.18,189.04,15.87,-0.06
3.0,-1.13,0.79,0.05,125.02,16.49,-0.02
3.15,-0.94,1.19,-0.04,141.49,19.09,0.02
3.3,-1.74,1.65,-0.05,133.5,21.51,0.02
3.45,-2.43,1.47,0.04,121.08,22.7,-0.01
3.6,-2.5,0.57,0.05,102.85,23.18,-0.02
3.75,-1.92,0.21,-0.08,96.1,26.25,0.03
3.9,-1.48,0.06,-0.16,92.18,30.53,0.06
4.05,-1.75,0.8,-0.19,114.7,32.84,0.07
4.2,-2.57,2.3,-0.23,131.83,38.26,0.08
4.35,-3.18,2.41,-0.12,127.19,36.97,0.04
4.5,-3.23,2.93,0.01,132.19,39.47,-0.0
4.65,-3.79,3.65,0.14,133.91,35.81,-0.05
4.8,-4.3,4.41,0.31,135.72,36.08,-0.11
4.95,-4.27,4.59,0.4,137.11,36.69,-0.14
5.1,-3.89,4.95,0.48,141.88,40.75,-0.17
5.25,-3.91,4.45,0.6,138.69,42.63,-0.21
5.4,-4.11,3.11,0.69,127.11,41.8,-0.24
5.55,-4.58,1.82,0.75,111.65,38.52,-0.27
5.7,-4.65,1.07,0.74,102.94,37.16,-0.26
5.85,-4.95,0.46,0.71,95.33,33.68,-0.25
6.0,-4.97,-0.06,0.72,89.36,28.65,-0.25
6.15,-4.49,-0.11,0.78,88.66,28.2,-0.28
6.3,-2.87,-0.9,0.79,72.55,30.81,-0.28
6.45,-1.39,-1.59,0.73,41.26,32.34,-0.26
6.6,-1.11,-2.24,0.66,26.31,41.11,-0.23
6.75,-1.7,-2.03,0.57,39.92,41.95,-0.2
6.9,-3.13,-1.64,0.41,62.4,36.92,-0.14
7.05,-4.43,-1.42,0.32,72.19,34.97,-0.11
7.2,-4.98,-0.52,0.3,84.03,40.05,-0.11
7.35,-5.24,1.2,0.28,102.9,26.53,-0.1
7.5,-5.11,1.75,0.25,108.88,28.79,-0.09
7.65,-4.87,1.87,0.27,111.0,37.39,-0.09
7.8,-4.55,1.9,0.27,112.68,36.48,-0.1
7.95,-4.2,2.46,0.21,120.36,33.1,-0.07
8.1,-4.22,3.05,0.26,125.87,30.52,-0.09
8.25,-4.11,4.57,0.25,137.98,29.09,-0.09
8.4,-4.25,4.66,0.26,137.63,16.43,-0.09
8.55,-3.49,4.27,0.28,140.7,16.98,-0.1
8.7,-2.98,2.76,0.35,132.82,12.8,-0.12
8.85,-3.08,2.17,0.26,125.16,19.75,-0.09
9.0,-4.41,2.21,0.28,116.67,16.3,-0.1
9.15,-4.65,1.14,0.3,103.76,15.47,-0.1
9.3,-5.49,1.19,0.32,102.24,10.69,-0.11
9.45,-3.41,0.91,0.32,104.98,8.49,-0.11
9.6,-5.67,1.89,0.31,108.45,6.26,-0.11
9.75,-5.14,2.13,0.23,112.51,5.65,-0.08
9.9,-4.8,2.76,0.18,119.95,1.85,-0.06
10.05,-1.75,3.94,0.15,156.05,6.87,-0.05
10.2,-0.78,4.1,-0.15,169.3,11.2,0.05
10.35,-3.22,3.15,-0.17,134.43,11.53,0.06
10.5,-4.12,3.46,-0.24,129.98,9.37,0.09
10.65,-4.63,2.57,-0.27,119.1,6.74,0.09
10.8,-3.68,2.51,-0.29,124.27,5.45,0.1
10.95,-2.47,3.43,-0.31,144.23,5.77,0.11
11.1,-2.31,3.63,-0.3,147.51,2.1,0.11
11.25,-3.59,3.05,-0.29,130.36,0.47,0.1
11.4,-4.35,2.96,-0.21,124.26,-1.72,0.07
11.55,-5.26,3.68,-0.21,124.95,-0.96,0.07
11.7,-4.87,2.51,-0.16,117.24,-3.98,0.06
11.85,-3.96,1.51,-0.21,110.84,-1.29,0.07
12.0,-3.54,1.08,-0.21,106.96,-5.14,0.08
