Height(kms),U(mps),V(mps),W(mps),WD(deg),Z_snr(db),Z_dop
1.5,2.76,-1.38,-0.52,296.57,-12.75,0.18
1.65,0.0,-4.14,-0.24,359.95,-6.44,0.08
1.8,0.31,0.12,0.01,248.55,8.2,-0.01
1.95,0.58,-0.04,0.03,274.02,11.59,-0.01
2.1,0.32,-0.26,0.05,308.93,13.92,-0.02
2.25,0.32,-0.1,0.07,287.27,13.9,-0.03
2.4,0.43,-0.25,0.17,300.37,16.15,-0.06
2.55,0.36,0.25,0.2,234.89,17.07,-0.07
2.7,0.54,0.97,0.26,209.41,15.9,-0.09
2.85,0.04,1.34,0.27,181.55,15.33,-0.09
3.0,0.09,1.0,0.14,185.15,17.64,-0.05
3.15,0.23,0.98,0.07,193.38,19.21,-0.03
3.3,-0.27,0.89,0.05,162.86,19.93,-0.02
3.45,-1.3,1.35,0.09,136.05,23.09,-0.03
3.6,-2.39,1.99,0.17,129.84,41.75,-0.06
3.75,-2.33,2.41,0.07,135.97,41.31,-0.02
3.9,-1.76,2.62,0.12,146.07,47.85,-0.04
4.05,-1.61,2.96,0.19,151.55,36.46,-0.07
4.2,-1.75,3.45,0.2,153.07,40.32,-0.07
4.35,-0.81,3.83,0.21,168.01,49.84,-0.08
4.5,-0.54,4.37,0.11,172.94,33.01,-0.04
4.65,-1.33,4.6,-0.03,163.89,33.85,0.01
4.8,-1.77,4.77,-0.11,159.69,37.38,0.04
4.95,-2.16,5.14,-0.19,157.19,36.38,0.07
5.1,-2.14,5.92,-0.19,160.11,37.84,0.07
5.25,-1.69,6.48,-0.16,165.39,37.05,0.06
5.4,-2.06,6.39,-0.05,162.15,53.28,0.02
5.55,-2.27,5.84,0.06,158.76,38.55,-0.02
5.7,-2.13,5.37,0.17,158.4,40.31,-0.06
5.85,-2.01,5.2,0.23,158.88,43.84,-0.08
6.0,-2.02,5.16,0.21,158.63,43.73,-0.08
6.15,-2.12,3.75,0.16,150.55,33.33,-0.06
6.3,-1.82,2.57,-0.02,144.79,32.04,0.01
