ObsDateTime,Height,Windspeed,WindDirection,Temperature,Pressure,Humidity
03-07-2019 17:23:58,521.8,8.42,266.43,32.2,950.9,37.6
03-07-2019 17:23:59,527.5,8.63,266.75,32.3,950.3,37.2
03-07-2019 17:24:00,533.3,8.84,266.82,32.2,949.7,37.4
03-07-2019 17:24:01,539.2,9.01,266.69,32.1,949.1,37.4
03-07-2019 17:24:02,545.1,9.15,266.28,32.1,948.5,37.4
03-07-2019 17:24:03,551.1,9.23,266.11,32.2,947.8,37.4
03-07-2019 17:24:04,557.2,9.25,266.34,32.1,947.2,37.7
03-07-2019 17:24:05,563.3,9.29,267.02,32,946.5,37.9
03-07-2019 17:24:06,569.4,9.4,267.8,31.9,945.9,38
03-07-2019 17:24:07,575.5,9.52,268.38,31.9,945.3,38
03-07-2019 17:24:08,581.6,9.61,268.63,31.8,944.6,38
03-07-2019 17:24:09,587.7,9.67,268.47,31.7,944,38.4
03-07-2019 17:24:10,593.8,9.73,268.26,31.8,943.4,37.5
03-07-2019 17:24:11,599.9,9.79,268.12,31.8,942.7,37.7
03-07-2019 17:24:12,605.9,9.81,268.28,31.8,942.1,37.7
03-07-2019 17:24:13,611.9,9.82,268.29,31.7,941.5,37.9
03-07-2019 17:24:14,617.8,9.88,268.08,31.6,940.8,37.9
03-07-2019 17:24:15,623.8,9.97,267.93,31.6,940.2,37.9
03-07-2019 17:24:16,629.7,9.95,267.7,31.6,939.6,37.9
03-07-2019 17:24:17,635.6,9.88,267.56,31.5,939,37.9
03-07-2019 17:24:18,641.4,9.87,267.72,31.5,938.4,38.2
03-07-2019 17:24:19,647.3,9.96,267.93,31.4,937.8,38.3
03-07-2019 17:24:20,653.2,10.12,268.02,31.3,937.2,38.4
03-07-2019 17:24:21,659,10.28,267.53,31.3,936.6,38.6
03-07-2019 17:24:22,664.8,10.36,266.98,31.2,936,38.7
03-07-2019 17:24:23,670.6,10.39,266.5,31.2,935.4,38.7
03-07-2019 17:24:24,676.4,10.45,265.91,31.1,934.8,38.7
03-07-2019 17:24:25,682.3,10.49,265.48,31.1,934.2,38.8
03-07-2019 17:24:26,688,10.54,265.28,31,933.6,39
03-07-2019 17:24:27,693.8,10.69,265.31,31,933,39
03-07-2019 17:24:28,699.5,10.88,265.17,31,932.4,38.9
03-07-2019 17:24:29,705.2,11.06,265.08,30.9,931.8,38.9
03-07-2019 17:24:30,710.9,11.09,264.91,30.9,931.2,38.9
03-07-2019 17:24:31,716.5,11.05,264.58,30.8,930.6,39
03-07-2019 17:24:32,722.1,11.02,264.38,30.8,930,39.2
03-07-2019 17:24:33,727.6,11.03,264.48,30.7,929.4,39.3
03-07-2019 17:24:34,733.1,11.11,264.68,30.6,928.9,39.3
03-07-2019 17:24:35,738.6,11.26,264.8,30.6,928.3,39.6
03-07-2019 17:24:36,744,11.41,264.83,30.5,927.7,39.8
03-07-2019 17:24:37,749.4,11.48,264.95,30.5,927.2,39.9
03-07-2019 17:24:38,754.7,11.53,265.18,30.4,926.6,40.2
03-07-2019 17:24:39,760,11.62,265.48,30.3,926.1,40.2
03-07-2019 17:24:40,765.3,11.73,265.59,30.3,925.5,40.4
03-07-2019 17:24:41,770.5,11.77,265.19,30.2,925,40.4
03-07-2019 17:24:42,775.6,11.69,264.61,30.2,924.5,40.5
03-07-2019 17:24:43,780.8,11.59,264.57,30.1,923.9,40.7
03-07-2019 17:24:44,785.9,11.5,264.89,30.1,923.4,40.9
03-07-2019 17:24:45,790.9,11.44,265.51,30,922.9,41
03-07-2019 17:24:46,796,11.43,265.93,30,922.4,40.8
03-07-2019 17:24:47,800.9,11.47,266.25,30,921.9,40.9
03-07-2019 17:24:48,805.9,11.55,266.63,30,921.3,40.9
03-07-2019 17:24:49,810.8,11.57,267.17,29.9,920.8,40.8
03-07-2019 17:24:50,815.7,11.56,267.8,29.9,920.3,40.7
03-07-2019 17:24:51,820.6,11.54,268.45,29.8,919.8,41.1
03-07-2019 17:24:52,825.4,11.51,268.9,29.7,919.3,41.3
03-07-2019 17:24:53,830.3,11.51,269.16,29.7,918.8,41.2
03-07-2019 17:24:54,835.1,11.52,269.07,29.6,918.3,41.4
03-07-2019 17:24:55,839.9,11.58,268.99,29.6,917.8,41.5
03-07-2019 17:24:56,844.6,11.68,269.07,29.5,917.3,41.5
03-07-2019 17:24:57,849.3,11.81,269.17,29.5,916.8,41.7
03-07-2019 17:24:58,854,11.93,268.96,29.4,916.4,41.7
03-07-2019 17:24:59,858.7,12.02,268.53,29.4,915.9,41.6
03-07-2019 17:25:00,863.3,12.06,268.24,29.4,915.4,41.8
03-07-2019 17:25:01,868,12.08,268.3,29.3,914.9,41.9
03-07-2019 17:25:02,872.6,12.12,268.65,29.3,914.5,42
03-07-2019 17:25:03,877.1,12.15,269.3,29.2,914,42.1
03-07-2019 17:25:04,881.7,12.16,269.94,29.2,913.5,42.2
03-07-2019 17:25:05,886.2,12.17,270.23,29.1,913.1,42.6
03-07-2019 17:25:06,890.7,12.18,270.19,29,912.6,42.7
03-07-2019 17:25:07,895.2,12.16,269.99,29,912.1,42.7
03-07-2019 17:25:08,899.7,12.14,269.76,29,911.7,42.8
03-07-2019 17:25:09,904.1,12.15,269.43,28.9,911.2,42.9
03-07-2019 17:25:10,908.5,12.14,269.07,28.9,910.8,43
03-07-2019 17:25:11,912.9,12.12,268.86,28.9,910.3,43.1
03-07-2019 17:25:12,917.3,12.1,268.85,28.8,909.9,43.2
03-07-2019 17:25:13,921.7,12.13,269.04,28.8,909.4,43.2
03-07-2019 17:25:14,926,12.22,269.51,28.7,909,43.4
03-07-2019 17:25:15,930.4,12.3,270.15,28.7,908.6,43.5
03-07-2019 17:25:16,934.7,12.35,270.7,28.7,908.1,43.6
03-07-2019 17:25:17,939,12.39,270.94,28.6,907.7,43.7
03-07-2019 17:25:18,943.4,12.38,270.98,28.6,907.2,43.7
03-07-2019 17:25:19,947.7,12.33,270.9,28.6,906.8,43.9
03-07-2019 17:25:20,952,12.25,270.81,28.5,906.3,44
03-07-2019 17:25:21,956.4,12.24,270.69,28.5,905.9,44
03-07-2019 17:25:22,960.7,12.28,270.75,28.5,905.4,44.1
03-07-2019 17:25:23,965,12.37,270.97,28.5,905,44.1
03-07-2019 17:25:24,969.3,12.5,271.26,28.4,904.6,44.2
03-07-2019 17:25:25,973.6,12.62,271.52,28.4,904.1,44.2
03-07-2019 17:25:26,977.8,12.66,271.63,28.4,903.7,44.3
03-07-2019 17:25:27,982.1,12.59,271.77,28.3,903.2,44.3
03-07-2019 17:25:28,986.3,12.49,271.87,28.3,902.8,44.3
03-07-2019 17:25:29,990.6,12.42,272.21,28.3,902.4,44.4
03-07-2019 17:25:30,994.8,12.4,272.76,28.2,902,44.5
03-07-2019 17:25:31,999,12.48,273.21,28.2,901.5,44.7
03-07-2019 17:25:32,1003.3,12.6,273.44,28.1,901.1,44.7
03-07-2019 17:25:33,1007.5,12.71,273.4,28.1,900.7,44.9
03-07-2019 17:25:34,1011.8,12.77,273.02,28,900.2,45
03-07-2019 17:25:35,1016,12.8,272.56,27.9,899.8,45
03-07-2019 17:25:36,1020.3,12.76,272.21,27.9,899.4,45
03-07-2019 17:25:37,1024.5,12.63,272.1,27.8,898.9,45.1
03-07-2019 17:25:38,1028.8,12.51,272.13,27.8,898.5,45.1
03-07-2019 17:25:39,1033,12.44,272.28,27.7,898.1,45.3
03-07-2019 17:25:40,1037.3,12.39,272.61,27.7,897.6,45.4
03-07-2019 17:25:41,1041.6,12.41,273.08,27.6,897.2,45.5
03-07-2019 17:25:42,1046,12.46,273.51,27.6,896.7,45.6
03-07-2019 17:25:43,1050.3,12.49,273.74,27.6,896.3,45.7
03-07-2019 17:25:44,1054.7,12.52,273.78,27.5,895.9,45.7
03-07-2019 17:25:45,1059.1,12.52,273.82,27.5,895.4,45.9
03-07-2019 17:25:46,1063.5,12.54,273.58,27.4,895,46
03-07-2019 17:25:47,1068,12.57,273.16,27.4,894.5,45.9
03-07-2019 17:25:48,1072.5,12.61,272.6,27.4,894.1,45.9
03-07-2019 17:25:49,1077,12.67,272.18,27.3,893.6,46.1
03-07-2019 17:25:50,1081.5,12.75,272.04,27.3,893.1,46.2
03-07-2019 17:25:51,1086.1,12.8,272.15,27.2,892.7,46.3
03-07-2019 17:25:52,1090.7,12.79,272.2,27.2,892.2,46.6
03-07-2019 17:25:53,1095.4,12.78,271.97,27.1,891.8,46.6
03-07-2019 17:25:54,1100.1,12.76,271.52,27.1,891.3,46.3
03-07-2019 17:25:55,1104.8,12.74,271.05,27,890.8,46.5
03-07-2019 17:25:56,1109.5,12.74,270.8,27,890.3,46.6
03-07-2019 17:25:57,1114.3,12.76,270.8,27,889.8,46.7
03-07-2019 17:25:58,1119.1,12.79,270.93,26.9,889.4,46.9
03-07-2019 17:25:59,1123.9,12.82,271.24,26.9,888.9,47.1
03-07-2019 17:26:00,1128.7,12.82,271.65,26.8,888.4,47.3
03-07-2019 17:26:01,1133.5,12.79,271.97,26.8,887.9,47.3
03-07-2019 17:26:02,1138.4,12.72,272.15,26.7,887.4,47.4
03-07-2019 17:26:03,1143.3,12.64,272.15,26.7,886.9,47.6
03-07-2019 17:26:04,1148.2,12.56,271.94,26.6,886.4,47.7
03-07-2019 17:26:05,1153.1,12.52,271.57,26.6,885.9,47.8
03-07-2019 17:26:06,1158,12.52,271.2,26.5,885.4,47.8
03-07-2019 17:26:07,1162.9,12.57,270.79,26.5,885,47.9
03-07-2019 17:26:08,1167.9,12.68,270.45,26.4,884.5,48.1
03-07-2019 17:26:09,1172.8,12.8,270.37,26.4,884,48
03-07-2019 17:26:10,1177.8,12.91,270.61,26.3,883.5,48.2
03-07-2019 17:26:11,1182.7,13,270.99,26.3,883,48.3
03-07-2019 17:26:12,1187.6,13.03,271.23,26.2,882.5,48.5
03-07-2019 17:26:13,1192.6,12.97,271.34,26.2,882,48.6
03-07-2019 17:26:14,1197.5,12.9,271.12,26.1,881.5,48.1
03-07-2019 17:26:15,1202.5,12.91,270.71,26.1,881,48.2
03-07-2019 17:26:16,1207.5,13,270.25,26.1,880.5,48.3
03-07-2019 17:26:17,1212.4,13.11,269.99,26,880,48.5
03-07-2019 17:26:18,1217.4,13.2,269.91,26,879.5,49
03-07-2019 17:26:19,1222.4,13.23,269.86,25.9,879,48.8
03-07-2019 17:26:20,1227.3,13.25,269.77,25.8,878.5,49.2
03-07-2019 17:26:21,1232.3,13.28,269.56,25.8,878,48.7
03-07-2019 17:26:22,1237.3,13.33,269.51,25.8,877.5,48.8
03-07-2019 17:26:23,1242.3,13.35,269.74,25.7,877.1,48.9
03-07-2019 17:26:24,1247.3,13.34,270.18,25.7,876.6,49.2
03-07-2019 17:26:25,1252.3,13.27,270.5,25.6,876.1,49.4
03-07-2019 17:26:26,1257.3,13.18,270.58,25.6,875.6,49.7
03-07-2019 17:26:27,1262.3,13.16,270.67,25.5,875.1,49.7
03-07-2019 17:26:28,1267.3,13.23,270.69,25.5,874.6,49.8
03-07-2019 17:26:29,1272.3,13.34,270.59,25.5,874.1,49.9
03-07-2019 17:26:30,1277.3,13.4,270.22,25.4,873.6,49.9
03-07-2019 17:26:31,1282.3,13.39,269.62,25.4,873.1,50
03-07-2019 17:26:32,1287.3,13.3,269.08,25.3,872.6,50.1
03-07-2019 17:26:33,1292.3,13.2,268.79,25.3,872.1,50.2
03-07-2019 17:26:34,1297.2,13.12,268.81,25.2,871.6,50.3
03-07-2019 17:26:35,1302.1,13.06,269.02,25.2,871.1,50.3
03-07-2019 17:26:36,1307,13.03,269.17,25.1,870.7,50.3
03-07-2019 17:26:37,1311.9,13.03,269.22,25.1,870.2,50.5
03-07-2019 17:26:38,1316.8,13.07,269.19,25,869.7,50.6
03-07-2019 17:26:39,1321.7,13.16,269.18,25,869.2,50.8
03-07-2019 17:26:40,1326.5,13.26,269.08,25,868.7,50.8
03-07-2019 17:26:41,1331.4,13.34,268.85,24.9,868.3,50.9
03-07-2019 17:26:42,1336.2,13.35,268.53,24.9,867.8,51
03-07-2019 17:26:43,1341.1,13.37,268.22,24.8,867.3,51.2
03-07-2019 17:26:44,1345.9,13.43,267.91,24.8,866.8,51.2
03-07-2019 17:26:45,1350.6,13.53,267.5,24.7,866.4,51.1
03-07-2019 17:26:46,1355.4,13.65,267.04,24.7,865.9,51.5
03-07-2019 17:26:47,1360.1,13.73,266.85,24.7,865.4,51.3
03-07-2019 17:26:48,1364.8,13.8,266.85,24.6,865,51.7
03-07-2019 17:26:49,1369.5,13.87,267.12,24.5,864.5,51.8
03-07-2019 17:26:50,1374.2,13.88,267.35,24.5,864,52.1
03-07-2019 17:26:51,1378.9,13.82,267.36,24.4,863.6,52.3
03-07-2019 17:26:52,1383.5,13.75,267.12,24.4,863.1,52.4
03-07-2019 17:26:53,1388.1,13.69,266.87,24.3,862.7,52.7
03-07-2019 17:26:54,1392.8,13.65,266.76,24.3,862.2,52.9
03-07-2019 17:26:55,1397.4,13.63,266.86,24.2,861.8,53
03-07-2019 17:26:56,1402,13.63,266.92,24.2,861.3,53.5
03-07-2019 17:26:57,1406.7,13.64,266.89,24.1,860.9,53.6
03-07-2019 17:26:58,1411.3,13.61,266.85,24.1,860.4,53.9
03-07-2019 17:26:59,1416,13.56,266.89,24,860,54.3
03-07-2019 17:27:00,1420.7,13.47,266.95,23.9,859.5,54.7
03-07-2019 17:27:01,1425.4,13.38,266.78,23.9,859,54.7
03-07-2019 17:27:02,1430.2,13.32,266.54,23.9,858.6,54.8
03-07-2019 17:27:03,1434.9,13.31,266.27,23.9,858.1,54.8
03-07-2019 17:27:04,1439.7,13.35,266.04,23.8,857.6,55.2
03-07-2019 17:27:05,1444.4,13.46,265.85,23.8,857.1,55.1
03-07-2019 17:27:06,1449.3,13.63,265.78,23.7,856.7,55.3
03-07-2019 17:27:07,1454.1,13.7,265.98,23.7,856.2,55.3
03-07-2019 17:27:08,1459,13.69,266.45,23.6,855.7,55.4
03-07-2019 17:27:09,1463.8,13.62,266.92,23.6,855.3,55.5
03-07-2019 17:27:10,1468.8,13.56,267.13,23.5,854.8,55.7
03-07-2019 17:27:11,1473.8,13.49,266.98,23.5,854.3,55.8
03-07-2019 17:27:12,1478.8,13.41,266.64,23.4,853.8,55.9
03-07-2019 17:27:13,1483.8,13.4,266.32,23.4,853.3,56.1
03-07-2019 17:27:14,1488.8,13.48,266.19,23.4,852.8,56.3
03-07-2019 17:27:15,1493.8,13.57,266.34,23.3,852.3,56.5
03-07-2019 17:27:16,1498.9,13.57,266.6,23.3,851.8,56.9
03-07-2019 17:27:17,1504,13.5,266.93,23.3,851.3,56.9
03-07-2019 17:27:18,1509.1,13.41,267.14,23.2,850.8,57.1
03-07-2019 17:27:19,1514.2,13.37,267.18,23.2,850.3,57.2
03-07-2019 17:27:20,1519.4,13.39,267.06,23.1,849.8,57.3
03-07-2019 17:27:21,1524.6,13.43,266.96,23.1,849.3,57.4
03-07-2019 17:27:22,1529.9,13.44,267,23,848.8,57.7
03-07-2019 17:27:23,1535.1,13.41,267.11,23,848.3,57.8
03-07-2019 17:27:24,1540.4,13.41,267.14,22.9,847.8,57.9
03-07-2019 17:27:25,1545.8,13.47,267.07,22.9,847.2,58
03-07-2019 17:27:26,1551.1,13.56,266.98,22.8,846.7,58
03-07-2019 17:27:27,1556.5,13.63,266.81,22.8,846.2,57.9
03-07-2019 17:27:28,1561.8,13.68,266.4,22.8,845.7,58.1
03-07-2019 17:27:29,1567.2,13.68,265.91,22.7,845.2,58.3
03-07-2019 17:27:30,1572.6,13.61,265.53,22.7,844.7,58.5
03-07-2019 17:27:31,1577.9,13.52,265.38,22.6,844.1,58.6
03-07-2019 17:27:32,1583.4,13.46,265.51,22.6,843.6,58.6
03-07-2019 17:27:33,1588.8,13.42,265.86,22.5,843.1,58.8
03-07-2019 17:27:34,1594.3,13.41,266.28,22.4,842.6,58.9
03-07-2019 17:27:35,1599.7,13.46,266.67,22.4,842,59.1
03-07-2019 17:27:36,1605.3,13.55,266.95,22.3,841.5,59.3
03-07-2019 17:27:37,1610.8,13.64,267.17,22.3,841,59.1
03-07-2019 17:27:38,1616.4,13.73,267.3,22.2,840.4,59.2
03-07-2019 17:27:39,1622,13.82,267.17,22.1,839.9,59.5
03-07-2019 17:27:40,1627.6,13.83,266.72,22,839.3,59.9
03-07-2019 17:27:41,1633.2,13.75,266.21,21.9,838.8,60.1
03-07-2019 17:27:42,1638.9,13.61,265.9,21.9,838.3,60.5
03-07-2019 17:27:43,1644.5,13.49,265.9,21.9,837.7,60.4
03-07-2019 17:27:44,1650.2,13.41,266.1,21.9,837.2,60.6
03-07-2019 17:27:45,1655.9,13.38,266.36,21.8,836.6,60.7
03-07-2019 17:27:46,1661.6,13.39,266.45,21.7,836.1,61
03-07-2019 17:27:47,1667.4,13.43,266.39,21.6,835.5,61.2
03-07-2019 17:27:48,1673.2,13.42,266.48,21.6,835,61.6
03-07-2019 17:27:49,1679.1,13.37,266.84,21.5,834.4,61.8
03-07-2019 17:27:50,1685,13.37,267.06,21.4,833.8,61.8
03-07-2019 17:27:51,1690.9,13.43,267.05,21.4,833.3,62
03-07-2019 17:27:52,1696.9,13.53,266.77,21.3,832.7,61.8
03-07-2019 17:27:53,1702.8,13.63,266.35,21.2,832.1,62.4
03-07-2019 17:27:54,1708.9,13.72,266.08,21.2,831.6,62.8
03-07-2019 17:27:55,1714.9,13.77,265.95,21.2,831,62.8
03-07-2019 17:27:56,1720.9,13.75,265.94,21.1,830.4,63
03-07-2019 17:27:57,1726.9,13.67,266.23,21.1,829.8,63.2
03-07-2019 17:27:58,1733,13.6,266.66,21,829.2,63.4
03-07-2019 17:27:59,1739,13.61,266.91,21,828.6,63.6
03-07-2019 17:28:00,1745,13.66,266.88,20.9,828.1,63.8
03-07-2019 17:28:01,1750.9,13.76,266.6,20.8,827.5,64
03-07-2019 17:28:02,1756.9,13.88,266.41,20.8,826.9,64.2
03-07-2019 17:28:03,1762.9,14,266.44,20.8,826.4,64.3
03-07-2019 17:28:04,1768.8,14.12,266.57,20.7,825.8,64.3
03-07-2019 17:28:05,1774.7,14.16,266.8,20.7,825.2,64.5
03-07-2019 17:28:06,1780.6,14.1,267.17,20.6,824.7,64.7
03-07-2019 17:28:07,1786.5,13.97,267.59,20.5,824.1,64.9
03-07-2019 17:28:08,1792.3,13.91,267.71,20.5,823.6,65.2
03-07-2019 17:28:09,1798.1,13.9,267.52,20.5,823,64.9
03-07-2019 17:28:10,1803.9,13.88,267.19,20.4,822.5,65.1
03-07-2019 17:28:11,1809.7,13.85,266.87,20.3,821.9,65.3
03-07-2019 17:28:12,1815.4,13.86,266.78,20.3,821.4,65.6
03-07-2019 17:28:13,1821,13.9,266.84,20.3,820.8,65.4
03-07-2019 17:28:14,1826.7,13.94,267.03,20.2,820.3,65.8
03-07-2019 17:28:15,1832.3,13.96,267.21,20.1,819.8,66.3
03-07-2019 17:28:16,1838,13.99,267.32,20,819.2,66.3
03-07-2019 17:28:17,1843.5,14.02,267.4,20,818.7,66.5
03-07-2019 17:28:18,1849.1,14.09,267.36,19.9,818.2,66.7
03-07-2019 17:28:19,1854.6,14.17,267.32,19.8,817.7,67.2
03-07-2019 17:28:20,1860,14.24,267.44,19.8,817.2,67.5
03-07-2019 17:28:21,1865.4,14.31,267.67,19.7,816.6,66.9
03-07-2019 17:28:22,1870.7,14.35,267.94,19.7,816.1,67.1
03-07-2019 17:28:23,1876,14.34,268.02,19.7,815.6,66.9
03-07-2019 17:28:24,1881.3,14.3,267.82,19.6,815.2,67.3
03-07-2019 17:28:25,1886.5,14.23,267.44,19.5,814.7,67.4
03-07-2019 17:28:26,1891.7,14.17,266.96,19.5,814.2,67.6
03-07-2019 17:28:27,1896.8,14.17,266.55,19.5,813.7,67.8
03-07-2019 17:28:28,1902,14.23,266.43,19.4,813.2,67.9
03-07-2019 17:28:29,1907.1,14.28,266.59,19.4,812.7,68
03-07-2019 17:28:30,1912.2,14.31,266.88,19.3,812.2,68.1
03-07-2019 17:28:31,1917.4,14.35,267.29,19.3,811.7,68.1
03-07-2019 17:28:32,1922.5,14.42,267.74,19.3,811.3,69
03-07-2019 17:28:33,1927.5,14.49,268.1,19.2,810.8,69
03-07-2019 17:28:34,1932.6,14.58,268.23,19.1,810.3,69.4
03-07-2019 17:28:35,1937.6,14.63,268.18,19.1,809.8,69.7
03-07-2019 17:28:36,1942.6,14.65,267.89,19,809.4,69
03-07-2019 17:28:37,1947.7,14.63,267.45,19,808.9,69.1
03-07-2019 17:28:38,1952.7,14.6,267.02,19,808.4,69.5
03-07-2019 17:28:39,1957.7,14.55,266.72,18.9,808,69.6
03-07-2019 17:28:40,1962.7,14.52,266.55,18.9,807.5,69.5
03-07-2019 17:28:41,1967.7,14.59,266.61,18.9,807,69.1
03-07-2019 17:28:42,1972.7,14.72,266.93,18.9,806.6,69.2
03-07-2019 17:28:43,1977.7,14.85,267.25,18.8,806.1,69.3
03-07-2019 17:28:44,1982.7,14.97,267.44,18.8,805.6,69.4
03-07-2019 17:28:45,1987.6,15.04,267.5,18.7,805.2,69.4
03-07-2019 17:28:46,1992.6,15.05,267.51,18.7,804.7,69.5
03-07-2019 17:28:47,1997.5,14.95,267.6,18.7,804.2,69.8
03-07-2019 17:28:48,2002.5,14.84,267.71,18.6,803.7,69.9
03-07-2019 17:28:49,2007.4,14.84,267.59,18.6,803.3,70
03-07-2019 17:28:50,2012.3,14.91,267.17,18.6,802.8,70.1
03-07-2019 17:28:51,2017.2,14.96,266.77,18.5,802.3,70.4
03-07-2019 17:28:52,2022.1,14.96,266.62,18.4,801.9,70.7
03-07-2019 17:28:53,2027,14.98,266.84,18.4,801.4,71.2
03-07-2019 17:28:54,2031.9,14.99,267.27,18.3,801,71.5
03-07-2019 17:28:55,2036.8,14.98,267.7,18.3,800.5,71.6
03-07-2019 17:28:56,2041.6,14.99,268.06,18.2,800.1,72
03-07-2019 17:28:57,2046.4,15.05,268.32,18.2,799.6,72.1
03-07-2019 17:28:58,2051.3,15.13,268.47,18.1,799.2,72.3
03-07-2019 17:28:59,2056.1,15.14,268.4,18.1,798.7,72.3
03-07-2019 17:29:00,2061,15.07,268.12,18,798.3,72.6
03-07-2019 17:29:01,2065.8,14.97,267.76,18,797.8,72.7
03-07-2019 17:29:02,2070.7,14.91,267.46,18,797.4,72.7
03-07-2019 17:29:03,2075.6,14.91,267.26,18,796.9,73
03-07-2019 17:29:04,2080.5,14.94,267.09,17.9,796.5,73.5
03-07-2019 17:29:05,2085.4,14.98,266.98,17.8,796,73.2
03-07-2019 17:29:06,2090.2,15.04,266.84,17.8,795.5,73.2
03-07-2019 17:29:07,2095.1,15.15,266.62,17.8,795.1,73.1
03-07-2019 17:29:08,2100,15.28,266.41,17.7,794.6,73.3
03-07-2019 17:29:09,2104.9,15.41,266.32,17.6,794.2,73.7
03-07-2019 17:29:10,2109.8,15.52,266.34,17.6,793.7,73.7
03-07-2019 17:29:11,2114.7,15.62,266.49,17.5,793.2,74.2
03-07-2019 17:29:12,2119.7,15.67,266.75,17.5,792.8,74.2
03-07-2019 17:29:13,2124.6,15.67,266.98,17.5,792.3,74.3
03-07-2019 17:29:14,2129.5,15.65,267.05,17.4,791.9,74.6
03-07-2019 17:29:15,2134.5,15.64,267.07,17.3,791.4,74.9
03-07-2019 17:29:16,2139.5,15.68,267,17.3,790.9,75
03-07-2019 17:29:17,2144.6,15.74,266.88,17.2,790.5,75.1
03-07-2019 17:29:18,2149.6,15.8,266.61,17.2,790,75.5
03-07-2019 17:29:19,2154.7,15.83,266.14,17.1,789.6,75.3
03-07-2019 17:29:20,2159.8,15.84,265.61,17.1,789.1,75.6
03-07-2019 17:29:21,2164.9,15.83,265.12,17,788.6,75.4
03-07-2019 17:29:22,2170.1,15.8,264.74,17,788.1,75.1
03-07-2019 17:29:23,2175.3,15.84,264.44,17,787.6,75.1
03-07-2019 17:29:24,2180.5,15.98,264.48,16.9,787.2,75.6
03-07-2019 17:29:25,2185.7,16.16,264.77,16.9,786.7,76.1
03-07-2019 17:29:26,2190.9,16.29,265.1,16.8,786.2,76.5
03-07-2019 17:29:27,2196.2,16.37,265.35,16.8,785.7,76.5
03-07-2019 17:29:28,2201.4,16.37,265.47,16.7,785.2,77.2
03-07-2019 17:29:29,2206.7,16.31,265.35,16.6,784.8,77.2
03-07-2019 17:29:30,2211.9,16.23,265.14,16.6,784.3,77.5
03-07-2019 17:29:31,2217.1,16.18,264.93,16.5,783.8,77.6
03-07-2019 17:29:32,2222.4,16.18,264.68,16.5,783.3,78.1
03-07-2019 17:29:33,2227.6,16.19,264.19,16.4,782.8,77.6
03-07-2019 17:29:34,2232.9,16.22,263.55,16.4,782.4,77.8
03-07-2019 17:29:35,2238.2,16.29,262.97,16.4,781.9,78
03-07-2019 17:29:36,2243.5,16.41,262.56,16.4,781.4,77.9
03-07-2019 17:29:37,2248.8,16.55,262.48,16.3,780.9,78.1
03-07-2019 17:29:38,2254.1,16.65,262.73,16.2,780.5,79.1
03-07-2019 17:29:39,2259.4,16.72,263.05,16.2,780,78.8
