ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-11-2018 00:00:00,21.4,0,967.2,0,359
01-11-2018 01:00:00,21.4,0,967.9,0,359
01-11-2018 02:00:00,22,0,968.8,0,359
01-11-2018 03:00:00,23.9,0,969.7,0,359
01-11-2018 04:00:00,26.2,89,969.8,0,359
01-11-2018 05:00:00,27,79,969.3,0.3,145
01-11-2018 06:00:00,27.5,80,968.5,1.7,62
01-11-2018 07:00:00,27.4,84,967.5,0.9,134
01-11-2018 08:00:00,27.2,86,966.7,1.1,77
01-11-2018 09:00:00,24,0,966.4,0,359
01-11-2018 10:00:00,23.4,0,966.5,0,359
01-11-2018 11:00:00,22.8,0,967.2,3.6,280
01-11-2018 12:00:00,21.8,0,968.5,0.7,48
01-11-2018 13:00:00,22.1,0,968.8,0,359
01-11-2018 14:00:00,22.1,0,969.3,0.8,86
01-11-2018 15:00:00,21.9,0,969.9,0.4,75
01-11-2018 16:00:00,22.1,0,970.2,0,359
01-11-2018 17:00:00,22.1,0,970.2,0.5,142
01-11-2018 18:00:00,22.1,0,969.7,0,359
01-11-2018 19:00:00,21.8,0,969.1,0,359
01-11-2018 20:00:00,21.6,0,968.2,0,359
01-11-2018 21:00:00,21.6,0,968,0,359
01-11-2018 22:00:00,21.9,0,967.5,0,359
01-11-2018 23:00:00,21.7,0,967.4,0,359
02-11-2018 00:00:00,21.6,0,967.7,0.6,127
02-11-2018 01:00:00,21.9,0,968.7,0,359
02-11-2018 02:00:00,22.8,0,969.8,0,359
02-11-2018 03:00:00,23.1,0,970.3,0.8,68
02-11-2018 04:00:00,24.9,0,970.6,0,359
02-11-2018 05:00:00,25.6,0,970.4,1.2,168
02-11-2018 06:00:00,26.8,0,969.3,1.1,275
02-11-2018 07:00:00,25.1,0,968.3,0.6,121
02-11-2018 08:00:00,26.4,0,967.2,0.3,182
02-11-2018 09:00:00,23.7,0,966.7,0,359
02-11-2018 10:00:00,23.6,0,966.6,1,230
02-11-2018 11:00:00,23.7,0,966.9,0,359
02-11-2018 12:00:00,23.7,0,967.3,0,359
02-11-2018 13:00:00,23.5,0,968.2,0,359
02-11-2018 14:00:00,23.4,0,968.9,0,359
02-11-2018 15:00:00,23,0,969.7,0,359
02-11-2018 16:00:00,23,0,970.1,0,359
02-11-2018 17:00:00,22.9,0,969.8,0,359
02-11-2018 18:00:00,23.2,0,969.2,0,359
02-11-2018 19:00:00,23.1,0,968.9,0.4,98
02-11-2018 20:00:00,22.9,0,968.4,0.3,93
02-11-2018 21:00:00,22.5,0,968,0,359
02-11-2018 22:00:00,22.4,0,968,0,359
02-11-2018 23:00:00,22.1,0,968.2,0,359
03-11-2018 00:00:00,22.5,0,968.5,0,359
03-11-2018 01:00:00,22.4,0,969.4,0,359
03-11-2018 02:00:00,23.2,0,970.5,0,359
03-11-2018 03:00:00,23.8,0,971.2,0,359
03-11-2018 04:00:00,25,0,971.7,0.4,127
03-11-2018 05:00:00,25.6,0,971.4,0.8,112
03-11-2018 06:00:00,27.2,0,970.3,1,107
03-11-2018 07:00:00,28.8,84,969.1,0.4,97
03-11-2018 08:00:00,28.3,90,968.3,1.2,283
03-11-2018 09:00:00,29,83,967.5,1.8,240
03-11-2018 10:00:00,26.3,96,967.4,1.8,262
03-11-2018 11:00:00,28.2,84,967.4,1.2,215
03-11-2018 12:00:00,26.4,93,968,1.5,137
03-11-2018 13:00:00,25.5,0,968.8,1.2,141
03-11-2018 14:00:00,24.7,0,969.8,0.8,154
03-11-2018 15:00:00,24.1,0,970.7,0,359
03-11-2018 16:00:00,23.8,0,971.1,0.8,144
03-11-2018 17:00:00,23.3,0,971.2,0,359
03-11-2018 18:00:00,22.4,0,970.9,0,359
03-11-2018 19:00:00,22.2,0,970.5,0,359
03-11-2018 20:00:00,21.5,0,969.7,0,359
03-11-2018 21:00:00,20.9,0,969.2,0,359
03-11-2018 22:00:00,21,0,969.1,0,359
03-11-2018 23:00:00,21.4,0,969,0,359
04-11-2018 00:00:00,20.6,0,969.2,0,359
04-11-2018 01:00:00,20.6,0,969.8,0,359
04-11-2018 02:00:00,21.9,0,970.9,0,359
04-11-2018 03:00:00,23.7,0,971.4,0.4,40
04-11-2018 04:00:00,26.3,0,971.7,0.8,65
04-11-2018 05:00:00,27.3,0,971.3,1.7,102
04-11-2018 06:00:00,29,86,970.3,0.9,136
04-11-2018 07:00:00,29.4,79,969.2,1.5,120
04-11-2018 08:00:00,29.5,82,968.3,0.8,233
04-11-2018 09:00:00,29.6,84,967.2,2.3,265
04-11-2018 10:00:00,27.5,94,967.3,1.2,206
04-11-2018 11:00:00,27,90,967.7,0.9,179
04-11-2018 12:00:00,26.2,84,968.5,1.6,160
04-11-2018 13:00:00,25.4,90,969.4,0,359
04-11-2018 14:00:00,25.2,0,970.2,0,359
04-11-2018 15:00:00,24.7,0,971.2,0,359
04-11-2018 16:00:00,24.3,0,971.6,0,359
04-11-2018 17:00:00,23.6,0,971.4,0,359
04-11-2018 18:00:00,23.3,0,971.2,0,359
04-11-2018 19:00:00,23.3,0,970.5,0,359
04-11-2018 20:00:00,22.9,0,969.7,0,359
04-11-2018 21:00:00,22.7,0,969.1,0,359
04-11-2018 22:00:00,22.2,0,969.1,0,359
04-11-2018 23:00:00,22.3,0,969.1,0,359
05-11-2018 00:00:00,22.1,0,969.5,0,359
05-11-2018 01:00:00,21.7,0,970.2,0,359
05-11-2018 02:00:00,23.1,0,971,0,359
