ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-05-2018 00:00:00,26.9,70,964.6,0,359
01-05-2018 01:00:00,26.8,73,965.3,0,359
01-05-2018 02:00:00,28.9,65,966.2,0,359
01-05-2018 03:00:00,31,59,966.3,0.4,327
01-05-2018 04:00:00,32.8,51,966.2,1.5,322
01-05-2018 05:00:00,34.8,41,965.6,1.7,305
01-05-2018 06:00:00,36.4,37,964.7,1.8,320
01-05-2018 07:00:00,38.2,31,963.8,1.9,299
01-05-2018 08:00:00,39.4,28,962.6,1.4,324
01-05-2018 09:00:00,38.7,29,961.8,0,359
01-05-2018 10:00:00,40.1,26,961.1,1.1,90
01-05-2018 11:00:00,24.5,87,961.4,3.1,239
01-05-2018 12:00:00,27.3,73,961.4,0.6,24
01-05-2018 13:00:00,27,67,963.7,0,359
01-05-2018 14:00:00,24.5,95,964.7,0.9,278
01-05-2018 15:00:00,26.3,76,964.9,0,359
01-05-2018 16:00:00,26,86,965.7,0,359
01-05-2018 17:00:00,28,83,967.3,0.8,185
01-05-2018 18:00:00,28.1,88,967.2,1.3,189
01-05-2018 19:00:00,25.4,76,966.8,1.2,48
01-05-2018 20:00:00,27,78,965.4,4.4,275
01-05-2018 21:00:00,26.7,79,964.1,2.4,322
01-05-2018 22:00:00,26.3,78,964.1,1.7,327
01-05-2018 23:00:00,26,84,964.3,0,359
02-05-2018 00:00:00,26.1,89,965,0,359
02-05-2018 01:00:00,26,94,965.4,0,359
02-05-2018 02:00:00,27.1,90,966,0,359
02-05-2018 03:00:00,29.2,73,966.3,0.5,353
02-05-2018 04:00:00,31.7,58,966.3,1.1,332
02-05-2018 05:00:00,34,48,965.6,0.9,12
02-05-2018 06:00:00,34.9,42,965.1,1.6,334
02-05-2018 07:00:00,36.1,41,964.3,1.8,291
02-05-2018 08:00:00,36.3,40,963.5,1.8,54
02-05-2018 09:00:00,36.8,34,962.6,1.3,40
02-05-2018 10:00:00,36.8,35,962,0.9,40
02-05-2018 11:00:00,35.3,40,961.9,0.7,239
02-05-2018 12:00:00,33.3,51,962.2,0.5,96
02-05-2018 13:00:00,33.2,54,962.8,0,359
02-05-2018 14:00:00,31.5,69,964.2,2,226
02-05-2018 15:00:00,30.2,75,964.3,2,230
02-05-2018 16:00:00,29.4,79,965.5,0.2,125
02-05-2018 17:00:00,28.8,84,966.6,0,359
02-05-2018 18:00:00,28.7,87,966.1,2.2,265
02-05-2018 19:00:00,28.4,87,965.8,2.4,279
02-05-2018 20:00:00,28.2,85,965.5,2,290
02-05-2018 21:00:00,27.9,86,964.6,2.8,267
02-05-2018 22:00:00,27.4,88,964.4,2.4,262
02-05-2018 23:00:00,27.1,94,964.7,2.2,304
03-05-2018 00:00:00,26.9,97,965.2,1.6,322
03-05-2018 01:00:00,26.6,0,965.8,0,359
03-05-2018 02:00:00,27.7,91,966.6,0,359
03-05-2018 03:00:00,29.8,72,967.5,0,359
03-05-2018 04:00:00,31.6,61,967.1,1.6,302
03-05-2018 05:00:00,33.2,53,966.7,0,359
03-05-2018 06:00:00,35,44,966.2,0.3,227
03-05-2018 07:00:00,35.6,42,965.6,0.5,27
03-05-2018 08:00:00,36.7,40,964,2.2,325
03-05-2018 09:00:00,37.6,35,962.5,1.4,316
03-05-2018 10:00:00,37.7,33,962,0.9,300
03-05-2018 11:00:00,35,43,961.5,1.5,269
03-05-2018 12:00:00,23.4,99,963.8,4.2,43
03-05-2018 13:00:00,22.8,0,965.9,1.5,143
03-05-2018 14:00:00,22.2,0,967.6,0,359
03-05-2018 15:00:00,21.9,0,969.6,0.3,99
03-05-2018 16:00:00,21.8,0,971,0.9,40
03-05-2018 17:00:00,21.7,0,971.2,0,359
03-05-2018 18:00:00,21.2,0,968.6,0.9,325
03-05-2018 19:00:00,21.2,0,966.4,0,359
03-05-2018 20:00:00,21.5,0,965.5,0.9,327
03-05-2018 21:00:00,21.7,0,965.6,0,359
03-05-2018 22:00:00,21.4,0,965.2,0,359
03-05-2018 23:00:00,21.4,0,965.5,0,359
04-05-2018 00:00:00,21.4,0,966.3,0,359
04-05-2018 01:00:00,21.7,0,966.9,0,359
04-05-2018 02:00:00,23.1,0,967.8,0,359
04-05-2018 03:00:00,24.1,0,968.5,0,359
04-05-2018 04:00:00,28,87,968.5,0.8,317
04-05-2018 05:00:00,29.7,74,968,1.8,314
04-05-2018 06:00:00,30.7,65,967.6,1.9,311
04-05-2018 07:00:00,32,58,966.9,1.5,287
04-05-2018 08:00:00,33.5,48,965.8,1.8,316
04-05-2018 09:00:00,33.2,47,964.7,0.6,209
04-05-2018 10:00:00,34,46,964,1.1,317
04-05-2018 11:00:00,33.3,48,963.7,0,359
04-05-2018 12:00:00,33.4,45,963.9,0,359
