ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-10-2018 00:00:00,22.9,0,966.5,0,359
01-10-2018 01:00:00,22.8,0,967.1,0,359
01-10-2018 02:00:00,24.9,0,967.9,0,359
01-10-2018 03:00:00,25.7,0,968.6,0,359
01-10-2018 04:00:00,27,0,968.8,0,359
01-10-2018 05:00:00,29.3,73,968.3,0.9,256
01-10-2018 06:00:00,30.6,62,967.5,0.6,217
01-10-2018 07:00:00,31.8,56,966.4,0.8,272
01-10-2018 08:00:00,31,63,965.6,1.7,55
01-10-2018 09:00:00,30.9,64,964.6,1.8,241
01-10-2018 10:00:00,30.8,59,964,2.1,257
01-10-2018 11:00:00,31.4,55,964.3,0.9,234
01-10-2018 12:00:00,29.8,66,964.6,2,236
01-10-2018 13:00:00,28.7,74,965.4,1.2,196
01-10-2018 14:00:00,27.9,78,966.7,1.2,256
01-10-2018 15:00:00,27.1,86,967.7,2,245
01-10-2018 16:00:00,26.6,93,968.6,1.3,245
01-10-2018 17:00:00,26.2,98,969,1.1,214
01-10-2018 18:00:00,25.8,0,968.6,0.6,229
01-10-2018 19:00:00,25.2,0,967.6,0,359
01-10-2018 20:00:00,25,0,967.1,0,359
01-10-2018 21:00:00,24.5,0,966.9,0,359
01-10-2018 22:00:00,24.1,0,966.3,0,359
01-10-2018 23:00:00,24,0,966.5,0,359
02-10-2018 00:00:00,23.6,0,967.2,0,359
02-10-2018 01:00:00,23.6,0,967.8,0,359
02-10-2018 02:00:00,24.2,0,968.8,0,359
02-10-2018 03:00:00,26.1,0,969.1,0,359
02-10-2018 04:00:00,28.1,91,969.2,0.2,341
02-10-2018 05:00:00,29.9,68,969.2,0.8,261
02-10-2018 06:00:00,30,67,968.5,0,359
02-10-2018 07:00:00,30.6,63,967.3,0.5,97
02-10-2018 08:00:00,31.8,55,965.8,1.6,259
02-10-2018 09:00:00,32.4,54,965.2,1.1,181
02-10-2018 10:00:00,28.5,70,965.3,2.7,242
02-10-2018 11:00:00,27.8,80,965.7,0.8,44
02-10-2018 12:00:00,28.6,78,966.1,1,93
02-10-2018 13:00:00,28,76,966.5,1.1,261
02-10-2018 14:00:00,27.6,79,967.2,1.4,212
02-10-2018 15:00:00,27,86,968,0.7,218
02-10-2018 16:00:00,26.4,95,968.5,1.1,229
02-10-2018 17:00:00,25.8,0,968.8,1,262
02-10-2018 18:00:00,25.5,0,968.8,0.4,274
02-10-2018 19:00:00,25.1,0,968.3,0,359
02-10-2018 20:00:00,24.7,0,967.7,0,359
02-10-2018 21:00:00,24.4,0,967.3,0,359
02-10-2018 22:00:00,24.2,0,966.9,0,359
02-10-2018 23:00:00,24.1,0,967.1,0,359
03-10-2018 00:00:00,23.6,0,967.1,0,359
03-10-2018 01:00:00,23.6,0,967.5,0,359
03-10-2018 02:00:00,24.5,0,967.9,0,359
03-10-2018 03:00:00,25.6,0,968.5,0,359
03-10-2018 04:00:00,27,96,968.6,0,359
03-10-2018 05:00:00,29.1,76,968.4,0.7,80
03-10-2018 06:00:00,29.3,73,967.9,0.5,213
03-10-2018 07:00:00,31.1,65,966.4,0.7,24
03-10-2018 08:00:00,24.6,0,965.8,0.3,205
03-10-2018 09:00:00,25.6,0,965.4,1.6,237
03-10-2018 10:00:00,25.5,0,965,0.8,44
03-10-2018 11:00:00,25.5,0,965.8,0,359
03-10-2018 12:00:00,25.5,0,966.5,0.4,300
03-10-2018 13:00:00,25.1,0,967,0.6,251
03-10-2018 14:00:00,24.7,0,967.6,0,359
03-10-2018 15:00:00,24.2,0,968.2,0,359
03-10-2018 16:00:00,24.2,0,968.7,0,359
03-10-2018 17:00:00,24.1,0,968.8,0,359
03-10-2018 18:00:00,23.7,0,968.1,0,359
03-10-2018 19:00:00,23.3,0,967.5,0,359
03-10-2018 20:00:00,23.1,0,966.9,0,359
03-10-2018 21:00:00,22.9,0,966.5,0,359
03-10-2018 22:00:00,22.8,0,966.5,0,359
03-10-2018 23:00:00,22.9,0,966.7,0,359
04-10-2018 00:00:00,23.2,0,966.4,0,359
04-10-2018 01:00:00,23.2,0,967.5,0,359
04-10-2018 02:00:00,23.7,0,968.7,0,359
04-10-2018 03:00:00,24.2,0,969.3,0,359
04-10-2018 04:00:00,24.2,0,969.4,0,359
04-10-2018 05:00:00,25.3,0,969.2,0,359
04-10-2018 06:00:00,25.1,0,968.9,1.5,126
04-10-2018 07:00:00,24.9,0,968.2,0.9,145
04-10-2018 08:00:00,24.1,0,967.7,0,359
04-10-2018 09:00:00,24.2,0,967.1,0,359
04-10-2018 10:00:00,24.4,0,966.3,1.2,40
04-10-2018 11:00:00,24.3,0,965.3,0,359
04-10-2018 12:00:00,24.1,0,965.6,0,359
04-10-2018 13:00:00,23.9,0,966.2,0,359
04-10-2018 14:00:00,24.1,0,967.2,0.5,100
04-10-2018 15:00:00,24.1,0,968.4,0,359
04-10-2018 16:00:00,24,0,968.6,0,359
04-10-2018 17:00:00,23.8,0,968.5,0,359
04-10-2018 18:00:00,23.7,0,968.7,0,359
04-10-2018 19:00:00,23.3,0,967.6,0,359
04-10-2018 20:00:00,23.3,0,967.1,0,359
04-10-2018 21:00:00,23.1,0,966.8,0,359
04-10-2018 22:00:00,23.3,0,966.7,0,359
04-10-2018 23:00:00,23.3,0,966.9,0,359
05-10-2018 00:00:00,22.6,0,967.4,0,359
05-10-2018 01:00:00,22.6,0,968.5,0.7,123
05-10-2018 02:00:00,22.9,0,969.6,0.6,115
05-10-2018 03:00:00,23.6,0,969.8,0,359
05-10-2018 04:00:00,24.3,0,970,0.8,113
05-10-2018 05:00:00,25.5,0,970,0.7,117
05-10-2018 06:00:00,25.9,0,969.4,0.7,94
05-10-2018 07:00:00,26.4,0,968.1,1.1,72
05-10-2018 08:00:00,27.1,99,967.1,1.2,266
05-10-2018 09:00:00,27.4,95,966.4,0.5,24
05-10-2018 10:00:00,26.5,0,966.1,0.7,236
05-10-2018 11:00:00,26.5,0,966.1,0.8,124
05-10-2018 12:00:00,25.8,0,966.2,0,359
05-10-2018 13:00:00,24.9,0,966.6,0.6,112
05-10-2018 14:00:00,24.6,0,967.5,0,359
05-10-2018 15:00:00,24.6,0,968.2,0,359
05-10-2018 16:00:00,24.6,0,968.9,0,359
05-10-2018 17:00:00,24.2,0,969.3,0,359
05-10-2018 18:00:00,23.9,0,968.8,0,359
05-10-2018 19:00:00,23.7,0,968.2,0,359
05-10-2018 20:00:00,23.5,0,967.4,0,359
05-10-2018 21:00:00,23.4,0,966.8,0,359
05-10-2018 22:00:00,23.2,0,966.6,0,359
05-10-2018 23:00:00,23.4,0,966.8,0,359
06-10-2018 00:00:00,23.2,0,967,0,359
06-10-2018 01:00:00,23.2,0,968,0,359
06-10-2018 02:00:00,23.6,0,968.9,0,359
06-10-2018 03:00:00,24.7,0,969.5,0,359
06-10-2018 04:00:00,26.1,0,969.8,0,359
06-10-2018 05:00:00,27.6,0,969.7,0.9,127
06-10-2018 06:00:00,28.5,0,968.7,1.2,86
06-10-2018 07:00:00,28.5,99,967.6,0.3,172
06-10-2018 08:00:00,30.8,78,966.3,0.4,152
06-10-2018 09:00:00,31.1,68,965.1,1.5,137
06-10-2018 10:00:00,30.4,71,964.6,1.3,156
