ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-12-2018 00:00:00,19.9,0,970.5,0,359
01-12-2018 01:00:00,19.8,0,971.4,0,359
01-12-2018 02:00:00,20.2,0,972.2,0,359
01-12-2018 03:00:00,22.1,0,972.8,0,359
01-12-2018 04:00:00,24.4,73,972.8,0,359
01-12-2018 05:00:00,26.6,52,972.3,1.5,92
01-12-2018 06:00:00,27,49,971.3,1.5,111
01-12-2018 07:00:00,27.8,51,970,1.2,185
01-12-2018 08:00:00,27.9,53,968.8,1.7,166
01-12-2018 09:00:00,27.9,53,967.9,1.3,186
01-12-2018 10:00:00,27.6,54,967.5,1.8,158
01-12-2018 11:00:00,26.5,54,967.7,1.6,159
01-12-2018 12:00:00,24.7,57,968.3,0.5,179
01-12-2018 13:00:00,23.7,63,968.8,1.2,160
01-12-2018 14:00:00,22.9,68,969.6,1.6,148
01-12-2018 15:00:00,22.4,78,970.3,2.6,127
01-12-2018 16:00:00,22,96,970.4,1.7,152
01-12-2018 17:00:00,21.6,0,970.2,0,359
01-12-2018 18:00:00,20.7,0,970,0,359
01-12-2018 19:00:00,20,0,969.6,0,359
01-12-2018 20:00:00,19.3,0,969,0,359
01-12-2018 21:00:00,18.4,0,968.5,0,359
01-12-2018 22:00:00,18.3,0,968.1,0,359
01-12-2018 23:00:00,18,0,968.2,0,359
02-12-2018 00:00:00,17.2,0,968.4,0,359
02-12-2018 01:00:00,17.1,0,969.1,0,359
02-12-2018 02:00:00,18.5,0,969.8,0,359
02-12-2018 03:00:00,22.3,0,970.6,0,359
02-12-2018 04:00:00,25.2,86,970.5,0,359
02-12-2018 05:00:00,25.1,81,970.2,1.5,76
02-12-2018 06:00:00,26.7,70,969.1,0.7,59
02-12-2018 07:00:00,28.4,58,968.1,1.9,153
02-12-2018 08:00:00,28.6,58,966.9,0.4,185
02-12-2018 09:00:00,28.8,54,966.2,1.7,140
02-12-2018 10:00:00,28,60,965.8,1.3,165
02-12-2018 11:00:00,26.8,67,965.9,0.8,167
02-12-2018 12:00:00,25,81,966.6,1.9,126
02-12-2018 13:00:00,23.8,89,967.3,1.1,148
02-12-2018 14:00:00,23.1,93,968.5,1.7,177
02-12-2018 15:00:00,22.7,99,969.4,1.3,179
02-12-2018 16:00:00,22.4,0,970.1,0,359
02-12-2018 17:00:00,21.4,0,970.1,0,359
02-12-2018 18:00:00,21,0,969.9,0,359
02-12-2018 19:00:00,20.2,0,969.5,0,359
02-12-2018 20:00:00,19.8,0,969.4,0,359
02-12-2018 21:00:00,20.2,0,968.8,0,359
02-12-2018 22:00:00,19.6,0,968.7,0,359
02-12-2018 23:00:00,19.1,0,968.5,0,359
03-12-2018 00:00:00,19,0,968.6,0,359
03-12-2018 01:00:00,18,0,969.2,0,359
03-12-2018 02:00:00,19.4,0,969.9,0,359
03-12-2018 03:00:00,21.6,0,970.6,0,359
03-12-2018 04:00:00,24.4,97,970.9,1.6,127
03-12-2018 05:00:00,25.2,82,970.9,0.7,113
03-12-2018 06:00:00,26.8,74,970.2,0.9,85
03-12-2018 07:00:00,27,65,969.1,1.8,118
03-12-2018 08:00:00,27.3,69,967.9,1.2,152
03-12-2018 09:00:00,27.5,67,967.5,1,75
03-12-2018 10:00:00,27.4,67,967.2,1.7,149
03-12-2018 11:00:00,26.1,70,967.6,1.6,135
03-12-2018 12:00:00,25,72,968,1.2,141
03-12-2018 13:00:00,24.5,77,968.4,1.3,138
03-12-2018 14:00:00,24.2,92,969.4,1.4,162
03-12-2018 15:00:00,24,94,970.2,0.9,168
