ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-08-2018 00:00:00,25.4,65,963.7,1.5,328
01-08-2018 01:00:00,25.2,66,964.4,0,359
01-08-2018 02:00:00,26.9,60,964.8,0.7,39
01-08-2018 03:00:00,28.7,53,965.1,1.7,334
01-08-2018 04:00:00,31,44,965.4,2.3,30
01-08-2018 05:00:00,32,42,965.1,4.1,36
01-08-2018 06:00:00,32.9,40,964.7,3.6,335
01-08-2018 07:00:00,33.1,39,964.3,2.4,348
01-08-2018 08:00:00,33.7,37,963.5,2.9,332
01-08-2018 09:00:00,33.8,37,962.8,3.7,330
01-08-2018 10:00:00,33.5,37,962.3,3.7,344
01-08-2018 11:00:00,33.2,38,962.2,1.6,10
01-08-2018 12:00:00,33.1,38,962.3,2.3,12
01-08-2018 13:00:00,32.3,41,962.9,0.6,339
01-08-2018 14:00:00,29.8,49,963.9,1.3,327
01-08-2018 15:00:00,29.3,52,964.9,1,317
01-08-2018 16:00:00,29.1,54,965.5,1.2,327
01-08-2018 17:00:00,28.4,55,965.6,1,331
01-08-2018 18:00:00,28,55,965.2,0.8,44
01-08-2018 19:00:00,27.9,58,965.1,1.3,35
01-08-2018 20:00:00,27.3,60,964.5,0.7,6
01-08-2018 21:00:00,26.7,62,964.1,0,359
01-08-2018 22:00:00,25.6,66,963.9,0,359
01-08-2018 23:00:00,25,70,964,0,359
02-08-2018 00:00:00,24.9,71,964.5,0,359
02-08-2018 01:00:00,24.7,72,965.1,0,359
02-08-2018 02:00:00,26.6,64,965.8,1.1,25
02-08-2018 03:00:00,28.9,54,965.9,2.8,40
02-08-2018 04:00:00,30.5,48,965.9,1.7,15
02-08-2018 05:00:00,32,44,965.6,1.7,27
02-08-2018 06:00:00,32.8,42,965,1.5,359
02-08-2018 07:00:00,34.7,36,964.5,2.1,37
02-08-2018 08:00:00,35,35,963.7,2.1,37
02-08-2018 09:00:00,34.8,35,963.2,2.3,40
02-08-2018 10:00:00,34.4,36,962.6,2.3,39
02-08-2018 11:00:00,34.9,35,962.3,1.9,34
02-08-2018 12:00:00,34,36,962.6,2,40
02-08-2018 13:00:00,33.1,39,963.3,1.2,31
02-08-2018 14:00:00,32.2,42,963.9,0.7,14
02-08-2018 15:00:00,31.5,44,964.7,0,359
02-08-2018 16:00:00,30.5,48,965.6,0,359
02-08-2018 17:00:00,30,49,966.1,0,359
02-08-2018 18:00:00,29.2,51,965.5,0,359
02-08-2018 19:00:00,28.6,55,965.2,0,359
02-08-2018 20:00:00,28.4,55,965,0,359
02-08-2018 21:00:00,27.9,59,964.5,0,359
02-08-2018 22:00:00,28.2,57,964.4,1.6,38
02-08-2018 23:00:00,27.6,58,964.9,1,34
03-08-2018 00:00:00,26.9,62,965.5,0,359
03-08-2018 01:00:00,26.6,64,966.1,0.7,27
03-08-2018 02:00:00,26.9,64,966.7,0,359
03-08-2018 03:00:00,28.3,59,967.3,1.3,14
03-08-2018 04:00:00,30.1,52,967.3,1.3,34
03-08-2018 05:00:00,31,48,967,2.8,31
03-08-2018 06:00:00,32.7,43,966.1,2.6,37
03-08-2018 07:00:00,34.1,40,965.2,2.1,34
03-08-2018 08:00:00,34.4,37,963.9,2.1,24
03-08-2018 09:00:00,34.7,35,963,3,36
03-08-2018 10:00:00,35.4,33,962.1,1.6,27
03-08-2018 11:00:00,35,34,961.8,1.8,40
03-08-2018 12:00:00,35,33,961.9,2.4,37
03-08-2018 13:00:00,33.6,36,962.8,0.8,20
03-08-2018 14:00:00,32.2,42,963.8,1.8,41
03-08-2018 15:00:00,29.5,49,965.4,1.1,0
03-08-2018 16:00:00,29.1,52,965.6,0,359
03-08-2018 17:00:00,28.6,55,966.1,0,359
03-08-2018 18:00:00,28.4,57,965.5,0,359
03-08-2018 19:00:00,28.7,56,965,1.2,32
03-08-2018 20:00:00,28.4,55,965,1.4,36
03-08-2018 21:00:00,27.7,59,964.7,0,359
03-08-2018 22:00:00,27.2,60,965,0.6,18
03-08-2018 23:00:00,26.8,61,964.9,1.5,36
04-08-2018 00:00:00,26.5,62,965,1,21
04-08-2018 01:00:00,26.4,62,965.3,0.7,39
04-08-2018 02:00:00,26.9,60,966.2,1.5,8
04-08-2018 03:00:00,27.8,56,966.8,1.7,33
04-08-2018 04:00:00,29.8,51,966.8,1.6,29
04-08-2018 05:00:00,31,46,966.3,3.6,39
04-08-2018 06:00:00,33,41,965.5,2.4,14
04-08-2018 07:00:00,34.1,38,964.4,2.2,34
04-08-2018 08:00:00,34.8,35,963.2,1.5,340
04-08-2018 09:00:00,35.3,34,962.4,4.1,37
04-08-2018 10:00:00,34.8,34,961.9,2.6,45
04-08-2018 11:00:00,34.2,36,961.8,2.1,42
04-08-2018 12:00:00,33.7,39,962,0.7,31
04-08-2018 13:00:00,32.4,43,962.8,0,359
04-08-2018 14:00:00,30.9,48,963.8,1.5,136
04-08-2018 15:00:00,29.6,55,964.6,0,359
04-08-2018 16:00:00,25.1,94,965.9,0.9,300
04-08-2018 17:00:00,23.7,0,967,1.6,44
04-08-2018 18:00:00,24.4,0,966.6,0.5,265
04-08-2018 19:00:00,24.4,0,966,0,359
04-08-2018 20:00:00,24.7,0,964.9,0,359
04-08-2018 21:00:00,24.5,96,964.4,0.4,18
04-08-2018 22:00:00,25,82,964.3,0.5,40
04-08-2018 23:00:00,25.6,73,964.8,0.8,40
05-08-2018 00:00:00,25.8,71,965.1,0.6,34
05-08-2018 01:00:00,25.7,70,965.6,1,6
05-08-2018 02:00:00,26.7,67,966.3,0.8,40
05-08-2018 03:00:00,28.2,61,966.5,1.2,30
05-08-2018 04:00:00,29.2,54,966.8,2.5,40
05-08-2018 05:00:00,30.1,50,966,3.9,39
05-08-2018 06:00:00,32.2,45,965.3,1.6,32
05-08-2018 07:00:00,32.5,43,964.5,4.2,40
05-08-2018 08:00:00,33,41,963.7,1.6,29
05-08-2018 09:00:00,33,41,963.1,1.9,32
05-08-2018 10:00:00,32.7,40,962.7,3.4,32
05-08-2018 11:00:00,32.4,42,962.5,1.8,36
05-08-2018 12:00:00,32.9,40,962.4,1.6,17
05-08-2018 13:00:00,31.8,43,962.8,0,359
05-08-2018 14:00:00,31.4,45,963.9,0.5,349
05-08-2018 15:00:00,30.2,49,964.8,0,359
05-08-2018 16:00:00,29.4,53,965.4,0,359
05-08-2018 17:00:00,28.8,49,965.9,0.8,33
05-08-2018 18:00:00,27.7,54,965.2,1.4,40
05-08-2018 19:00:00,26.7,58,964.6,0,359
05-08-2018 20:00:00,26.3,62,963.9,0,359
05-08-2018 21:00:00,27.1,61,963.1,0.5,356
05-08-2018 22:00:00,27.4,58,962.9,1.3,24
05-08-2018 23:00:00,27.4,57,962.9,0.8,349
06-08-2018 00:00:00,26.8,60,963.1,1.6,327
06-08-2018 01:00:00,26.4,61,963.6,0.8,327
06-08-2018 02:00:00,27.6,57,964.3,2.3,357
06-08-2018 03:00:00,28.9,53,964.7,2.1,11
06-08-2018 04:00:00,29.2,51,964.8,2.7,14
06-08-2018 05:00:00,30.2,47,964.4,4,35
06-08-2018 06:00:00,31.3,44,963.7,3.9,32
06-08-2018 07:00:00,31.8,42,963,2.5,4
06-08-2018 08:00:00,33.1,39,962,1.6,7
06-08-2018 09:00:00,33.3,37,961.4,2.7,8
06-08-2018 10:00:00,33.6,35,960.7,1.8,24
06-08-2018 11:00:00,33.7,34,960.8,2.7,28
06-08-2018 12:00:00,32.8,37,961.4,2.4,22
06-08-2018 13:00:00,30.6,44,962.3,4.2,37
06-08-2018 14:00:00,30.2,46,963,1.7,20
06-08-2018 15:00:00,29.5,49,963.8,1,348
06-08-2018 16:00:00,28.8,51,964.2,1.2,19
06-08-2018 17:00:00,28.4,54,964.6,2.6,29
06-08-2018 18:00:00,27.7,57,963.9,2.2,27
06-08-2018 19:00:00,27.3,59,962.9,1.2,8
06-08-2018 20:00:00,26.7,60,962.3,0,359
06-08-2018 21:00:00,26.8,59,961.8,2.1,347
06-08-2018 22:00:00,26.6,59,961.7,1.7,353
06-08-2018 23:00:00,26.1,61,961.7,2.3,30
07-08-2018 00:00:00,26,61,962.1,1.6,334
07-08-2018 01:00:00,26,62,962.8,1.2,330
07-08-2018 02:00:00,26.3,60,963.2,1.5,334
07-08-2018 03:00:00,27.3,57,963.7,2,40
07-08-2018 04:00:00,28.2,54,963.8,0.9,18
07-08-2018 05:00:00,28.8,51,963.4,1.1,355
07-08-2018 06:00:00,29.8,48,963.1,1.7,336
07-08-2018 07:00:00,30.2,47,962.1,2.9,333
07-08-2018 08:00:00,30.8,44,961.3,2.3,23
07-08-2018 09:00:00,32,41,960.4,2.8,348
07-08-2018 10:00:00,31.6,43,960.2,3.7,327
07-08-2018 11:00:00,30.9,44,960.1,2.5,350
07-08-2018 12:00:00,30.7,46,960.3,2.7,35
07-08-2018 13:00:00,23.8,0,961.6,0,359
07-08-2018 14:00:00,24.2,96,962.3,0,359
07-08-2018 15:00:00,24,93,962.7,0,359
07-08-2018 16:00:00,24.1,99,962.8,0,359
07-08-2018 17:00:00,24.4,90,963,0,359
07-08-2018 18:00:00,24.5,85,962.4,0,359
07-08-2018 19:00:00,24.3,91,961.8,0.6,321
07-08-2018 20:00:00,24.2,87,961.5,0,359
07-08-2018 21:00:00,24.2,87,961.2,0,359
07-08-2018 22:00:00,24.3,88,961.1,0,359
07-08-2018 23:00:00,25.1,75,961,1.1,333
08-08-2018 00:00:00,24.7,77,961.7,0.1,13
08-08-2018 01:00:00,24.4,79,962,0.3,359
08-08-2018 02:00:00,25.1,76,962.7,0.5,33
08-08-2018 03:00:00,26.5,68,963.3,0.7,358
08-08-2018 04:00:00,27.8,62,963.5,1.2,348
08-08-2018 05:00:00,29.2,56,963.1,2,8
08-08-2018 06:00:00,30,51,962.3,2.2,7
08-08-2018 07:00:00,31.6,46,961.2,2,20
08-08-2018 08:00:00,32.7,43,960.1,1.4,358
08-08-2018 09:00:00,34,38,959.5,2.3,36
08-08-2018 10:00:00,33.8,37,959.2,1.6,29
08-08-2018 11:00:00,33.4,38,959.1,2.7,33
08-08-2018 12:00:00,29.2,59,959.7,2.7,41
08-08-2018 13:00:00,27.1,69,960.7,0,359
08-08-2018 14:00:00,26.7,76,961.7,0,359
08-08-2018 15:00:00,26,78,962.5,0,359
