ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-04-2018 00:00:00,23.7,0,965.6,0,359
01-04-2018 01:00:00,23.8,0,966.3,0,359
01-04-2018 02:00:00,24.4,0,967.4,0,359
01-04-2018 03:00:00,26.4,96,968.3,0,359
01-04-2018 04:00:00,28.1,79,968.6,0,359
01-04-2018 05:00:00,30.6,63,968.4,0.2,327
01-04-2018 06:00:00,32.4,55,967.6,1,321
01-04-2018 07:00:00,33.7,49,966.5,1.1,318
01-04-2018 08:00:00,33.7,47,965.1,1.6,289
01-04-2018 09:00:00,35.5,40,964.2,1,325
01-04-2018 10:00:00,35.1,40,963.2,1.9,294
01-04-2018 11:00:00,34.8,39,963,2.6,319
01-04-2018 12:00:00,33.2,44,962.7,1.6,302
01-04-2018 13:00:00,31.4,48,963.1,0.9,306
01-04-2018 14:00:00,30.6,61,964.6,1.6,282
01-04-2018 15:00:00,28.9,78,965.9,2.4,264
01-04-2018 16:00:00,27.9,83,967.3,1.2,268
01-04-2018 17:00:00,27.1,89,967.9,2.1,291
01-04-2018 18:00:00,26.6,85,967.9,1.3,284
01-04-2018 19:00:00,25.9,91,967.4,1.4,274
01-04-2018 20:00:00,25.5,96,967.4,0.7,279
01-04-2018 21:00:00,25.3,97,966.8,0,359
01-04-2018 22:00:00,25,99,966.6,1.7,254
01-04-2018 23:00:00,24.8,0,967,1.1,281
02-04-2018 00:00:00,24.5,0,967.2,0,359
02-04-2018 01:00:00,24.3,0,967.7,0,359
02-04-2018 02:00:00,25.3,98,968.3,1.6,300
02-04-2018 03:00:00,26.9,83,969,1.3,317
02-04-2018 04:00:00,28.6,70,969.2,1.8,311
02-04-2018 05:00:00,29.9,63,969.5,1.2,324
02-04-2018 06:00:00,31.3,56,968.7,1.5,324
02-04-2018 07:00:00,33.1,46,967.5,1.3,310
02-04-2018 08:00:00,32.7,45,966.5,0.5,197
02-04-2018 09:00:00,34.2,40,965.3,2.2,259
02-04-2018 10:00:00,34.6,37,964.1,2.2,267
02-04-2018 11:00:00,32.4,43,963.9,0.3,281
02-04-2018 12:00:00,31.4,44,964.7,1.4,279
02-04-2018 13:00:00,30.5,50,965.2,0,359
02-04-2018 14:00:00,29.8,62,966,1.4,237
02-04-2018 15:00:00,28.7,70,966.7,0,359
02-04-2018 16:00:00,27.9,77,967.6,0.6,310
02-04-2018 17:00:00,27.2,82,968.1,0.8,209
02-04-2018 18:00:00,26.3,86,968.5,0,359
02-04-2018 19:00:00,25.7,92,968.3,0.6,297
02-04-2018 20:00:00,25.5,94,967.5,0,359
02-04-2018 21:00:00,25.5,94,966.7,1.2,258
02-04-2018 22:00:00,25.4,94,966.5,0.9,256
02-04-2018 23:00:00,25,99,966.4,0,359
03-04-2018 00:00:00,25.1,98,967,1.6,285
03-04-2018 01:00:00,24.6,0,967.8,0,359
03-04-2018 02:00:00,25.6,95,968.5,0.4,282
03-04-2018 03:00:00,27.3,81,969.2,0.4,277
03-04-2018 04:00:00,29,63,969.3,0.4,254
03-04-2018 05:00:00,31.1,55,968.7,1.1,11
03-04-2018 06:00:00,33,48,967.9,1.1,16
03-04-2018 07:00:00,34,42,966.7,0.4,29
03-04-2018 08:00:00,34.5,42,965.4,1.8,282
03-04-2018 09:00:00,34.2,35,964.5,0,359
03-04-2018 10:00:00,34.8,36,963.6,2,287
03-04-2018 11:00:00,33.9,39,963.3,1.5,275
03-04-2018 12:00:00,33.5,38,963.7,0.8,229
03-04-2018 13:00:00,31.9,42,964.3,0.8,252
03-04-2018 14:00:00,29.7,70,965.1,2.4,232
03-04-2018 15:00:00,28.5,77,966.2,0.8,119
03-04-2018 16:00:00,27.5,84,967.2,0,359
